htid,author,title,year,authgender,female_category,clubs
uc2.ark:/13960/t87h1j07q,Fleur de Lys.,A month's caravan tour through five counties,1911,u,high_female,0.0
uc2.ark:/13960/t87h1hv80,"Wilberforce, Samuel,",Agathos and other Sunday stories,1873,m,high_male,0.0
uiuo.ark:/13960/t3zs38t6b,"Maturin, Charles Robert,","Fatal revenge; or, The family of Montorio",1807,m,high_male,0.0
uiuo.ark:/13960/t8qc0gt1b,"Hatton, Joseph,",Three recruits and the girls they left behind them,1880,m,mixed,0.0
uc2.ark:/13960/t87h1gw05,"Lytton, Edward Bulwer Lytton,","Harold, the last of the Saxon kings;",1848,m,,0.0
uiuo.ark:/13960/t6h13j133,"Lefroy, Ella Napier.",A Scots thistle,1892,f,high_female,0.0
uiuo.ark:/13960/t3zs39k16,"Noel, Augusta,",From generation to generation,1879,f,,0.0
uiuo.ark:/13960/t8qc0j05b,"Kennedy, Theo.",Farnorth,1866,m,high_female,0.0
uiuo.ark:/13960/t6h13hv7c,"James, G. P. R.",The false heir,1843,m,,0.0
uiuo.ark:/13960/t8qc0jd66,"St. Aubyn, Alan.",A tragic honeymoon,1894,f,high_female,0.0
uiuo.ark:/13960/t6h13gm9s,"Neil, Ross,",Carleton Grange,1866,f,,0.0
uiuo.ark:/13960/t3zs3cq9p,"Spence, Elizabeth Isabella,","Dame Rebecca Berry; or, Court scenes in the reign of Charles the Second",1827,f,high_female,0.0
uiuo.ark:/13960/t8qc0k82w,"Craik, Georgiana M.",Sydney,1881,f,high_female,0.0
uc2.ark:/13960/t86h4f73h,"Ballantyne, R. M.",Digging for gold,1869,m,high_male,0.0
uiuo.ark:/13960/t3xs6df1g,"Colmore, G.",A daughter of music,1894,u,high_female,0.0
uiuo.ark:/13960/t3xs6cp6m,"Young, Mary Julia.","Right and wrong; or, The kinsmen of Naples",1803,f,high_male,0.0
uc2.ark:/13960/t89g5jb8g,"Grant, James,",The romance of war,1846,m,high_male,0.0
uiuo.ark:/13960/t8nc6mq2s,"Trollope, Thomas Adolphus,",Giulio Malatesta,1863,m,mixed,0.0
uiuo.ark:/13960/t3ws8zb8k,"Douglas, Gertrude,",Brown as a berry,1874,f,mixed,0.0
uiuo.ark:/13960/t3ws9042s,"Collins, Mortimer,",Marquis and merchant,1871,m,mixed,0.0
uiuo.ark:/13960/t3ws91m7w,"Davies, Edward William,",Frank Raleigh of Watercombe,1877,m,high_male,0.0
uc2.ark:/13960/t8ff3sn0p,,"Fabellae mostellariae; or, Devonshire and Wiltshire stories in verse",1878,u,high_male,0.0
uiuo.ark:/13960/t6k07dp5q,"Crawford, A.,",The double marriage,1852,f,,0.0
uc2.ark:/13960/t8ff3s14j,"Hall, S. C.,",The buccaneer,1832,f,,0.0
uc2.ark:/13960/t8ff3qk5c,"Hill, Thomas,",Marmion travestied,1809,m,,0.0
uiuo.ark:/13960/t6j10rd26,"Gissing, George,",A life's morning,1888,m,,0.0
uc2.ark:/13960/t8df6n879,"Abbott, Edwin Abbott,",Philochristus,1878,m,high_male,0.0
uiuo.ark:/13960/t8mc9kk0f,"Russell, William Clark,","List, ye landsmen!",1893,m,high_male,0.0
uiuo.ark:/13960/t3ws97s5n,"Notley, F. E. M.",Forgotten lives,1875,f,high_female,0.0
uiuo.ark:/13960/t6j10p387,"Norway, Arthur H.",The government official,1887,f,high_male,0.0
uiuo.ark:/13960/t8mc9mw3b,"Helme, Elizabeth,",St. Margaret's cave,1801,f,mixed,0.0
uc2.ark:/13960/t8cf9p28b,"Hyatt, Stanley Portal,",The law of the bolo,1910,m,,0.0
uiuo.ark:/13960/t3xs6018h,"Barrett, Frank,",A prodigal's progress,1882,m,,0.0
uiuo.ark:/13960/t3xs6030j,"Black, William,",The strange adventures of a phaeton,1872,m,mixed,0.0
uiuo.ark:/13960/t3xs61z24,"Crowberry, Daniel.","North of the Tweed, or, Lorance Langton: his life, incidents, and adventures in Scotland",1867,m,,0.0
uiuo.ark:/13960/t3xs62m41,"Diehl, Alice M.",Griselda,1886,f,high_female,0.0
uiuo.ark:/13960/t8nc6b618,,The eve of San-Pietro,1804,u,high_female,0.0
uiuo.ark:/13960/t3xs63p4b,"Grey, Elizabeth Caroline.",Mary Seaham. A novel,1852,f,,0.0
uc2.ark:/13960/t8bg2m746,"Dunsany, Edward John Moreton Drax Plunkett,",The chronicles of Rodriguez,1922,m,high_male,0.0
uiuo.ark:/13960/t6j109x31,"Beale, Anne.","Nothing venture, nothing have",1864,f,,0.0
uiuo.ark:/13960/t8nc6g848,,Lemira of Lorraine,1822,u,high_female,0.0
uc2.ark:/13960/t8bg2m16g,"Farjeon, B. L.",Devlin the barber,1888,m,,0.0
uiuo.ark:/13960/t6h13qh1g,"Hamilton, Elizabeth,",Memoirs of modern philosophers,1800,f,high_female,0.0
uiuo.ark:/13960/t6h13p96s,"Tabor, Eliza.",Dimplethorpe,1880,f,,0.0
uiuo.ark:/13960/t6h13kc8d,,"Millicent, or, The trials of life",1855,u,high_female,0.0
uc2.ark:/13960/t89g5js2d,"Mack, Louise,",A woman's experiences in the great war,1915,f,,0.0
uiuo.ark:/13960/t3xs68f29,"Moriarty, H. M.",Crim. con,1812,u,high_female,0.0
uiuo.ark:/13960/t8qc0m848,"Orred, Meta.","Honour's worth, or, The cost of a vow",1878,f,high_female,0.0
uc2.ark:/13960/t85h7fg1h,"Ellis, Havelock,",Seaweed,1898,f,high_female,0.0
uiuo.ark:/13960/t6h13d823,"Godwin, William,",Things as they are;,1816,m,mixed,0.0
uiuo.ark:/13960/t41r79s6c,"Liardet, Frederick.",Tales by a barrister,1844,m,high_male,0.0
uiuo.ark:/13960/t8rb7pg9t,"Scott,",The old grey church,1856,f,,0.0
uc2.ark:/13960/t7xk89r6g,"Festing, Gabrielle.",From the land of princes,1904,f,high_male,0.0
uiuo.ark:/13960/t41r79t5b,"Lloyd, Jessie Sale,",Scamp;,1887,f,,0.0
uiuo.ark:/13960/t41r7c04x,"Milton, Henry.",Rivalry,1840,m,,0.0
uiuo.ark:/13960/t8rb7q577,"Shelley, Mary Wollstonecraft,",Lodore,1835,f,high_female,0.0
uc2.ark:/13960/t7xk8746k,"Boult, Katharine F.",Heroes of the Norselands,1903,f,high_male,0.0
uiuo.ark:/13960/t6g16nh2z,"Wallace, Ellen.","Mr. Warrenne, the medical practitioner",1848,f,,0.0
uiuo.ark:/13960/t8rb7s318,"Black, William,",Highland cousins,1894,m,,0.0
uc2.ark:/13960/t7xk85d9s,"Kuprin, A. I.",Sasha,1920,m,,0.0
uiuo.ark:/13960/t41r7ct36,"Duchess,",Under-currents,1888,f,,0.0
uc2.ark:/13960/t7wm18884,"Bourdillon, Francis William,",Gerard & Isabel,1921,m,mixed,0.0
uiuo.ark:/13960/t8sb4g06s,"Garvice, Charles,",Maurice Durant,1875,m,,0.0
uc2.ark:/13960/t7vm48663,"Russell, William Clark,",The wreck of the  Grosvenor,1877,m,mixed,0.0
uiuo.ark:/13960/t41r7f89r,"Sewell, Elizabeth Missing,",Cleve Hall,1855,f,,0.0
uiuo.ark:/13960/t41r7g420,"Tucker, Marwood,",Michael Tresidder,1872,m,mixed,0.0
uiuo.ark:/13960/t41r7g927,,Will is the cause of woe,1878,f,,0.0
uiuo.ark:/13960/t41r7gc7j,"Wood, Henry,",Anne Hereford,1868,f,,0.0
uiuo.ark:/13960/t8sb4kt8r,"Lauder, Thomas Dick,",The wolfe of Badenoch,1827,m,,0.0
uc2.ark:/13960/t7vm46k5q,"Andreyev, Leonid,",The dark,1922,m,high_male,0.0
uc2.ark:/13960/t7vm45046,"Caffyn, Kathleen Mannington Hunt.",Mary Mirrilies,1916,f,high_female,0.0
uc2.ark:/13960/t7tm7c74n,"Sologub, Fyodor,","The old house, and other tales",1915,u,high_female,0.0
uiuo.ark:/13960/t6g16mk0g,"St. Leger, Barry,",Mr. Blount's mss.;,1826,m,,0.0
uiuo.ark:/13960/t42r46g5s,"Edwards, Amelia Ann Blanford,",Debenham's vow,1870,f,high_female,0.0
uiuo.ark:/13960/t42r47h1q,"Halsted, Leonora B.",Bethesda,1884,f,high_female,0.0
uc2.ark:/13960/t7tm74301,"Claytor, Graham,",Late laurels,1864,m,,0.0
uiuo.ark:/13960/t8sb4np1d,"Oliphant,",Madonna Mary,1867,f,high_female,0.0
uiuo.ark:/13960/t42r4bk68,"Marryat, Florence,",A fatal silence,1891,f,high_female,0.0
uiuo.ark:/13960/t42r4bz28,"Marks, Mary A. M.",All the world's a stage,1879,f,mixed,0.0
uiuo.ark:/13960/t42r4c855,"Braddon, M. E.",Dead men's shoes,1876,f,,0.0
uc2.ark:/13960/t7xk89z3q,"Wood, Henry,",Lord Oakburn's daughters,1864,f,high_female,0.0
uiuo.ark:/13960/t41r72s9x,"Beste, John Richard Digby,",Pope,1840,m,,0.0
uiuo.ark:/13960/t6h13cz91,"Fenn, George Manville,",The sapphire cross,1871,m,,0.0
uiuo.ark:/13960/t8rb7nw7t,"Reid, Mayne,",The giraffe-hunters,1867,m,high_male,0.0
uc2.ark:/13960/t84j0hm3g,"Macnamara, T. J.",School-room humour,1913,u,high_male,0.0
uc2.ark:/13960/t84j0hc8r,"Hofland,","Alicia and her aunt; or, Think before you speak",1859,f,high_female,0.0
uiuo.ark:/13960/t3zs3cv3k,"Sturgis, Julian,",Dick's wandering,1882,m,mixed,0.0
uc2.ark:/13960/t83j3pb5r,"Downes, Marion Grace.",Flower o' the bush,1914,u,high_female,0.0
uiuo.ark:/13960/t3zs3dq8m,"Wood, Kate,",Sir Cyrus of Stonycleft,1867,f,,0.0
uc2.ark:/13960/t83j3fv43,"Reade, Compton,",Rose and Rue,1874,f,,0.0
uiuo.ark:/13960/t40r9r526,"Werner, E.,",No surrender,1881,f,mixed,0.0
uiuo.ark:/13960/t8qc0p18w,"Sutherland, Alexander,",Macrimmon,1823,m,high_male,0.0
uc2.ark:/13960/t83j3b321,,The amulet,1865,u,,0.0
uiuo.ark:/13960/t6h13cr9b,"Duffield, Alexander James.",Masston,1877,m,mixed,0.0
uc2.ark:/13960/t82j6nt1h,"Hunt, Leigh,",A jar of honey from Mount Hybla,1883,m,high_male,0.0
uc2.ark:/13960/t82j6h488,"Quiller-Couch, Arthur,",The delectable duchy,1915,m,mixed,0.0
uiuo.ark:/13960/t40s04d2t,"Downes, Joseph.",The mountain Decameron,1836,m,mixed,0.0
uiuo.ark:/13960/t40s0c462,"Lee, Holme,",Annis Warleigh's fortunes,1863,f,high_female,0.0
uc2.ark:/13960/t82j69f2x,"Henty, G. A.",Won by the sword;,1899,m,high_male,0.0
uiuo.ark:/13960/t40s0db27,"Russell, William Clark,",The death ship,1888,m,,0.0
uiuo.ark:/13960/t40s0dc4n,"Scott, Walter,",St Ronan's well,1824,m,,0.0
uc2.ark:/13960/t81j9bb1b,"Marston, E.",An Amateur Angler's Days in Dove Dale,1910,u,high_male,0.0
uiuo.ark:/13960/t8rb79x93,"Barrett, Frank,",Lieutenant Barnabas,1881,m,mixed,0.0
uc2.ark:/13960/t81j99n9t,"Moore, Henry Charles.","The Dacoit's treasure, or, In the days of Po Thaw",1897,m,high_male,0.0
uc2.ark:/13960/t81j98k7j,"Lemonnier, Camille,",Birds and beasts,1911,f,mixed,0.0
uiuo.ark:/13960/t6h139225,"Bennett, William,","The cavalier, a romance",1821,m,high_male,0.0
uc2.ark:/13960/t80k2dz61,"Bowen, Marjorie,","""Because of these things ...""",1915,f,mixed,0.0
uiuo.ark:/13960/t41r72858,"Ainsworth, William Harrison,",The goldsmith's wife,1875,m,mixed,0.0
uiuo.ark:/13960/t6g16ns50,"Wood, Henry,",Anne Hereford,1868,f,,0.0
uiuo.ark:/13960/t8rb7fv6d,"Halsted, Leonora B.",Bethesda,1884,f,high_female,0.0
uc2.ark:/13960/t7zk5bj0g,"Ouida,",The tower of Taddeo,1892,f,high_female,0.0
uiuo.ark:/13960/t8rb7n92s,"Payn, James,",The burnt million,1890,m,,0.0
uiuo.ark:/13960/t8rb7ns03,"Ponsonby, Emily,",Pride and irresolution,1850,f,high_female,0.0
uiuo.ark:/13960/t85h7x25v,"Goodrich, A. M.","Gwen, or, The cousins",1855,u,high_female,0.0
bc.ark:/13960/t1rf67m70,"McKay, Louise.",The mountains of Mourne,1922,f,mixed,0.0
uc1.b5029668,"Speigel von und zu Peckelsheim, Edgar,",U. boat 202,1919,m,high_male,0.0
mdp.39015037453415,"Naipaul, Seepersad.",The adventures of Gurudeva / | $c: Seepersad Naipaul ; with a foreword by V.S. Naipaul.,1995,u,high_male,0.0
mdp.39015037490417,"March, Caeia,",Reflections / | $c: Caeia March.,1995,u,high_female,0.0
mdp.39015037755173,"Cooper, John.",A breeze that lingers : | a collection of stories / | $c: by John Cooper.,1992,m,high_female,0.0
mdp.39015037803387,"Beyala, Calixthe.",Your name shall be Tanga / | $c: Calixthe Beyala ; translated from the French by Marjolijn de Jager.,1996,u,high_female,0.0
mdp.39015037850883,"Eltit, Diamela,",Sacred cow / | $c: Diamela Eltit ; translated by Amanda Hopkinson.,1995,u,high_female,0.0
mdp.39015038015247,"Beyala, Calixthe.",The sun hath looked upon me / | $c: Calixthe Beyala ; translated from the French by Marjolijn de Jager.,1996,u,high_female,0.0
mdp.39015038020676,"Borodin, Sergeĭ,","Dmitri Donskoi, | $c: a novel translated from the Russian by Eden and Cedar Paul.",1944,u,high_male,0.0
mdp.39015038021930,,Alexei the gangster; | $c: translated from the Russian by Stephen Garry.,1940,u,high_male,0.0
mdp.39015038028505,"Doyle, Roddy,",The woman who walked into doors / | $c: Roddy Doyle.,1996,m,,0.0
mdp.39015038110816,"Ivanov, Vsevolod Vi͡acheslavovich,",I live a queer life : | an extraordinary autobiography / | $c: b Vsevolod Ivanov.,1936,u,mixed,0.0
mdp.39015038126010,"Anthony, Michael,",In the heat of the day / | $c: Michael Anthony.,1996,m,mixed,0.0
mdp.39015038139229,"Dudint͡sev, Vladimir,",A New Year's tale / | $c: Vladimir Dudintsev; Trans. by Max Howard. Decorations by William McLaren.,1960,m,high_male,0.0
mdp.39015038149145,"Tert͡s, Abram,",The Icicle and other stories. | $c: Translated by Max Howard and Ronald Hingley.,1963,m,mixed,0.0
mdp.39015038154939,"Kʻiačʻeli, Leo,",Gvadi Bigva / | $c: Leo Kiacheli ; translated from the Russian version of the original Georgian by Stephen Garry.,1940,m,high_female,0.0
mdp.39015038155605,"Nekrasov, Viktor,",Kira / | $c: by Viktor Nekrassov ; translated from the Russian by Moura Budberg.,1963,u,,0.0
mdp.39015038158914,"Romanov, Panteleĭmon,",Diary of a Soviet marriage / | $c: Pantaleimon Romanov ; translated from the Russian by John Furnivall and Raymond Parmenter ; with an introd. by Janko Lavrin.,1936,u,high_male,0.0
mdp.39015038165117,,"Soviet short stories, 1944.",1944,u,,0.0
mdp.39015038168210,,Soviet short stories 1942-1943 / | $c: [edited by Ivor Montagu and Herbert Marshall],1943,u,high_female,0.0
mdp.39015038414739,"Tal, Ali.",On the walls of my being / | $c: Ali Tal.,1995,m,,0.0
mdp.39015038669662,"Sutcliffe, Halliwell,",The open road,1910,m,,0.0
mdp.39015037453563,"Vaughan, Dai",Moritur / | $c: Dai Vaughan,1995,u,mixed,0.0
mdp.39015037452037,"Murdoch, Iris.",Jackson's dilemma / | $c: Iris Murdoch.,1995,f,,0.0
mdp.39015038901628,"Knox, Ronald Arbuthnott,","The three taps; | a detective story without a moral, | $c: by Ronald A. Knox.",1951,m,,0.0
mdp.39015037374256,"Brown, George Mackay.","Andrina, and other stories / | $c: George Mackay Brown.",1983,m,mixed,0.0
mdp.39015035329401,"Achebe, Chinua.",A man of the people.,1966,m,,0.0
mdp.39015035331308,"Endō, Shūsaku,",The sea and poison: | a novel; | $c: translated from the Japanese by Michael Gallagher.,1972,m,,0.0
mdp.39015035335341,"Saʻdāwī, Nawāl.",The circling song / | $c: Nawal El Saadawi ; translated by Marilyn Booth.,1989,f,high_male,0.0
mdp.39015035521593,"Haggard, H. Rider",Jess,1887,m,,0.0
mdp.39015035762692,"Sholokhov, Mikhail Aleksandrovich,","And quiet flows the Don, | $c: by Mikhail Sholokhov, translated from the Russian by Stephen Garry.",1934,m,,0.0
mdp.39015035775363,"(Aleksandr Sergeevich), Neverov, A. S.",Tashkent.,1930,u,high_female,0.0
mdp.39015035820771,"Crosland, Newton,",Toil and trial,1849,f,,0.0
mdp.39015035917627,"Jecchinis, Chris.","Beyond Olympus; | the thrilling story of the ""train-busters"" in Nazi-occupied Greece. | $c: With a foreword by C. M. Woodhouse.",1960,m,,0.0
mdp.39015036051434,"Idrīs, Yūsuf.","The cheapest nights, and other stories / | $c: Yusuf Idris ; translated from the Arabic by Wadida Wassef.",1978,u,high_male,0.0
mdp.39015036753898,"Roscoe, Thomas,",The Italian novelists,1836,m,high_male,0.0
mdp.39015036896390,"Sutherland, Millie.",The Brae House.,1979,f,mixed,0.0
mdp.39015037036558,"Karodia, Farida.",Coming home and other stories / | $c: Farida Karodia.,1988,f,mixed,0.0
mdp.39015037038877,"Unsworth, Barry,",Mooncranker's gift. -,1973,m,,0.0
mdp.39015037047647,"Wain, John.",A travelling woman; | a novel.,1959,m,mixed,0.0
mdp.39015037263749,"Saramago, José",Manual of painting and calligraphy : | a novel / | $c: Josʹe Saramago ; translated from the Portuguese by Giovanni Pontiero.,1995,u,high_female,0.0
mdp.39015037284893,Sony Lab'Ou Tansi.,The seven solitudes of Lorsa Lopez / | $c: Sony Labou Tansi ; translated from the French by Clive Wake.,1995,u,mixed,0.0
mdp.39015037289199,"Bell, A. Craig.",Alexandre Dumas : | Le Vicomte de Bragelonne (The man in the iron mask) : a critical study / | $c: A. Craig Bell.,1995,m,,0.0
mdp.39015037368100,"Malory, Thomas, Sir,","Le morte d'Arthur, | $c: by Sir Thomas Malory.",1923,m,high_male,0.0
mdp.39015037372128,"Nye, Robert.",The facts of life and other fictions / | $c: Robert Nye.,1983,m,mixed,0.0
mdp.39015038701317,"De Quincey, Thomas,",Confessions of an English opium-eater,1867,m,high_female,0.0
mdp.39015038904747,"Kundera, Milan.",The joke. | $c: Translated by David Hamblyn and Oliver Stallybrass.,1969,m,,0.0
mdp.39015035305625,,"The saga of Grettir the Strong. | $c: Translated by G.A. Hight. Edited with introd., notes and indexes by Peter Foote.",1965,u,high_male,0.0
mdp.39015039920700,"Butlin, Ron,",Night visits / | $c: Ron Butlin.,1997,m,high_female,0.0
mdp.39015040037064,,The star : | & other Korean short stories / | $c: translated from the Korean by Agnita Tennant,1996,u,high_male,0.0
mdp.39015040052113,"Collen, Lindsey.",Getting rid of it / | $c: Lindsey Collen.,1997,u,high_female,0.0
mdp.39015040053863,"Brownjohn, Alan,",The long shadows / | $c: Alan Brownjohn.,1997,m,mixed,0.0
mdp.39015040069133,"Anderson, Barbara,",Proud garments / | $c: Barbara Anderson.,1996,f,mixed,0.0
mdp.39015040081997,"Wyndham, John,",Jizzle | $c: [by] John Wyndham.,1968,m,mixed,0.0
mdp.39015040122403,"Dikobe, Modikwe,",The Marabi dance. -,1973,u,,0.0
mdp.39015040123005,"Unsworth, Barry,",Pascali's island / | $c: Barry Unsworth.,1980,m,,0.0
mdp.39015040123294,,"The Golden Lotus; | a translation, from the Chinese original, of the novel Chin Pʻing Mei, | $c: by Clement Egerton.",1972,u,,0.0
mdp.39015040132147,"Farki, Neville.",The death of Tarzana Clayton : | a novel / | $c: by Neville Farki.,1985,m,,0.0
mdp.39015040132519,"Gould, Andre.",A summer's exile / | $c: Andre Gould.,1996,m,high_male,0.0
mdp.39015040132527,"Ward, Richard Heron,",The offenders.,1960,m,high_male,0.0
mdp.39015040132576,"Meersch, Maxence van der,",Mask of flesh / | $c: by Maxence van der Meersch.,1960,m,mixed,0.0
mdp.39015040178751,"Bainbridge, Beryl,",Master Georgie / | $c: Beryl Bainbridge.,1998,f,mixed,0.0
mdp.39015040178975,"Williams, N. D. (Noel D.),",Prash and Ras / | $c: N.D. Williams.,1997,m,mixed,0.0
mdp.39015040179452,"Edric, Robert,",In desolate heaven : | a novel / | $c: Robert Edric.,1997,m,,0.0
mdp.39015040341037,"Defoe, Daniel,",The Shakespeare Head edition of the novels and selected writings of Daniel Defoe.,1974,m,high_male,0.0
mdp.39015040341045,"Defoe, Daniel,",The Shakespeare Head edition of the novels and selected writings of Daniel Defoe.,1974,m,high_male,0.0
mdp.39015040341052,"Defoe, Daniel,",The Shakespeare Head edition of the novels and selected writings of Daniel Defoe.,1974,m,high_male,0.0
mdp.39015040341078,"Defoe, Daniel,",The Shakespeare Head edition of the novels and selected writings of Daniel Defoe.,1974,m,high_female,0.0
mdp.39015039925386,"Clewes, Howard,",Man on a horse / | $c: Howard Clewes.,1964,m,high_male,0.0
mdp.39015039792554,"Bird, Robert Montgomery,",Nick of the woods;,1837,m,high_male,0.0
mdp.39015038915255,"Amis, Kingsley.",The Green Man.,1969,m,,0.0
mdp.39015039770170,"Mullens, Hannah Catherine.",Faith and victory;,1885,f,high_male,0.0
mdp.39015038919323," Clarke, Arthur C.   (Arthur Charles),",2061 : | Odyssey three / | $c: Arthur C. Clarke.,1988,m,high_male,0.0
mdp.39015038922228,,A Visual history of costume.,1983,u,high_male,0.0
mdp.39015038923598,"Mann, Thomas,",Stories and episodes [from the novels. | $c: With an introd. by E.F. Bozman],1940,m,high_male,0.0
mdp.39015039248003,"Le Fanu, Joseph Sheridan,",The cock and anchor,1895,m,,0.0
mdp.39015039248045,"Mackenzie, Henry,",The works of Henry Mackenzie,1815,m,,0.0
mdp.39015039248052,"Mackenzie, Henry,",The works of Henry Mackenzie,1815,m,high_female,0.0
mdp.39015039279156,,Panorama : | an anthology of modern Indian short stories / | $c: edited by Mulk Raj Anand and S. Balu Rao ; with an afterword by Mulk Raj Anand.,1987,u,mixed,0.0
mdp.39015039284107,"Brontë, Charlotte,",Jane Eyre,1890,f,,0.0
mdp.39015039379998,"Colette,","Gigi, and The cat / | $c: Colette.",1953,f,,0.0
mdp.39015039396083,"Von Arnim, Elizabeth,",Elizabeth and her German garden,1899,f,high_female,0.0
mdp.39015039402428,"Johnson, Samuel,","Rasselas, prince of Abyssinia",1884,m,high_female,0.0
mdp.39015039402436,"Johnson, Samuel,","Rasselas, prince of Abyssinia",1884,m,high_female,0.0
mdp.39015039573160,"Humphreys, Henry Noel,",Stories by an archæologist and his friends,1856,m,mixed,0.0
mdp.39015039583144,"Stafford, Marie (Peary)","Snow baby, | $c: by Marie Ahnighito Peary; with 8 illustrations and a map.",1935,f,mixed,0.0
mdp.39015039590446,"Mitchell, James Leslie,",Cloud howe.,1933,m,,0.0
mdp.39015039630242,"Farnol, Jeffery,",Portrait of a gentleman in colours; | the romance of Mr. Lewis Berger.,1935,m,high_male,0.0
mdp.39015039722270,"Caine, Hall,",The scapegoat,1891,m,high_female,0.0
mdp.39015039731610,"Mottram, R. H. (Ralph Hale),","The boroughmonger, | $c: by R.H. Mottram.",1929,m,,0.0
mdp.39015039762805,"Sharp, Margery,",The gipsy in the parlour.,1953,f,high_female,0.0
mdp.39015035317620,"Duras, Marguerite.",The little horses of Tarquinia. | $c: Translated by Peter DuBerg.,1960,f,high_female,0.0
mdp.39015035011322,"Badr, Liyānah.",The eye of the mirror / | $c: by Liana Badr ; translated by Samira Kawar.,1994,u,high_female,0.0
mdp.39015040341102,"Defoe, Daniel,",The Shakespeare Head edition of the novels and selected writings of Daniel Defoe.,1974,m,mixed,0.0
mdp.39015032813944,"Tizón, Héctor.",Fire in Casabindo / | $c: Héctor Tizón ; translated by Miriam Frank.,1993,u,,0.0
mdp.39015032846308,"Hill, Susan,",Mrs. de Winter / | $c: Susan Hill.,1993,f,mixed,0.0
mdp.39015032876420,"Noël, Bernard,",The castle of communion / | $c: Bernard Noël ; translated by Paul Buck & Glenda George.,1993,m,high_female,0.0
mdp.39015032936745,"Clarke, Peter A.",The English nobility under Edward the Confessor / | $c: Peter A. Clarke.,1994,m,high_male,0.0
mdp.39015032939251,"Saʻdāwī, Nawāl.",The innocence of the devil / | $c: Nawal el Saadawi ; translated from the Arabic by Sherif Hetata.,1994,f,mixed,0.0
mdp.39015032951694,"Conlon, Evelyn.",Taking scarlet as a real colour / | $c: Evelyn Conlon.,1993,f,high_female,0.0
mdp.39015032966098,"Parks, Tim.",Shear / | $c: Tim Parks.,1993,m,,0.0
mdp.39015032967260,"Bedī, Susham",The fire sacrifice / | $c: Susham Bedi ; translated from the Hindi by David Rubin,1993,u,high_female,0.0
mdp.39015032967500,"Ashokamitran,",Water / | $c: Ashokamitran ; translated from the Tamil by Lakshmi Holmström,1993,u,high_female,0.0
mdp.39015032979232,"Boullosa, Carmen.",The miracle-worker / | $c: Carmen Boullosa ; translated from the Spanish by Amanda Hopkinson.,1994,f,,0.0
mdp.39015032979653,"MacKenna, John.",Clare : | a novel / | $c: John MacKenna.,1993,m,high_male,0.0
mdp.39015032980198,"Artmann, Hans Carl.","The Quest for Dr. U : | or, A solitary mirror in which the day reflects / | $c: Hans Carl Artmann ; translated by Malcolm Green & Derk Wynand.",1993,m,,0.0
mdp.39015032980438,"Spence, Vanessa,",The roads are down / | $c: Vanessa Spence.,1993,f,,0.0
mdp.39015032980768,"Craig, Christine,",Mint tea : | and other stories / | $c: Christine Craig.,1993,f,high_female,0.0
mdp.39015032998992,"Smith, Iain Crichton,",Consider the lilies / | $c: Iain Crichton Smith ; introduced by Isobel Murray.,1987,u,,0.0
mdp.39015033156996,"Bazin, R.",The nun,1908,u,,0.0
mdp.39015033161558,"Bordeaux, Henry,",A mind awakened,1915,m,high_female,0.0
mdp.39015033170112,"Morgan,",The princess;,1835,f,,0.0
mdp.39015033178495,"Sava, George,","Red surgeon, | $c: by George Borodin.",1945,m,high_female,0.0
mdp.39015033179758,"Vercors,",Freedom in December | $c: [by] Vercors. Translated from the French by Rita Barisse.,1961,u,mixed,0.0
mdp.39015032816038,"Picard, Barbara Leonie.",Tales of ancient Persia : | retold from the Shah-Nāma of Firdausi / | $c: by Barbara Leonie Picard ; illustrated by Victor G. Ambrus.,1993,f,high_male,0.0
mdp.39015032752019,"Stroud, Mike.",Shadows on the wasteland / | $c: Mike Stroud.,1993,m,mixed,0.0
mdp.39015033203566,"ʻAṭṭār, Farīd al-Dīn,",The Ilahī-nāma or Book of God / | $c: of Farīd al-Dīn ʻAttār ; translated from the Persian by John Andrew Boyle ; with a fore-word by Annemarie Schimmel.,1976,u,high_male,0.0
