htid,author,title,year,authgender,female_category,england_as_such_intensity
uc2.ark:/13960/t1sf2mr8m,"Lynch, Lawrence L.",Against odds;,1894,m,,2.4857071836937608
uc1.$b396470,"Williams, John Stanley,",The spinsters | $c: [by] John Williams.,1967,m,high_female,2.4853982850751835
mdp.39015066872378,"Mīr Amman Dihlavī,",A tale of four dervishes / | $c: Mir Amman ; translated from the Urdu with an introduction by Mohammed Zakir.,2006,u,high_male,2.4851821017185034
mdp.39015046832435,"Faulkner, William,","Dr. Martino, | and other stories.",1965,m,mixed,2.4823545960795346
mdp.39015032979836,"Glaister, Lesley,",Limestone and clay / | $c: Lesley Glaister.,1993,u,high_female,2.482344325981457
mdp.39015016751219,"Mehdevi, Mohamed.",Something human.,1961,u,,2.4822313605110087
uc1.b4449967,"Epstein, Seymour,",The successor / | $c: Seymour Epstein.,1962,m,,2.4809791597750577
uc2.ark:/13960/t46q1vw5s,"Hall, H. R.",Days before history;,1908,u,high_male,2.478069088566189
uc1.b2832371,"Chavchavadze, Paul.",Because the night was dark.,1966,m,,2.4771585340175797
mdp.39015058212286,"Reed, Jeremy.",Blue rock / | $c: Jeremy Reed.,1987,m,mixed,2.4763815113356364
mdp.39015078783605,"Leith, Prue.",Choral society / | $c: Prue Leith.,2008,u,high_female,2.4762282091917593
uiuo.ark:/13960/t93781k15,"Wood, Henry,",The shadow of Ashlydyat,1863,f,high_female,2.4744308808973936
mdp.39015066796411,"O'Farrell, Maggie,",The vanishing act of Esme Lennox / | $c: Maggie O'Farrell.,2006,f,high_female,2.471027206009538
uc1.b3326182,"Nares, Edward,",Thinks I-to-myself;,1811,m,mixed,2.4705388245176274
mdp.39015002250473,"Ngũgĩ wa Thiongʼo,",Devil on the cross / | $c: Ngũgĩ wa Thiongʾo ; translated from the Gĩkũyũ by the author.,1982,u,high_female,2.4701930044134115
mdp.39015036718743,"David, Janina,",A touch of earth; | a wartime childhood.,1966,f,high_female,2.4696846212738635
inu.39000002910078,"White, Antonia,",Beyond the glass.,1954,f,high_female,2.469643959662482
inu.30000025839428,"Birch, Carol,",The fog line / | $c: Carol Birch.,1991,f,high_female,2.4667401207058166
uc1.$b188734,"Lesort, Paul-André,",The wind bloweth where it listeth; | $c: translated by Antonia White.,1955,u,mixed,2.465827737274274
mdp.39015067683691,"Fletcher, Susan,",Oystercatchers / | $c: Susan Fletcher.,2007,f,high_female,2.4646122754122066
uc2.ark:/13960/t9c53mj5k,"Wilson, Romer,",Martin Schüler,1919,u,,2.4626295958824835
uiuo.ark:/13960/t3417nr8f,"Blackmore, R. D.",Clara Vaughan,1864,m,,2.4606904697458107
mdp.39015050154023,"Neeson, Eoin,",Deirdre and other great stories from Celtic mythology / | $c: Eoin Neeson.,1997,u,,2.4601305099235513
uc1.$b557739,"Bourdens, Henri.","Cruise to a cruel shore; | $c: author's version in English, edited by Leslie Smith.",1969,u,high_male,2.459480065914066
uc1.$b299928,"Burke, Fielding,","Call home the heart, | a novel | $c: by Fielding Burke [pseud.]",1932,u,mixed,2.4593711879746585
mdp.39015060017921,"Brandt, William,",The book of the film of the story of my life / | $c: William Brandt.,2003,m,,2.45935909102088
mdp.39015032618541,"Habens, Alison,",Dreamhouse / | $c: Alison Habens.,1994,f,high_female,2.458149996312775
inu.30000132461256,"Foldes, Yolanda,",Golden earrings / | $c: by Yolanda Foldes.,1945,f,high_female,2.457727093983484
uc1.b3321970,"Coleman, John,",The rival queens,1887,m,mixed,2.456519603026432
uc1.$b696719,"Bellocq, Louise.",Fled is that music. | Winner of the Prix Fémina. | $c: Translated from the French by Anne Carter.,1962,f,high_female,2.4546101669953115
mdp.39015024775598,"Dickens, Monica,",Scarred / | $c: Monica Dickens.,1991,f,,2.4541985201182923
inu.39000005494518,"Jones, Mary Eirwen.",Folk tales of Ireland.,1949,f,high_male,2.4539877300613497
uc2.ark:/13960/t0cv4j94x,"Gilchrist, Murray,",A Peakland faggot;,1897,m,high_female,2.4533856722276743
njp.32101068177748,Della.,The rambles and surprising adventures of Captain Bolio,1839,u,mixed,2.452673618633779
inu.32000009544356,"MacVean, Jean.",The intermediaries.,1965,f,mixed,2.4521523767486912
mdp.39015034934185,"Mo, Timothy.",Brownout on Breadfruit Boulevard / | $c: Timothy Mo.,1995,m,,2.4501796798431883
uc1.32106015834119,"Nobbs, David",Going gently / | $c: David Nobbs,2000,m,high_female,2.449674499500879
mdp.39015014855376,"Willis, Granville Pratt.","Escape at dawn, | $c: by G.P. Willis and Michael P. O'Connor.",1961,m,mixed,2.447920491542434
nc01.ark:/13960/t83j4gg8w,"Bradley-Birt, F. B.",Bengal fairy tales,1920,u,mixed,2.44765086708032
uc1.32106015673079,"Karason, Einar",Devil's island / | $c: Einar Karason,2000,m,,2.447381302006853
uc1.b4023336,"Podgórecki, Adam.",Si-Tien's last day / | $c: Adam Podgórecki ; translated from Polish by Margaret Watson.,1991,m,high_male,2.446902221787217
uiuo.ark:/13960/t20c59918,"Cunningham, H. S.",The Heriots,1890,m,high_female,2.4451073402122354
uiuo.ark:/13960/t4rj4tc32,"Ellis, Sarah Stickney,",Friends at their own fireside,1858,f,,2.4443901246638964
uc1.$b236084,"Compton-Burnett, I. (Ivy),",Two worlds and their ways.,1949,f,,2.4441511463068877
dul1.ark:/13960/t4pk1061h,,The three chances,1858,u,,2.4433449392217947
mdp.39015030733979,"Cook, David,","Happy endings, | a novel.",1974,m,,2.443195699975568
uc1.32106013945446,"MacKenna, John",The last fine summer / | $c: John MacKenna,1997,m,mixed,2.4413466468103806
mdp.39015025343537,"Déry, Tibor,",Niki; | the story of a dog. | $c: In an English version by Edward Hyams.,1958,u,high_female,2.4399765762248684
uiuo.ark:/13960/t51g1125d,"Collins, Mabel,",Juliet's lovers,1893,f,high_female,2.439262367060201
hvd.hwadap,"Scott, Walter,",The Waverley novels,1829,m,,2.438964903295042
nyp.33433074870134,"Holmes, F. M.",Faith's father: a story of child-life in London bye-ways,1880,u,,2.43884593810209
inu.39000005886747,"Robertson, R. MacDonald.","Selected Highland folk tales; | gathered orally | $c: by R. MacDonald Robertson, edited by Jeremy Bruce Watt.",1961,m,high_male,2.4357272472628515
mdp.39015050472052,"Barker, Pat,",Border crossing / | $c: Pat Barker.,2001,u,,2.434926586963403
mdp.39015050681363,"De Carlo, Andrea,",The cream train / | $c: Andrea de Carlo ; translated by John Gatt.,1987,f,high_female,2.433445271815837
nyp.33433082521190,"Charlesworth, Maria Louisa,",Ministering children,1855,f,,2.432039690887755
inu.30000113547149,"Blandy, Mary.",Razor edge: | the story of a youth club.,1967,f,mixed,2.43187704429664
njp.32101035558061,"Radcliffe, Ann Ward,",The romance of the forest,1820,f,,2.4316405062675535
uc1.$b393190,"Gautier, Jean Jacques,",Skin deep. | $c: Translated by Mervyn Savill.,1955,f,high_female,2.43161094224924
inu.30000092665771,"Brome, Vincent,",Retribution / | $c: Vincent Brome.,2001,m,,2.431049362457305
inu.30000007132636,"Lewis, Michael Lewis,",Barbary coast : | a novel / | $c: by Michael Lewis.,1960,m,mixed,2.4286974895363618
njp.32101072858242,,Weird tales,1888,u,,2.4277737314882253
uiuo.ark:/13960/t7br93s5s,"Cornish,",Northwode priory,1857,f,,2.4272826570654153
mdp.39015066052542,"Freeling, Nicolas.",Tsing-boum; | a novel.,1969,m,,2.4269193898724652
uc1.b3962037,"Turgenev, Ivan Sergeevich,",Smoke,1901,m,,2.4255948771436193
mdp.39015009133961,"Tammuz, Benjamin,","Meetings with the angel ; | seven stories from Israel, | $c: edited by Benjamin Tammuz and Leon Yudkin.",1973,m,high_male,2.4252419178813085
njp.32101038029524,"Homer, A. N.","Hernani, the Jew;",1897,u,high_female,2.4246146883157818
mdp.39015065768114,"Eliot, George,",The works of George Eliot,1878,f,,2.423322051422894
njp.32101068971637,"King, Katherine Douglas.",The child who will never grow old,1898,f,mixed,2.4227740763173835
uiuo.ark:/13960/t8qc0jd66,"St. Aubyn, Alan.",A tragic honeymoon,1894,f,high_female,2.4224806201550386
mdp.39015008160213,"Flaubert, Gustave,",Bouvard and Pécuchet,1896,m,high_male,2.421854817876518
mdp.39015026430721,"Meares, Ainslie.",Strange places and simple truths.,1969,u,high_male,2.4208971844965745
mdp.39015054134492,"Curtin, Michael,",Sing! / | $c: Michael Curtin.,2001,m,,2.420867881135387
uc1.32106010909254,"Donoghue, Emma,",Hood / | $c: Emma Donoghue,1995,f,high_female,2.419608507343512
yul.11775363_000_00,"Anstruther-Thomson, Clementina,","Art & man: essays & fragments | $c: by C. Anstruther-Thomson; with twenty illustrations, and an introduction by Vernon Lee [pseud.]",1924,f,,2.4187501511718845
uc1.$b182896,"Bernstein, Hillel.","Choose a bright morning, | $c: by Hillel Bernstein ...",1936,u,high_male,2.4177949709864603
uiuo.ark:/13960/t73v08j17,"Hardy, Thomas,",Far from the madding crowd,1874,m,high_male,2.4168016047562655
mdp.39015030110863,"Richter, Hans Peter,",The time of the young soldiers / | $c: Hans Peter Richter ; translated by Anthea Bell.,1976,m,high_female,2.415633983138875
uiuo.ark:/13960/t42r4598k,"Crommelin, May.",Dust before the wind,1894,f,high_female,2.415342253997391
mdp.39015047552487,"Hoskyns, Tam.",Peculiar things / | $c: Tam Hoskyns.,1999,f,mixed,2.414350901760062
mdp.39015029883454,"West, Morris,",The lovers / | $c: Morris West.,1993,m,,2.413069182693468
mdp.39015076151623,"Kelsey, Linda.",The secret lives of sisters / | $c: Linda Kelsey.,2008,f,high_female,2.4122930453591502
mdp.39015011679266,"Johnson, Pamela Hansford,",An impossible marriage.,1954,f,high_female,2.4119051638889557
uc1.$b794676,"Leitch, Maurice,",Poor Lazarus.,1969,m,high_male,2.4111782222382967
inu.30000087224014,"Hewett, Amanda.",Wednesday's child / | $c: Amanda Hewett.,2006,f,high_female,2.4102483760951565
mdp.39015056287579,"McCann, Colum.",Dancer / | $c: Colum McCann.,2003,m,mixed,2.407028523288001
uiuo.ark:/13960/t6b28gg7q,"Reade, Charles,",Put yourself in his place,1870,m,,2.4056388173879575
mdp.39015082681100,"Cain, Tom.",The survivor / | $c: Tom Cain.,2008,m,,2.4051952216788264
wu.89005272349,"Mais, S. P. B.",Lovers of silver,1918,u,mixed,2.4051373734296457
uiuo.ark:/13960/t17m0zv9k,"Colmore, G.",A daughter of music,1894,u,high_female,2.403672812056823
uc1.$b244836,"Strachey, Isobel.","The younger sister, | a novel.",1951,f,high_female,2.4035572647518326
mdp.39015049623997,"Padfield, Fiona.",Strip ; Snapshots / | $c: Fiona Padfield.,2000,f,high_female,2.403326203465596
uc1.$b323481,"Bullett, Gerald William,",The daughters of Mrs. Peacock.,1957,m,high_female,2.4016811768237765
mdp.39015063972619,"Somerville, E. Œ.",An Irish cousin,1903,f,,2.4016234974842994
uc2.ark:/13960/t6vx0bp13,"Cleland, E. Davenport.",The white kangeroo,1890,f,high_male,2.401306310632984
mdp.39015053499847,"Ballard, J. G.,",The atrocity exhibition / | $c: J. G. Ballard.,1969,m,,2.4012486492976346
uc1.$b472851,"Neumann, Alfred,",Look upon this man : | a novel / | $c: by Alfred Neumann ;  translated ... by Ransom T. Taylor].,1950,m,high_male,2.400758639730155
uiuo.ark:/13960/t5m90w577,"Viles, Edward.",Blueskin,1866,m,high_male,2.40027406765718
uc1.$b703632,"Morand, Paul,","Europe at love,",1926,m,mixed,2.399404947573002
inu.30000100855364,"Plivier, Theodor,",Berlin | $c: [by] Theodor Plievier; [translated from the German by Louis Hagen],1969,m,high_male,2.397506593143131
inu.32000006912846,"Ouida,",Princess Napraxine,1884,f,mixed,2.397075567807275
mdp.39015041329692,"Gibeily, Carl,",Blueprint for a prophet / | $c: Carl Gibeily.,1997,m,,2.3954964666427117
mdp.39015059231251,"Chaplin, Sid.",The day of the sardine / | $c: Sid Chaplin ; foreword by Alan Plater.,2004,m,mixed,2.394559560678139
uiuo.ark:/13960/t3rv0xn36,"De Fonblanque, Albany,",Bad luck,1877,m,mixed,2.392974227667568
mdp.39015009044911,"Baudiš, Josef,",Czech folk tales,1917,u,high_male,2.3922300368403424
uiuo.ark:/13960/t5t733b0w,"Blackmore, R. D.",The maid of Sker,1872,m,,2.3919439328342142
uc1.b3762839,"Huré, Anne,",The two nuns | $c: [by] Anne Huré. Translated from the French by Emma Craufurd.,1964,f,high_female,2.3918295103924994
mdp.39015050483083,"Perriam, Wendy,","Dreams, demons and desire / | $c: Wendy Perriam.",2001,f,,2.3904001529856096
uiuo.ark:/13960/t0xp7cc5m,"Erroll, Henry.",The academician,1888,m,,2.390285878191031
inu.32000009080054,"Mitchison, Naomi,",Men and herring : | a documentary / | $c: by Naomi Mitchison and Denis MacIntosh.,1949,f,high_male,2.390000239000024
mdp.39015078791004,"Woodward, Gerard,",Caravan thieves / | $c: Gerard Woodward.,2009,m,mixed,2.3872900676796736
uc1.32106012972540,"Dunmore, Helen,",Talking to the dead / | $c: Helen Dunmore,1996,f,mixed,2.386805737880994
njp.32101065192484,"Oliphant,",Brownlows,1868,f,,2.3855815451411666
mdp.39015080847554,"Oyeyemi, Helen.",White is for witching / | $c: Helen Oyeyemi.,2009,f,high_female,2.385439278643162
uc1.b3322036,"Erroll, Henry.",By woman's favour,1890,m,mixed,2.384188064754548
inu.30000110628389,"Phelps, Jeff.",Box of tricks / | $c: Jeff Phelps.,2009,m,mixed,2.383146388738839
mdp.39015004398650,,"Something wrong? | $c: by Mrs. Anderson ... [and others]; [editors, Liz Cooper and Roberta Henderson].",1973,u,high_male,2.3828246002811735
mdp.39015005747012,"Manning, Olivia.","The doves of Venus, | novel.",1955,f,high_female,2.3827110486311325
nyp.33433074915590,"More, Hannah,",Cœlebs in search of a wife,1809,f,,2.381037418003024
mdp.39015060621565,"Donovan, Gerard,",Doctor Salt / | $c: Gerard Donovan.,2005,m,high_male,2.380328961462474
uiuo.ark:/13960/t8rb7dj02,"Dowling, Richard,",An isle of Surrey,1889,m,mixed,2.3791963074873306
uiuo.ark:/13960/t0xp7g23v,,James Hatfield and the Beauty of Buttermere,1843,u,mixed,2.3778385447628105
uc1.b3442899,"Duden, Anne,",Opening of the mouth / | $c: Anne Duden ; translated by Della Couling.,1985,f,high_male,2.377442822500119
uiuo.ark:/13960/t5t72zv9x,"Oliphant,",The minister's wife,1869,f,high_female,2.376425855513308
uiuo.ark:/13960/t39z9dr9n,"Ashe, Thomas,","The spirit of  The book;  or, Memoirs of Caroline Princess of Hasburgh",1811,m,,2.375917698210934
mdp.39015000619273,"Greene, Graham,",A gun for sale; | an entertainment.,1947,m,,2.37566370104648
uiuo.ark:/13960/t2g74196z,"Needell, J. H.,",Passing the love of women,1892,f,mixed,2.375579047392802
nyp.33433075752240,"Steel, Flora Annie Webster,",A prince of dreamers,1908,f,,2.3754285669039454
mdp.39015064948204,"Matar, Hisham,",In the country of men / | $c: Hisham Matar,2006,u,high_male,2.373999952520001
mdp.39015074228795,"Adair, Gilbert.",A mysterious affair of style / | $c: Gilbert Adair.,2007,m,mixed,2.3738027132565014
uiuo.ark:/13960/t5n87wh6v,"Stanhope, Louisa Sidney.",The confessional of Valombre,1812,f,mixed,2.3728170083523157
mdp.39015066835904,"Harris, Wilson.",The ghost of memory / | $c: Wilson Harris.,2006,m,high_male,2.372704408484791
uc1.b3339473,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,,2.3718264961481537
mdp.39015041293484,"Dorman, Sean.",The selected works of Sean Dorman.,1993,m,mixed,2.371672740784075
mdp.39015008821582,"(Charles Percy), Snow, C. P.",Strangers and brothers.,1953,f,high_male,2.369892880841786
uc1.b4095618,"Hoyle, Fred, Sir.",Fifth planet / | $c: Fred Hoyle and Geoffrey Hoyle.,1963,m,high_male,2.3698647992132047
uc1.b3139353,"Snow, C. P. (Charles Percy),",Strangers and brothers.,1959,m,high_male,2.3694997985925172
mdp.39015063536836,"Browne, Thos. Alex.",A modern buccaneer,1894,m,high_male,2.369443654629893
hvd.hwspyj,"Zschokke, Heinrich,",The bravo of Venice,1805,m,,2.36860181434899
mdp.39015040069133,"Anderson, Barbara,",Proud garments / | $c: Barbara Anderson.,1996,f,mixed,2.3683774246263884
uiuo.ark:/13960/t7hq4mb7f,"Whitehead, Charles,",Richard Savage,1844,m,mixed,2.36708800833215
uc1.$b298836,"Gregory, Alyse,",King Log and Lady Lea / | $c: by Alyse Gregory.,1929,f,high_female,2.3664438265396677
uc1.b3868735,"FitzGibbon, Constantine,","The holiday, | a novel.",1953,m,,2.3663598286755483
mdp.39015053378397,"Evaristo, Bernardine,",The emperor's babe : | a novel / | $c: Bernardine Evaristo.,2001,f,high_female,2.364569293703152
mdp.39015047554657,"Brookner, Anita.",Undue influence / | $c: Anita Brookner.,1999,f,high_female,2.363842662632375
nyp.33433074909700,"Godwin, William,",St. Leon: a tale of the sixteenth century,1831,m,,2.3623349318466373
mdp.39015032980198,"Artmann, Hans Carl.","The Quest for Dr. U : | or, A solitary mirror in which the day reflects / | $c: Hans Carl Artmann ; translated by Malcolm Green & Derk Wynand.",1993,m,,2.361777001015564
uc1.b4706895,"Chotzner, Jospeh,",Hebrew satire,1911,u,,2.3617212224269046
mdp.39015063928157,"[Hawker, Mary Elizabeth]",Cecilia de Noël,1891,f,high_female,2.3613866062151696
uc1.$b276925,"Wood, Walter.",The Fleeters; | $c: illus. by A.E. Bestall.,1934,m,high_male,2.3611635814129204
uc1.$b252121,"Charteris, Hugo.",The river-watcher.,1965,m,high_female,2.3586945411946
mdp.39015010844457,"Welch, Denton.",A last sheaf.,1951,m,,2.358045651763818
uc1.$b119741,"De Polnay, Peter,",A winter's promise / | $c: Peter de Polnay.,1967,m,high_female,2.356823002592505
inu.30000027331341,,This fish is loaded : | the book of surreal and bizarre humour / | $c: edited by Richard Glyn Jones.,1991,u,,2.356823002592505
uc1.$b299111,"Pryce, Richard,",Romance and Jane Weston.,1924,u,high_female,2.35626767200754
uiuo.ark:/13960/t8v98p59r,"St. Aubyn, Alan.",In the face of the world,1894,f,high_female,2.356101123860236
mdp.39015069360355,"Thomson, Rupert.",Death of a murderer / | $c: Rupert Thomson.,2007,m,high_male,2.355601620653915
mdp.39015084102626,"Thornton, Rosy.",Crossed wires / | $c: Rosy Thornton.,2009,f,high_female,2.3553796872055774
mdp.39015041293476,"Dorman, Sean.",The selected works of Sean Dorman.,1993,m,mixed,2.3553242103775585
mdp.39015047757466,"Cleugh, James.",Prelude to Parnassus; | scenes from the life of Alexander Sergeyevich Pushkin (1799-1837) | $c: by James Cleugh.,1936,m,,2.3550098910415422
nyp.33433074865316,"Buckrose, J. E.,",The wood end;,1906,f,high_female,2.354187511035254
pst.000060837066,"DiYanni, Robert.",Fiction : | an introduction / | $c: Robert Di Yanni.,2000,m,,2.3518107262727495
uiuo.ark:/13960/t18k7tc2w,,Lemira of Lorraine,1822,u,high_female,2.3511708830997837
mdp.39015034409998,"Forster, Margaret,",Mothers' boys / | $c: Margaret Forster.,1994,f,mixed,2.350802407221665
mdp.39015051168774,"Astley, Thea.",It's raining in Mango : | pictures from the family album / | $c: Thea Astley.,1987,f,mixed,2.349789693822403
mdp.39015005190379,"Mulisch, Harry,",Two women / | $c: Harry Mulisch ; translated from the Dutch by Els Early.,1980,m,high_female,2.3488514116596986
mdp.39015051768664,,The weretiger : | stories of the supernatural / | $c: Shaiontoni Bose ... [et al.].,2002,u,mixed,2.3486307482737563
