htid,author,title,year,authgender,female_category,gb_intensity
uc1.$b486070,"Küpper, Heinz,",Simplicius 45 : | a novel ; | $c: translated from the German by Eric Mosbacher.,1966,m,,17.649342856134325
mdp.39015064809968,"Sicking, Anja,",The silent sin / | $c: by Anja Sicking ; translated from the Dutch by David Colmer.,2006,f,high_male,17.645709445748267
uc1.b3739439,"Zwi, Rose.",Exiles : | a novel / | $c: by Rose Zwi.,1984,f,,17.640832647300954
njp.32101064911876,"Marryat, Frederick,",The novels of Captain Marryat,1895,m,,17.640698799294373
mdp.39015049989315,"Thomas, Rosie.",White / | $c: Rosie Thomas.,2000,f,,17.636205773822443
njp.32101068158953,"Somerville, E. Œ.",The real Charlotte,1919,f,,17.633975551346154
uiuo.ark:/13960/t0bv80m2k,"Marsh-Caldwell, Anne,",The triumphs of time,1844,f,,17.623056380224217
mdp.39015060659714,"Swarup, Vikas.",Q and A / | $c: Vikas Swarup.,2005,u,mixed,17.623008600028196
uc2.ark:/13960/t05x26z1x,"Ouida,","Strathmore, or, Wrought by his own hand",1870,f,high_female,17.62158896385057
mdp.39015063539012,"Hope, Anthony,",Phroso ... | $c: by Anthony Hope [pseud.],1925,m,mixed,17.61538074387236
mdp.39015047458438,"Barker, Pat.",Another world / | $c: Pat Barker.,1998,u,high_male,17.604305510147622
uiuo.ark:/13960/t46q2g33b,"Kennard, Edward,",A crack county,1888,f,,17.603309422171368
mdp.39015077682048,"Mooney, Chris.",The secret friend / | $c: Chris Mooney.,2008,m,,17.59927379838642
uc1.b2850777,,The Penguin book of American short stories / | $c: edited by James Cochrane.,1969,u,,17.595777013516756
njp.32101076478997,"Balzac, Honoré de,",Comedy of human life,1887,f,high_male,17.594161344975888
nnc1.1002269732,"Daunt, William J. O'Neill,",The gentleman in debt;,1851,m,,17.588743204349218
dul1.ark:/13960/t89g6ct7k,"Edgeworth, Maria,",The modern Griselda,1805,f,high_female,17.58334505556337
uc1.$b252068,"Duckworth, Marilyn,",The matchbox house / | $c: Marilyn Duckworth.,1960,f,mixed,17.57665819791317
mdp.39015014584984,"Parkin, Ray.",Out of the smoke; | the story of a sail. | $c: Wtih an introd. by Laurens van der Post.,1960,m,high_male,17.572741902665506
mdp.39015013090629,"Mosley, Nicholas,",Serpent : | a novel / | $c: by Nicholas Mosley.,1981,m,,17.559823124690705
uc2.ark:/13960/t7pn9400j,"Wood, Henry,",Our children,1876,f,high_male,17.558234812126887
mdp.39015063938628,"Duchess,",Green pleasure and grey grief,1886,f,high_female,17.556975216347244
uc1.b4070091,"Busch, Marie.","Selected Austrian short stories, | $c: translated by Marie Busch ...",1929,f,mixed,17.536552752142747
uiuo.ark:/13960/t6737bt82,"Duchess,",Nor wife nor maid,1892,f,high_female,17.535997505991464
mdp.39015016437264,"Stern, James,",The stories of James Stern.,1968,m,mixed,17.534777308328184
wu.89074007592,"Bjørneboe, Jens,",The silence : | an anti-novel and absolutely the very last protocol / | $c: Jens Bjørneboe ; translated from the Norwegian by Esther Greenleaf Mürer.,2000,m,high_male,17.52343759778704
mdp.39015063938354,"Duchess,",Portia;,1886,f,mixed,17.521445519255337
mdp.49015003174084,"Horwood, William.",The willows in winter / | $c: William Horwood ; illustrated by Patrick Benson.,1995,m,high_male,17.51831211062814
uc1.$b313689,"Alverdes, Paul,","Changed men, | $c: by Paul Alverdes...",1933,m,high_male,17.51790719402055
mdp.39015062065597,"Johnston, Hugh Anthony Stephens.",A selection of Hausa stories;,1966,m,high_male,17.512437810945276
coo.31924063792240,,Grimm's household tales,1884,f,high_male,17.50044518676352
mdp.39015055108776,"Roberts, Michele.",The wild girl / | $c: Michèle Roberts.,1984,f,mixed,17.496792254753295
inu.30000057280442,"Ergas, Zaki.",Redemption : | a saga of South Africa in two parts / | $c: Zeki Ergas.,1996,u,,17.492489637601246
inu.30000000209332,"Prichard, Katharine Susannah,",The black opal,1921,f,,17.482378557068046
inu.30000020699017,"Druon, Maurice,",The accursed kings.,1956,m,,17.47701772169597
uiuo.ark:/13960/t5q81w50t,"Ogle, Nathaniel.",Mariamne,1825,m,mixed,17.476406850751484
mdp.39015033580856,"Trevelyan, Raleigh,",Italian writing today.,1967,m,mixed,17.47121617135769
mdp.39015047750396,"Jarves, James Jackson,",Kiana,1857,m,,17.469646489224974
nyp.33433067303812,"Mills, John,",The English fireside,1844,m,,17.46343593101943
nyp.33433073355822,"Gogolʹ, Nikolaĭ Vasilʹevich,",Home life in Russia,1854,m,high_male,17.461802307452444
uc1.b4146017,"Rosendorfer, Herbert,","Stephanie, or, A previous existence / | $c: Herbert Rosendorfer ; translated by Mike Mitchell.",1995,m,high_female,17.46004031682037
inu.30000118521164,"Tremearne, Arthur John Newman,",Hausa superstitions and customs;,1913,m,mixed,17.451919960508796
mdp.39015056205597,,Beneath black stars : | contemporary Austrian short stories / | $c: edited by Martin Chalmers.,2002,u,,17.448200654307524
nyp.33433074957402,,College recollections,1825,u,mixed,17.444142402349144
njp.32101069165353,"Bury, Charlotte (Campbell)",The devoted,1836,f,,17.44204484191165
mdp.39015022391133,"Somerville, E. Œ.",Some experiences of an Irish R. M,1902,f,high_female,17.435980890164945
mdp.39015068629214,"Broomhall, A. J.",Strong tower.,1947,u,,17.42615666114838
mdp.39015030121894,"Campert, Remco,",No holds barred. | $c: Translated from the Dutch by John Scott.,1965,u,high_male,17.41654571843251
uc1.$b183921,"Yurlova, Marina.","Russia, farewell.",1936,f,mixed,17.404301933925076
mdp.39015037038877,"Unsworth, Barry,",Mooncranker's gift. -,1973,m,,17.386984600099357
mdp.39015023517025,"Chalmers, Thomas Wightman.","The automatic stabilisation of ships,",1931,m,high_male,17.383242554177773
njp.32101063605941,"Clifford, Hugh Charles,",In a corner of Asia;,1899,m,high_male,17.382738940232347
mdp.39015059172893,"Petrucci, Mario.",Heavy water : | a poem for Chernobyl / | $c: Mario Petrucci.,2004,m,high_male,17.371666811430558
inu.30000050888597,"Lind, Jakov,",The stove : | short stories / | $c: Jakov Lind.,1983,u,high_male,17.370158068438425
uiuo.ark:/13960/t8qc0hz7f,"Tytler, Sarah,",Citoyenne Jacqueline;,1865,f,high_female,17.36985635128798
uc2.ark:/13960/t49p3083r,"Roberts, C. E. Bechhofer",A Russian anthology in English,1917,u,,17.368218641060952
mdp.39015047673622,"Grey, Zane,","Tales of swordfish and tuna, | $c: by Zane Grey, with ninety illustrations from photographs taken by the author and from drawings by Frank E. Phares.",1927,m,high_male,17.363429945238412
uiuo.ark:/13960/t4dn4qr64,"Pardoe,",The romance of the harem,1839,f,,17.355085039916695
mdp.39015032514872,"Khemraj, Harischandra.",Cosmic dance / | $c: Harischandra Khemraj.,1994,u,,17.341207526084066
njp.32101067631331,"Brown, Oliver Madox,",Gabriel Denver,1875,m,high_female,17.339286488361005
mdp.39015049523544,"Ali, Tariq.",The stone woman / | $c: Tariq Ali.,2000,u,,17.322349680498885
uc1.32106008431972,"Martínez Moreno, Carlos,",El infierno / | $c: Carlos Martínez Moreno ; translated by Ann Wright ; introduction by John King,1988,m,high_male,17.321641225506117
uc1.b4120015,"Brierley, Benjamin,",Cotters of Mossburn,1886,m,high_male,17.310584340412642
mdp.39015002250473,"Ngũgĩ wa Thiongʼo,",Devil on the cross / | $c: Ngũgĩ wa Thiongʾo ; translated from the Gĩkũyũ by the author.,1982,u,high_female,17.291351030893882
uc1.$b399772,"Storm, Julie.",Madeleine. | $c: Translated by Peter Wiles.,1964,f,high_female,17.28985995213439
inu.39000000986567,"Ford, James Allan.",The brave white flag / | $c: James Allan Ford.,1985,m,high_male,17.288122274173904
nyp.33433074964762,"Banim, John,",Tales,1825,m,,17.283893715576248
mdp.39015051155904,"Banim, John,",Tales,1826,m,,17.282698866254954
uiuo.ark:/13960/t0sq9d34t,"MacCabe, William Bernard,",Bertha,1851,m,,17.271405748499546
uiug.30112042024395,"Dell, Ethel May.",The bars of iron.,1924,f,,17.26714978712842
njp.32101067643690,"Farjeon, B. L.",Jessie Trim;,1874,m,,17.26340503400891
njp.32101067178523,"Trollope, Frances Milton,",A romance of Vienna,1838,f,,17.26196469928219
mdp.39015040588959,"Foster, David,",In the new country / | $c: David Foster.,1999,m,high_male,17.26128186594457
mdp.39015002713694,"Rabelais, François,",Gargantua and Pantagruel ... | $c: [by] François Rabelais.,1954,u,high_male,17.25095284559858
mdp.39015030121886,"Campert, Remco,",The gangster girl; | $c: translated from the Dutch by John Scott.,1968,u,high_male,17.248070372127117
uc1.32106014873316,"Blackburn, Julia",The leper's companions / | $c: Julia Blackburn,1999,f,high_female,17.236756425479754
mdp.39015047442879,"Blanchard, Stephen",The paraffin child / | $c: Stephen Blanchard,1999,m,,17.23246596587972
mdp.39015032618541,"Habens, Alison,",Dreamhouse / | $c: Alison Habens.,1994,f,high_female,17.207049974189427
dul1.ark:/13960/t1rf6fb6d,"Rosewater, Frank,",Utopia,1897,m,mixed,17.19848194732678
mdp.39015035305625,,"The saga of Grettir the Strong. | $c: Translated by G.A. Hight. Edited with introd., notes and indexes by Peter Foote.",1965,u,high_male,17.196382690323496
nyp.33433008142238,"Owen, Fairleigh.",The Lathams: a tale,1858,u,,17.19424336732062
mdp.39015063240736,"Dunmore, Helen,",House of orphans / | $c: Helen Dunmore.,2006,f,,17.194184239122958
inu.39000002909047,"A. L. O. E.,",The crown of success,1878,f,high_male,17.191648679108326
mdp.39015084105025,"Bell, Alex.",Jasmyn / | $c: Alex Bell.,2009,m,high_male,17.188294024452215
uiuo.ark:/13960/t4gm8vn5r,"Trollope, Frances Milton,","Hargrave, or, The adventures of a man of fashion",1843,f,,17.187768558883732
uc1.$b70745,"Mahuzler, Albert.",Tragic safari; | $c: translated by Alec Brown.,1956,m,high_male,17.184277947884773
nyp.33433075755243,"Walker, William Sylvester.",From the land of the Wombat,1899,m,,17.18147455232713
inu.39000005769273,"St. Johnston, Thomas Reginald.",The Lau Islands (Fiji) and their fairy tales and folklore,1918,m,,17.17622810030917
uc1.$b115274,"Day Lewis, C. (Cecil),",The Otterbury incident; | $c: illus. by Edward Ardizzone.,1948,u,high_male,17.174015714224378
uc1.32106011515522,"Dalí, Salvador,",Hidden faces. | $c: Translated by Haakon Chevalier.,1973,m,high_female,17.16022749558737
uc1.b3144887,"Cable, Boyd.",The old contemptibles,1919,m,high_male,17.159281026125004
mdp.39015047564508,"Darko, Amma,",The housemaid / | $c: Amma Darko.,1998,f,mixed,17.158544955387782
uc1.$b96,"Cornelisen, Ann,",Torregreca: | a world in Southern Italy; | $c: illustrated with photographs by the author.,1969,f,,17.156722575795946
uiuo.ark:/13960/t5gb2r292,"Stevens, Augusta De Grasse.",Miss Hildreth,1888,f,,17.154620311070445
uc1.b4107899,"Holcroft, Thomas,",Memoirs of Bryan Perdue,1805,m,,17.153026437101996
wu.89016963142,"Elsbree, Elizabeth Sellers,",Across the Isthmus of Panama.,1937,f,high_male,17.14089818306479
mdp.39015047753259,"Kirst, Hans Hellmut,","No one will escape, | a novel;",1959,m,,17.136947850494906
uiuo.ark:/13960/t8rb7fv6d,"Halsted, Leonora B.",Bethesda,1884,f,high_female,17.136329017517138
njp.32101066460054,"Grant, James,","Adventures of an aide-de-camp, or A campaign in Calabria",1848,m,mixed,17.135806982270154
uiug.30112041679504,"Cleaver, Hylton.","Captains of Harley, a school story / | $c: with illustrations by H.M. Brock.",1928,u,high_male,17.133923025850805
uc1.b4095436,"Hanley, James,","Boy, | $c: by James Hanley.",1931,m,mixed,17.128476751386746
uc1.b3477074,"Muir, Lynette R.",The unicorn window. | $c: Illustrated by Pauline Baynes.,1961,f,,17.1280536108078
njp.32101027913449,,The Sepoy's daughter,1860,u,mixed,17.12711948103578
uc1.32106014612565,"Duncker, Patricia,",Monsieur Shoushana's lemon trees / | $c: Patricia Duncker,1997,f,,17.125994625072458
mdp.39015010308206,"Bergman, Ingmar,",Face to face : a film / | $c: by Ingmar Bergman ; translated from the Swedish by Alan Blair.,1976,u,high_female,17.119769910292405
uiuo.ark:/13960/t5x643q4q,"Mathers, Helen,", Cherry ripe!,1878,f,,17.117425539198905
mdp.39015073678107,"Donald, Elsie Burch.",A model American / | $c: Elsie Burch Donald.,2007,f,mixed,17.11669305490179
mdp.39015046463918,,"The saga of Grettir the Strong. | $c: Translated by G.A. Hight. Edited with introd., notes and indexes by Peter Foote.",1965,u,high_male,17.099175216254274
uc1.b4503874,"Harrison, Marion Chilton",Byliny book;,1915,u,high_male,17.085255424568597
mdp.39015080896569,"McKay, Shirley.",Hue & cry : | a new Cullan mystery / | $c: Shirley McKay.,2009,f,,17.08099952315543
uc1.$b119580,"Clarke, Austin,",The meeting point; | a novel | $c: by Austin Clarke.,1967,m,high_female,17.07992663057604
uc2.ark:/13960/t6g15xw4s,"George, Marguerite Joséphine Weimer,",A favourite of Napoleon;,1909,f,,17.072129748186086
nyp.33433075723415,"Watson,","Rosamund, countess of Clarenstein",1812,f,,17.067759003242873
nyp.33433074934690,"Campbell, Frances.",Dearlove,1906,f,,17.062116768861635
mdp.39015000630155,"Lash, Jennifer.",The dust collector / | $c: Jennifer Lash.,1979,f,mixed,17.05924808083459
uiuo.ark:/13960/t5q81pd7v,"Fenn, George Manville,",King of the castle,1892,m,mixed,17.047714659140418
mdp.39015058691281,,Tales from  Blackwood.,1858,u,mixed,17.03837220772466
mdp.39015009018279,"Moorcock, Michael,",The city of the beast / | $c: Michael Moorcock.,1977,m,high_male,17.031906438060634
uc1.32106007014209,,Arabic short stories / | $c: translated by Denys Johnson-Davies.,1983,u,high_male,17.025735053369132
mdp.39015001755290,,Arabic short stories / | $c: translated by Denys Johnson-Davies.,1983,u,high_male,17.021945215524013
uc1.b3791840,"Sales, Herberto.","The werewolf, and other tales / | $c: [retold by] Herberto Sales ; translated [from the Portuguese] by Richard Goddard.",1978,u,,17.01258931609391
uiuo.ark:/13960/t4th96q76,"Crandolph, Augustus Jacob.","The mysterious hand, or, Subterranean Horrours!",1811,m,,17.00583867127714
nyp.33433082167713,"Dickens, Charles,",The old curiosity shop,1866,m,,17.005419553275022
mdp.39015002133513,"Conrad, Joseph,",The works of Joseph Conrad.,1925,m,high_male,16.991334419446083
mdp.39015017748248,"Boylan, Clare.",Concerning virgins : | a collection of short stories / | $c: by Clare Boylan.,1989,f,high_female,16.980571396227482
uc1.$b800413,"Benedictus, David.","Hump, or, | $c: Bone by bone alive.",1967,m,,16.952744225471495
mdp.39015014117918,"Porter, Jane,",The pastor's fire-side,1817,f,,16.94388749258705
mdp.39015030350337,"Mwangi, Meja,",Carcase for hounds / | $c: Meja Mwangi.,1974,u,high_male,16.940538709130948
inu.30000042020531,"Gondwe, Walije,",Double dating / | $c: Walije Gondwe.,1994,u,high_male,16.92824840995381
uc1.$b182896,"Bernstein, Hillel.","Choose a bright morning, | $c: by Hillel Bernstein ...",1936,u,high_male,16.924564796905223
mdp.39015061141506,"Martín Gaite, Carmen.",Living's the strange thing / | $c: Carmen Martín Gaite ; translated by Anne McLean.,1996,f,mixed,16.92333728211203
mdp.39015014138427,"Johnson, Pamela Hansford,","This bed thy centre, | a novel.",1961,f,high_female,16.91808825602707
inu.30000056655057,"Mahlobo, Si.",Pinkie of White City / | $c: Si Mahlobo.,1996,m,high_female,16.917968997821813
mdp.39015055119468,"Endō, Shūsaku,",Volcano / | $c: Shusaku Endo ; translated from the Japanese and with an introduction by Richard A. Schuchert.,1980,m,,16.910589103431313
mdp.39015016441175,"Hanley, James,",Say nothing / | $c: James Hanley.,1962,m,high_female,16.904412051545453
inu.30000101935108,"Tallis, Frank.",Mortal mischief / | $c: Frank Tallis.,2005,m,mixed,16.90430692341614
inu.30000055891166,"Haining, Peter.","The Hollywood nightmare: | tales of fantasy and horror from the film world; | $c: edited by Peter Haining, introduced by Christopher Lee.",1970,m,,16.903630524200366
mdp.39015011955906,"Morgan,",The O'Briens and the O'Flahertys;,1827,f,mixed,16.900932368102307
uiuo.ark:/13960/t0js9xt9c,"Brooke, Emma.",Life the accuser,1896,f,,16.898552357348052
nyp.33433075749261,"Oscar, W. N.",The cruise of the Golden Wave,1899,u,,16.882742320110864
uc2.ark:/13960/t83j3b321,,The amulet,1865,u,,16.87544622574155
uiuo.ark:/13960/t2c82wt8n,"Mathers, Helen,",Comin' thro' the rye,1875,f,mixed,16.86883712370992
uc1.$b268702,"Frith, Dean, pseud.","Booze-runner, | $c: by ""Dean Frith"".",1935,u,mixed,16.867422062588055
mdp.39015064443982,"Anstey, F.,",Paleface and Redskin,1898,m,,16.86702649656526
mdp.39015014137486,"Lidchi, Maggi.",Earthman.,1967,u,high_male,16.866699808252257
inu.32000001390089,"Vidal, Gore,","Washington, D.C.",1967,m,mixed,16.845488000829317
uc2.ark:/13960/t37082c7z,"Gray, Louisa M.",Ada and Gerty; or Hand in Hand heavenward,1885,f,high_female,16.8425307586718
mdp.39015062318186,"Simpson, Bertram Lenox,",The unknown God,1911,m,,16.83304546386018
uc2.ark:/13960/t5j968t31,"Lee-Hamilton, Eugene,",The romance of the fountain,1905,m,,16.818657497383764
uc1.32106018853751,"Rosendorfer, Herbert,",Grand solo for Anton / | $c: Herbert Rosendorfer ; translated by Mike Mitchell,2006,m,high_male,16.817321841496746
mdp.39015050470510,"Fine, Anne,",All bones and lies / | $c: Anne Fine.,2001,f,,16.811768237766437
mdp.39015018022502,"Macfie, Harry,",Wasa-wasa; | a tale of trails & treasure by Harry Macfie and Hans G. Westerlund. | $c: Translated from the Swedish by F.H. Lyon & illustrated by Jack Robinson.,1953,m,high_male,16.808550608568407
uc2.ark:/13960/t6d224g5z,"Andreyev, Leonid,",The red laugh,1905,m,high_male,16.808417655561904
mdp.39015061154533,"Ferring, David.",Warblade / | $c: by David Ferring.,2002,m,high_male,16.805028064396865
mdp.39015024956214,,"Letters from home : | stories / | $c: by Pat Cadigan, Karen Joy Fowler, Pat Murphy.",1991,u,high_female,16.79049657893632
uiuo.ark:/13960/t00z7fj6j,"Brooke, Emma.",Life the accuser,1896,f,,16.786034019695613
mdp.39015004106830,"Ruyslinck, Ward,",Golden Ophelia : | a novel / | $c: Ward Ruyslinck [i.e. R. K. M. de Belser] ; translated from the Dutch by David Smith.,1975,m,high_male,16.759241524612143
uc2.ark:/13960/t40r9qf1w,"Mathers, Helen,",Found out;,1885,f,,16.743967985533214
uiuo.ark:/13960/t13n2ss1m,"Stevens, Augusta De Grasse.",Miss Hildreth,1888,f,,16.736712909584554
