htid,author,title,year,authgender,female_category,walking
mdp.39015077678442,,"The English dancing master or, Plaine and easie rules for the dancing of country dances : | with the tune to each dance / | $c: [compiled by] John Playford ; edited by Hugh Mellor and Leslie Bridgewater.",1984,u,high_male,18.540836191712245
njp.32101063693590,"Normanby, Constantine Henry Phipps,",Yes and no,1828,m,mixed,18.538086498711603
mdp.39015022430071,"Nielsen, Carl.",The world is all islands. | $c: Translated by H. H. Lyon.,1957,m,high_male,18.532714452990085
uc1.b3321872,"Griffith, Cecil.",Valentine Forde,1870,m,,18.530685129967488
uc1.$b243507,"O'Connor, Patrick Fitzgerald.","Not in my house, | a novel.",1951,m,,18.527954050673955
uc1.b3327492,"White, Charles,",Almack's revisited,1828,m,,18.52439928019477
nyp.33433074959812,"De Quincey, Thomas,",Klosterheim,1832,m,high_female,18.522234398876318
uiuo.ark:/13960/t7rn3r81d,"Pardoe,",The Mardens ; and The Daventrys,1835,f,,18.521567336187026
mdp.39015059405996,"Le Gallienne, Richard,",Young lives,1899,m,,18.514875545320944
mdp.39015065928726,"Kovalevskai︠a︡, S. V.",Sonya Kovalevsky,1895,f,high_female,18.514763319608896
uiuo.ark:/13960/t9571rw87,"Cursham, Mary Anne.",Norman Abbey,1832,f,,18.507379817702308
uc1.b3575697,"Radcliffe, Ann Ward,",Gaston de Blondeville,1826,f,mixed,18.50639182302195
mdp.39015024482500,"Radcliffe, Ann Ward,",The posthumous works of Anne Radcliffe,1833,f,high_male,18.499544626593806
inu.32000000656258,"Smith, Albert,","The Marchioness of Brinvilliers, the poisoner of the seventeenth century",1886,m,,18.498852386009386
mdp.39015027909004,"Sopocko, Eryk K S","'Gentlemen, the Bismarck has been sunk,' | $c: by Eryk K. S. Sopocko ... with a foreword by Admiral Sir Martin E. Dunbar-Nasmith.",1942,u,high_male,18.487705675725643
uiuo.ark:/13960/t50g48k7t,"Rafter,","Savindroog, or, The queen of the jungle",1848,u,mixed,18.485655131617865
uc1.$b292680,"Piovene, Gindo,",Confession of a novice.,1950,u,high_female,18.47518167261978
uc1.$b168142,"Holthusen, Hans Egon,",The crossing; | $c: translated by Robert Kee and Susi Hughes.,1959,m,,18.47296627225263
uc1.b3325386,"Pardoe,",Speculation,1834,f,,18.472678907895222
uiuo.ark:/13960/t6pz5kg4f,"Fothergill, John M.",Gaythorne Hall,1884,m,mixed,18.46567063958368
wu.89017654575,"Jewsbury, Geraldine Endsor,",Constance Herbert,1855,f,mixed,18.464189729807355
mdp.39015031442786,"Rawson, Geoffrey.",The strange case of Mary Bryant / | $c: by Geoffrey Rawson.,1938,m,mixed,18.462485255654137
nyp.33433075772685,"Williamson, C. N.",Scarlet runner,1908,m,high_male,18.458698661744346
uiuo.ark:/13960/t6pz5tk74,"Roberts,",Delmore,1806,f,mixed,18.446781036709094
wu.89005036330,"Gould, Nathaniel,",The dapple grey,1908,m,,18.444107766286805
uiuo.ark:/13960/t8jd57r2q,"Gaskell, Elizabeth Cleghorn,",Sylvia's lovers,1863,f,,18.443605601937808
uiuo.ark:/13960/t9r21g385,"MacDonald, George,",The vicar's daughter,1872,m,high_female,18.424843388831196
uc1.$b152304,"Arnaud, Cécile, pseud.",The gift of indifference. | $c: Translated by Margaret Crosland.,1965,u,high_male,18.424349620458397
nyp.33433074857727,"Hawkins, Laetitia Matilda,",Rosanne;,1814,f,high_female,18.420134176135264
uiuo.ark:/13960/t2k65429g,"Payn, James,",Under one roof,1879,m,,18.418673185760692
mdp.39015008792726,"(Alan Patrick), Herbert, A. P.","Mr. Gay's London, | with extracts from the Proceedings at the Sessions of the Peace, and Oyer and Terminer for the city of London and county of Middlesex in the years 1732 and 1733.",1948,m,high_male,18.416583109947002
uiuo.ark:/13960/t6h13qh1g,"Hamilton, Elizabeth,",Memoirs of modern philosophers,1800,f,high_female,18.41160457133839
uc1.b3325461,"Lytton, Edward Bulwer Lytton,",The Parisians,1873,m,mixed,18.410329422161126
uiuo.ark:/13960/t8hd8gh7q,"Southey, Robert,",The doctor,1865,m,high_male,18.407848090820515
uc2.ark:/13960/t4zg6mm7k,"Linton, E. Lynn",With a silken thread and other stories,1880,f,,18.400473155023985
uc1.b3184252,"Wyndham, John,",Rebirth,1955,m,high_female,18.397233056148355
uc2.ark:/13960/t7zk57t2s,"Brereton, F. S.",The hero of Panama,1912,m,high_male,18.38029632234245
njp.32101063606485,"Costello, Louisa Stuart,","The queen's poisoner, or, France in the sixteenth century",1841,f,mixed,18.378009399039094
uiuo.ark:/13960/t0zp4kh4k,"Medina Pomar, de,",Through the ages,1876,u,,18.37741556991193
uiuo.ark:/13960/t55d9fv39,"Shew, E. L.",If men were wise,1894,f,,18.36412384765123
mdp.39015063948007,"Molesworth,",My new home,1894,f,,18.36344939033348
uiuo.ark:/13960/t9c54344w,"Caffyn, Mannington,",A yellow aster,1894,f,high_female,18.362662586074983
inu.32000004496032,"Gore,","Mrs. Armytage, or Female domination",1836,f,high_female,18.35620210178514
uiuo.ark:/13960/t3pv7527f,"Tabor, Eliza.",Jeanie's quiet life,1868,f,high_female,18.34824978084035
uiuo.ark:/13960/t9m33f72h,"Randolph,",Little Pansy,1881,f,,18.345563709139427
uiuo.ark:/13960/t62527w1k,"Scott,",Trevelyan,1834,f,high_female,18.342565758098242
uc2.ark:/13960/t3cz38c6z,"Temple, Edmond.",The life of Pill Garlick;,1813,m,mixed,18.342373503131306
mdp.39015063961513,"Winter, John Strange,",A soldier's children,1892,m,high_female,18.339580252856962
uiuo.ark:/13960/t9w099z3g,"Ainsworth, William Harrison,",The Spanish match,1865,m,high_male,18.337184142003153
inu.39000003450728,"A. L. O. E.,",The blacksmith of Boniface Lane,1893,f,high_female,18.33620130328077
mdp.39015011927624,"Lagerkvist, Pär,",The dwarf. | $c: [Translated from the Swedish by Alexandra Dick],1967,m,mixed,18.335166850018336
njp.32101067630275,"Boyd, Archibald,","The Duchess; or, Woman's love and woman's hate",1850,m,,18.33033555970534
mdp.39015005628212,"Lagerkvist, Pär,",The dwarf. | $c: [Translated from the Swedish by Alexandra Dick],1953,m,mixed,18.329056553470856
dul1.ark:/13960/t4pk1061h,,The three chances,1858,u,,18.32508704416346
uiuo.ark:/13960/t3029f44t,"Duchess,",Under-currents,1888,f,,18.309801847255564
mdp.39015051371626,"Wills, C. J.",Laura Ruthven's widowhood,1892,m,high_female,18.307474026271226
wu.89099229502,"Le Sage, Alain René,",Asmodeus,1841,m,,18.29917487356934
uiuo.ark:/13960/t0dv1w173,"Crumpe,","Geraldine of Desmond, or, Ireland in the reign of Elizabeth",1829,f,,18.291806577211023
uc1.32106012193329,"Wilson, A. N.,",Hearing voices / | $c: A.N. Wilson,1995,m,,18.288779833572104
uiuo.ark:/13960/t96692w5h,"Roche, Regina Maria,",The discarded son;,1807,f,,18.284878405558604
uiuo.ark:/13960/t4qj81h60,"Reid, Mayne,",Gwen Wynn,1877,m,mixed,18.278194114421495
umn.319510020933072,"Nash, Thirza.",The Geyer brood.,1946,f,high_female,18.27739869099011
uiuo.ark:/13960/t3hx1x46t,"Oliphant,",Miss Marjoribanks,1866,f,high_female,18.273740634707924
uc1.b4104877,"Aguilar, Grace,",Home influence;,1847,f,high_female,18.273518017688765
inu.32000011331545,"Johnson, R. Brimley (Reginald Brimley),","Romance in history, | from Sir Walter Scott, Sophia Lee, John Leland, Maria Edgeworth, Susan Ferrier, Jane Porter and Christopher North; | $c: selected, with introduction, notes and tables, by R. Brimley Johnson.",1929,m,mixed,18.271180866419396
mdp.39015059376106,,The New British novelist;,1830,u,high_male,18.270322471191616
mdp.39015056837084,"Bryant-Jefferies, Richard.",Time limited therapy in primary care : | a person-centred dialogue / | $c: Richard Bryant-Jefferies ; [forewords by Graham Curtis Jenkins and Jerold D. Bozarth].,2003,m,high_female,18.26338078007465
njp.32101068167160,"Dallas, Robert Charles,",Percival,1801,m,,18.26233849244396
njp.32101067708345,"Beresford Hope, A. J. B.",The Brandreths,1882,m,,18.245585581932815
uiuo.ark:/13960/t3ws9607w,"Jeaffreson, John Cordy,",A noble woman,1868,m,high_female,18.228984084694666
uiuo.ark:/13960/t8w95pg0m,"Kennedy, Theo.",Farnorth,1866,m,high_female,18.22847287463017
mdp.39015066639884,"Bacchelli, Riccardo,",Nothing new under the sun.,1955,m,,18.222238419767486
uc1.b2806718,"Vidal, Nicole,",Emmanuel. | $c: Translated by Eric Earnshaw Smith.,1965,u,mixed,18.21939568541936
njp.32101068167103,"Dalton, William,",Phaulcon the adventurer ; or The Europeans in the East,1862,m,high_male,18.21745815449862
uiuo.ark:/13960/t62524j1v,"Lockhart, Laurence W. M.",Mine is thine,1878,m,,18.216705933788347
nyp.33433074897038,"Merrick, Leonard,",The man who was good,1892,m,high_female,18.20913187963764
mdp.39015019469199,"Stacey, Tom,",Decline / | $c: Tom Stacey.,1991,m,,18.208453688453357
uc2.ark:/13960/t07w68t46,"Grant, James,",Miss Cheyne of Essilmont,1883,m,mixed,18.198362147406733
uiuo.ark:/13960/t2p56709s,"Thornton, Elizabeth.",Truth and falsehood,1847,f,mixed,18.1959538815278
uiuo.ark:/13960/t3xs60k95,"Allen, Grant,",The scallywag,1893,m,,18.194609543679192
uiuo.ark:/13960/t0ns19n9k,"Moore, Frank Frankfort,",A gray eye or so,1893,m,mixed,18.194223334091426
njp.32101037078985,"Ford, Emanuel.","The famous and pleasant history of Parismus, the valiant and renowned Prince of Bohemia",1835,m,mixed,18.191373246553745
mdp.49015000768540,"Billetdoux, François.",A man and his master. | $c: Translated by Ralph Manheim.,1963,u,high_female,18.190086402910413
wu.89000607614,"Alington, Cyril,",Shrewsbury fables,1922,m,high_male,18.188432157148053
nyp.33433075807622,"Balzac, Honoré de,",A woman of thirty,1897,f,mixed,18.18561450538496
uiuo.ark:/13960/t2d79x585,"Payn, James,",The burnt million,1890,m,,18.184179763605663
uiuo.ark:/13960/t80k3075j,"Reid, Mayne,",Gwen Wynn,1877,m,mixed,18.170255292086853
uiuo.ark:/13960/t14m9s483,"Payn, James,",By proxy,1878,m,,18.16964712632686
mdp.39015059168735,"Ghosh, Amitav.",The hungry tide / | $c: Amitav Ghosh.,2004,u,mixed,18.163544555174795
inu.30000103852194,"Eglesfield, Robert,",Bawdy tales of the Middle Ages; | $c: translated from the French by Robert Eglesfield.,1967,m,,18.155881208662947
uiuo.ark:/13960/t9d50xs06,"Bramley-Moore, William,",The six sisters of the valleys,1864,m,mixed,18.14952616772755
uiuo.ark:/13960/t9280v59k,Royalist.,The loyalist's daughter,1867,u,,18.138185065297467
uiuo.ark:/13960/t4vh5t775,"Bird, Frederick Spencer.",Stonedell Lodge,1879,m,,18.13236627379873
nyp.33433074870563,"Hockley, W. B.",The widow of Calcutta;,1841,f,,18.132113367551884
mdp.39015063974235,"Yonge, Charlotte M.",The wardship of Steepcoombe,1896,f,high_male,18.131955304730173
uiuo.ark:/13960/t9q24dz8c,"Lennox, William Pitt,","Philip Courtenay, or, Scenes at home and abroad",1855,m,,18.131544354290376
uc1.$b389727,"Mittelhölzer, Edgar.",The wounded and the worried.,1962,m,high_female,18.116135082428414
uiuo.ark:/13960/t5db8dp09,"Gifford, George,",Trials of an heiress,1869,f,high_female,18.10371784532842
mdp.39015030746641,"Goldsmith, Oliver,",The vicar of Wakefield,1885,m,,18.095336573260262
njp.32101076479003,"Balzac, Honoré de,",Comedy of human life,1887,f,high_male,18.086044356023784
uc2.ark:/13960/t4hm56v0b,"Ballantyne, R. M.",The pioneers,1872,m,high_male,18.0841169784024
wu.89095735338,"Ari Þorgilsson,",The book of the settlement of Iceland,1908,u,high_male,18.083182640144667
mdp.39015030928967,"Hartley, Dorothy.","The Old Book, | a mediaeval anthology; | $c: with an introduction by George Saintsbury.",1930,f,,18.07644074881656
wu.89099704173,"Omessa, Charles.",Rasputin and the Russian court,1918,m,,18.073377914332188
mdp.39015040132527,"Ward, Richard Heron,",The offenders.,1960,m,high_male,18.069940178987512
njp.32101065835504,"St. John, Percy B.",The fireside,1847,m,high_female,18.06739136980939
uiuo.ark:/13960/t5h99gc5g,"Cuthbertson, Catherine.",Forest of Montalbano,1810,f,mixed,18.067080488843576
mdp.39015006587300,"Bonhomme, Samuel,",Enoch Powell and the West Indian immigrants.,1971,m,high_male,18.06451612903226
uc1.b3326166,"Moreland, Olivia.","The charms of dandyism, or, Living in style",1819,f,,18.057060310581438
mdp.39015065908017,"Green, Henry,",Nothing; | a novel.,1951,m,high_female,18.057060310581438
uiuo.ark:/13960/t54f29n2v,"Marks, Mary A. M.",All the world's a stage,1879,f,mixed,18.055104177951108
uiuo.ark:/13960/t4hm5r63w,"Marryat, Florence,",The Hampstead mystery,1894,f,,18.05198973042362
uiuo.ark:/13960/t0ns1f09q,"Ouida,",Under two flags,1867,f,high_male,18.042686874475965
uc2.ark:/13960/t5s75cj48,"Taylor, S. Howard.",Kate Byrne,1874,m,high_female,18.022077044379365
uc2.ark:/13960/t5s75888c,Thormanby.,Romances of the road,1901,u,,18.01654246171485
uc1.32106010943360,"Darvas, Robert.",Right through the pack : | a bridge fantasy / | $c: by Robert Darvas and Norman de V. Hart ; introduction by Guy Ramsey.,1978,m,,18.012775214421303
uc1.$b323481,"Bullett, Gerald William,",The daughters of Mrs. Peacock.,1957,m,high_female,18.012608826178326
mdp.39015073748389,,The British essayists;,1823,m,,18.011527377521613
uiuo.ark:/13960/t1vd7bk3t,"Lennox, William Pitt,",The tuft-hunter,1843,m,mixed,18.010716376243867
uiuo.ark:/13960/t4bp0gn5m,"Halse, George.","Graham Aspen, painter",1889,m,,18.008013566036887
uiuo.ark:/13960/t8jd5541b,"Charles, Elizabeth Rundle,",Against the stream,1873,f,high_female,18.007310968253112
nyp.33433067377410,"Surtees, Robert Smith,",Mr. Facey Romford's hounds,1865,m,,18.00360072014403
mdp.39015059791759,"Fraser, James Baillie,",The Persian adventurer,1830,m,high_male,17.999820001799982
inu.39000005523688,"mashhadī. Galīn Khānum,","The wonderful sea horse, | and other Persian tales. | $c: Translated by L.P. Elwell-Sutton; illus. by Neville Main.",1950,u,high_male,17.998020217776045
uiuo.ark:/13960/t2g73qv3k,"Cunningham, H. S.",The Cœruleans,1887,m,mixed,17.996940520111583
uc2.ark:/13960/t6057fg5w,"Gregory,",Shanwalla,1910,m,high_male,17.99613083187115
mdp.39015016732029,,Select novels,1816,f,high_male,17.991499753722913
mdp.39015000675234,"Sargeson, Frank.",Sunset Village / | $c: Frank Sargeson.,1976,m,mixed,17.988846914912752
uiuo.ark:/13960/t1hh76z12,"Burney, Fanny,",The wanderer,1814,f,high_female,17.985207167105056
mdp.39015049645867,"Spark, Muriel.",Aiding and abetting / | $c: by Muriel Spark.,2000,f,mixed,17.98439853427152
nyp.33433082225578,"Smollett, T.",The works of Tobias Smollett,1895,m,mixed,17.983239620673533
uc2.ark:/13960/t6d21tp04,,"Makanna, or, The land of the savage",1834,u,,17.979790715236074
uiuo.ark:/13960/t4fn1jn7c,"Gifford, George,",King's baynard,1866,f,,17.967191907576765
uiuo.ark:/13960/t4wh36k87,,The second wife,1857,u,high_female,17.966915208993726
mdp.39015000541642,"Pater, Walter,",Imaginary portraits,1887,m,high_male,17.96253528355145
uc1.b3327070,"Massie, W.",Sydenham;,1830,u,,17.943656917279743
uiuo.ark:/13960/t76t1998v,"Scott, Walter,",Tales of my landlord,1816,m,mixed,17.936683507219517
uiuo.ark:/13960/t2q536v3v,"Richards, Alfred Bate,",So very human,1873,m,mixed,17.934373986880317
uc2.ark:/13960/t90868990,"Ouida,",Wanda,1883,f,,17.932193891846456
njp.32101064791831,"Williams, Robert Folkestone,",Maids of honour,1845,m,,17.925100656334454
njp.32101064790130,"St. John, Andrew.",Tales of former times,1808,m,,17.913244777600177
njp.32101066121847,"Gore,",The diamond and the pearl,1849,f,high_female,17.91071508529978
njp.32101072859349,"Gide, André,",Prometheus illbound,1919,u,high_female,17.899761336515514
uiuo.ark:/13960/t5j96f67z,"Cathcart,",Adelaide;,1833,f,high_female,17.884022116574016
uiuo.ark:/13960/t10p1nq4j,"Payn, James,",Walter's word;,1875,m,,17.877361301471904
mdp.39015059412513,"Monkhouse, Allan Noble,","Marmaduke, | $c: by Allan Monkhouse.",1924,m,,17.875497162264825
nyp.33433075763965,"Ward, James.",Adolphe Renouard: or peasant life and political clubs in France,1852,m,mixed,17.871663583804697
mdp.39015013408235,"Croft-Cooke, Rupert,",Wolf from the door.,1969,m,,17.86922281644479
nyp.33433043146269,"Grousset, Paschal,",The conquest of the moon;,1889,m,,17.860042214645233
mdp.39015064002853,"Bray,",The novels and romances of Anna Eliza Bray,1815,f,,17.859728725201524
uc2.ark:/13960/t0js9zf5x,"Service, John,",The life and recollections of Doctor Duguid of Kilwinning,1887,m,,17.840055790719926
