htid,author,title,year,authgender,female_category,farm
mdp.39015051346883,"Underhill, Harold A.","Masting and rigging the clipper ship & ocean carrier, | with authentic plans, working drawings and details of the nineteenth and twentieth century sailing ship.",1946,m,,0.0
wu.89014636112,"Lynch, Conor.",Equal citizenship and the end of sectarian politics.,1987,u,high_male,0.0
mdp.39015059984719,"King, Danny,",The hitman diaries / | $c: Danny King.,2003,m,,0.0
mdp.39015060000554,"Baylis, Matthew.",The last Ealing comedy / | $c: Matthew Baylis.,2003,m,mixed,0.0
dul1.ark:/13960/t89g6ct7k,"Edgeworth, Maria,",The modern Griselda,1805,f,high_female,0.0
mdp.39015060845776,"Lott, Tim,",The Seymour tapes / | $c: Tim Lott.,2005,m,,0.0
mdp.39015050742462,"Mills, Magnus.",Three to see the king / | $c: Magnus Mills.,2001,m,high_male,0.0
mdp.39015060776740,"Angell, Barbara.",The entertainment machine / | $c: by Barbara Angell.,1970,f,mixed,0.0
mdp.39015060674630,"Padura, Leonardo.",Adiós Hemingway / | $c: Leonardo Padura Fuentes ; translated from the Spanish by John King.,2005,m,high_male,0.0
mdp.39015050744146,"Maraini, Dacia.",The violin / | $c: Dacia Maraini ; translated from the Italian by Dick Kitto and Elspeth Spottiswood.,2001,f,high_female,0.0
wu.89006594758,"McKee, Alexander,",The Coal-Scuttle Brigade / | $c: by Alexander McKee.,1957,m,high_male,0.0
mdp.39015060665109,"Mosley, Nicholas,",Look at the dark / | $c: Nicholas Mosley.,2005,m,high_female,0.0
wu.89006984728,"Wodehouse, P. G.",William Tell told again,1904,m,high_male,0.0
mdp.39015060590653,,"Wonder-tales of South Asia / | $c: translated from Hindi, Urdu, Nepali and Persian [by] Simon Digby ; [edited by Leonard Harrow].",2000,u,,0.0
hvd.32044009594987,"Brown, Charles Brockden,","Carwin, the biloquist",1822,m,high_female,0.0
mdp.39015060547042,"Bryant-Jefferies, Richard.",Counselling victims of warfare : | person-centred dialogues / | $c: Richard Bryant-Jefferies.,2005,m,,0.0
mdp.39015060546812,"Bryant-Jefferies, Richard.",Counselling for eating disorders in men : | person-centred dialogues / | $c: Richard Bryant-Jeffries.,2005,m,mixed,0.0
dul1.ark:/13960/t9w09nr1z,"Hughs,",A mother's care rewarded,1824,f,high_female,0.0
mdp.39015050801789,"Kelman, James,",Translated accounts : | a novel / | $c: by James Kelman.,2001,m,high_male,0.0
mdp.39015050807968,"Muir, William.",The 18th pale descendant / | $c: William Muir.,2001,m,mixed,0.0
mdp.39015060383612,"Rendell, Ruth,",Thirteen steps down / | $c: Ruth Rendell.,2004,f,mixed,0.0
mdp.39015050960239,"Lowndes, Marie Belloc,",The lodger | $c: [by] Mrs. Belloc Lowndes.,1932,f,high_female,0.0
mdp.39015060123380,"Barry, Desmond,",Cressida's bed / | $c: Desmond Barry,2004,m,,0.0
mdp.39015050976862,"Overton, Robert.",Palm court / | $c: Robert Overton ; ill. by John Lawrence.,1979,m,,0.0
mdp.39015060028241,"Binebine, Mahi.",Welcome to paradise / | $c: Mahi Binebine ; translated by Lulu Norman.,1999,u,,0.0
wu.89010520096,"Southey, Robert,",Chronicle of the Cid,1885,m,high_male,0.0
mdp.39015060008938,"Christensen, Lars Saabye,",The half brother / | $c: by Lars Saabye Christensen ; translated from the Norwegian by Kenneth Steven.,2003,m,,0.0
mdp.39015050981797,"White, Patrick,",Three uneasy pieces / | $c: Patrick White.,1988,m,,0.0
dul1.ark:/13960/t8qc0s39h,"Riddell, J. H.,",Mitre Court,1885,f,mixed,0.0
mdp.39015050998288,"(Henry Major), Tomlinson, H. M.",All hands.,1937,m,,0.0
wu.89040827529,"Enquist, Per Olov.",The magnetist's fifth winter / | $c: Per Olov Enquist ; translated from the Swedish by Paul Britten Austin.,1989,m,high_male,0.0
mdp.39015059418098,"Strong, L. A. G. (Leonard Alfred George),","The unpractised heart, | $c: by L. A. G. Strong.",1942,m,mixed,0.0
dul1.ark:/13960/t3708t61x,"Levy, Amy,",Reuben Sachs;,1888,f,,0.0
dul1.ark:/13960/t3tt5cm2t,"Wood, Henry,",Parkwater,1876,f,,0.0
mdp.39015059376528,,The New British novelist;,1830,u,high_male,0.0
dul1.ark:/13960/t4fn1xf77,"Oliphant,","The rector ; and, The doctor's family",1863,f,high_female,0.0
mdp.39015059376510,,The New British novelist;,1830,u,high_male,0.0
wu.89058279688,"Bilby, Julian W.",Nanook of the North : | with 29 photographs / | $c: by Julian W. Bilby.,1925,m,high_male,0.0
mdp.39015059376452,,The New British novelist;,1830,u,high_male,0.0
wu.89059818096,"Belloc, D. (Denis)",Slow death in Paris / | $c: Denis Belloc ; translated by William Rodarmor.,1992,m,,0.0
wu.89066705278,"Larsson, Björn,",The Celtic ring / | $c: Björn Larsson ; translated by George Simpson.,1997,u,,0.0
mdp.39015059376304,,The New British novelist;,1830,u,,0.0
mdp.39015059376288,,The New British novelist;,1830,u,mixed,0.0
mdp.39015059376247,,The New British novelist;,1830,u,,0.0
mdp.39015059376205,,The New British novelist;,1830,u,,0.0
mdp.39015059376197,,The New British novelist;,1830,u,high_male,0.0
dul1.ark:/13960/t3pv70m81,"Argus, Arabella.",Ostentation and liberality,1821,f,high_female,0.0
dul1.ark:/13960/t6834jn51,E. W.,The island of anarchy,1887,f,high_male,0.0
mdp.39015059376122,,The New British novelist;,1830,u,high_male,0.0
mdp.39015059376098,,The New British novelist;,1830,u,high_male,0.0
mdp.39015059376064,,The New British novelist;,1830,u,high_female,0.0
mdp.39015059376023,,The New British novelist;,1830,u,high_male,0.0
mdp.39015059375389,"Cuming, Edward William Diron,",With the jungle folk,1897,m,high_male,0.0
mdp.39015059287584,"Momjian, Serge.",The singer of the opera / | $c: Serge Momjian.,2004,m,high_female,0.0
mdp.39015052051268,"Zhou, Weihui,",Shanghai baby / | $c: Wei Hui ; translated from the Chinese by Bruce Humes.,2001,u,,0.0
mdp.39015059246713,"Harris, Denise,",In remembrance of her / | $c: Denise Harris.,2004,f,high_female,0.0
mdp.39015059226673,"Goetz, Rainald.",Jeff Koons / | $c: by Rainald Goetz ; translated by David Tushingham.,2004,u,high_male,0.0
wu.89080114168,"Brown, John,",The Enterkin,1865,m,high_male,0.0
mdp.39015059205099,"Broderick, John.",The pilgrimage / | $c: John Broderick.,2004,m,mixed,0.0
mdp.39015052285676,"Gokhale, Namita,",The book of shadows / | $c: Namita Gokhale.,1999,u,,0.0
mdp.39015059377278,"[Hockley, William Browne]",Pandurang Hàrì,1873,m,mixed,0.0
wu.89056869175,"Carling, Finn.",Commission / | $c: Finn Carling ; translated from the Norwegian and with a foreword by Louis A. Muinzer.,1993,u,,0.0
wu.89056085640,"Jensen, Carsten,",Earth in the mouth : | a story / | $c: Carsten Jensen ; translated from the Danish by Anne Born.,1994,m,high_male,0.0
mdp.39015059394513,"Crawford, F. Marion",Marzio's crucifix,1887,m,high_male,0.0
mdp.39015059415748,"James, G. P. R.",Charles Tyrrell;,1839,m,,0.0
dul1.ark:/13960/t6058fr3w,"Bayfield, E. G.,",A winter in Bath,1807,f,high_female,0.0
mdp.39015051351131,"Burns, Alan,",The day Daddy died : | a novel / | $c: by Alan Burns ; photo-collages by Ian Breakwell.,1981,m,,0.0
mdp.39015051356536,"Brophy, Brigid,",The finishing touch / | $c: Brigid Brophy.,1987,f,high_female,0.0
wu.89045896156,"Safroni-Middleton, A.",Wine-dark seas and tropic skies;,1918,m,mixed,0.0
wu.89046632451,"Cordelli, Franco,",Pinkerton / | $c: Franco Cordelli ; translated by Teresa Waugh.,1990,m,,0.0
dul1.ark:/13960/t5x64812v,"Skene, Felicia,",Hidden depths,1866,f,high_female,0.0
dul1.ark:/13960/t5v706305,"Riddell, J. H.,","Home, sweet home",1873,f,high_female,0.0
dul1.ark:/13960/t5p855w55,"Beerbohm, Max,",Seven men,1919,m,mixed,0.0
dul1.ark:/13960/t5fb5k557,"Argus, Arabella.",Ostentation and liberality,1821,f,high_female,0.0
wu.89049301443,"Thynne, Robert.",Ravensdale,1845,m,,0.0
mdp.39015059407687,"Beresford, J. D. (John Davys),","The tapestry, | $c: by J. D. Beresford.",1927,m,,0.0
mdp.39015059405699,"Le Gallienne, Richard,",The romance of Zion chapel,1898,m,high_female,0.0
dul1.ark:/13960/t5bc4sx44,,The affecting history of Caroline;,1805,u,,0.0
wu.89051908523,,Geoffrey the knight,1869,m,high_male,0.0
mdp.39015051371626,"Wills, C. J.",Laura Ruthven's widowhood,1892,m,high_female,0.0
mdp.39015051379041,"Wills, C. J.",Laura Ruthven's widowhood,1892,m,high_female,0.0
mdp.39015059405335,"Hyne, Charles John Cutcliffe Wright,",The new Eden,1892,m,high_male,0.0
mdp.39015059404080,"Evans, Caradoc,",Mother's marvel.,1949,m,mixed,0.0
wu.89053136404,"Galdino, Dirceu.","Golden Lambari / | $c: Dirceu Galdino ; cover and illustrations by Tânia R. Machado ; translated by Thomas Bonnici from the original Portuguese version, Lambari Dourado.",1994,u,,0.0
mdp.39015051642349,"Faldbakken, Knut.",The sleeping prince / | $c: Knut Faldbakken ; translated from the Norwegian and with a foreword by Janet Garton.,1988,m,high_female,0.0
wu.89053462370,"Rinser, Luise,",Jan Lobel from Warsaw / | $c: Luise Rinser ; translated from the German by Michael Hulse ; and Luise Rinser interviewed  by Michael Hulse.,1991,f,high_female,0.0
mdp.39015059395049,"Crawford, F. Marion",To leeward,1884,m,,0.0
