htid,author,title,year,authgender,female_category,gb_england_suba1_intensity
uiuo.ark:/13960/t2k653z0c,"Shipton, Helen.",Alston Crucis,1893,f,,6.270247674783154
uc1.$b33738,"Savile, Frank (Frank Mackenzie)","The River of the Giraffe; | a chronicle of desert, stream, and forest shooting in the southern Sudan.",1925,m,high_male,6.2549844407262025
inu.32000006230694,"Zweig, Stefan,",Stories and legends / | $c: Stefan Zweig ; translations by Eden and Cedar Paul and Constantine FitzGibbon.,1955,u,mixed,6.254299831133905
mdp.39015058097034,"Tirumurti, T. S.,",Clive Avenue / | $c: T.S. Tirumurti.,2002,u,,6.253256904637832
mdp.39015010353400,"Sisson, C. H. (Charles Hubert),",Christopher Homm / | $c: C.H. Sisson.,1984,m,mixed,6.2521882658930625
njp.32101027913449,,The Sepoy's daughter,1860,u,mixed,6.250773533224737
nyp.33433075864003,"Bjørnson, Bjørnstjerne,",The heritage of the Kurts,1892,m,mixed,6.249045284748165
uc1.32106007860247,,An Anthology of Sinhalese literature of the twentieth century / | $c: selected by the UNESCO National Commission of Sri Lanka ; edited and with an introduction by C.H.B. Reynolds ; translated by D.M. de Silva ... [et al.],1987,u,high_female,6.247834557340921
uiuo.ark:/13960/t2697q578,"Oliphant,",Hester,1883,f,,6.245784095735379
uc1.$b281591,"Astle, M. J.",The principles of golf / | $c: by M.J. Astle ; illustrated by Marjorie Bates.,1923,u,high_male,6.245316012990257
mdp.39015030843117,"Amadi, Elechi,",The slave / | $c: Elechi Amadi,1978,u,high_male,6.2438537065076565
mdp.39015030197951,"Rooks, Margarot",The Mother of Goethe 'Frau Aja',1911,u,mixed,6.24282075613045
mdp.39015080739181,"Campbell, Karen,",After the fire / | $c: Karen Campbell.,2009,f,mixed,6.240671496252996
uc1.$b243791,"Jeffery, Margaret.",Mairangi.,1964,f,,6.237135907191417
nyp.33433073355822,"Gogolʹ, Nikolaĭ Vasilʹevich,",Home life in Russia,1854,m,high_male,6.2363579669473035
uc2.ark:/13960/t9s17w52c,"Armfield, Anne Constance Smedley.",The flower book;,1910,f,high_male,6.23616351220729
uc1.$b799490,"Kauffmann, Stanley,",The philanderer; | a noval.,1953,m,mixed,6.235358043166493
uc1.b2799822,"Cibotto, Gian Antonio.",Scano Boa | $c: [by] Giovanni A. Cibotto. Translated from the Italian by Jean Grigson.,1963,m,high_male,6.22652082771217
njp.32101063579062,,The lairds of Fife,1828,u,high_female,6.221613886642195
uiuo.ark:/13960/t2z32b06v,"Jenkin, C.",Once and again,1865,f,high_female,6.221130068276903
mdp.39015000595390,"Ong, Johnny.",Run tiger run.,1966,m,,6.220356115387606
uc1.32106015306910,"King, Laurie R",The birth of a new moon / | $c: Laurie King,1999,f,high_female,6.2202593848163446
uiuo.ark:/13960/t2j682d0m,"Reade, Charles,",White lies,1857,m,high_female,6.219775777083237
inu.30000122549797,"Ṭaḥāwī, Mīrāl.",Gazelle tracks : | a modern Arabic novel from Egypt / | $c: Miral al-Tahawy ; translated by Anthony Calderbank.,2008,u,,6.219292244542571
uc1.$b564957,"Landor, Walter Savage,",Pericles and Aspasia,1836,m,high_female,6.218776559358222
uiuo.ark:/13960/t7gq7dv61,"Knight, Ellis Cornelia,",Sir Guy de Lusignan,1833,f,mixed,6.217616580310871
uc1.$b244161,"Powys, Theodore Francis,","The only penitent, | $c: by T. F. Powys.",1931,m,,6.216972334473112
uc1.$b322948,"Barrett, Michael.",The reward.,1955,m,high_male,6.213013156055358
uc1.$b243945,"Norris, Kathleen Thompson,","The Callahans and the Murphys, | $c: by Kathleen Norris;",1924,f,high_female,6.206794888704409
mdp.39015050766685,"Rivas, Manuel,",The carpenter's pencil / | $c: Manuel Rivas ; translated from the Galician by Jonathan Dunne.,2001,m,mixed,6.204628652975119
mdp.39015059975709,"Hayman, Carole.",Hard choices / | $c: Carole Hayman.,2003,f,,6.202640257202816
njp.32101065853291,"Reid, Mayne,",The white chief,1855,m,high_male,6.195275070213118
mdp.39015017905889,"Ngũgĩ wa Thiongʼo,",Matigari / | $c: Ngũgĩ Wa Thiong'o ; translated from the Gĩkũyu by Waugũi wa Goro.,1989,u,high_male,6.190896287009952
uc1.$b243193,"Grove, Frederick Philip,","Fruits of the earth, | $c: by Frederick Philip Grove.",1933,m,mixed,6.187065938655241
mdp.39015063938636,"Duchess,",Doris,1885,f,,6.184980393612153
mdp.39015013125623,"Carr, Emily,",The house of all sorts. | $c: With a foreword by Ira Dilworth.,1946,u,mixed,6.183782001071856
uiuo.ark:/13960/t4bp0f75t,"Dawe, Carlton,",The confessions of a currency girl,1894,m,mixed,6.183272187641705
uc2.ark:/13960/t6qz2cw12,"Strindberg, August,",The confession of a fool,1912,m,high_female,6.181397525674876
uc2.ark:/13960/t7sn03d3g,"Scott, P. E. S.",Sons of Iscariot,1916,f,,6.179094886181071
mdp.39015066796411,"O'Farrell, Maggie,",The vanishing act of Esme Lennox / | $c: Maggie O'Farrell.,2006,f,high_female,6.177568015023846
mdp.39015028352501,"Voynich, E. L.",The humour of Russia;,1914,f,,6.17751077203441
uc2.ark:/13960/t75t3hk9v,"Bruun, Laurids,",Van Zanten's happy days;,1908,u,high_male,6.175762191983861
uiuo.ark:/13960/t58d08q7w,"Edmonds,","Mary Myles, a study",1888,f,,6.173506397296005
inu.30000115723995,"Christensen, Lars Saabye,",The model / | $c: Lars Saabye Christensen ; translated from the Norwegian by Don Bartlett.,2007,m,mixed,6.172077521293668
mdp.39015002753286,"Sabatini, Rafael,",The snare,1917,m,,6.17068103749717
njp.32101067173235,"Scott, Walter,",Tales and romances,1833,m,,6.170458927882761
mdp.39015001044968,"Gombrowicz, Witold.","Possessed, or, The secret of Myslotch / | $c: Witold Gombrowicz ; English version by J.A. Underwood.",1980,m,mixed,6.165291464153968
mdp.39015059417884,"Strong, L. A. G. (Leonard Alfred George),","The brothers, | a novel.",1932,m,,6.16006307904593
uc1.$b391632,"Gary, Romain.","Forest of anger, | $c: by Romain Gary. Translated from the French by Viola Gerard Garvin.",1944,m,high_male,6.160006160006161
mdp.39015016451745,"Blish, James.",Titan's daughter / | $c: James Blish.,1963,m,high_male,6.156119182467373
mdp.39015064364675,"Adams, William,",Sacred allegories,1867,m,high_female,6.155891804045652
nnc1.cu01579673,"Sharp, Jonathan,","Jonathan Sharp; or, The adventures of a Kentuckian",1845,m,high_male,6.154035508784886
mdp.39015082745756,"Hewson, David,",Dante's numbers / | $c: David Hewson.,2008,m,,6.152962651516706
uiuo.ark:/13960/t4qj82c8k,"Somers, Robert,",The martyr of Glencree,1878,m,high_female,6.152205565695301
uc1.b2801673,"Caspary, Vera,",A chosen sparrow / | $c: Vera Caspary.,1964,f,,6.148927012236365
inu.32000005689981,"Housman, Laurence,","What next? | Provocative tales of faith and morals, | $c: by Laurence Housman.",1938,m,,6.147792942333702
uc1.32106013102063,"Cowan, Andrew",Common ground / | $c: Andrew Cowan,1996,m,high_female,6.1446449419331035
wu.89100091255,"Aleksinskaia, Tatiana.",With the Russian wounded,1916,u,high_male,6.141374439599581
uc1.32106011678296,"Klíma, Ivan.","Waiting for the dark, waiting for the light / | $c: Ivan Klíma ; translated from the Czech by Paul Wilson.",1994,m,,6.135784920285927
uiuo.ark:/13960/t2c82wt8n,"Mathers, Helen,",Comin' thro' the rye,1875,f,mixed,6.13412259043997
uc1.32106019522462,"Jansson, Tove",Fair play : | a novel / | $c: Tove Jansson ; translated from the Swedish by Thomas Teal ; introduced by Ali Smith,2007,f,high_female,6.131959774343881
uva.x000676502,"Thornton, Marcellus Eugene.",My  budie  and I,1899,m,,6.131283032287337
mdp.39015018913924,"Shakespeare, Nicholas,",The vision of Elena Silves / | $c: Nicholas Shakespeare.,1989,m,,6.1300176748842965
uiuo.ark:/13960/t9668ts7v,"Gilbert, William,","The inquisitor, or, The struggle in Ferrara",1870,m,,6.129454069957502
uc1.$b115484,"Rand, James S.",Run for the trees by James S. Rand.,1966,m,high_male,6.128086434302199
mdp.49015000936683,"Lyle, Sandy.",The championship courses of Scotland / | $c: Sandy Lyle with Bob Ferrier ; [paintings by Ken Turner ; photographs by David Pocknell].,1982,u,high_male,6.127901561389317
mdp.39015046834175,"Malaparte, Curzio,",Kaputt. | $c: Translated from the Italian by Cesare Foligno.,1948,u,,6.126362349827543
mdp.39076002630239,"Grimm, Jacob,",The soaring lark,1865,m,,6.12294881214793
uiuo.ark:/13960/t7gq7k329,"Roberts, Margaret,",Mademoiselle Mori,1860,f,high_female,6.121717229135873
uiuo.ark:/13960/t2d79q23x,"Gibbon, Charles,",In honour bound,1874,m,mixed,6.119451697127937
njp.32101065845917,"Munro, Neil,",The lost Pibroch,1896,m,high_male,6.11396429444852
uc1.b3331860,"Oxley, J. Macdonald",In the wilds of the west coast,1895,m,high_male,6.113270162874984
uc1.b3915819,"Moreland, A. Maud.",Through south Westland,1911,f,mixed,6.112656254775513
inu.39000005784777,"Erben, E. J.",Fire bird and other selected Czech folk and fairy stories / | $c: Retold by E. J. Erben ; translated from the original Czech by Dora Round ; introduced by Jan Masaryk ; illus. by Emil Weiss.,1943,u,mixed,6.112469437652812
uc1.$b244083,"Payne, Robert,",David and Anna.,1943,m,,6.111488835073837
uiuo.ark:/13960/t1bk1nv9t,"Disraeli, Benjamin,",The wondrous tale of Alroy,1833,m,mixed,6.11134877467457
uiuo.ark:/13960/t4rj4tc32,"Ellis, Sarah Stickney,",Friends at their own fireside,1858,f,,6.1109753116597405
uc1.$b243907,"Mais, Roger.",Brother man. | With drawings by the author.,1954,m,,6.109761872031037
uc2.ark:/13960/t72v2rk89,"Hawke, Jonathan.",Under the street lamp,1910,m,high_male,6.105602500854784
uc1.32106013945446,"MacKenna, John",The last fine summer / | $c: John MacKenna,1997,m,mixed,6.1033666170259515
uiuo.ark:/13960/t3029f44t,"Duchess,",Under-currents,1888,f,,6.103267282418521
mdp.39015009352967,"Ekwensi, Cyprian.",Beautiful feathers.,1963,m,high_male,6.101529450048812
uc1.b4974557,"Phillips, Caryl.",A state of independence / | $c: Caryl Phillips.,1986,f,high_male,6.101281269066504
uc1.b3425597,"Browne, Charles Robert.","Maori witchery; | native life in New Zealand, | $c: by C.R. Browne ...",1929,m,high_male,6.100536847242559
inu.32000007583406,"Manunet Banhān, phya.","Siamese tales, old and new: | The four riddles and other stories, | $c: translated by Reginald le May. With some reflections on the tales.",1930,u,high_male,6.098769573238599
nyp.33433082400007,"Lane, Rose Wilder,",The peaks of Shala;,1922,f,,6.098490623570667
mdp.39015040554423,"Zayyāt, Laṭīfah.",The owner of the house / | $c: Latifa Zayyat ; translated from the Arabic by Sophie Bennett.,1997,u,high_female,6.0977468825269066
mdp.39015002994765,"Burgess, Anthony,",Devil of a state | $c: [by] Anthony Burgess.,1961,m,high_male,6.097251155937201
uc1.b3739768,"Aldiss, Brian Wilson,",Seasons in flight / | $c: Brian Aldiss.,1984,m,,6.09669355985937
inu.30000084051147,"Cossu, Antoni,",The Sardinian hostage / | $c: Antonio Cossu ; translated from the Italian by Isabel Quigly.,1971,m,high_male,6.094835642598838
mdp.39015015477014,"Berger, John.",Once in Europa / | $c: John Berger.,1989,m,mixed,6.087631454791728
uc2.ark:/13960/t1dj5bb8p,"Balzac, Honoré de,",Droll stories ; Sarrasine,1899,m,,6.087121932661214
inu.32000014416269,"Salmon, E. Marling.",Beyond the call of duty : | African deeds of bravery in wartime.,1952,u,high_male,6.085686465433301
dul1.ark:/13960/t3nw0276b,"Linton, E. Lynn",Under which Lord?,1879,f,high_female,6.083835249741438
mdp.39015029174540,"Goodman, Martin,",On bended knees / | $c: Martin Goodman.,1992,m,,6.080783204876784
uc1.$b721006,"Pryce-Jones, Alan,",People in the south | $c: [by] Alan Pryce-Jones.,1932,m,high_female,6.078731733411141
nyp.33433075733430,"Kotzebue, August von,",Novellettes,1807,m,high_female,6.076195491462945
mdp.39015055116191,"De Bernières, Louis.",Captain Corelli's mandolin / | $c: Louis de Bernières.,1995,m,high_male,6.071446919207723
mdp.39015066060719,"Coetzee, J. M.,",Disgrace / | $c: J.M. Coetzee.,1999,m,high_female,6.071129351481963
mdp.39015020723790,"Greene, Graham,",The collected edition.,1970,m,,6.0683293889192305
nyp.33433075756720,"Upton, William C.",Uncle Pat's cabin,1914,m,mixed,6.0670408008493855
mdp.39015080902227,"Claire, Regi,",Fighting it / | $c: Regi Claire.,2009,m,,6.064373322821753
nyp.33433074888953,"Linton, E. Lynn",Dulcie Everton,1896,f,high_female,6.063362134303471
uc1.$b808999,"Cross, Ian,","The backward sex, | a novel.",1960,m,,6.062810719049351
inu.39000005798603,"Brlić-Mažuranić, Ivana,","Croatian tales of long ago, | $c: by Iv. Berlić-Maz̆uranić. Translated by F. S. Copeland.",1924,f,,6.054368226675546
uc1.32106013706525,"Faqīh, Aḥmad Ibrāhīm",Gardens of the night : | a trilogy / | $c: Ahmad Faqih,1995,u,high_female,6.052395118976121
mdp.39015008314281,"Broomhall, A. J.",Strong man's prey.,1953,u,,6.051646480103051
uc1.32106015045849,"Daoud, Hassan",The house of Mathilde / | $c: Hassan Daoud ; translated from the Arabic by Peter Theroux,1999,m,high_female,6.047777441790142
mdp.39015056304085,"Jarrar, Nada A.","Somewhere, home / | $c: Nada Awar Jarrar.",2003,f,high_female,6.04165722657725
nyp.33433067303804,"Mills, John,",The English fireside,1844,m,,6.041444307952554
mdp.39015028706615,"Jones, Eva.",Taboo / | $c: Eva Jones.,1981,f,high_male,6.041273983857716
inu.30000118310592,"Arndt, Ernst Moritz,",Fairy tales from the Isle of Rügen,1896,f,,6.038738507525778
mdp.39015000576945,"Heym, Stefan,","Shadows and lights, | eight short stories.",1963,m,mixed,6.038465022191359
mdp.39015056797783,"Funder, Anna.",Stasiland / | $c: Anna Funder.,2003,f,,6.038022288927992
mdp.39015026094832,"Young, Miriam.",Among the women of the Punjab,1916,f,,6.0370675950335055
uc1.32106007711861,"Westlake, Donald E.",The black ice score / | $c: Richard Stark.,1986,m,high_male,6.036338759331173
nyp.33433082513916,"Williams, Henry Llewellyn,",The fool's revenge,1883,m,,6.0360958532021485
inu.39000005672097,"MacLeod, Brenda.",Tales of Dunvegan.,1950,f,,6.035185129303842
mdp.39015022182508,"De Wet, Oloff.",Cardboard crucifix : | the story of a pilot in Spain / | $c: by Oloff de Wet.,1938,u,high_male,6.0350030175015075
inu.30000110593211,"McNicoll, Andrea.",Moonshine in the morning / | $c: Andrea McNicoll.,2008,f,high_female,6.032745743897878
mdp.39015040052113,"Collen, Lindsey.",Getting rid of it / | $c: Lindsey Collen.,1997,u,high_female,6.032545583422564
mdp.39015035336257,"Ngũgĩ wa Thiongʼo,",Petals of blood / | $c: Ngugi Wa thiongʼo.,1977,u,high_male,6.032057644536326
uc2.ark:/13960/t4kk9844g,"Thomas, Richard Henry,",Penelve;,1898,m,,6.031103261103691
mdp.39015019359846,"Aldiss, Brian Wilson,",Moreau's other island : | a novel / | $c: by Brian Aldiss.,1980,m,,6.030090149847737
uiuo.ark:/13960/t2f76xt4x,"James, G. P. R.",Lord Montagu's page,1858,m,high_male,6.026637738805519
uc1.b4105090,"Morier, James Justinian,","Ayesha, the maid of Kars",1834,m,mixed,6.026546939267473
mdp.39015016451711,"Blechman, Burt,",Stations.,1966,m,high_female,6.02627455706882
uc1.b4949055,"Warner, Marina,",The skating party / | $c: Marina Warner.,1982,f,high_female,6.025729866530082
mdp.39015084099889,"Hill, Melissa,",Please forgive me : | is it ever too late to forgive and forget? / | $c: Melissa Hill.,2009,f,,6.018386169748582
mdp.39015000550510,"Houghton, Claude,","The last command. | Based upon the play of the same name by Lajos Biró. | $c: Novelised by Claude Houghton [pseud.] Illustrated with scenes from the photo-play, a Paramount production starring Emil Jannings.",1929,m,,6.017450606759603
nyp.33433008279089,,The Comical creatures from Würtemberg,1851,m,mixed,6.017209218364522
inu.30000114325677,"Purdy, James.",Garments the living wear / | $c: James Purdy.,1989,m,,6.013590715015935
uc2.ark:/13960/t1wd3rv2p,"Blundell, Peter.","Wanted, a tortoise-shell",1917,m,,6.012957924326924
mdp.39015063944089,"Molesworth,",'Grandmother dear';,1882,f,high_female,6.010879692242963
uc1.$b252076,"Gandolfi, Simon.",Even with the shutters closed.,1965,m,high_male,6.004293069544724
njp.32101068571189,,"Master Tyll Owlglass, | his marvellous adventures and rare conceits, | $c: translated by K. R. H. MacKenzie, with an introduction and appendices.",1923,u,high_male,6.003421950511793
uiuo.ark:/13960/t5j96t20b,"Torrens, Henry Whitelock,",Madame de Malguet,1848,m,high_male,6.000888131443453
uc1.32106006167297,"Fitzgerald, F. Scott (Francis Scott),",The Bodley Head Scott Fitzgerald / | $n: Scott Fitzgerald with an introd. by J.B. Priestley.,1963,m,mixed,5.999585483184798
uiuo.ark:/13960/t8kd2gn7v,"Oliphant,",A son of the soil,1866,f,mixed,5.986538839808771
inu.30000009621628,"Lem, Stanisław.",Memoirs of a space traveller : | further reminiscences of Ijon Tichy / | $c: Stanisław Lem ; translated by Joel Stern and Maria Swiecicka-Ziemianek.,1991,m,high_male,5.9814574818064
mdp.39015063014073,"Archibald, Norman,","Heaven high, hell deep, 1917-1918, | $c: Norman Archibald.",1935,m,high_male,5.97978831549363
uc1.$b300163,"Douglas, Ronald MacDonald.",The sword of freedom; | a romance of Lord James of Douglas and Scotland's war of independence | $c: [by] Ronald MacDonald Douglas.,1936,m,high_male,5.977490478711594
uc2.ark:/13960/t6qz2fq9h,"Hood, Alexander Nelson,",Tales of old Sicily,1906,m,high_male,5.975928958156546
uc1.b3527667,"Leonard, Gladys Osborne.",The last crossing / | $c: by Gladys Osborne Leonard.,1937,f,high_male,5.974191492751314
uc1.$b794636,"Matheson, Jean.",The island.,1952,f,mixed,5.970760333680206
mdp.39015016441993,"David, Janina,",A part of the main.,1969,f,high_female,5.969864125892495
uc1.$b23576,"Collins, Dale.",Sea-tracks of the Speejacks round the world.,1923,m,high_male,5.965021116174752
nyp.33433073355830,"Gogolʹ, Nikolaĭ Vasilʹevich,",Home life in Russia,1854,m,high_male,5.963295913651475
mdp.39015031309944,"Thiha, Maung.",The Chindits and the stars / | $c: by Maung Thiha.,1971,u,,5.963266279716945
uiuo.ark:/13960/t8hd8b900,"Harding, Anne Raikes,",Decision,1819,f,,5.96205154193558
nyp.33433067303531,,"The feuds of Luna & Perollo; or, The fortunes of the House of Pandolfina",1847,u,,5.961725720872002
mdp.39015050317752,,Opening spaces : | an anthology of contemporary African women's writing / | $c: edited by Yvonne Vera,1999,u,,5.961340705524673
mdp.39015055119385,"Doyle, Roddy,","Paddy Clarke, ha ha ha / | $c: Roddy Doyle.",1993,m,high_male,5.9608965188364325
uiuo.ark:/13960/t8bg3345h,"Halsted, Leonora B.",Bethesda,1884,f,high_female,5.960304372876642
inu.30000008735916,"Ngumy, James.",Poisoned bait / | $c: James Ngumy.,1992,m,mixed,5.959830740806961
