htid,author,title,year,authgender,female_category,urban_intensity
inu.30000124799192,"Montgomerie, Norah.",The folk tales of Scotland : | The well at the world's end and other tales / | $c: Norah and William Montgomerie.,2005,f,high_male,23.83763167453687
mdp.39015003664318,"Narayan, R. K.,",The dark room / | $c: R. K. Narayan.,1978,m,high_female,23.816939340087572
mdp.39015063913530,"Byron, Medora Gordon.",The Englishman,1812,f,mixed,23.80215647537667
uc1.b3324477,"Howard, Edward,","Sir Henry Morgan, the buccaneer",1842,m,high_male,23.800669393826706
uiuo.ark:/13960/t5gb2c896,"Boyle, Frederick,",The treasure of Thorburns,1887,m,mixed,23.798663308410845
mdp.39015034512577,"Lagesse, Marcelle.",Isabelle / | $c: Marcelle Lagesse ; translated by James Kirkup with a preface by Anthony Blond.,1995,f,,23.798191337458352
inu.30000048963809,"Kingsley, Henry,",The Hillyars and the Burtons,1865,m,,23.792843641362538
nyp.33433074850706,"Harrison, J. E.",The Kara Yerta tragedy,1889,f,,23.781439062440548
uc1.$b800430,"Braddon, Russell.",When the enemy is tired.,1968,m,high_male,23.776186827992497
mdp.39015000636525,"Leach, Christopher,",The everything man; | being an unauthorised account of some incidents in the life of Glenville Rice Sherrard.,1974,m,,23.773136355917817
uc1.b3314284,"Kingsley, Henry,",Old Margaret,1871,m,,23.760870598298716
uiuo.ark:/13960/t3vt26w30,"North, William,","The impostor, or, Born without a conscience",1847,m,,23.76002376002376
inu.30000054081561,"Umelo, Rosina.",Something to hide / | $c: Rosina Umelo.,1986,f,high_female,23.75963885348942
uiuo.ark:/13960/t0gt64r1p,"Braddon, M. E.",An open verdict,1878,f,high_female,23.757284402644043
uiuo.ark:/13960/t3zs3707n,"Clayton, Ellen C.",Cruel fortune,1865,f,high_female,23.75330101021392
uc1.b3472726,"Mackay, Shena.",A bowl of cherries : | a novel / | $c: by Shena Mackay.,1984,f,,23.75
njp.32101068163862,,Isabella,1823,f,high_female,23.74920835972134
uc2.ark:/13960/t20c4xb66,,Tales from  Blackwood.,1889,u,mixed,23.74808036350395
uc1.$b795525,"Royde-Smith, Naomi.","The mother, | $c: by Naomi Royde-Smith.",1931,f,,23.741690408357076
uc1.$b298745,"Phillpotts, Eden,",Lying prophets / | $c: by Eden Phillpotts.,1926,m,high_female,23.74078857403327
mdp.39015063967304,"Calt, John,",Rothelan;,1824,m,,23.740281322333672
mdp.39015048886496,"Gurnah, Abdulrazak,",Pilgrims way / | $c: Abdulrazak Gurnah.,1988,u,,23.735350838154577
uiuo.ark:/13960/t9183kc4c,"Burrard, W. Dutton",A great platonic friendship,1887,u,high_female,23.732078790501586
uc2.ark:/13960/t9862d842,"West, Rebecca,",The judge,1922,f,high_female,23.72999740313236
mdp.39015018022502,"Macfie, Harry,",Wasa-wasa; | a tale of trails & treasure by Harry Macfie and Hans G. Westerlund. | $c: Translated from the Swedish by F.H. Lyon & illustrated by Jack Robinson.,1953,m,high_male,23.72971850621422
uc2.ark:/13960/t8z89571j,"Frankau, Julia,",Mothers and children,1918,f,high_female,23.72929618907503
mdp.39015037374256,"Brown, George Mackay.","Andrina, and other stories / | $c: George Mackay Brown.",1983,m,mixed,23.729122935109977
uc2.ark:/13960/t11n8692f,"Kennedy, Edward B.",The black police of Queensland,1902,m,high_male,23.728310840872016
mdp.39015060001354,"Booth, Martin,",Islands of silence / | $c: Martin Booth.,2003,m,high_male,23.725693027493335
nyp.33433006720860,"Le Blond, Elizabeth Alice Frances Hawkins-Whitshed.",The story of an Alpine winter,1907,f,,23.72179083706292
uc1.b3441797,"Kirst, Hans Hellmut,",Zero eight fifteen : | a novel by / | $c: Hans Hellmut Kirst ;translated from the German by Robert Kee.,1955,m,high_male,23.714373545298844
uiuo.ark:/13960/t7dr3c232,"Kelty, Mary Ann,",The story of Isabel;,1826,f,,23.709417380583567
mdp.39015002715749,"Rhodes, Richard,",The ungodly ; | a novel of the Donner party.,1973,m,,23.708094091498424
uc1.b3327592,"Porter, Anna Maria,",Honor O'Hara,1826,f,,23.706847892348332
uiuo.ark:/13960/t6d22jj5t,"Roberts,",Delmore,1806,f,mixed,23.70581088689365
uc2.ark:/13960/t1bk19q11,"Janson, Gustaf,",Abraham's sacrifice,1903,m,high_male,23.702151282099265
mdp.39015009178263,"London, Jack,","Moon-face, and other stories",1906,m,mixed,23.701897844820287
uc1.b4948787,"Heath, Roy A. K.",Orealla : | a novel / | $c: Roy Heath.,1984,m,mixed,23.69842528049946
uc2.ark:/13960/t1zc8833p,"Whyte-Melville, G. J.",Sarchedon,1871,m,high_male,23.695559452158665
nyp.33433075785711,"Marryat, Frederick, 1792-1848.",The mission,1845,m,high_male,23.69387513327805
uc1.b4097210,"Chesterton, G. K. (Gilbert Keith),",The secret of Father Brown / | $c: by G.K. Chesterton.,1927,m,high_male,23.691068467187872
wu.89006400113,"Mather, E. J.",The squatter's bairn,1914,u,,23.690619462317706
uc2.ark:/13960/t7np1zf1s,"Crichton, Madeline.",Like a sister,1893,f,high_female,23.689821273459508
mdp.39015018855174,"Ernaux, Annie,",A woman's story / | $c: Annie Ernaux ; translated by Tanya Leslie.,1990,f,high_male,23.682091602330317
uc2.ark:/13960/t6k072133,Bartimeus.,An awfully big adventure,1919,u,,23.676110804198565
uiuo.ark:/13960/t3kw62v24,"Bird, M. A.",The Hawkshawes,1865,f,high_female,23.672841332780965
uiuo.ark:/13960/t8sb4r697,"Wallace, Ellen.",Margaret Capel,1846,f,high_female,23.666053776556044
mdp.39015030742475,"Douglas, Norman,",They went,1920,m,high_female,23.653593128631197
mdp.39015059376478,,The New British novelist;,1830,u,high_male,23.652244429051713
mdp.39015059372113,"Lockhart, J. G.",Reginald Dalton,1823,m,,23.64780535228661
mdp.39015063626504,"Ferrier, Susan,",Novels,1894,f,high_female,23.64681122750597
mdp.39015022430634,"Mikkelsen, Ejnar,",Two against the ice.,1957,u,high_male,23.645453317119312
uc1.32106006093162,,The Holy Bible. | The Authorized or King James version of 1611 now reprinted with the Apocrypha. | $c: With reproductions of 105 of the sixteenth-century woodcuts of Bernard Salomon.,1963,u,high_male,23.644433302757
mdp.39015048881224,"Lewis, Wyndham,",The human age. Illustrations by Michael Ayrton.,1955,m,high_male,23.642641474118697
mdp.39015030947660,"Brooke-Rose, Christine,",Go when you see the green man walking.,1970,f,,23.64225884895974
inu.30000110565557,"Broughton, Sarah.",Other useful numbers / | $c: Sarah Broughton.,2008,f,high_female,23.636271546993974
nyp.33433061821587,"Croker, Thomas Crofton,",Fairy legends and traditions of the South of Ireland,1825,m,high_male,23.63566248273975
uc1.31158000126374,"Myles, Iwan G.",Tales from Welsh traditions. | Hunchbacks of Lavan Sands and other tales.,1923,u,,23.63202784282553
mdp.39015048881778,"MacGill, Patrick,",Moleskin Joe / | $c: by Patrick MacGill.,1983,m,mixed,23.630021379543155
mdp.49015001248211,,The Holy Bible. | The Authorized or King James version of 1611 now reprinted with the Apocrypha. | $c: With reproductions of 105 of the sixteenth-century woodcuts of Bernard Salomon.,1963,u,high_male,23.62451256653289
uiuo.ark:/13960/t09w0z784,"De Jongh, Bertha.",Loving and loth,1875,f,high_female,23.624372477606062
uc1.$b119575,"Blackstock, Charity.","Mr. Christopoulos, | $c: by Charity Blackstock.",1963,f,,23.62284441544709
uc2.ark:/13960/t6xw4f320,"Jesse, F. Tennyson",The white riband,1921,f,high_female,23.620559334845048
mdp.39015031239349,"Ireland, David,",The unknown industrial prisoner / | $c: David Ireland.,1982,m,,23.62053338460271
uc1.$b251003,"West, David.",Wish me dead.,1960,m,,23.61668727338399
uiuo.ark:/13960/t6sx6nm41,"Ouida,",Chandos,1866,f,high_male,23.612957391730216
mdp.39015016870498,"Moore, Nicholas,",The PL book of modern American short stories / | $c: edited by Nicholas Moore.,1945,m,,23.61256503293953
uc1.$b276925,"Wood, Walter.",The Fleeters; | $c: illus. by A.E. Bestall.,1934,m,high_male,23.611635814129205
uiuo.ark:/13960/t51g19g8j,"Putney, Charlotte.",The brazen mask,1826,f,,23.609034390493427
inu.39000003644007,"McCaffrey, Anne.",To ride Pegasus / | $c: Anne McCaffrey.,1975,f,,23.606911204289712
uiuo.ark:/13960/t4dn4nx8h,"Martineau, Harriet,",Deerbrook,1839,f,,23.602161958035353
nyp.33433082246376,"Dickens, Charles,",Bleak house,1866,m,,23.6017141323362
mdp.39015073951637,"Trollope, Joanna.",Friday nights / | $c: Joanna Trollope.,2008,f,,23.598304418126997
mdp.39015002984121,"Lewis, Wyndham,","The revenge for love, | $c: by Wyndham Lewis.",1937,m,mixed,23.598087312923056
uc1.$b322783,"Booth, Pat,",Footsteps in the sea | $c: [by] Pat Booth.,1964,u,high_male,23.58642279734974
nyp.33433034410377,"Linskill, Mary,",The haven under the hill,1892,f,,23.583713761096984
uc1.$b800771,"Graeme, Sheila.",A nest of stones.,1967,f,,23.579900492819917
mdp.39015002178427,"Lawrence, D. H. (David Herbert),",Works.,1954,m,high_female,23.577771055394415
njp.32101066455062,"Blinkhoolie,",Blair Athol,1881,u,,23.570250058925627
mdp.39015059389596,"Barrett, Eaton Stannard,",The heroine,1813,m,mixed,23.569464449391123
uc1.b4510026,"Sykes, John.",Caïque; | a portrait of Greek islanders. | $c: With decorations by Margaret Eastoe.,1965,m,high_male,23.56706069138314
mdp.39015024236914,"De Selincourt, Hugh,",Realms of the day,1915,m,,23.562463183651275
mdp.39015001585002,"Musil, Robert,",The man without qualities. | $c: Translated from the German and with a foreword by Eithne Wilkins & Ernst Kaiser.,1953,m,,23.554148689872292
uiuo.ark:/13960/t7fr0g727,"Pardoe,",The Hungarian castle,1842,f,,23.5536581775357
mdp.39015000349087,"Musil, Robert,",The man without qualities. | $c: Translated from the German and with a foreword by Eithne Wilkins & Ernst Kaiser.,1953,m,,23.547655285299943
njp.32101067173037,"Scott, Walter,",Novels and tales of the author of Waverley,1819,m,,23.544554144626343
mdp.39015002206210,"Robbe-Grillet, Alain,",Jealousy; | a novel. | $c: Translated by Richard Howard.,1965,m,high_male,23.541935351798397
uc1.32106018777273,"Mason, Simon,",Lives of the dog-stranglers / | $c: Simon Mason,1998,m,,23.540181782514875
uc1.32106009856417,"Cassin-Scott, Jack.",Costumes and settings for historical plays / | $c: [by] Jack Cassin-Scott.,1979,m,high_male,23.53402627966268
mdp.39015043053746,"Britton, Lionel,",Hunger and love / | $c: Lionel Britton ; with an introduction by Bertrand Russell.,1931,m,high_male,23.53214689730061
uiuo.ark:/13960/t23b6pc44,"Sherer, Moyle,",The broken font,1836,m,mixed,23.52154697500526
inu.39000005925479,"Amadu, Malum.",Amadu's bundle: Fulani tales of love and djinns; | $c: collected by Gulla Kell and translated into English by Ronald Moody. -,1972,u,high_male,23.521505376344088
mdp.39015008922067,"Sandel, Cora,",The leech. | $c: Translated from the Norwegian by Elizabeth Rokkan.,1960,f,,23.52141755743146
uc2.ark:/13960/t83j3cg3v,"Patterson, J. H.",The man-eaters of Tsavo and other East African adventures,1907,u,,23.51281448389372
mdp.39015038149145,"Tert͡s, Abram,",The Icicle and other stories. | $c: Translated by Max Howard and Ronald Hingley.,1963,m,mixed,23.512077370409266
uiuo.ark:/13960/t7cr6hq4j,"Hamilton, Elizabeth,",Memoirs of modern philosophers,1800,f,high_female,23.510971786833856
njp.32101075688893,"Defoe, Daniel,",Romances and narratives,1899,m,high_male,23.50656018607298
uiuo.ark:/13960/t2f76pf24,"Croker, B. M.",Interference,1891,f,high_female,23.496792687798113
mdp.39015032813944,"Tizón, Héctor.",Fire in Casabindo / | $c: Héctor Tizón ; translated by Miriam Frank.,1993,u,,23.494170508942467
mdp.39015059417876,"Strong, L. A. G. (Leonard Alfred George),","Darling Tom, | and other stories.",1952,m,mixed,23.492160768091516
mdp.39015050301905,"Griffiths, Niall,",Grits / | $c: Niall Griffiths.,2000,m,,23.489820278905665
inu.39000004449364,Firdawsī.,A Persian hero,1922,u,high_male,23.48459149857788
mdp.39015084096372,"Kapo, Remi.",Reap the forgotten harvest / | $c: Remi Kapo.,2009,u,high_male,23.483321114369502
uc1.32106013218034,Pepetela,Mayombe / | $c: Pepetela ; translated from the Portuguese by Michael Wolfers,1996,u,high_male,23.482326996508284
mdp.39015016455894,"Adamson, Margot Robert,","The forester's wife, | $c: by Margot Robert Adamson; with a preface by Sir Arthur Quiller-Couch.",1931,m,high_female,23.478311909373716
mdp.39015008515531,"Mackenzie, Compton, Sir,","The heavenly ladder, | $c: by Compton Mackenzie.",1924,m,,23.477351470180206
mdp.39015056653242,"Pichard, Pierre.",Inventory of monuments at Pagan / | $c: Pierre Pichard.,1992,u,high_male,23.475490470068753
mdp.39015053686054,"Vestdijk, Simon,",Rum Island. | $c: Translated by B. K. Bowes.,1963,m,,23.469683962176752
njp.32101066458165,"Corelli, Marie,",Ardath,1889,f,high_male,23.46132791115977
uc1.$b318397,"Escholier, Raymond,","Comes the blind fury, | $c: by Raymond Escholier, translated from the French by J. Lewis May.",1925,m,high_female,23.45792095797681
mdp.39015000886955,"Wallace, Clare Marc.",Portrait of a schizophrenic nurse.,1965,u,,23.457658925639223
inu.30000060951062,"Geldart, Edmund Martin,",Folk-lore of modern Greece,1884,m,high_male,23.454473632233853
mdp.39015000545650,"Pettavel, John Paul,",The unblest : | four stories.,1950,m,high_female,23.453729142933724
uc1.b4105428,"Yonge, Charlotte M.",The pillars of the house,1896,f,mixed,23.453276303445644
mdp.39015033270508,"Muggeridge, Malcolm,",Affairs of the heart.,1949,m,,23.451510553179748
mdp.39015057024716,"Shah, Saira.",The storyteller's daughter / | $c: Saira Shah.,2002,u,,23.447408528461956
wu.89095839858,"Higgs, Dorothy Pickard.","Guernsey diary, 1940-1945; | a human record of the occupation years.",1947,f,,23.447269695706545
nyp.33433074871512,"Tytler, Sarah,", Noblesse oblige;,1871,f,high_female,23.4439104442621
uiuo.ark:/13960/t7gq79p0n,"Griffin, Gerald,","Talis qualis, or, Tales of the jury room",1842,m,,23.43449222477026
uc1.$b163917,"Hughes, T. Rowland (Thomas Rowland),","Out of their night : | the Welsh novel""Chwalfa"" / | $c: translated into English by Richard Ruck.",1954,m,,23.4309913912802
wu.89047405857,"Homewood, Robert A.",Three farms.,1947,m,,23.423721340388006
mdp.39015002757170,"Sansom, William,",The marmalade bird. -,1973,m,,23.42180199948226
uiuo.ark:/13960/t46q2m09j,"Lee, Holme,",Mr. Wynyard's ward,1867,f,high_female,23.41019681286892
mdp.39015035335341,"Saʻdāwī, Nawāl.",The circling song / | $c: Nawal El Saadawi ; translated by Marilyn Booth.,1989,f,high_male,23.40686991632044
mdp.39015020609031,"pseud. York, Catherine,",If hopes were dupes.,1966,f,high_male,23.394731506464744
inu.30000054051390,"Mhlope, A.",A picture of innocence / | $c: A. Mhlope.,1996,u,high_male,23.392907270515582
uc1.b5015220,"Hegarty, Walter.",You can't get there from here / | $c: Walter Hegarty.,1975,m,,23.39245662075324
hvd.32044014611149,"Loudon,",The mummy!,1828,f,mixed,23.389624362632738
mdp.39015051000902,"Villa-Gilbert, Mariana,",The sun in Horus / | $c: Mariana Villa-Gilbert.,1986,f,,23.385203012793653
mdp.39015059414899,"Manhood, H. A. (Harold Alfred),",A long view of nothing; | stories.,1953,m,mixed,23.3846333727949
mdp.39015063946381,"Phillpotts, Eden,",Lying prophets,1892,m,high_female,23.383686204293245
uc2.ark:/13960/t7vm4bq74,"Weyman, Stanley John,",A gentleman of France,1893,m,high_male,23.38126492643252
mdp.39015069171539,"Brazil, Angela,",Queen of the dormitory : | and other stories / | $c: by Angela Brazil.,1926,f,high_female,23.378596894543048
mdp.39015078806315,,Subterfuge / | $c: edited by Ian Whates.,2008,u,mixed,23.377510834577137
uc1.32106014721044,"Samokovlija, Isak",Tales of old Sarajevo / | $c: Isak Samokovlija ; with an introduction by Ivo Andrić ; edited by Zdenko Lešić ; translated by Celia Hawkesworth and Christina Pribićević-Zorić,1997,u,,23.375682277726483
uc1.31158010777703,"Grant, John,",Legends of the braes o' Mar,1910,m,high_male,23.37242903280639
mdp.39015059236144,"Harris, Joanne,","Sleep, pale sister / | $c: Joanne Harris.",2004,f,,23.37239478392624
uiuo.ark:/13960/t42r4bk68,"Marryat, Florence,",A fatal silence,1891,f,high_female,23.3712066733784
njp.32101064790452,"Scargill, William Pitt,",Rank and talent,1829,m,,23.36266645899852
mdp.39015030947934,"Berkoff, Steven.",Gross intrusion and other stories / | $c: by Steven Berkoff.,1979,m,mixed,23.36039245459324
mdp.39015017744569,"Ginzburg, Natalia.","The road to the city ; and, The dry heart / | $c: Natalia Ginzburg ; translated by Frances Frenaye.",1989,f,,23.357859085372972
mdp.39015059395106,"Crawford, F. Marion",With the immortals,1888,m,,23.355131456025628
uiuo.ark:/13960/t5h99m70x,,The actress of the present day,1817,u,high_female,23.351528065617796
uiuo.ark:/13960/t85h85x8s,"Reade, Charles,",A terrible temptation,1871,m,,23.34225127035714
mdp.39015030715695,"Vincent, Adrian.",The long road home.,1974,m,high_male,23.340663120523818
uiuo.ark:/13960/t6f19hd76,"Middleton, Colin.",Innes of Blairavon,1893,m,high_male,23.335666900023337
uc2.ark:/13960/t5v699w0s,"Benson, Arthur Christopher,",Father Payne,1915,m,high_male,23.33012838640348
mdp.39015025144885,,Second Dedalus book of decadence the black feast) / | $c: edited by Brian Stableford.,1992,u,mixed,23.326335432703523
njp.32101067172963,"Scott, Walter,",Novels and tales of the author of Waverley,1819,m,,23.32470319315187
mdp.39015020644186,"Amis, Kingsley.",Jake's thing / | $c: [by] Kingsley Amis.,1978,m,,23.323715899863515
uc1.b3322280,"Ballantyne, R. M.",In the track of the troops,1881,m,high_male,23.322853597783396
uc1.31822027864008,"Pape, William H",The littlest amoeba / | $c: by William H. Pape,1998,m,,23.32256907068532
mdp.39015061103381,"Fairbairns, Zoë.",How do you pronounce nulliparous? / | $c: Zoë Fairbairns.,2004,u,high_female,23.316001772016133
uc1.$b243901,"Pickthall, Marmaduke William,",The early hours.,1925,m,high_male,23.314313761580465
inu.30000007685427,"Waugh, Alec,",The loom of youth,1918,m,high_male,23.311776206948412
uc2.ark:/13960/t5n874w37,"Robinson, F. W.",Mattie,1864,m,mixed,23.310747808789703
uiuo.ark:/13960/t09w0x65t,"Eliot, George,",Middlemarch;,1899,f,mixed,23.304591004427873
uiuo.ark:/13960/t08w43z30,"Crandolph, Augustus Jacob.","The mysterious hand, or, Subterranean Horrours!",1811,m,,23.3029618064456
uiuo.ark:/13960/t8pc39w5x,"Cresswell, Henry.",Fair and free,1882,m,,23.301806188720732
uiuo.ark:/13960/t7wm1vr9x,,"Husband hunting, or, The mother and daughters",1825,u,high_female,23.299654741479745
uiuo.ark:/13960/t3cz3sz2v,"Palmer, Alicia Tindal,",The sons of Altringham;,1811,f,mixed,23.29916123019571
mdp.39015010521865,"King, Francis Henry,",The needle / | $c: Francis King.,1975,m,high_female,23.298589822194973
mdp.39015046878438,"Kelman, James,",The good times / | $c: James Kelman.,1998,m,,23.296718657177134
hvd.32044020392502,"Hatton, Ann Julia,","Guilty or not guilty, or, A lesson for husbands",1822,f,high_female,23.29373398555788
mdp.39015082681167,"Berger, John.",From A to X : | a story in letters / | $c: by John Berger.,2008,m,,23.29156379559324
njp.32101068169018,"Thanet, Octave,",Expiation,1890,m,mixed,23.291021311284503
mdp.39015067683469,"Harding, Georgina,",The solitude of Thomas Cave / | $c: Georgina Harding.,2007,f,high_male,23.29034324143352
uiuo.ark:/13960/t2z32g882,"Ritchie, Leitch,",The magician,1836,m,high_male,23.274081401099696
