htid,author,title,year,authgender,female_category,vertical
mdp.39015029452953,"Fuller, John,",Look twice : | an entertainment / | $c: John Fuller.,1991,m,high_male,258.3445282628914
uiuo.ark:/13960/t0tq6jr5n,"Strauss, G. L. M.",The old ledger,1865,u,,258.3404619332763
inu.39000004024761,"Defoe, Daniel,","The history of the most remarkable life and extraordinary adventures of the truly honourable Colonel Jacque, vulgarly call'd Colonel Jack ... / | $c: written by the author of Robinson Crusoe.",1981,m,high_male,258.33655016777027
nyp.33433074944319,"Cox, George Valentine,",Jeannette Isabelle,1837,m,,258.3046328185757
uc1.$b298752,"Phillpotts, Eden,",Tryphena.,1929,m,,258.3027744207638
wu.89003212529,"New Car,",John Roxenburgh;,1912,u,,258.22900663550485
mdp.39015065767900,"Eliot, George,",The works of George Eliot,1878,f,,258.206264553444
uc2.ark:/13960/t40r9tf4k,"Wilson, John Mackay,",Wilson's tales of the borders and of Scotland,1857,m,mixed,258.1871803043152
mdp.39015055048741,"Leitch, David.",Family secrets / | $c: David Leitch.,1984,m,,258.16265318364896
uiuo.ark:/13960/t6nz8t582,"Oliphant,",The second son,1888,f,mixed,258.1453251256358
dul1.ark:/13960/t3902vm2j,"Gore,","Stokeshill Place, or, The man of business",1837,f,high_female,258.13463759255484
nyp.33433082290879,"Yonge, Charlotte M.",Aunt Charlotte's stories of German history for the little ones,1878,f,high_male,258.12507333098677
inu.32000001881525,"Powys, Theodore Francis,","Goat Green; | or, The better gift, | $c: Theodore Francis Powys; engravings by Gwenda Morgan.",1937,m,mixed,258.09479117785077
njp.32101066122258,"Birmingham, George A.,",Benedict Kavanagh,1907,m,,258.0857192568678
uc2.ark:/13960/t00004p1w,"Penny, F. E.",The outcaste,1912,m,mixed,258.0594453686844
mdp.39015000886955,"Wallace, Clare Marc.",Portrait of a schizophrenic nurse.,1965,u,,258.03424818203143
mdp.39015063977196,"Stuart, Augusta Amelia.",Cava of Toledo;,1812,f,high_male,257.9747857687649
mdp.39015065767926,"Eliot, George,",The works of George Eliot,1878,f,,257.9420092590259
umn.31951002076341z,,The four Gospels.,1927,u,high_male,257.9222591966986
uiuo.ark:/13960/t6155734j,"Sheppard, Elizabeth Sara,",Rumour,1858,f,high_female,257.91746641074855
uiuo.ark:/13960/t78s5cc9v,"Steinman, Emma C. C.",Our little gipsy,1881,f,,257.86924939467315
mdp.39015049972279,"Morrison, Blake.",The justification of Johann Gutenberg / | $c: Blake Morrison.,2000,m,high_male,257.85548589942675
uiuo.ark:/13960/t6vx0mk0k,"Armitt, Annie.",The garden at Monkholme,1878,f,,257.84098463026004
mdp.39015066054241,"Linklater, Eric,","Private Angelo, | a novel | $c: by Eric Linklater.",1946,m,high_male,257.8367588348366
hvd.hxk4ki,,Maurice Powell: an historical Welsh tale of England's troubles,1821,u,mixed,257.83630590892625
mdp.39015065768049,"Eliot, George,",The works of George Eliot,1878,f,mixed,257.8347788826667
uiuo.ark:/13960/t6g16h717,"Linton, E. Lynn",Sowing the wind,1867,f,,257.8170442219113
nnc1.cu56764111,"Beckford, William,",Biographical memoirs of extraordinary painters,1834,m,high_male,257.8121527314753
mdp.39015063927282,"Sedgwick, Anne Douglas,",The dull Miss Archinard,1898,f,high_female,257.7866739453492
mdp.39015059896392,"Barclay, Marguerite",Letters from Fleet street,1910,f,high_male,257.7678695833914
nyp.33433040405528,"Balzac, Honoré de,",A marriage settlement =,1897,f,,257.7559125860477
mdp.39015063536521,"Collins, Mortimer,",[Works,1883,m,mixed,257.75498841820917
uc1.32106018078516,"Madsen, David",Memoirs of a gnostic dwarf / | $c: David Madsen,1996,m,high_male,257.6845205227315
uiuo.ark:/13960/t3417mv2g,"Scott, Walter",Rob Roy,1818,m,,257.6785238278589
njp.32101067299915,"Grey,",The gambler's wife,1844,f,,257.6681036618602
uc1.$b792387,"Hon., Benson, Theodora,",The man from the tunnel and other stories / | $c: by Theodora Benson.,1950,m,mixed,257.66025136995415
uiuo.ark:/13960/t59c7bm0m,,The Hallow isle tragedy,1860,u,,257.626324726272
uiuo.ark:/13960/t68349r1j,"Marryat, Florence,",On circumstantial evidence,1889,f,high_female,257.6169418637673
uiuo.ark:/13960/t9z03qj2x,"Ollier, Charles,",Ferrers,1842,m,,257.59219088937095
uc1.b3339469,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,,257.5856390141367
uc2.ark:/13960/t9862hm6r,"Sinclair, Catherine,","London homes, including The murder hole; The drowning dragoon; The priest and the curate; Lady Mary Pierrepoint; and Frank Vansittart",1853,f,mixed,257.5844304522038
mdp.39015009100556,"Maurois, André,","Ariel, a Shelley romance | $c: by André Maurois: translated by Ella D'Arcy",1929,m,mixed,257.58031406493114
uc2.ark:/13960/t1fj2hn9f,"Lester, Henry F. W.",Indian village pictures,1910,m,,257.56036023408205
mdp.39015074228795,"Adair, Gilbert.",A mysterious affair of style / | $c: Gilbert Adair.,2007,m,mixed,257.55759438833036
uc1.b3561850,"Crawford, F. Marion",A Roman singer,1884,m,,257.54974245025755
nyp.33433075727481,"Fitzpatrick, Thomas,",The king of Claddagh,1899,m,high_male,257.53355634246367
uiuo.ark:/13960/t59c7hc2h,"Nicholson, Jessie L.",After long waiting,1897,f,,257.50502550130415
mdp.39015070685469,"Rendell, Ruth,",Not in the flesh / | $c: Ruth Rendell.,2007,f,,257.46652935118436
uiuo.ark:/13960/t7gq7f118,"Linton, E. Lynn",Sowing the wind,1867,f,,257.4361837411991
uiuo.ark:/13960/t9v12q83v,"Wright, Thomas,",Johnny Robinson: the story of the childhood and schooldays of an  intelligent artisan.,1868,m,high_male,257.4174676138738
uiuo.ark:/13960/t0000gx34,"Davies, Charles Maurice,","'Verts, or, The three creeds",1876,m,mixed,257.4002574002574
mdp.39015034934896,"Métellus, Jean,",The Vortex family / | $c: Jean Métellus ; translated from the French with an introduction by Michael Richardson.,1995,f,,257.39727298024303
uc1.$b187062,"Aymé, Marcel,",The house of men / | $c: Marcel Aymé ; translated from the French by Norman Denny.,1952,m,high_female,257.3875167054398
uc1.$b312720,"Upward, Edward.",Journey to the border | $c: [by] Edward Upward.,1938,m,,257.3697488951726
uiuo.ark:/13960/t8jd54p70,"Beste, John Richard Digby,",Pope,1840,m,,257.3671342169605
uiuo.ark:/13960/t5gb2m944,"Linton, E. Lynn",Through the long night,1889,f,high_female,257.336413102454
mdp.39015015468948,"Gilroy, Beryl.",Boy-sandwich / | $c: Beryl Gilroy.,1989,u,,257.3360729318359
uiuo.ark:/13960/t4pk0ww49,"Maberly,",The love-match,1841,f,high_female,257.3190270427732
uiuo.ark:/13960/t63491h9n,"Gillmor, C.","Jessie of Boulogne, or, The history of a few minutes",1877,m,,257.3171008184271
uiuo.ark:/13960/t3hx1p71v,"Craik, Dinah Maria Mulock,",The Ogilvies,1849,f,,257.30091341824266
mdp.39015052255737,"Gurung, D. B.",Echoes of the Himalayas / | $c: D.B. Gurung.,2000,u,,257.2779529019099
mdp.39015063513314,"Drage, Charles,",William King's profession.,1960,m,,257.2729071838512
uc1.$b686215,"Bennett, M. R.","Challenge! | Christ or compromise,",1938,u,high_male,257.27170919216684
mdp.39015028183849,"Tarsis, Valeriĭ.",A thousand illusions | $c: [by] Valery Tarsis. Translated from the Russian by Michel le Masque.,1969,u,mixed,257.26031030367324
uc2.ark:/13960/t9w09342r,"Prince, Edward.","Wake up, England!",1910,m,,257.24375014616123
uc2.ark:/13960/t84j0h099,"Caffyn, Kathleen Mannington Hunt.",Dorinda and her daughter,1910,f,high_female,257.23713814309286
uiuo.ark:/13960/t3320g23c,"Manning, Anne,",Poplar house academy,1859,f,high_female,257.2298613606703
uiuo.ark:/13960/t8hd86t6z,"Fullom, S. W.",Down in Devon,1869,m,,257.2126017791904
nyp.33433075767206,"Wheelwright, Edith Gray.",Anthony Graeme,1895,f,,257.19986620993507
inu.30000124732995,"Sirdar. Shah, Ikbal Ali,",Escape from Central Asia / | $c: by the Sirdar Ikbal Ali Shah.,1980,m,,257.19534598897735
uc2.ark:/13960/t84j0hm3g,"Macnamara, T. J.",School-room humour,1913,u,high_male,257.1949472587576
uc1.$b188412,"Curtis, Jean-Louis,",The side of the angels / | $c: translated from the French by Humphrey Hare.,1956,u,,257.19403350666715
uc1.$b802872,"Wolf, Victoria,",Fabulous city / | $c: by Victoria Wolf.,1957,f,,257.1900106394565
uc2.ark:/13960/t07w68j53,"Fisher, William,",Ralph Rutherford,1851,m,,257.18522968330547
uiuo.ark:/13960/t8x92sn08,"Page, Hamilton.",The lady resident,1880,m,,257.1795970852979
uc1.$b795541,"Lloyd, Roger B. (Roger Bradshaigh),",The troubling of the city / | $c: Roger Lloyd.,1962,m,high_male,257.13755533759246
uc2.ark:/13960/t03x84n7m,"Hunter, John Kelso.",Life studies of character,1871,m,high_male,257.11166159878843
mdp.39015012067206,"Hilton, James,","Murder at school, | a detective fantasia, | $c: by James Hilton.",1935,m,high_male,257.099314789609
nyp.33433074854682,"Frankau, Julia,",The heart of a child;,1908,f,high_female,257.0857493978967
uiuo.ark:/13960/t70v90t6d,"Martin, Herbert,",Britomart,1893,f,high_female,257.0694087403599
njp.32101065762096,"Lyons, A. Neil",Clara,1912,m,high_female,257.06023064015136
uiuo.ark:/13960/t6k07mn67,"Braddon, M. E.",Hostages to fortune;,1875,f,mixed,257.0480928689884
coo.31924003623588,"Crowder, Dorothy Elizabeth.",The flying nation. | $c: Illustrated by Helen Haywood.,1952,f,high_female,257.04262044530896
nyp.33433034410849,"Alexander,",The executor,1885,f,mixed,257.0080590384227
nyp.33433075822951,,Half-hours with foreign authors,1861,u,high_male,257.00769610958133
uc2.ark:/13960/t6c24rn6k,"Lucas, John Templeton.",Prince Ubbely Bubble's new story book,1871,m,high_male,256.998369580236
inu.32000001703182,"Wilson, Violet A.",Queen Elizabeth's maids of honour and ladies of the privy chamber,1922,f,high_female,256.9916855631141
mdp.39015052393512,"Hevesi, Tilla.",A scent of mimosa : | a fictional story of real life / | $c: Tilla Hevesi.,1997,u,high_female,256.98741490709267
inu.32000009367923,"Trollope, Anthony,",An eye for an eye,1881,m,,256.98337377335264
uiuo.ark:/13960/t6xw4ws68,"Conway, Hugh,",Bound together,1884,m,,256.95359818463953
uc1.$b137584,"Lloyd, J. H.","Trevor of Nant Gwynant, | $c: by J.H. Lloyd.",1927,u,high_male,256.94178308887575
mdp.39015021933646,"Burrows, E.",Household proverbs;,1861,f,high_female,256.92997230865853
uiuo.ark:/13960/t1ng57g58,,Out of the meshes,1868,u,,256.89936313571053
uiuo.ark:/13960/t0bv7vc5v,"Fullom, S. W.",Down in Devon,1869,m,,256.8933036478849
uiuo.ark:/13960/t9086s66d,"Lennox, William Pitt,","Compton Audley; or, Hands not hearts",1841,m,,256.8909255016316
uiuo.ark:/13960/t5j96t20b,"Torrens, Henry Whitelock,",Madame de Malguet,1848,m,high_male,256.8380120257798
inu.32000001177148,"Wodehouse, P. G. (Pelham Grenville),",The Old Reliable / | $c: by P.G. Wodehouse.,1951,m,mixed,256.8112365676246
mdp.39015059774839,"Glyn, Elinor,",Man and maid,1922,f,high_female,256.79506419876606
mdp.39015063919297,"Haraden, Beatrice,","Rachel, | $c: by Beatrice Harraden.",1926,f,high_female,256.7689271274455
nyp.33433074880653,,"Magdalen Stafford; or, A gleam of sunshine on a rainy day",1857,u,,256.7681851991482
uc2.ark:/13960/t83j3fv43,"Reade, Compton,",Rose and Rue,1874,f,,256.7603668853335
uiuo.ark:/13960/t3514n62j,"Oliphant,",The second son,1888,f,mixed,256.7567567567568
uc1.b3346162,"Atiyah, Edward,",The thin line / | $c: by Edward Atiyah.,1951,m,mixed,256.7457476485546
mdp.39015073316914,"Carlyle, Thomas,",[Works],1885,m,high_female,256.7214166891052
njp.32101073479972,"Francillon, R. E.",Strange waters,1878,f,,256.70242164682463
uc2.ark:/13960/t8pc30f1f,"Platt, William,",Love triumphant,1896,m,high_male,256.6909516439546
uva.x030788416,"Sanders, Ella Katharine.",For prince & people,1897,f,high_male,256.6869214606167
uiuo.ark:/13960/t2m62531n,"Wynne, Catherine Simpson.",The story of a kiss,1887,f,,256.67776176991737
uc1.$b322693,"Baker, George.",The last shore / | $c: by George Baker.,1953,m,,256.65057855872743
mdp.39015005394468,"(Jiddu), Krishnamurti, J.","The only revolution, | $c: by J. Krishnamurti; edited by Mary Lutyens.",1970,u,high_male,256.6268191268191
uiuo.ark:/13960/t6zw22w29,"Russell, William Clark,","Alone on a wide, wide sea",1892,m,high_female,256.62646185430947
inu.30000110564030,"Kitty, Alexandra.",Consumer-isms in twelve easy steps / | $c: Alexandra Kitty.,2008,f,mixed,256.60764690787784
njp.32101068165867,"Chamier, Frederick,","Walsingham, the gamester",1837,m,mixed,256.59824046920824
mdp.39015030706744,"Mayo, Katherine,","Slaves of the gods, | $c: by Katherine Mayo ...",1929,f,,256.59409078902684
uc1.b3324317,"Hall, S. C.,",Uncle Horace,1837,f,,256.5907846358445
uc1.b3472508,"Braine, John.",These golden days / | $c: John Braine.,1985,m,high_female,256.5886753066017
uc1.$b783896,"Lodwick, John,",Equator.,1957,m,high_male,256.58738774301787
uiuo.ark:/13960/t2m61s93c,"Besant, Walter,",The ten years' tenant,1881,m,,256.56814449917897
uva.x004061217,"Marshall, Emma,",The white king's daughter;,1895,f,,256.5650467853909
njp.32101069186276,,Chantilly,1832,f,,256.4680194777063
nyp.33433074964952,"O'Keeffe, Adelaide,","Zenobia, queen of Palmyra;",1814,f,high_female,256.43749146472845
hvd.hwadai,"Scott, Walter,",The Waverley novels,1829,m,mixed,256.3917376859743
uiuo.ark:/13960/t43r1f081,"Murray, David Christie,",A rising star,1894,m,mixed,256.38971236279144
mdp.39015053608322,"Murphy, Clive,","Freedom for Mr. Mildew, and Nigel someone / | $c: Clive Murphy.",1975,m,mixed,256.37895250885117
inu.39000003808560,"Daudet, Alphonse,",Artists' wives,1896,m,,256.3436952430398
mdp.39015041329692,"Gibeily, Carl,",Blueprint for a prophet / | $c: Carl Gibeily.,1997,m,,256.31812193077013
uiuo.ark:/13960/t9280wk8w,"Neville, Mary.","Arthur, or, A knight of our own day",1876,f,high_female,256.28442117890836
uc1.$b244476,"Rice, Elmer,",A voyage to Purilia / | $c: by Elmer Rice.,1930,m,mixed,256.2569402921329
mdp.39015059376627,,The New British novelist;,1830,u,high_male,256.24599615631007
mdp.39015065763354,"Smith, Horace,",Zillah;,1828,m,,256.2302562302562
uc1.b4934289,,The high book of the Grail : | a translation of the thirteenth century romance of Perlesvaus / | $c: Nigel Bryant.,1978,u,high_male,256.20968381911143
mdp.39015034287337,"McLaurin, David,",The bishop of San Fernando : | a novel / | $c: by David McLaurin.,1994,m,high_male,256.1963775023832
uc2.ark:/13960/t17m06c77,,The household of Sir Thomas More,1896,m,mixed,256.18807218475683
mdp.39015033178495,"Sava, George,","Red surgeon, | $c: by George Borodin.",1945,m,high_female,256.1879996147549
dul1.ark:/13960/t0ns1h68r,"Linton, E. Lynn",Grasp your nettle,1865,f,,256.17535287730726
mdp.39015002987488,"Baker, Sarah S.",The children of the plains;,1865,f,,256.1457184531645
uiuo.ark:/13960/t0dv25c97,"Riddell, J. H.,",Austin Friars ;,1870,f,,256.09813933635803
uc2.ark:/13960/t4wh2g63t,"Grant, Sybil,",Samphire,1912,f,high_female,256.09777636482454
mdp.39015020678796,Xiaoxiaosheng.,"The Golden Lotus; | a translation from the Chinese original, | $c: by Clement Egerton.",1939,u,,256.0629088746448
mdp.39015030848892,"Bailey, Paul,",Peter Smart's confessions / | $c: Paul Bailey.,1977,m,mixed,256.0575312240367
uiuo.ark:/13960/t81j9st2g,"Greville, Violet,",Creatures of clay,1885,f,high_female,256.0464471516871
uc2.ark:/13960/t0gt5np3k,"Douglas, George,",The new border tales,1895,m,,256.03845802144974
mdp.39015063869740,"Gleig, G. R.",Allan Breck,1834,m,,256.0009204527477
mdp.39015061446392,"Edric, Robert,",Swan song / | $c: Robert Edric.,2005,m,mixed,255.99220957425618
dul1.ark:/13960/t3dz0xh78,"Greg, Percy,",Across the zodiac,1880,m,,255.99111741664868
mdp.39015030707890,"Munonye, John,",Bridge to a wedding / | $c: [by] John Munonye.,1978,m,high_female,255.96334843882278
uc1.$b686407,"Matthews, W. R. (Walter Robert),",The adventures of Gabriel in his search for Mr. Shaw : | a modest companion for Mr. Shaw's Black girl / | $c: by W.R. Matthews ; illustrated by Ruth Wood.,1933,m,high_male,255.95589683008467
nyp.33433074875497,"Lysaght, Sidney Royse,",The marplot,1893,m,,255.9420951387304
uiuo.ark:/13960/t5gb2r53h,"Strangford, George Augustus Frederick Percy Sydney Smythe,",Angela Pisani,1875,m,mixed,255.93714659841677
uiuo.ark:/13960/t8ff45v3r,"Hardinge, William M.",The willow-garth,1886,m,high_female,255.93345730110173
uiuo.ark:/13960/t7mp5pf1p,"Sturgis, Julian,",Comedy of a country house,1889,m,,255.89931830099633
uc1.b4395819,"Andreyev, Leonid,",He who gets slapped;,1922,m,mixed,255.8964082010174
mdp.39015050638546,"Palacio Valdés, Armando,",Froth,1891,f,,255.88825741510448
uc1.$b243520,"Meyerstein, Edward Harry William,",Robin Wastraw.,1951,m,,255.8627190704296
uc1.b3325760,"Raikes, Harriet.",The marriage contract,1849,f,high_female,255.82408012192468
uc1.$b300923,"Hopkins, Gerard,",Something attempted / | $c: Gerard Hopkins.,1929,m,high_female,255.81046979247088
uc1.b3326166,"Moreland, Olivia.","The charms of dandyism, or, Living in style",1819,f,,255.8083543999037
uc1.b4097358,"Firbank, Ronald,",The works of Ronald Firbank.,1929,m,high_female,255.78109896646592
uiuo.ark:/13960/t0xp7cc5m,"Erroll, Henry.",The academician,1888,m,,255.7605889664404
uiuo.ark:/13960/t5bc47r29,"Besant, Walter,",The monks of Thelema,1878,m,,255.74173406180978
inu.32000006980835,"McGonagall, William.","The railway bridge of the silvery Tay, and other disasters; | $c: selected from the works of William McGonagall.",1972,m,,255.72562145086684
uiuo.ark:/13960/t73v07151,"Sturgis, Julian,",Dick's wandering,1882,m,mixed,255.7209363320438
mdp.39015052285676,"Gokhale, Namita,",The book of shadows / | $c: Namita Gokhale.,1999,u,,255.68635806743728
nyp.33433076044993,"Moody, H. A.",The city without a name,1898,u,mixed,255.6544334390411
mdp.39015062625499,"Lee, Seung-U.",The reverse side of life / | $c: Lee Seung-U ; translated by Yoo-Jung Kong.,2005,u,,255.64724770173123
mdp.39015003686774,"Freemantle, Brian.",Face me when you walk away.,1974,m,high_male,255.6237218813906
njp.32101069186433,,Confessions of a too-generous young lady,1859,u,high_female,255.59468363058048
uiuo.ark:/13960/t7xk8tj3j,"Lennox, William Pitt,",The tuft-hunter,1843,m,mixed,255.5938224272749
nyp.33433034410021,"Carey, Rosa Nouchette,",Only the governess,1889,f,high_female,255.56004157682693
njp.32101037974845,"Fullerton, Georgiana,",A will and a way,1881,f,high_female,255.54933781011005
uc1.b3324270,"Deale,",Life in the West;,1828,m,high_male,255.53390615517296
nyp.33433074879234,"Lymburner, A. L.",The fall of the Nan Soung;,1846,u,,255.53141353245402
mdp.39015025015689,"Howard, Elizabeth Jane.",Marking time / | $c: Elizabeth Jane Howard.,1991,f,high_female,255.52875507129852
mdp.39015017936876,"Logan, Owen.","Al Maghrib : | photographs from Morocco, 1983-1988 / | $c: Owen Logan ; with three stories by Paul Bowles ; preface by Alexander Hutchison.",1989,m,high_female,255.51244440238477
mdp.39015007070900,"Waugh, Evelyn,","Work suspended, and other stories : | including Basil Seal rides again / | $c: Evelyn Waugh.",1965,m,,255.47478794673626
uc1.$b299542,"Agate, James,","Gemel in London, | $c: by James Agate.",1928,m,,255.472559394128
uiuo.ark:/13960/t1pg22x56,,The Hallow isle tragedy,1860,u,,255.46072043883794
uiuo.ark:/13960/t2697r439,"Maitland, Edward,",By and by,1873,m,high_female,255.45386158475426
uiuo.ark:/13960/t8mc9hw33,"Phillpotts, Eden,",Some every-day folks,1894,m,,255.45192703332876
wu.89006381016,"Muddock, Joyce Emmerson Preston,","Eugéne Vidocq, soldier, thief, spy, detective",1902,m,high_male,255.4244553449114
uiuo.ark:/13960/t7sn0v67t,"Cleishbotham, Jedediah,",New landlord's tales,1825,m,mixed,255.4130144540547
uiuo.ark:/13960/t1zc8db1h,"Dowson, Ernest Christopher,",A comedy of masks,1893,m,high_female,255.40865384615384
uiuo.ark:/13960/t2988vt7d,"Smart, Hawley,",Tie and trick,1885,m,high_male,255.38389089130789
mdp.39015050023814,"Dowie, Claire.",The year of the monkey ; | Designs for living ; Sodom / | $c: Claire Dowie.,2001,f,high_female,255.32349486799777
mdp.39015034257892,Xiaoxiaosheng.,"The golden lotus : | a translation, from the Chinese original, of the novel Chin Pʻing Mei / | $c: by Clement Egerton.",1995,u,,255.29952398991978
uiuo.ark:/13960/t5t72qv0p,"Cresswell, Henry.",A wily widow,1888,m,high_female,255.25708034520483
uc1.b3325343,"Fraser-Tytler, M. E.",Transplanted,1883,f,high_female,255.25456468748564
uc1.b4102529,"Lawrence, D. H. (David Herbert),",Assorted articles / | $c: By D.H. Lawrence.,1930,m,high_female,255.25087514585763
mdp.39015040123294,,"The Golden Lotus; | a translation, from the Chinese original, of the novel Chin Pʻing Mei, | $c: by Clement Egerton.",1972,u,,255.22131097946678
inu.32000005270816,,"The Abduction, or, The adventures of Major Sarney",1825,u,,255.20313218254157
inu.39000002867070,"Kiefer, Warren,",The Pontius Pilate papers / | $c: [by] Warren Kiefer.,1976,m,,255.2021986650962
mdp.39015051364886,"Brown, Ivor John Carnegie,",Years of plenty,1915,m,high_male,255.18755203771585
uc2.ark:/13960/t2x34qs5p,"Belloc, Hilaire,",The mercy of Allah,1922,m,high_male,255.16956599997883
