htid,author,title,year,authgender,female_category,political_content
inu.39000002839988,"Lyle, Marius,",The education of a young man : | in twelve lessons / | $c: by Marius Lyle [i.e. U. M. L. Smyth].,1926,u,,5.626892042449273
uiuo.ark:/13960/t4pk11z5q,"Smith, Horace,","Jane Lomax; or, A mother's crime",1838,m,,5.626723183975092
uiuo.ark:/13960/t6pz5tw8n,"Russell, William Clark,","Jilted! or, My uncle's scheme",1875,m,,5.624455130909193
mdp.39015003963546,"Broderick, John.",An apology for roses.,1973,m,high_female,5.62220997829827
uiuo.ark:/13960/t12n5qb1s,"Owen, Octavius Freire,",Raised to the peerage,1859,f,,5.621925509486999
mdp.39015046362615,"Canetti, Elias,","Auto da fé, | $c: by Elias Canetti, translated from the German under the personal supervision of the author by C. V. Wedgwood.",1971,m,,5.621248318644476
mdp.39015033493639,"Simenon, Georges,",Red lights / | $c: Georges Simenon; [translated by Norma Denny].,1975,m,,5.62029300460864
mdp.39015014117710,"Porter, Anna Maria,",The village of Mariendorpt,1821,f,,5.620187714269656
mdp.39015015472767,"Lady, Asquith, Cynthia,",The third ghost book.,1956,f,,5.617481602747751
mdp.39015050498065,"Smith, Ali,",Hotel world / | $c: Ali Smith.,2001,m,high_female,5.615453728661276
uc2.ark:/13960/t8sb42q86,"Baring-Gould, S.",Eve;,1894,m,high_female,5.614350279313927
uiuo.ark:/13960/t0bv8241n,"Warden, Florence,",Scheherazade,1887,f,mixed,5.612092187967674
mdp.39015030201027,"Urquhart, Fred,",The collected stories of Fred Urquhart.,1967,m,high_female,5.609547449759491
mdp.39015004248566,"Lagerkvist, Pär,","Mariamne: a novel, | $c: by Pär Lagerkvist; translated by Naomi Walford.",1968,m,high_male,5.609468783306221
mdp.39015030711090,"Redgrove, Peter.",The sleep of the great hypnotist : | the life and death and life after death of a modern magician / | $c: Peter Redgrove.,1979,m,,5.60925901688387
uc1.32106016824846,"Deane, John F.,",The coffin master : | and other stories / | $c: John F. Deane,2000,m,,5.607031217146301
mdp.39015056907002,,Breaking the skin : | 21st century Irish writing.,2002,u,mixed,5.606428704914969
uiuo.ark:/13960/t3zs3dk6v,"Wood, Henry,",Johnny Ludlow,1874,f,,5.60607249772954
uva.x030788419,"Rynd, Evelyne Elsye.",Mrs. Green,1901,u,high_female,5.605695386512697
uc2.ark:/13960/t83j3pb5r,"Downes, Marion Grace.",Flower o' the bush,1914,u,high_female,5.604815657613021
njp.32101017879931,"Moore, George,",Esther Waters,1894,m,high_female,5.604375896700144
uc2.ark:/13960/t8pc2vw6n,"Stevenson, John,",A boy in the country,1912,m,,5.603622181378043
umn.31951p008300102,Plotinus.,[Enneads].,1917,u,high_male,5.60124721104566
uc1.b5015395,"Driver, C. J.","Death of fathers, | $c: [by] C.J. Driver.",1972,u,mixed,5.593091413486062
uc1.$b236109,"Coppard, A. E. (Alfred Edgar),","Dunky Fitlow, | tales | $c: by A.E. Coppard.",1933,m,,5.592028004876249
nyp.33433074878020,"Le Gallienne, Richard,",The book-bills of Narcissus,1895,m,,5.591433923229612
mdp.39015053121862,"Gibson, Richard,",A mirror for magistrates : | a novel / | $c: by Richard Gibson.,1958,m,high_male,5.591381816826332
mdp.39015080875274,"Clary, Julian.",Devil in disguise / | $c: Julian Clary.,2009,m,high_female,5.5909259272201215
mdp.39015030705381,"Melly, Diana.",The goosefeather bed / | $c: Diana Melly.,1979,f,high_female,5.589819076189234
uiuo.ark:/13960/t2j682v5v,"St. John, James Augustus,",The ring and the veil,1856,m,,5.589610776769578
uc1.$b750777,,English domestic life during the last 200 years : | an anthology selected from the novelists / | $c: by L.A.G. Strong.,1942,u,,5.586155272771962
uc1.b4948515,"Braine, John.",The Two of us / | $c: John Braine.,1984,m,,5.58573403527391
uc2.ark:/13960/t7xk86w9g,"Bailey, Florence M.",Outcasts of the East,1905,f,high_female,5.585240072235772
uc1.32106002015920,"Stewart, Angus.",Sandel.,1968,m,high_male,5.584980126779049
mdp.39015063946571,"Phillpotts, Eden,",The human boy,1899,m,high_male,5.5846162437871145
uc1.$b245268,"Lehmann, Rosamond,","The gipsy's baby, | and other stories, | $c: by Rosamond Lehmann.",1946,f,high_female,5.580980020091528
uc1.32106015032573,"Newman, Jenny",Life class / | $c: Jenny Newman,1999,f,high_female,5.5808761975630174
uc2.ark:/13960/t3ws8kw5r,"Wedmore, Frederick,",Pastorals of France,1877,m,mixed,5.57911180540058
mdp.39015078779710,"Badoe, Yaba.",True murder / | $c: Yaba Badoe.,2009,u,high_female,5.578676068595401
uiuo.ark:/13960/t50g49m5q,"Wynne, Catherine Simpson.",The story of a kiss,1887,f,,5.576415480129373
uc1.$b389713,"Davies, Rhys,",Nobody answered the bell.,1971,m,high_female,5.572375875327377
mdp.39015080879896,"Vincenzi, Penny.",The best of times / | $c: Penny Vincenzi.,2009,f,,5.572141637975025
uc2.ark:/13960/t3bz64g0k,"Turley, Charles.",A band of brothers,1913,m,high_male,5.571789411123768
mdp.39015063967486,"Galt, John,",The earthquake;,1820,m,high_male,5.571341021783943
mdp.39015053381318,"Parsons, Tony.",One for my baby / | $c: Tony Parsons.,2001,m,,5.570853295557642
nc01.ark:/13960/t8pc43f12,"La Motte-Fouqué, Friedrich Heinrich Karl,",Undine,1909,m,high_female,5.56823876607829
mdp.39015038919224,"Binchy, Maeve.",Silver wedding / | $c: Maeve Binchy.,1988,f,high_female,5.566585641920101
mdp.39015063975208,"Tonge, Charlotte Mary,",Dynevor Terrace,1857,f,mixed,5.563862711687589
uc1.$b244324,"Williamson, Henry,",It was the nightingale.,1962,m,,5.563351115451899
uiuo.ark:/13960/t2b85p07r,"Hardinge, William Money,",Eugenia,1883,m,high_female,5.56266340323747
uiuo.ark:/13960/t2n59527q,"Reid, Mayne,",The quadroon,1856,m,high_male,5.559879906594017
uiuo.ark:/13960/t3611jj8v,"Lyster, Annette.",Riding out the gale,1877,f,high_male,5.559184467638597
uc2.ark:/13960/t86h4f73h,"Ballantyne, R. M.",Digging for gold,1869,m,high_male,5.558489202634724
uiuo.ark:/13960/t64468c6g,"Oliphant,",Squire Arden,1871,f,,5.5582111453249885
uc1.$b703802,"Hougron, Jean.",A question of character / | $c: Jean Hougron ; translated from the French by Mervyn Savill.,1957,f,high_male,5.5563787227737444
uc1.$b80877,"Montherlant, Henry de,",Pity for women.,1938,m,,5.55543981722603
nyp.33433082246376,"Dickens, Charles,",Bleak house,1866,m,,5.553344501726165
uc1.32106014589995,"Rouaud, Jean","The world, more or less / | $c: Jean Rouaud ; translated from the French by Barbara Wright",1998,f,mixed,5.552933337035289
nnc1.1002365359,"Sinclair, Catherine,",Modern flirtations,1841,f,,5.551777262696221
njp.32101066458470,"Coxe, Eliza A.",Liberality and prejudice : a tale,1813,f,,5.549389567147614
mdp.39015063558178,"Oliphant,",Zaidee,1856,f,high_female,5.547696319103492
uiuo.ark:/13960/t2z32fb53,"Riddell, J. H.,","Frank Sinclair's wife, and other stories",1874,f,,5.547337278106509
njp.32101067708303,"Berens, Louise.",A woman with a past. A novel,1886,f,high_female,5.545286506469501
uc1.$b244951,"Stern, G. B. (Gladys Bronwyn),",The dark gentleman / | $c: by G.B. Stern.,1927,f,mixed,5.544466622310933
njp.32101007066069,"Brunton, Mary,",Self-control,1811,f,high_female,5.542545968490626
uc1.b5029668,"Speigel von und zu Peckelsheim, Edgar,",U. boat 202,1919,m,high_male,5.541547754287772
uc1.32106018129939,"Arnaldur Indriðason,",Jar city / | $c: Arnaldur Indriđason ; translated from the Icelandic by Bernard Scudder,2004,u,,5.540841543013553
nyp.33433067294722,"Kennedy, Grace,",The works of Grace Kennedy,1827,f,mixed,5.540780141843972
uiuo.ark:/13960/t9s18j533,"Moriarty, Henrietta Maria.",Brighton in an uproar;,1811,f,high_female,5.5404731564075576
uiuo.ark:/13960/t1fj2vs1h,"Hamerton, Philip Gilbert,",Wenderholme,1869,m,mixed,5.537957158363423
uiuo.ark:/13960/t88g8wg3t,"Beale, Anne.","Nothing venture, nothing have",1864,f,,5.5362555535563525
mdp.39015011551374,"Williamson, Henry,",Young Phillip Maddison.,1953,m,,5.5360396179126115
uc1.32106007864850,"Mrs. (Eliza), Parsons,","The mysterious warning; | a German tale, | $c: by Eliza Parsons.",1968,f,mixed,5.534646889528448
uc2.ark:/13960/t57d2s689,"Hubback,",The old vicarage,1856,f,high_female,5.533013648100332
uiuo.ark:/13960/t6543061p,"Besant, Walter,",Ready-money Mortiboy,1872,m,,5.531967859266738
mdp.39015048888138,"Lynch, Malcolm.",The streets of Ancoats.,1985,m,high_male,5.531768949074535
uiuo.ark:/13960/t6g16j476,"Braddon, M. E.",Strangers and pilgrims,1873,f,high_female,5.53112641389419
dul1.ark:/13960/t3mw35w9c,"Linton, E. Lynn",Grasp your nettle,1865,f,,5.530285224460451
mdp.39015063548260,"Brereton, F. S.",With Allenby in Palestine,1920,m,high_male,5.5292149897018374
uc2.ark:/13960/t46q1w55s,"Figgis, Darrell,",Jacob Elthorne,1914,m,mixed,5.527138248801616
mdp.39015061185669,"Persaud, Lakshmi.",Raise the lanterns high / | $c: Lakshmi Persaud.,2004,u,,5.526999392030067
uc2.ark:/13960/t6c24rn6k,"Lucas, John Templeton.",Prince Ubbely Bubble's new story book,1871,m,high_male,5.526846657639484
uiuo.ark:/13960/t5p84z242,"MacDonald, George,",Wilfrid Cumbermede,1872,m,mixed,5.526083112290009
uc1.$b318443,"Istrati, Panait,",The bitter orange tree / | $c: by Panaït Istrati.,1931,u,,5.525930428535904
mdp.39015063642410,"Schilling, Ton,",Tigermen of Anai | $c: [by] Ton Schilling. Translated by E. W. Dickes.,1957,u,,5.525854089822758
inu.30000007265501,"Braddon, M. E.",Eleanor's victory,1863,f,high_female,5.524785569260093
uiuo.ark:/13960/t25b0g549,"Hopton, Anna Maria,",Dawn and twilight,1858,f,mixed,5.52460752267391
mdp.39015009291520,"Bragg, Melvyn,",The silken net / | Melvyn Bragg.,1974,m,,5.523064932833393
uiuo.ark:/13960/t6qz2v669,"Pulleyne,",Out of society,1875,f,high_female,5.522827687776141
uiuo.ark:/13960/t5bc4gr07,"Liddell, Charles Francis.","Hidden links, or, The schoolfellows",1857,m,mixed,5.522624351091639
mdp.39015054385169,"MacLeod, Anne,",The dark ship / | $c: Anne MacLeod.,2001,f,,5.522183839635781
uc2.ark:/13960/t55d8t254,"A. L. O. E.,",Pride and his prisoners,1888,f,high_female,5.521811154058531
mdp.39015048709714,"De la Mare, Walter,",Memoirs of a midget,1921,m,,5.521811154058531
uiuo.ark:/13960/t1mg86494,"Warden, Florence,",Scheherazade,1887,f,mixed,5.519372999227288
uc1.b3322375,"Henniker, Florence,",In scarlet and grey,1896,f,,5.518459246178467
uva.x000457847,"Brontë, Charlotte,",Jane Eyre,1850,f,high_female,5.518306983417488
inu.39000000339007,,Loving couples : | stories of love and marriage / | $c: edited by Alfred Bradley and Kay Jamieson.,1981,u,mixed,5.517850245544336
uc1.b3598647,"Berto, Guiseppe.",The brigand / | $c: by Giuseppe Berto ; translated by Angus Davidson.,1951,m,high_female,5.5164500540612105
mdp.39015059976020,,"Paper, scissors, stone : | new writing from the University of East Anglia / | $c: [introduced by Andrew Motion]",2002,u,,5.510205688106614
pst.000032248166,"Murdoch, Iris.",The black prince / | $c: Iris Murdoch.,1973,f,mixed,5.509702586254394
mdp.39015033987820,"Trevor, William,",Felicia's journey / | $c: William Trevor.,1994,m,,5.509581161640092
uc2.ark:/13960/t5w66cf5c,"Perrin, Alice,",The woman in the bazaar,1914,f,,5.507922228138138
mdp.39015065815691,"Yonge, Charlotte M.",Nuttie's father,1885,f,mixed,5.504637657226213
mdp.39015012073444,"Zweig, Stefan,",Kaleidoscope one [-two] | $c: translated by Eden and Cedar Paul.,1949,u,mixed,5.504132686291958
uc2.ark:/13960/t82j6nr3k,"Head, F. E.,",Faithful in little;,1870,f,high_female,5.502214641393161
nyp.33433074871439,"Keary, Annie,",A York and a Lancaster rose,1876,f,high_female,5.499831567658241
mdp.39015070494391,"Richardson, Samuel,",The works of Samuel Richardson,1883,m,,5.499642523235989
uiuo.ark:/13960/t2794t97g,,Stretton of Ringwood Chace,1860,u,high_female,5.498936872204707
mdp.39015009147615,"Zweig, Stefan,","Kaleidoscope two. | $c: [Translated from the German by B. W. Huebsch, and Eden and Cedar Paul.",1959,u,mixed,5.4948577289753
dul1.ark:/13960/t0ft99k1b,"Grogan, Gerald,",A drop in infinity,1915,m,,5.4943243629330905
mdp.39015084104259,"Evans, Diana,",The wonder / | $c: Diana Evans.,2009,f,,5.493341285598813
uiuo.ark:/13960/t3hx1w340,"Maxwell,",Eleanor's victory,1863,f,high_female,5.492543871694175
njp.32101067628766,"Baring-Gould, S.",Jacquetta and other stories,1890,m,,5.491729455440107
uiuo.ark:/13960/t77s8c83f,"Wilkins, W. H.",The holy estate,1895,m,high_female,5.490784633124074
inu.30000003963828,"Priest, Christopher,",The glamour / | $c: Christopher Priest.,1985,m,,5.4903826796727735
uc1.b4357761,"Redmon, Anne.",Music and silence / | $c: Anne Redmon.,1979,f,high_female,5.486796416338112
uc2.ark:/13960/t3pv6bz88,"Johnstone, David Lawson.",In the land of the golden plume,1894,m,high_male,5.485212780545779
uc2.ark:/13960/t6rx9gb7n,"Lawrence, George A.","Maurice Dering, or, The quadrilateral",1864,m,,5.483758933957263
mdp.39015043828345,"Wagner, Martin,",Rachel's machine / | $c: Martin Wagner.,1997,m,high_female,5.482380998067461
uc1.$b242768,"Ellis, Havelock, Mrs.,","The mine of dreams; | selected short stories, | $c: by Mrs. Havelock Ellis. With a preface by Charles Marriott, reminiscences by Mrs. Clifford Bax and a note by Havelock Ellis.",1925,f,,5.482230719679838
uiuo.ark:/13960/t39z9tm0g,"Yates, Edmund Hodgson,",The yellow flag,1872,m,mixed,5.482155583575462
uiuo.ark:/13960/t78s53x1v,"Gordon,",The fortunes of the Falconars,1844,f,,5.48065329387263
mdp.39015002753518,"Sabatini, Rafael,",The sea-hawk,1915,m,high_male,5.478513953090224
hvd.hn2gt7,"Budden, Maria Elizabeth,",Nina,1819,f,high_female,5.477951246233909
mdp.39015029193433,"Tremain, Rose",Sacred country : | a novel / | $c: Rose Tremain.,1992,f,,5.474427580166149
uiuo.ark:/13960/t5q81z68z,"Norris, W. E.",A victim of good luck;,1894,f,high_female,5.473653481243614
uiuo.ark:/13960/t5z61308d,"Milton, Henry.",Rivalry,1840,m,,5.473154178753216
nyp.33433034410468,"Carey, Rosa Nouchette,",Barbara Heathcote's trial,1883,f,high_female,5.4714002094764655
uc1.32106001617320,"Ibrāhīm, Ṣunʻ Allāh.","The smell of it, & other stories, | $c: by Sonallah Ibrahim; translated from the Arabic by Denys Johnson-Davies ; translation of Tilka al-rāʾiḥah.",1971,u,high_male,5.469412311647114
uc1.b3862851,"Jackson, Shirley,",The sundial / | $c: Shirley Jackson.,1958,f,high_female,5.469202918366677
mdp.39015064913356,"Tennant, Emma.",Pemberley revisited / | $c: Emma Tennant.,2005,f,high_female,5.468792724943164
mdp.39015059177553,"Harwood, John,",The ghost writer / | $c: John Harwood.,2004,m,high_female,5.466571912753512
mdp.39015082731475,"Eskapa, Shirley.",In a naked place / | $c: Shirley Eskapa.,2008,f,high_female,5.466372697290502
mdp.39015074228506,"Gardam, Jane.",The people on Privilege Hill : | and other stories / | $c: Jane Gardam.,2007,f,,5.465775138010822
mdp.39015047454254,"Hartnett, D. W.,",Brother to dragons / | $c: David Hartnett.,1998,u,high_female,5.46439129413179
nyp.33433075761605,"Skinner, William,",That loon o' Baxter's,1880,m,,5.464082762640245
uiuo.ark:/13960/t3708q269,"Peregrine, Peter.",Matilda Montfort,1809,m,mixed,5.463734462505122
mdp.39015048944790,"Francis, Dick.",Second wind / | $c: Dick Francis.,1999,m,high_male,5.461973738830264
uc1.32106006786252,"Troyat, Henri,",Sylvie / | $c: Henri Troyat ; translated by Anthea Bell.,1982,m,high_female,5.461098773073142
mdp.39015058135206,"Armitage, Simon,",The white stuff / | $c: Simon Armitage.,2004,m,high_female,5.460840314107535
inu.32000004617660,"Gibbons, Stella,","Miss Linsey and Pa, | $c: by Stella Gibbons.",1936,f,,5.460651455718668
mdp.39015030708047,"O'Flaherty, Liam,","The mountain tavern, and other stories / | $c: by Liam O'Flaherty.",1929,m,,5.4588132539985805
mdp.39015078787747,"Brookner, Anita.",Strangers / | $c: by Anita Brookner.,2009,f,,5.455686188930413
mdp.39015065444278,"[Scott, Caroline Lucy,",Trevelyan,1833,f,high_female,5.455636581861827
uc2.ark:/13960/t2s46nw6j,"Mitford, Mary Russell,","Atherton, and other tales",1854,f,,5.454148789178968
uc1.$b120010,"Winchester, Stanley.",The practice.,1967,m,,5.453231721448923
mdp.39015060383323,"Leatherbarrow, Linda.",Essential kit / | $c: Linda Leatherbarrow.,2004,f,high_male,5.451968160505943
njp.32101063606808,"Croker, B. M.",Some one else,1885,f,high_female,5.4506804266065885
uiuo.ark:/13960/t5bc4ch4s,"Harding, Anne Raikes,",Realities,1825,f,high_female,5.447612130016343
mdp.39015066049530,"(Jerome David), Salinger, J. D.",The catcher in the rye / | $c: J. D. Salinger.,1951,u,,5.447572561666521
uc1.$b396512,"Hayes, Douglas.",The shy young man.,1969,m,high_female,5.44684559554448
uiuo.ark:/13960/t9j39cf40,"Reid, Mayne,",The death shot,1873,m,,5.446721981154342
uc1.32106019293817,"Ferraris, Zoë",The night of the Mi'raj / | $c: Zoe Ferraris,2008,u,high_female,5.446707854152725
mdp.39015048890605,"Rosenthal, Andrew.",The extra man : | a novel / | $c: Andrew Rosenthal.,1977,m,,5.446623093681917
uiuo.ark:/13960/t9n309s64,"Harrison, Joanna.",A northern lily;,1886,f,high_female,5.440203100915768
uc1.b4104878,"Aguilar, Grace,",Home influence;,1847,f,high_female,5.437856179579763
uc1.b4948952,"Miller, Miranda,",Under the rainbow / | $c: Miranda Hyman [i.e. M. Miller].,1978,f,,5.437619627631808
uiuo.ark:/13960/t6g16nh2z,"Wallace, Ellen.","Mr. Warrenne, the medical practitioner",1848,f,,5.437245129134572
mdp.39015064952255,"Lalwani, Nikita,",Gifted / | $c: Nikita Lalwani.,2007,u,,5.436407621843486
mdp.39015079151943,"Maclean, Charles.",Home before dark / | $c: Charles Maclean.,2008,m,,5.435242109840204
mdp.39015016451406,"Berridge, Elizabeth.",Across the common.,1964,f,,5.434782608695652
mdp.39015059159650,"Parsons, Tony,",The family way / | $c: Tony Parsons.,2004,m,,5.434740413506106
uiuo.ark:/13960/t5db8dn39,"Gerard, E. D.",Reata,1880,f,mixed,5.434605393302392
mdp.39015063928249,"Austin, Alfred,",Won by a head,1866,m,,5.4336013910019565
uc1.$b395354,"Wood, Christopher (Christopher Hovelle)","""Terrible hard"", says Alice: | a novel.",1970,m,,5.430709576513268
inu.30000118485907,"Grice, Frederick.",Folk tales of the West Midlands / Frederick Grice ; drawings by N.J.P. Turnbull.,1952,m,high_male,5.428586938819826
inu.39000004273715,"Grenville, Kate,",Lilian's story / | $c: Kate Grenville.,1987,f,,5.428488708743486
mdp.39015070494425,"Richardson, Samuel,",The works of Samuel Richardson,1883,m,high_female,5.428071270575782
mdp.39015013494623,"Defoe, Daniel,","The life, adventures, and pyracies of the famous Captain Singleton ...",1927,m,high_male,5.4261462734002555
nyp.33433061774398,"Lane, Amelia.",The fortress,1840,f,mixed,5.425641582117085
mdp.39015039648053,"Haggard, H. Rider",Dawn,1884,m,mixed,5.423802356642124
mdp.39015054507366,"Sullivan, J. W. N.",An attempt at life,1917,u,,5.421670416655371
mdp.39015031240875,"Isherwood, Christopher,","The memorial, | portrait of a family | $c: [by] Christopher Isherwood.",1952,m,,5.421229534858506
uc1.32106005226854,"Avery, Gillian,",The lost railway / | $c: Gillian Avery.,1980,f,,5.420994427217729
mdp.39015053483924,"Hutchison, Stewart.",Beneath the law / | $c: Stewart Hutchison.,2000,m,,5.420524273107695
uiuo.ark:/13960/t25b0gq8d,"Gaskell, Philip.",A lion among the ladies,1888,m,,5.416971371306302
uc1.$b101840,"Golding, Louis,",The loving brothers / | $c: by Louis Golding.,1952,m,mixed,5.413965323552103
mdp.39015048881596,"Salisbury, Ray.",Birds of the air : | a novel / | $c: by Ray Salisbury.,1988,m,,5.412217694859167
uiuo.ark:/13960/t89g5zk35,"Clarke, Cecil.",Love's loyalty,1890,m,high_female,5.41145062953209
uc2.ark:/13960/t3416vn3s,,The white house at St. Réal,1863,u,,5.411138287050064
uiuo.ark:/13960/t3514q38x,"Holstein, Anthony Frederick,",The miseries of an heiress,1810,m,,5.409791723018664
mdp.39015019120941,"Lady, (Ethel Stefana), Drower, E. S.","Folk-tales of Iraq, | $c: set down and translated from the vernacular by E. S. Stevens.  With an introduction by Sir Arnold Wilson.",1931,f,,5.406449121452018
uc1.$b300999,"Graeme, Bruce,","The coming of the Carew; | a fantasy in crime, | $c: by Bruce Graham [pseud.]",1945,m,high_male,5.40341928372274
uiuo.ark:/13960/t7zk6026b,"Sewell, Elizabeth Missing,",Margaret Percival,1847,f,high_female,5.402517573189106
nyp.33433074875406,"Lancaster, G. B.,",A spur to smite,1905,f,,5.39568345323741
mdp.39015049478863,"Lessing, Doris May,",The diaries of Jane Somers / | $c: by Doris Lessing.,1984,f,high_female,5.394593787087833
