htid,author,title,year,authgender,female_category,park
nyp.33433074937156,"Beazley, Samuel,",The Oxonians,1830,m,high_female,0.0
nyp.33433074932389,"Banim, John,",The Anglo-Irish of the nineteenth century,1828,m,,0.0
mdp.39015070528594,"Donatti, Arthur Louis.","The orphan of Novogorod, an Illyrian tale",1841,m,high_male,0.0
nyp.33433074923354,"Halse, George.",Agatha,1861,m,,0.0
nyp.33433074929443,"Brebner, Percy James,",Mr. Quixley of the Gate house,1904,m,mixed,0.0
nyp.33433074925748,"Amory, Thomas,","The spirit of Buncle, or, The surprising adventures of that original and extraordinary character John Buncle, Esq",1823,m,,0.0
mdp.39015072207031,"Wallace, Clare Marc.","Thank you, Mr. Freud.",1966,u,,0.0
mdp.39015070772671,"McKay, Malcolm.",Forgotten voices / | $c: Malcolm McKay ; adapted from Forgotten voices of the Great War by Max Arthur.,2007,m,high_male,0.0
nyp.33433074928981,"Bennett, Arnold,",The ghost,1907,m,mixed,0.0
mdp.39015070756112,"Hill, Susan,",The man in the picture : | a ghost story / | $c: Susan Hill.,2007,f,,0.0
nyp.33433074929310,"Brebner, Percy James,",The crucible of circumstance,1906,m,,0.0
nyp.33433074929385,"Bramston, Mary,",Espérance,1870,f,high_male,0.0
mdp.39015070739571,"Bennett, Ronan.",Zugzwang / | $c: Ronan Bennett.,2007,m,,0.0
mdp.39015070684983,"Okri, Ben.",Starbook : | a magical tale of love and regeneration / | $c: Ben Okri.,2007,m,high_male,0.0
mdp.39015070739381,"Weldon, Fay.",The spa decameron / | $c: Fay Weldon.,2007,f,high_female,0.0
mdp.39015070685618,"Gregorio, Michael.",Days of atonement / | $c: Michael Gregorio.,2007,m,,0.0
nyp.33433074930474,"Birt, Archibald.",Castle Czvargas,1899,m,,0.0
nyp.33433074930490,"Brodie-Innes, J. W.",Morag the seal,1908,u,high_male,0.0
nyp.33433074930565,"Brougham and Vaux, Henry Brougham,",Albert Lunel;,1844,m,,0.0
nyp.33433074930573,"Brougham and Vaux, Henry Brougham,",Albert Lunel;,1844,m,,0.0
nyp.33433074930581,"Brougham and Vaux, Henry Brougham,",Albert Lunel;,1844,m,,0.0
nyp.33433074911300,"Summersett, Henry.","Martyn of Fenrose; or, The wizard and the sword",1801,m,mixed,0.0
nyp.33433074911227,,My lady,1862,u,high_female,0.0
nyp.33433074911045,"Murray, Charles Augustus,",The prairie-bird,1844,m,,0.0
mdp.39015073480538,"Henty, G. A.",The young colonists,1885,m,high_male,0.0
nyp.33433074880380,"Marryat, Frederick,",The privateer's-man one hundred years ago,1846,m,,0.0
mdp.39015073486428,"Henty, G. A.",A final reckoning,1887,m,,0.0
mdp.39015073484308,"Henty, G. A.",Orange and green,1888,m,high_male,0.0
mdp.39015073483847,"Henty, G. A.",The lion of St. Mark,1889,m,high_male,0.0
mdp.39015073480769,"Henty, G. A.",A woman of the Commune,1896,m,,0.0
nyp.33433074890439,"Mee, Huen,",The jewel of death,1905,u,,0.0
nyp.33433074891254,"Keith Fraser, Aylmer.",A garden of spices,1913,u,,0.0
nyp.33433074892609,"Mason, E. M.",Panacea,1897,f,high_female,0.0
nyp.33433074879838,"De Longueville, Thomas,",The prigment;,1892,m,high_male,0.0
mdp.39015073480447,"Henty, G. A.",When London burned,1895,m,high_male,0.0
nyp.33433074892765,"Masefield, John,",A mainsail haul,1905,m,high_male,0.0
mdp.39015073480157,"Henty, G. A.",With Frederick the Great,1898,m,high_male,0.0
nyp.33433074893276,"Gordon, John.",A short history of the adventures of a London reviewer,1824,m,high_male,0.0
nyp.33433074893326,"Masefield, John,",Captain Margaret;,1908,m,,0.0
nyp.33433074893383,"Mathew, Frank James,",The Spanish wine,1898,m,,0.0
nyp.33433074893490,"Mathew, Frank James,",The wood of the brambles,1896,m,high_male,0.0
nyp.33433074880372,"Marryat, Frederick,",The privateer's-man one hundred years ago,1846,m,,0.0
nyp.33433074879507,"Locke, William John,",Idols,1899,m,high_female,0.0
nyp.33433074911037,"Murray, Charles Augustus,",The prairie-bird,1844,m,,0.0
mdp.39015073661368,"Rush, Christopher,",Hellfire and herring : | a childhood remembered / | $c: Christopher Rush.,2007,m,mixed,0.0
nyp.33433074877659,"Leverson, Ada.",The twelfth hour,1907,f,mixed,0.0
nyp.33433074877857,"Leathes, Matilda.",Soimême;,1869,f,high_female,0.0
nyp.33433074877931,"Leeds, Virginia Niles.",The daughter of a hundred millions,1897,f,,0.0
nyp.33433074877980,"Lefroy, Ella Napier.",The man's cause,1899,f,high_female,0.0
nyp.33433074878020,"Le Gallienne, Richard,",The book-bills of Narcissus,1895,m,,0.0
nyp.33433074878178,"Leighton, Robert,",Olaf the Glorious;,1894,m,high_male,0.0
mdp.39015073668751,"Dunmore, Helen,",Counting the stars / | $c: Helen Dunmore.,2008,f,,0.0
nyp.33433074878376,"Le Poer, John Patrick.",A modern legionary,1904,m,high_female,0.0
nyp.33433074879234,"Lymburner, A. L.",The fall of the Nan Soung;,1846,u,,0.0
mdp.39015073653977,,The ends of the Earth : | an anthology of the finest writing about the Arctic and the Antarctic.,2007,u,,0.0
mdp.39015073624796,"Smalley, Peter.",The Hawk : | a sea story / | $c: Peter Smalley.,2008,m,high_male,0.0
mdp.39015073496062,"Neukrantz, Klaus,",Barricades in Berlin / | $c: Klaus Neukrantz.,1932,u,,0.0
nyp.33433074878871,"Lover, Samuel,",Legends and stories of Ireland,1837,m,high_male,0.0
mdp.39015073486592,"Henty, G. A.",The curse of Carne's Hold,1895,m,mixed,0.0
nyp.33433074879150,"Lynch, Theodora Elizabeth,",Years ago: a tale of West Indian domestic life of the eighteenth century,1865,f,mixed,0.0
nyp.33433074879218,"Lymburner, A. L.",The fall of the Nan Soung;,1846,u,,0.0
nyp.33433074893698,"McCarthy, Michael J. F.","Gallowglass, or, life in the land of the priests",1904,m,mixed,0.0
nyp.33433074895065,"Marshall, Emma,",In the choir of Westminister abbey,1897,f,mixed,0.0
mdp.39015073480025,"Henty, G. A.",Through the fray,1886,m,,0.0
nyp.33433074902796,"Macquoid, Katharine S.",The story of Lois,1898,f,high_female,0.0
mdp.39015073478763,"Henty, G. A.",Colonel Thorndyke's secret,1898,m,,0.0
nyp.33433074902127,"Mitton, G. E.",The opportunist,1902,f,,0.0
mdp.39015073429238,"Henty, G. A.",In the reign of terror,1888,m,mixed,0.0
nyp.33433074902390,"Molloy, J. Fitzgerald",A modern magician,1887,m,,0.0
nyp.33433074902408,"Molloy, J. Fitzgerald",A modern magician,1887,m,,0.0
mdp.39015073429212,"Henty, G. A.",In the heart of the Rockies,1895,m,high_male,0.0
nyp.33433074902697,"Macmillan, Malcolm Kingsley.",Dagonet the jester,1886,m,,0.0
nyp.33433074902929,"Maitland, Agnes C.",Elsie,1875,f,high_female,0.0
nyp.33433074895115,"Marshall, Emma,",Under the dome of St. Paul's;,1898,f,mixed,0.0
nyp.33433074904826,"Montrésor, F. F.",Worth while,1896,u,high_female,0.0
mdp.39015073428784,"Henty, G. A.",In freedom's cause,1885,m,high_male,0.0
nyp.33433074909635,,No rose without a thorn and other tales,1886,f,,0.0
nyp.33433074909916,"Defoe, Daniel,",Memoirs of a cavalier,1809,m,high_male,0.0
nyp.33433074909924,"Defoe, Daniel,",Memoirs of a cavalier,1809,m,high_male,0.0
mdp.39015073390174,"Martínez Ortas, Francisco,",Fifty centimos / | $c: F.M. Ortas ; [translated from the Spanish by Christopher Martin].,1963,m,high_male,0.0
nyp.33433074911029,"Murray, Charles Augustus,",The prairie-bird,1844,m,,0.0
nyp.33433074902093,"Mitford, Bertram,",The induna's wife,1898,m,high_male,0.0
nyp.33433074902069,"Mitchell, Edmund,",Only a nigger,1901,m,high_female,0.0
mdp.39015073478789,"Henty, G. A.",Captain Bayley's heir,1889,m,high_male,0.0
mdp.39015073478862,"Henty, G. A.",By sheer pluck,1884,m,high_male,0.0
nyp.33433074895420,"Manning, Anne,",Selvaggio,1865,f,,0.0
nyp.33433074895438,"Manning, Anne,",A noble purpose nobly won,1862,f,,0.0
nyp.33433074895511,"Manning, Anne,",A noble purpose nobly won,1862,f,,0.0
nyp.33433074895800,"Marriott, Charles,",Mrs. Alemere's elopement,1905,m,,0.0
nyp.33433074895818,"Markham, Clements R.",The paladins of Edwin the Great,1908,u,,0.0
nyp.33433074895834,"Marks, Mary A. M.",A great treason;,1883,f,mixed,0.0
nyp.33433074895842,"Marks, Mary A. M.",A great treason;,1883,f,mixed,0.0
nyp.33433074895859,,"Marly, or, A planter's life in Jamaica",1828,u,high_male,0.0
nyp.33433074895891,"Manning, Anne,",The chronicle of Ethelfled,1861,f,,0.0
nyp.33433074895933,"Martineau, Harriet,",Dawn island,1845,f,high_male,0.0
nyp.33433074897038,"Merrick, Leonard,",The man who was good,1892,m,high_female,0.0
mdp.39015073479712,"Henty, G. A.",Under Drake's flag,1883,m,high_male,0.0
nyp.33433074898838,"Manning, Anne,",The duchess of Trajetto,1863,f,,0.0
nyp.33433074898986,"Manning, Anne,",Helen and Olga,1857,f,high_female,0.0
nyp.33433074899000,"Manning, Anne,","The colloquies of Edward Osborne, citizen and clothworker, of London",1860,f,,0.0
mdp.39015070493963,"Richardson, Samuel,",The works of Samuel Richardson,1883,m,mixed,0.0
mdp.39015070470094,"Mitchell, William,","The quality of life, | $c: by Sir W. Mitchell.",1935,m,high_male,0.0
nyp.33433074937347,"Bateman, May Geraldine Frances.",The altar of life,1901,f,,0.0
mdp.39015066835789,"Stead, C. K. (Christian Karlson),",My name was Judas / | $c: C.K. Stead.,2006,m,high_male,0.0
mdp.39015066843403,"Crace, Jim.",The pesthouse / | $c: Jim Crace.,2007,m,high_female,0.0
nyp.33433074964770,"Banim, John,",Tales,1825,m,,0.0
nyp.33433074964952,"O'Keeffe, Adelaide,","Zenobia, queen of Palmyra;",1814,f,high_female,0.0
nyp.33433074964960,"O'Keeffe, Adelaide,","Zenobia, queen of Palmyra;",1814,f,high_female,0.0
nyp.33433074967070,"Ede, Charles.",Warm hearts in cold regions,1862,m,high_male,0.0
mdp.39015066843254,"Keneally, Thomas.",The widow and her hero / | $c: Thomas Keneally.,2007,m,,0.0
nyp.33433074970611,"Charlton, Randal.",Mave,1906,u,,0.0
nyp.33433074970652,"Chatelain, Clara de,",Truly noble,1870,f,high_male,0.0
mdp.39015066843544,"Bucknell, Katherine.",What you will / | $c: Katherine Bucknell.,2007,f,high_female,0.0
mdp.39015066824171,"McCall Smith, Alexander,",The good husband of Zebra Drive / | $c: Alexander McCall Smith.,2007,m,high_male,0.0
nyp.33433074970736,,Chronicles of St. Mary's,1868,u,high_female,0.0
nyp.33433074970793,"Church, Alfred John,",Three Greek children;,1889,m,high_male,0.0
nyp.33433074971403,"Merrick, Leonard,",The actor-manager,1898,m,mixed,0.0
mdp.39015066824023,"Mercurio, Jed.",Ascent / | $c: Jed Mercurio.,2007,m,high_male,0.0
mdp.39015066796650,"Lawson, Mary,",The other side of the bridge / | $c: Mary Lawson,2006,f,high_male,0.0
nyp.33433075723415,"Watson,","Rosamund, countess of Clarenstein",1812,f,,0.0
nyp.33433074964754,"Banim, John,",Tales,1825,m,,0.0
nyp.33433074964325,"Norris, W. E.",Thirlby hall,1883,f,,0.0
mdp.39015067084593,"Service, Robert W.",The pretender,1915,m,high_female,0.0
mdp.39015066973192,"Stancu, Zaharia.",A gamble with death: | $c: a novel transisted from the Romanian by Richard A. Hillard.,1969,u,,0.0
nyp.33433074955018,"Lathom, Francis,",Men and manners,1800,m,,0.0
nyp.33433074955026,"Lathom, Francis,",Men and manners,1800,m,,0.0
nyp.33433074955034,"Lathom, Francis,",Men and manners,1800,m,,0.0
mdp.39015067068505,"Riley, W. (William),",The garden of delight / | $c: by W. Riley.,1924,m,mixed,0.0
mdp.39015066998314,"Wade, Aubrey.","The war of the guns; | western front, 1917 & 1918, | $c: by Aubrey Wade; with an introduction by Edmund Blunden; illustrated from photographs.",1936,m,high_male,0.0
nyp.33433074955489,"Banim, John,",Tales by the O'Hara family,1826,m,mixed,0.0
nyp.33433074955497,"Banim, John,",Tales by the O'Hara family,1826,m,mixed,0.0
mdp.39015066901128,"McCullough, Colleen,",Antony and Cleopatra / | $c: Colleen McCullough.,2007,f,mixed,0.0
mdp.39015066872378,"Mīr Amman Dihlavī,",A tale of four dervishes / | $c: Mir Amman ; translated from the Urdu with an introduction by Mohammed Zakir.,2006,u,high_male,0.0
mdp.39015066900732,"Follett, Ken.",WORLD WITHOUT END.,2007,m,,0.0
nyp.33433074959812,"De Quincey, Thomas,",Klosterheim,1832,m,high_female,0.0
nyp.33433074961578,"Onions, Oliver,",Back o' the moon and other stories,1906,m,,0.0
nyp.33433074961586,"Onions, Oliver,",The drakestone,1906,m,,0.0
nyp.33433074963764,"De Iongh, Anna M.",Mossdale;,1872,f,high_female,0.0
mdp.39015066897003,"Reynolds, Alastair,",Galactic North / | $c: Alastair Reynolds.,2006,m,,0.0
nyp.33433074964200,"Norris, Hugh Leigh.",Rice papers,1905,m,high_male,0.0
mdp.39015066740237,"Raban, Jonathan",Surveillance / | $c: Jonathan Raban,2006,m,high_female,0.0
nyp.33433075727036,"Findlater, Mary,",A blind bird's nest,1907,f,high_female,0.0
nyp.33433075727093,"Fenton,",Memoirs of an old wig,1815,m,high_male,0.0
nyp.33433075746887,"Sharp, William,",The mountain lovers,1895,m,high_male,0.0
nyp.33433075744254,"Sherard, Robert Harborough,",After the fault;,1906,m,high_female,0.0
mdp.39015066639884,"Bacchelli, Riccardo,",Nothing new under the sun.,1955,m,,0.0
nyp.33433075744494,"Scott, Walter,","Woodstock ; or, The cavalier",1826,m,,0.0
mdp.39015066634745,"Sanzara, Rahel.","The lost child, | $c: by Rahel Sanzara, translated from the German by Winifred Katzin.",1929,f,,0.0
nyp.33433075746341,"Sheppard, W. J.",The tenderfoot,1906,u,,0.0
mdp.39015066619993,"Maraini, Dacia.",The holiday: | a novel;,1966,f,,0.0
mdp.39015066619159,"Ongaro, Alberto,",Excelsior; | $c: translated from the Italian by Giles Cremonesi.,1967,m,,0.0
nyp.33433075747158,,Sephora;,1826,u,mixed,0.0
mdp.39015066706600,"Gascar, Pierre,",The coral barrier.,1961,m,mixed,0.0
nyp.33433075747166,,Sephora;,1826,u,mixed,0.0
nyp.33433075748859,"Orme, Joseph.",The adventures of Gulliver Redivivus,1881,m,high_male,0.0
mdp.39015066608921,"Biert, Cla,","Only a game, | and other stories; | $c: translated from the German by Alan Brown.",1969,u,,0.0
nyp.33433075749261,"Oscar, W. N.",The cruise of the Golden Wave,1899,u,,0.0
nyp.33433075749279,"O'Shea, John Augustus,",Mated from the morgue,1889,m,,0.0
mdp.39015066607188,"Preti, Luigi,","Through the Fascist fire; | $c: translated from the Italian Giovinezza, giovinezza by Isabel Quigly.",1968,m,,0.0
nyp.33433075750970,"Smith, Herbert Greenough,",Castle Sombras;,1895,m,high_female,0.0
mdp.39015066643159,"Simenon, Georges,","The window over the way, | $c: translated from the French by Geoffrey Sainsbury.",1951,m,,0.0
mdp.39015066648877,"Mauriac, François,",The river of fire | (Le fleuve de feu) | $c: Translated by Gerard Hopkins.,1954,m,,0.0
nyp.33433075743074,"Scott, Walter,",Guy Mannering;,1815,m,mixed,0.0
nyp.33433075743066,"Scott, Walter,",Guy Mannering;,1815,m,mixed,0.0
nyp.33433075727366,"Ferrer, Max.",Robert Mornay,1859,m,,0.0
nyp.33433075727382,"Fitzgerald, Percy Hetherington,",Never forgotten,1865,m,mixed,0.0
nyp.33433075727390,"Fitzgerald, Percy Hetherington,",Never forgotten,1865,m,mixed,0.0
nyp.33433075727481,"Fitzpatrick, Thomas,",The king of Claddagh,1899,m,high_male,0.0
nyp.33433075727499,"Fitz-Maurice, Gabrielle.",Mrs. Fitz-Maurice on leave,1908,u,high_female,0.0
mdp.39015066706105,"Forton, Jean.",The better part of valour. | $c: Translated from the French by Alan and Ann-Yvette Stewart.,1963,f,,0.0
nyp.33433075728547,"Fletcher, J. S.",The making of Matthias,1898,m,high_male,0.0
mdp.39015066698674,"Munonye, John,",A wreath for the maidens. -,1973,m,mixed,0.0
nyp.33433075729800,"Edgeworth, Maria,",Leonora,1806,f,high_female,0.0
mdp.39015066688709,"Kirst, Hans Hellmut,",The wolves / | $c: Hans Hellmut Kirst ; Translated from the German by J. Maxwell Brownjohn.,1970,m,high_male,0.0
nyp.33433075735807,"Auerbach, Berthold,","Christian Gellert, and other sketches",1858,m,,0.0
mdp.39015066681530,"Bramah, Ernest,",The celestial omnibus | $c: [by] Ernest Bramah. With an introd. by John Connell.,1963,m,high_male,0.0
mdp.39015066681464,"Sellassie, Berhane Mariam Sahle,",Warrior king / | $c: Sahle Sellassie.,1974,f,high_male,0.0
nyp.33433075741136,"Phillips, Alfred R.","Thundersleigh; or, The knight's quest",1888,m,high_male,0.0
mdp.39015066648919,"Mauriac, François,",The little misery (Le sagouin),1952,m,,0.0
nyp.33433074954987,"Cullen, Margaret.",Home,1802,f,high_female,0.0
mdp.39015067084635,"Sedley, Charles,",Asmodeus;,1808,m,high_male,0.0
nyp.33433074937370,"Baynton, Barbara.",Bush studies,1902,f,mixed,0.0
mdp.39015068808537,"ʻOsmān, Akram,","Real men keep their word : | tales from Kabul, Afghanistan : a selection of Akram Osman's Dari short stories / | $c: translated by Arley Loewen.",2005,u,high_male,0.0
mdp.39015069302696,"Buckingham, Will.",Cargo fever / | $c: Will Buckingham.,2007,m,,0.0
mdp.39015069200395,,Wicked Victorians: | an anthology of clandestine literature of the nineteenth century; | $c: compiled and edited by Gordon Grimley.,1970,u,high_female,0.0
mdp.39015069171539,"Brazil, Angela,",Queen of the dormitory : | and other stories / | $c: by Angela Brazil.,1926,f,high_female,0.0
nyp.33433074943725,"Austen, Jane,",The novels of Jane Austen,1892,f,,0.0
nyp.33433074943733,"Austen, Jane,",The novels of Jane Austen,1892,f,high_female,0.0
mdp.39015069157546,,The wizards' den : | spellbinding stories of magic and magicians / | $c: edited by Peter Haining.,2001,u,mixed,0.0
nyp.33433074944293,"Cox, George Valentine,",Jeannette Isabelle,1837,m,,0.0
mdp.39015068649048,"Hartley, Edward R.",Rounds with the socialists,1914,m,high_male,0.0
nyp.33433074942842,"Conyers, Dorothea,","The boy, some horses and a girl;",1905,f,mixed,0.0
nyp.33433074944400,"Coulton, G. G.",Friar's lantern,1906,u,,0.0
nyp.33433074944418,"Cowper, Frank,","Jack-all-alone, his cruises",1897,m,high_male,0.0
nyp.33433074944657,"Corkran, Alice,",Bessie Lang,1876,f,,0.0
mdp.39015068635419,"Pitcairn, Frank.",Reporter in Spain / | $c: Frank Pitcairn ; with introd. by Ralph Bates.,1936,m,high_male,0.0
nyp.33433074945837,"Clegg, Thomas Bailey.",The love child,1906,m,mixed,0.0
nyp.33433074945902,"Aïdé, Hamilton,",Carr of Carrlyon,1862,m,,0.0
mdp.39015068634875,"(Feliks I͡Akovlevich), Kon, F. I͡A.","Escape from the gallows, | $c: by Felix Kohn.",1930,u,mixed,0.0
mdp.39015069313578,"Woodward, Gerard,",A curious Earth / | $c: Gerard Woodward.,2007,m,,0.0
