htid,author,title,year,authgender,female_category,streets
nyp.33433074852694,"Ainsworth, William Harrison,", Effects  and adventures of Raby Rattler,1845,m,,22.981755040026556
mdp.39015030138427,"Schumacher, Heinrich Vollrat,",Nelson's last love.,1929,u,,22.97888404690975
wu.89035590355,"Carling, Finn,",Under the evening sky / | $c: Finn Carling ; translated from the Norwegian and with a foreword by Louis A. Muinzer.,1990,u,high_male,22.978421173570638
inu.39000002330764,"Braddon, M. E.",Vixen,1879,f,high_female,22.97669892414986
umn.319510020674797,"D'Oyley, Elizabeth.",The mired horse.,1951,f,,22.975910641381383
uc1.b4949063,"White, Terence De Vere.",Johnnie Cross : | a novel / | $c: by Terence de Vere White.,1983,m,,22.97582942744233
mdp.39015033179758,"Vercors,",Freedom in December | $c: [by] Vercors. Translated from the French by Rita Barisse.,1961,u,mixed,22.971343249296503
nnc1.0043378170,"Maturin, Charles Robert,",The Milesian chief. A romance,1812,m,,22.9668002143568
mdp.39015070685311,"Watson, Mark,",A light-hearted look at murder / | $c: Mark Watson.,2007,m,,22.966574800367464
uc2.ark:/13960/t9f47rv90,"MacBride, MacKenzie.",King Penda's captain,1908,u,,22.965763346641697
uc2.ark:/13960/t8ff3qk5c,"Hill, Thomas,",Marmion travestied,1809,m,,22.96474911011597
uc1.$b120030,"Anand, Mulk Raj,",Private life of an Indian prince; | a novel.,1953,m,,22.962591850367403
mdp.39015056191052,"Gough, Julian.",Juno and Juliet / | $c: Julian Gough.,2001,m,,22.958316879872903
nyp.33433082290952,"Yonge, Charlotte M.","P's and q's, or, The question of putting upon",1873,f,high_female,22.952787880928
mdp.39015081739289,"Gladwell, Adèle Olivia.",Bridal gown shrowd : | fiction & essays / | $c: by Adele Olivia Gladwell.,1992,f,high_female,22.951221004957464
uiuo.ark:/13960/t3cz3gr8b,,"Bellegarde, the adopted Indian boy",1832,u,,22.951045420118888
uc2.ark:/13960/t27947r1c,"McKenna, Stephen,",Soliloquy;,1922,m,,22.9502952242522
uc1.$b242789,"Farrell, M. J.,",Treasure hunt / | $c: M.J. Farrell.,1952,u,high_female,22.94209415435441
nyp.33433082284260,"Reid, Mayne,",The English family Robinson,1852,m,,22.93535898423882
uc2.ark:/13960/t3gx4k019,"Fortescue-Brickdale, Eleanor.",Eleanor Fortesque Brickdale's Golden book of famous women,1919,f,high_female,22.931954636424283
njp.32101067193985,Cuchulain.,Cuchulain of Muirthemme,1907,u,mixed,22.93006983844128
uiuo.ark:/13960/t56d67b76,,"A Country curate's autobiography, or, Passages of a life without a living",1836,u,mixed,22.927737167210637
uiuo.ark:/13960/t1gj01z3b,"Braddon, M. E.",The lady's mile,1866,f,high_female,22.926906157307236
inu.39000002909047,"A. L. O. E.,",The crown of success,1878,f,high_male,22.922198238811102
uc1.b3123791,"Kavanagh, Julia,",Grace Lee,1855,f,,22.920359391235255
uc1.b3290866,"(Goodwin, William)",Cloudesley,1830,m,high_male,22.918099047857158
uiuo.ark:/13960/t9k36fx9p,"Wilbraham, Frances M.",For and against,1858,f,mixed,22.91501964962935
mdp.39015031232187,"Egbuna, Obi B.",The Minister's daughter / | $c: Obi B. Egbuna.,1975,u,high_female,22.90950744558992
uc1.b3324616,One of themselves.,"A life-long story, or, Am I my sister's keeper?",1859,u,high_female,22.905134567665584
uc2.ark:/13960/t55d8wf1z,"Werner, Alice,",The humour of Holland,1908,f,,22.903942254303164
mdp.39015063617446,"Hook, James,",Percy Mallory,1824,m,,22.901637467078896
uc2.ark:/13960/t5gb1zf4p,"Kingston, William Henry Giles,",Old Jack,1859,m,high_male,22.901013097198444
uiuo.ark:/13960/t0sq98b2b,"Gore,",Preferment;,1840,f,mixed,22.895644921255336
uc1.32106019365110,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,,22.88994883787111
mdp.39015054151496,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,,22.888957624497372
nyp.33433074943634,"Austen, Jane,",Pride and prejudice,1853,f,high_female,22.88789785061832
mdp.39015030354388,"Gobineau, Marcel,",Stephanie / | $c: Marceline Gobineau ; translated from the French by Jocasta Innes.,1974,u,high_female,22.884889008288308
hvd.hwkcjs,"Gore,","Cecil, or, The adventures of a coxcomb",1841,f,,22.883669232906716
uiuo.ark:/13960/t8v98q09x,"Monro, Theodore Russell.",County versus counter,1878,m,,22.880677268047133
uc2.ark:/13960/t5w66c981,"Fenn, George Manville,",Yussuf the guide,1887,m,high_male,22.877553430157043
uiuo.ark:/13960/t04x5xn0x,"Pickering, Ellen,",The heiress,1833,f,,22.871725731895225
uc1.32106013199671,"Kadare, Ismail",The pyramid / | $c: Ismail Kadare ; translated by David Bellos from the French version of the Albanian by Jusuf Vrioni,1996,m,,22.8656952210697
mdp.39015049026852,"Baroness. Jenssen, Carla","I spy; | the true story of a woman secret service agent, | $c: by Baroness Carla Jenssen.",1930,f,high_male,22.865635807585676
hvd.hnncag,"Egan, Pierce,",Paul Jones,1842,m,,22.864915253243595
uiuo.ark:/13960/t8jd5g253,"Peart, Emily.",Maude Maynard,1876,f,mixed,22.86162186877429
mdp.39015053127695,"Wright, S. Fowler (Sydney Fowler),",The siege of Malta / | $c: by S. Fowler Wright ; founded on an unfinished romance by Sir Walter Scott.,1942,u,mixed,22.86033604693989
uiuo.ark:/13960/t86h5610v,"Roche, Regina Maria,",The tradition of the castle;,1824,f,mixed,22.859755400617214
njp.32101068970126,"Jennings, Louis J.",The millionaire,1883,m,,22.85761782063004
uc1.$b662550,"Tushkan, Georgiĭ.",The hunter of the Pamirs; | a novel of adventure in Soviet Central Asia | $c: [by] Georgi Tushkan. Translated from the Russian by Gerard Shelley.,1944,u,,22.85532578776346
njp.32101064907049,"Roche, Regina Maria,",The maid of the hamlet;,1833,f,,22.85087518851972
uiuo.ark:/13960/t9862vx7d,"Downes, Joseph.",The mountain Decameron,1836,m,mixed,22.850614110254213
uiuo.ark:/13960/t2f771c94,"Yates, Edmund Hodgson,",The rock ahead,1868,m,mixed,22.84334361283796
uc1.$b284292,"Davies, Rhys,","A bed of feathers, | $c: by Rhys Davies; frontispiece wood-engraving by Lionel Ellis.",1929,m,,22.843219371050026
uc1.31822020605192,,The Oxford book of sea stories / | $c: selected by Tony Tanner,1994,u,,22.842146189735615
inu.30000103165225,,More stories from the Arabian nights / | $c: as translated from the Arabic by Sir Richard Burton ; edited and arranged with an introduction by Julian Franklyn and a glossary by Eric Partridge ; illustrated by McDonald Sinclair.,1957,u,,22.842082143641555
uiuo.ark:/13960/t5v70147x,"James, G. P. R.",The string of pearls,1832,m,high_male,22.839108859497955
uc1.32106007169680,"Lodge, David,",How far can you go? / | $c: David Lodge.,1980,m,,22.830248322854835
nyp.33433074964325,"Norris, W. E.",Thirlby hall,1883,f,,22.82649014180957
mdp.39015031234621,"Hartley, L. P. (Leslie Poles),","Mrs. Carteret receives, | and other stories | $c: [by] L.P. Hartley.",1971,m,mixed,22.824796859307952
uiuo.ark:/13960/t39z9hj0v,"Drury, Anna H.",Deep waters,1863,f,high_female,22.818179377734825
njp.32101063877318,Moira.,Philip Graham,1884,u,,22.81681142665916
mdp.39015050470510,"Fine, Anne,",All bones and lies / | $c: Anne Fine.,2001,f,,22.81597117982588
wu.89057817041,"Lindgren, Torgny,","In praise of truth : | the personal account of Theodore Marklund, picture-framer / | $c: Torgny Lindgren ; translated from the Swedish by Tom Geddes.",1994,u,high_female,22.810766681873844
uc1.b2834851,"Szymański, Leszek,",On the wallaby track.,1967,u,mixed,22.81065257475241
umn.31951002090654w,"Oppenheim, E. Phillips (Edward Phillips),",The man and his kingdom.,1927,m,high_male,22.809971215988703
mdp.39015063942372,"Lyell, William Darling,",The house in Queen Anne square;,1920,m,mixed,22.809698683880384
uc2.ark:/13960/t53f4r152,"Craik, Dinah Maria Mulock,",The head of the family,1852,f,,22.808484756329353
hvd.hn66zt,"Lytton, Edward Bulwer Lytton,",The pilgrims of the Rhine,1834,f,high_female,22.80501710376283
inu.39000001845168,"Ramdoyal, Ramesh Dutt,",Tales from Mauritius / | $c: by Ramesh Ramdoyal ; edited by Rodney Phillips ; cover design and illustrations by Nazal Rosunally.,1979,u,high_male,22.79808496086329
uc2.ark:/13960/t7xk89r6g,"Festing, Gabrielle.",From the land of princes,1904,f,high_male,22.7966990379793
njp.32101068164191,,"The Night watch, or, Tales of the sea",1828,u,,22.794991614699512
pst.000055919845,"Maupin, Armistead.",Tales of the city / | $c: Armistead Maupin.,1978,m,high_female,22.794394561059246
dul1.ark:/13960/t7rn3x266,"Martineau, Harriet,","Five years of youth, or, Sense and sentiment",1831,f,high_female,22.78782779413827
mdp.39015024244553,"Linton, E. Lynn",An octave of friends,1891,f,mixed,22.784844057846698
uva.x002521512,"Thurston, Katherine Cecil,","John Chilcote, M. P",1905,f,high_male,22.78461785132615
hvd.32044010414142,"Niemcewicz, Julian Ursyn,","Levi and Sarah, or, The Jewish lovers",1830,m,mixed,22.78390886436454
mdp.39015030748787,"Haldeman, Charles,",Teagarden's gang.,1971,m,,22.781750827076607
uiuo.ark:/13960/t3126849b,"Gissing, Algernon,",Between two opinions,1893,m,,22.776684957034888
uc1.$b322693,"Baker, George.",The last shore / | $c: by George Baker.,1953,m,,22.774454070057725
uiuo.ark:/13960/t99606r2f,"Westall, William,",Trust-money,1892,m,,22.772991232398375
mdp.39015030376597,"Linton, E. Lynn",The autobiography of Christoper Kirkland,1885,f,,22.772991232398375
mdp.39015065444252,"[Scott, Caroline Lucy,",Trevelyan,1833,f,high_female,22.769102328140715
mdp.39015063947488,,Patrick Welwood,1841,u,high_male,22.76888631684803
dul1.ark:/13960/t9j398q69,"Bury, Charlotte Campbell,",The manœuvring mother,1842,f,high_female,22.76714566955497
uiuo.ark:/13960/t80k31m2f,"Tabor, Eliza.",The blue ribbon,1873,f,high_female,22.766726429323544
njp.32101064632415,"Sidgwick, Frank.",Love and battles,1909,m,mixed,22.761295292789047
uiuo.ark:/13960/t4pk1235x,"Walker, George,",Don Raphael,1803,m,mixed,22.757908373159673
uc1.32106014511114,"Selenić, Slobodan",Premeditated murder / | $c: Slobodan Selenić,1996,u,high_female,22.757392805986534
uiuo.ark:/13960/t2794qs80,,"Mrs. Cleveland, and the St. Clairs, &c",1836,u,,22.75485436893204
uiuo.ark:/13960/t23b6dc59,"Drewry, Edith Stewart.",On dangerous ground,1883,f,,22.753128555176335
nyp.33433040405791,"Balzac, Honoré de,",Seraphita,1897,f,,22.7520192417077
uc2.ark:/13960/t09w0fn3w,"Praed, Campbell,",Madame Izan;,1899,f,,22.75066356102053
dul1.ark:/13960/t0ft99g9v,"Gore,","Stokeshill Place, or, The man of business",1837,f,high_female,22.74536563175253
uc1.l0063384960,"Wren, Percival Christopher,","Father Gregory; or, Lures and failures",1913,m,,22.742779167614284
uiuo.ark:/13960/t2q538762,"Wallace, Ellen.",Margaret Capel,1846,f,high_female,22.73919888053175
uiuo.ark:/13960/t4jm2s41m,"Lewes, George Henry,","Rose, Blanche, and Violet",1848,m,mixed,22.725658689013564
uiuo.ark:/13960/t9w09kn28,,"Macalpine, or, On Scottish ground",1872,u,mixed,22.724455645994297
nyp.33433074861349,"Howard, Mabel,",The undoing of John Brewster,1899,f,high_female,22.72325599010276
uc1.32106017817005,"Cannon, Michael,",A conspiracy of hope / | $c: Michael Cannon,1996,m,mixed,22.71873334323637
mdp.39015049799243,"Evans, Marguerite Florence Jervis Barclay,",The ginger-jar / | $c: by Oliver Sandys [pseud.].,1926,f,high_female,22.71802201754967
nyp.33433022469609,"Wood, Henry,",St. Martins's eve,1885,f,,22.715359077406955
uiuo.ark:/13960/t0dv1sk2m,"Ainsworth, William Harrison,",Hilary St. Ives,1870,m,,22.713194301053065
uiuo.ark:/13960/t6d22mx43,"Hardy, Thomas,",A pair of blue eyes,1873,m,,22.712725320559144
mdp.39015060667444,"Gale, Patrick,",Friendly fire / | $c: Patrick Gale ; illustrations by Aidan Hicks.,2005,m,,22.70306142051309
uc1.$b389720,"De Lisser, Herbert George,",The cup and the lip : | a romance / | $c: by Herbert G. de Lisser.,1956,m,,22.702646922243435
uiuo.ark:/13960/t11n8qr10,"Combermere,",Shattered idols,1865,u,,22.700286372843472
mdp.39015032519541,"Evans, Penelope,",The last girl / | $c: Penelope Evans.,1995,f,high_female,22.698563082267487
mdp.39015039396083,"Von Arnim, Elizabeth,",Elizabeth and her German garden,1899,f,high_female,22.697353488583232
uc1.b3327284,"Whyte-Melville, G. J.",Black but comely,1879,m,,22.696323195642307
uiuo.ark:/13960/t6sx6sx37,"Jeaffreson, John Cordy,",Miriam Copley,1859,m,,22.695587329377815
uiuo.ark:/13960/t4mk6qd0p,"Goulburn, Edward,",Frederick de Montford,1811,m,,22.694606248581586
mdp.39015001600769,"Čapek, Karel,",The absolute at large | $c: [by] Karel Čapek.,1944,u,high_male,22.691540917710746
nyp.33433074951959,"Dallas, Robert Charles,",Aubrey,1804,m,mixed,22.68930096326396
nyp.33433074928981,"Bennett, Arnold,",The ghost,1907,m,mixed,22.686920497139475
mdp.39015064002853,"Bray,",The novels and romances of Anna Eliza Bray,1815,f,,22.68668243471545
uc2.ark:/13960/t44q7sn21,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,,22.684531344900005
inu.32000002425082,"Bowen, Marjorie,",The governor of England,1913,f,,22.683452421458547
inu.30000118485758,"Maddock, Llywelyn W.,","West Country folk tales, | $c: by Llywelyn W. Maddock. Illus. by Harold W. Hailstone.",1965,u,mixed,22.683452421458547
inu.32000013013398,"Trollope, Anthony,",The last chronicle of Barset,1879,m,,22.67618409117798
uc1.$b252102,"Munonye, John,",The only son.,1966,m,high_male,22.6736803918012
uc1.$b119568,"Laski, Audrey Louise,",The Keeper | $c: [by] Audrey Laski.,1968,f,,22.671330483223215
inu.30000054077429,"Wood, Henry,",Edina: a novel,1876,f,mixed,22.663060721894027
uc1.$b144788,"Gálvez, Manuel,","Holy Wednesday, | $c: by Manuel Gálvez; translated from the Spanish by Warre B. Wells.",1934,m,,22.652336966097003
uiuo.ark:/13960/t0ks6zj9c,"Bothmer, Marie,",Aut Caesar aut nihil,1883,f,high_female,22.651339260433772
uiuo.ark:/13960/t21c2nd9s,"Warburton, Eliot,",Reginald Hastings,1850,m,,22.64364562694594
mdp.39015063749637,"Crawford, F. Marion",An American politician,1884,m,mixed,22.641198748559198
njp.32101009810746,"Smollett, T.",[Smollett's novels],1894,m,high_male,22.636506216954743
mdp.39015002998337,,Contemporary Chinese short stories / | $c: edited and translated by Yuan Chia-hua and Robert Payne.,1946,u,,22.63577422432052
uc1.$b243680,"Mortimer, Penelope,",The pumpkin eater.,1962,f,,22.635017881664126
uiuo.ark:/13960/t52f8b94d,"Ponsonby, Emily,",Mary Lyndsay,1863,f,high_female,22.633744855967077
uc2.ark:/13960/t71v5d269,"Smedley, Frank E.","The fortunes of the Colville family, or, A cloud and its silver lining",1886,m,mixed,22.631630456057938
inu.30000110618182,"King, Sophie.",The wedding party / | $c: Sophie King.,2009,f,high_female,22.622912730585565
uc1.b3346516,"Courtier, S. H. (Sidney Hobson)",Death in dream time.,1959,m,,22.619636672085953
uc1.b3871533,"Smart, Hawley,",The great tontine,1882,m,,22.619381660548935
uiuo.ark:/13960/t6pz5gf19,"Blessington, Marguerite,","Strathern, or, Life at home and abroad",1845,f,,22.618778347876813
uiuo.ark:/13960/t3zs3838w,"Lytton, Rosina Bulwer Lytton,",The peer's daughters,1849,f,,22.61620303450446
uiuo.ark:/13960/t6640711h,,The actress of the present day,1817,u,high_female,22.6145025474572
nyp.33433082225610,"Smollett, T.",The works of Tobias Smollett,1895,m,high_male,22.613757029928816
uc2.ark:/13960/t7cr5pp96,"Villamaria,",Fairy circles,1877,f,mixed,22.611900643308573
mdp.39015029990739,"Liezi,","Ch'ung-hu-ch'en ching, or, The treatise of the transcedent master of the void / | $c: translated by Léon Wieger ; English edition by Derek Bryce.",1992,u,high_male,22.611644997173546
mdp.39015063512498,"Cooke, W. Bourne.",Madam Domino,1907,u,high_male,22.608875867851122
uc2.ark:/13960/t41r6ss59,"Gray, M. C.",Lisette's venture,1874,u,high_female,22.607284865087703
mdp.39015007058111,"Pym, Barbara.",Excellent women / | $c: Barbara Pym.,1977,f,high_female,22.60583641594739
mdp.39015014854155,"(John Lighton), Synge, J. L.",Kandelman's Krim : | a realistic fantasy / | $c: by J.L. Synge.,1957,u,high_male,22.603049356840504
uiuo.ark:/13960/t1gj02d04,"Noel, Augusta,",From generation to generation,1879,f,,22.60159416577516
mdp.39015059427891,"Wood, James.",The rain islands.,1957,m,,22.600751772374743
uc1.$b164281,"Feuchtwanger, Lion,","Odysseus and the swine, | and other stories.",1949,m,,22.59856964347433
uc2.ark:/13960/t8sb40745,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,high_male,22.595040388634693
uc1.b3885939,"Johnson, Pamela Hansford,",An error of judgement.,1962,f,high_female,22.592548762251077
mdp.39015030756574,"Longrigg, Roger,",The babe in the wood / | $c: [by] Roger Longrigg.,1976,m,,22.59240292797542
njp.32101068169448,"Fullerton, Georgiana,",Grantley Manor,1847,f,high_female,22.59078672414767
uc2.ark:/13960/t01z46j2w,"Dane, Clemence.",Legend,1919,f,high_female,22.58667637057207
mdp.39015024252606,"Reinhard, John Revell,",Mediaeval pageant.,1935,m,high_male,22.581270862343995
uc1.$b176799,"Ceccherini, Silvano.",The transfer (La traduzione);,1966,m,,22.580338467389236
uc2.ark:/13960/t0vq2tk41,"Wordboise, Emma Jane.",Lady Clarissa,1800,f,high_female,22.576671564880204
mdp.39015008468418,"Brink, André P. (André Philippus),",An instant in the wind / | $c: [by] André Brink.,1976,u,,22.575183423365313
njp.32101064787342,"Batten, Harry Mortimer,",Romances of the wild,1922,m,,22.56540441435724
mdp.39015014275328,"Cunliffe, Tom,",Topsail & battleaxe : | a voyage in the wake of the Vikings / | $c: Tom Cunliffe.,1988,m,high_male,22.56515689052138
mdp.39015066047369,"Cook, Hugh,",The walrus and the warwolf / | $c: Hugh Cook.,1992,m,high_male,22.562706969446623
hvd.hwadan,"Scott, Walter,",The Waverley novels,1829,m,high_male,22.558529576193887
uc1.b3322559,"Grey, Elizabeth Caroline.",The trials of life,1829,f,high_female,22.558426324179624
uc1.b3325546,"Marks, Mary A. M.",The locket,1889,f,mixed,22.558087074216107
mdp.39015000625015,"Knox, Ronald Arbuthnott,","Other eyes than ours, | $c: by Ronald A.Knox.",1926,m,mixed,22.555692658785443
uc1.32106018258431,"Endō, Shūsaku,",The sea and poison : | a novel / | $c: translated from the Japanese by Michael Gallagher,1995,u,,22.554956017835764
uiuo.ark:/13960/t89g5zk35,"Clarke, Cecil.",Love's loyalty,1890,m,high_female,22.547710956383707
mdp.39015035331308,"Endō, Shūsaku,",The sea and poison: | a novel; | $c: translated from the Japanese by Michael Gallagher.,1972,m,,22.54713217822641
mdp.39015020212307,"Burrows, E.",The triumphs of steam;,1859,f,high_male,22.537451942198064
njp.32101068598620,"Gissing, George,",The odd women,1893,m,high_female,22.536318143469668
inu.30000110594508,"Stovell, Sarah.",Mothernight / | $c: Sarah Stovell.,2008,f,high_female,22.531826204513877
uc1.b3862830,"Stevenson, Robert Louis,",The ebb-tide,1894,m,high_male,22.531318532760537
mdp.39015006945052,"Martineau, Harriet,",Illustrations of political economy,1832,f,,22.528397638075365
mdp.39015078771477,"McPherson, Catriona,",The winter ground / | $c: Catriona McPherson.,2008,f,,22.52336799429408
