htid,author,title,year,authgender,female_category,gb_subcity_intensity
mdp.39015032139258,"Yeomans, Sara.",Travels with a pram and hot flush and the toy boy / | $c: Sara Yeomans.,1994,f,,2.108992745064957
mdp.39015019480444,"Wings, Mary,",She came too late / | $c: Mary Wings.,1986,f,high_female,2.108837081791246
mdp.39076006252022,"Armour, Richard,","Pills, potions - and Granny. | $c: Illustrated by Catherine Barnes.",1959,m,mixed,2.1083702298123552
mdp.39015061468982,"Stangerup, Henrik.",The man who wanted to be guilty : | a novel / | $c: Henrik Stangerup ; translated into English by David Gress-Wright.,1991,u,mixed,2.1077925089054235
mdp.39015063542156,"Collins, Wilkie,", I say no,1884,m,high_female,2.1067711625163277
mdp.39015008985957,"Austen, Jane,",Emma,1892,f,high_female,2.105673210046167
nyp.33433074951652,"Dallas, Robert Charles,",The knights,1808,m,,2.1053518042864963
uva.x001130580,"Strachery, Ray,",The world at eighteen,1907,m,,2.105307480157477
uc1.b3470470,"Dibner, Martin.",The admiral: | a novel.,1968,m,high_male,2.104941877292413
mdp.39015048890985,"Lusweti, B. M. (Bramwell M.)",The way to the town hall.,1984,u,,2.1045764013848114
inu.39000008906583,"Baum, Vicki,",Nanking road / | $c: Vicki Baum ; [translated by Basil Creighton].,1939,f,mixed,2.1029683398116443
njp.32101066121326,"Campbell, Harriette,",The only daughter,1839,f,high_female,2.1029167455260445
uc1.32106014786138,"Wurlitzer, Rudolph",Quake / | $c: Rudolph Wurlitzer,1995,m,mixed,2.1026072329688814
inu.30000045131764,"Meena, Gladstone.",Remember death / | $c: Gladstone Meena.,1994,m,high_male,2.1026072329688814
uc1.$b787095,"March, Richard.","The darkening meridian, | $c: by Richard March.",1945,m,high_male,2.102342008998024
nyp.33433074865274,"Jolly, Emily.",Bond and free,1860,f,mixed,2.1019442984760905
uc2.ark:/13960/t0zp44k24,"Castellane, Antione Marie Eugène Philippe Boniface,",Men and things of my time,1911,f,,2.1010168921758132
mdp.39015063626520,"Ferrier, Susan,",Novels,1894,f,high_female,2.1007962017604673
mdp.39015065677026,"Paustovsky, Konstantin,",Story of a life / | $c: Konstantin Paustovsky ; translated by Manya Harari and Michael Duncan.,1965,m,,2.099980050189523
mdp.39015031231874,"Duodu, Cameron,",The gab boys.,1967,m,high_male,2.0998036683570085
mdp.39015070739571,"Bennett, Ronan.",Zugzwang / | $c: Ronan Bennett.,2007,m,,2.099627316151383
mdp.39015012113810,"More, Hannah,",Stories for the middle ranks of society and tales for the common people,1818,f,,2.0990984372212136
hvd.hn2gtm,,Tales of the academy,1820,u,high_male,2.097535395909806
uc1.b3468424,"Paustovsky, Konstantin,",Story of a life / | $c: Konstantin Paustovsky ; translated by Manya Harari and Michael Duncan.,1965,m,,2.097513397866829
mdp.39015008531587,"Pyle, Katharine,","Heroic tales from Greek mythology, | $c: retold and illustrated by Katharine Pyle; 12 illustrations.",1934,f,,2.0963481615026622
uiuo.ark:/13960/t45q58r2q,,"David Armstrong, or, Before the dawn",1880,u,mixed,2.0959527153067428
mdp.39015033170096,"Morgan,",The princess;,1835,f,,2.0959087860496313
uc1.$b189634,"Masson, René,",Number one; | a story of Landru. | $c: Translated from the French by Gillian Tindall.,1964,u,,2.094416286181042
nyp.33433075761076,"Farjeon, B. L.",A secret inheritance,1887,m,mixed,2.0925317541693693
mdp.39015003347047,"Feinstein, Elaine.",The glass alembic.,1973,f,,2.0919626793857997
mdp.39015064690475,"Warner, Alan.",The worms can carry me to heaven / | $c: Alan Warner.,2006,m,high_female,2.0913501756734147
inu.30000009170220,"Jolley, Elizabeth,",Cabin fever / | $c: Elizabeth Jolley.,1991,f,high_female,2.0912627044209295
uc2.ark:/13960/t0pr7nz52,"Greer, Maria J.",My mother's diamonds,1882,f,mixed,2.0907161748256864
mdp.39015066018634,"Defoe, Daniel,","The fortunate mistress, | or A history of the life and vast variety of fortunes of Mademoiselle de Beleau, afterwards call'd the Countess de Wintselsheim, in Germany. Being the person known by the name of the Lady Roxana, in the time of King Charles II.",1927,m,high_male,2.0904976429639075
inu.39000004026451,"Defoe, Daniel,","The fortunate mistress, | or, A history of the life and vast variety of fortunes of Mademoiselle de Beleau, afterwards call'd the Countess de Wintselsheim in Germany : being the person known by the name of the Lady Roxana in the time of King Charles II.",1981,m,high_male,2.089864158829676
uc1.b3565307,"Forester, C. S. (Cecil Scott),",Marionettes at home.,1936,m,,2.089602139752591
mdp.49015002095793,"Defoe, Daniel,",The Shakespeare head edition of the novels and selected writings of Daniel Defoe.,1927,m,high_male,2.088969198149173
wu.89035590355,"Carling, Finn,",Under the evening sky / | $c: Finn Carling ; translated from the Norwegian and with a foreword by Louis A. Muinzer.,1990,u,high_male,2.0889473794155125
uc1.$b792447,"Enright, D. J. (Dennis Joseph),","Heaven knows where, | a novel.",1957,m,high_male,2.088140406560937
inu.30000042632582,"Carroll, Jonathan,",The panic hand / | $c: Jonathan Carroll.,1995,m,,2.0877698442523696
uc1.32106009530954,"Defoe, Daniel,",The Shakespeare Head edition of the novels and selected writings of Daniel Defoe.,1974,m,high_male,2.08620186089206
mdp.39015030042611,"Wilson, Harry Leon,","Merton of the movies, | $c: by Harry Leon Wilson ...",1936,m,high_male,2.086158339417962
uiuo.ark:/13960/t4gm8v82c,"Strangford, George Augustus Frederick Percy Sydney Smythe,",Angela Pisani,1875,m,mixed,2.086158339417962
mdp.39015061863810,"Dagerman, Stig,",A burnt child / | $c: Stig Dagerman ; translated from the Swedish by Alan Blair ; with an introduction by Laurie Thompson.,1990,u,high_male,2.0847014186393156
njp.32101013133523,"Roche, Regina Maria,",The monastery of St. Columb;,1813,f,high_female,2.0836806134355728
wu.89087923314,"Banim, John,",Tales by the O'Hara family,1826,m,mixed,2.0826174335905367
uc2.ark:/13960/t55d8wf1z,"Werner, Alice,",The humour of Holland,1908,f,,2.082176568573015
uc1.b4097885,"Bates, H. E. (Herbert Ernest),",When the green woods laugh.,1960,m,,2.0814686843036445
uiuo.ark:/13960/t3708mv9t,"Needell, J. H.,",Julian Karslake's secret;,1881,f,high_female,2.0807324178110695
uiuo.ark:/13960/t8tb1rt9g,"Price, Eleanor C.",Gerald,1885,f,mixed,2.080039936766786
uiuo.ark:/13960/t7qn6n524,"Le Fanu, Joseph Sheridan,",In a glass darkly,1872,m,high_male,2.0799101478816113
uiuo.ark:/13960/t2891kh21,"Gissing, Algernon,",A masquerader,1892,m,mixed,2.079693869062474
mdp.39015019834483,"Brodkey, Harold.",The abundant dreamer / | $c: Harold Brodkey.,1989,m,,2.079434393844874
njp.32101066456979,"Cobban, J. Maclaren",The Red Sultan,1893,m,,2.079088527589505
uc1.32106013199671,"Kadare, Ismail",The pyramid / | $c: Ismail Kadare ; translated by David Bellos from the French version of the Albanian by Jusuf Vrioni,1996,m,,2.0786995655517906
uiuo.ark:/13960/t2988n83t,"Hardy, Iza Duffus.",Love in idleness;,1887,f,mixed,2.078397140125535
njp.32101013041064,"Balzac, Honoré de,",Comedy of human life,1887,f,mixed,2.078073210519207
mdp.39015016746391,"Mitford, Mary Russell,",Stories of American life;,1830,f,,2.077814139525219
mdp.39015042695208,,Facing the mirror : | lesbian writing from India / | $c: edited by Ashwini Sukthankar.,1999,u,high_female,2.076900710300043
inu.39000005501189,"Hope-Simpson, Jacynth.",The Hamish Hamilton book of myths and legends. | $c: Illustrated by Raymond Briggs.,1964,u,,2.073183373069348
mdp.39015031305769,"Stuart, Francis,",Redemption / | $c: [by] Francis Stuart.,1974,m,,2.072410005595507
mdp.39015078777052,"Jenkins, Eifion.",If you fall I will catch you / | $c: Eifion Jenkins.,2008,u,,2.071637214890928
uc1.b2797508,"Benary-Isbert, Margot.",A time to love / | $c: Margot Benary ; translated from the German by Joyce Emerson and the author.,1963,f,,2.071594298972489
hvd.hnp661,"Smallwood, Edward.","Manuella, the executioner's daughter",1837,m,mixed,2.070650598418023
mdp.39015001731531,"Kocan, Peter,",The cure / | $c: Peter Kocan.,1983,m,mixed,2.0695792545375524
mdp.39015031219358,,The Bodley Head book of Irish short stories / | $c: selected and introduced by David Marcus.,1980,u,,2.069179570300376
mdp.39015002753641,"(Victoria), Sackville-West, V.","Grey Wethers; | a romantic novel, | $c: by V. Sackville-West.",1923,f,,2.066008987139094
uiuo.ark:/13960/t9w09kn28,,"Macalpine, or, On Scottish ground",1872,u,mixed,2.0658596041813
inu.30000053300863,"Halldór Laxness,",Paradise reclaimed. | $c: Translated by Magnus Magnusson.,1962,u,high_male,2.064750578130162
mdp.39015019831612,"Cunningham, John,",Leeds to Christmas / | $c: John Cunningham.,1990,m,,2.0636640354950213
mdp.39015034733363,,"The inconstancy of Madam Chuang and other stories from the Chinese,",1924,u,high_male,2.0636214492813436
mdp.39015011242651,"Vesaas, Tarjei,",The ice palace / | $c: Tarjei Vesaas ; translated by Elizabeth Rokkan.,1966,m,high_female,2.0615156262884473
mdp.39015030739737,"Derby, Mark.",The big water / | $c: Mark Derby.,1973,m,mixed,2.0596261778487204
uc2.ark:/13960/t6ww79471,"Booth, Edward C.",Fondie,1916,m,high_female,2.057342242996807
mdp.39015031242194,"Haggard, H. Rider",Allan's wife and other tales,1889,m,,2.0563861070554608
njp.32101068138450,"Brent, John,",The sea-wolf,1834,m,,2.056111276742297
uc1.b3481020,"Meynell, Laurence.",Airmen on the run; | true stories of evasion and escape by British airmen of World War II. | $c: Told by Laurence Meynell. Illustrated by Richard Kennedy.,1963,m,high_male,2.055667475229207
mdp.39015014854155,"(John Lighton), Synge, J. L.",Kandelman's Krim : | a realistic fantasy / | $c: by J.L. Synge.,1957,u,high_male,2.0548226688036824
uiuo.ark:/13960/t3jw8x70w,"Craik, Georgiana M.",Dorcas,1879,f,high_female,2.0528822466743306
uiuo.ark:/13960/t05x2wh1c,"Oliphant,",The minister's wife,1869,f,high_female,2.05279796362442
uiuo.ark:/13960/t59c79t6s,"Forde, Gertrude.",In the old palazzo,1885,f,high_female,2.052039727489124
hvd.hnncag,"Egan, Pierce,",Paul Jones,1842,m,,2.0519795740090405
uiuo.ark:/13960/t7sn0sx20,"Reid, Mayne,",The quadroon,1856,m,high_male,2.0507351885651004
mdp.39015047764223,"Ellis, Alice Thomas.",The skeleton in the cupboard / | $c: Alice Thomas Ellis.,1988,f,high_female,2.0497263615307357
uc1.32106013102063,"Cowan, Andrew",Common ground / | $c: Andrew Cowan,1996,m,high_female,2.048214980644369
uc1.b2797914,"Bruce, Jean,",Deep freeze / | $c: by Jean Bruce ; translated from the French by Lawrence Wilson.,1963,f,high_male,2.0481730296575456
mdp.39015046483882,"Dunne, Catherine,",A name for himself / | $c: Catherine Dunne.,1998,f,,2.0473343706494145
mdp.39015000639925,"Leff, Vera.",Wife of the prisoner.,1964,f,,2.046538280498537
mdp.39015025814123,"Jolley, Elizabeth,",Woman in a lampshade / | $c: Elizabeth Jolley.,1986,f,high_female,2.0460358056265986
uc1.32106011678296,"Klíma, Ivan.","Waiting for the dark, waiting for the light / | $c: Ivan Klíma ; translated from the Czech by Paul Wilson.",1994,m,,2.045261640095309
uc2.ark:/13960/t87h1gf5r,"Jesse, William,",Beaux & belles of England,1844,m,high_male,2.0443835672448865
wu.89057385544,"Dracott, Alice Elizabeth,",Simla village tales;,1906,f,high_male,2.044153720359771
mdp.39015063642469,"Parker, Richard,","A Moor of Spain, | the story of a rogue. | $c: Illustrated by John Harwood.",1953,m,high_male,2.0441119355695916
uiuo.ark:/13960/t5x63zk3d,"Hatton, Joseph,",Three recruits and the girls they left behind them,1880,m,mixed,2.043276598353119
mdp.39015059417876,"Strong, L. A. G. (Leonard Alfred George),","Darling Tom, | and other stories.",1952,m,mixed,2.042796588529697
nyp.33433040405908,"Balzac, Honoré de,",The peasantry =,1896,f,,2.0426783598654557
mdp.39015073627955,"Wells, Shirley.",A darker side / | $c: Shirley Wells.,2008,f,mixed,2.0424002287488254
uiuo.ark:/13960/t1ng58v44,"Smart, Hawley,",Beatrice and Benedick,1891,m,mixed,2.042358515613831
mdp.39015058234751,"Aḥmad, Z̤amīruddīn.",The east wind and other short stories / | $c: Zamiruddin Ahmad; translated and introduced by Shamoon Zamir.,2002,u,,2.0420457214037024
uc1.32106013218034,Pepetela,Mayombe / | $c: Pepetela ; translated from the Portuguese by Michael Wolfers,1996,u,high_male,2.041941477957242
uc2.ark:/13960/t54f2124w,"Fetterless, Arthur.",Battle days,1918,m,high_male,2.0416288114657872
mdp.39015028409194,"Sembène, Ousmane,","Niiwam ; and, Taaw : | [two novellas] / | $c: Sembene Ousmane.",1992,u,,2.041357911282585
uc2.ark:/13960/t6251mc7x,"Fraser, Mary Crawford.",Storied Italy,1915,f,high_female,2.0410037656519475
mdp.39015010535808,"McIlvanney, William,",Remedy is none.,1966,m,mixed,2.0409829373826436
mdp.39015084096638,"Watson, Ian,",The beloved of my beloved / | $c: Ian Watson & Roberto Quaglia ; Roberto Quaglia & Ian Watson.,2009,m,mixed,2.039983680130559
mdp.39015017666192,,"The saga of Grettir the Strong; | a story of the eleventh century, | $c: translated from the Icelandic by George Ainslie Hight.",1958,u,high_male,2.039318052043397
inu.30000100364466,"Bell, Gerard.",Side-show / | $c: by Gerard Bell.,1953,m,high_male,2.037967331383678
uiuo.ark:/13960/t2p56366c,"McDonnel, Emily Fanny Dorothy Osborn,",Peccavi,1888,f,high_female,2.037157757496741
mdp.39015014661501,"Horbach, Michael,",Out of the night; | $c: translated from the German by Nina Watkins.,1967,m,,2.0367635826671417
mdp.39015050533119,"Ekineh, Aliyi.",JuJu moon : | a miracle in Africa / | $c: by Aliyi Ekineh.,2001,u,high_female,2.036369560347812
njp.32101068166170,"Chetwynd, Henry Wayland,",Sara,1886,f,high_female,2.036162241407395
uiuo.ark:/13960/t0ks6z72z,"Armitt, Annie.",The garden at Monkholme,1878,f,,2.0359549646761814
mdp.39015049989315,"Thomas, Rosie.",White / | $c: Rosie Thomas.,2000,f,,2.034946820056436
mdp.39015079208693,"Davis-Cooke, Graham.",Dawning gold / | $c: Graham Davis-Cooke.,2008,m,mixed,2.034360346248131
mdp.39015009352967,"Ekwensi, Cyprian.",Beautiful feathers.,1963,m,high_male,2.0338431500162706
mdp.39015039496289,"Robins, Elizabeth,","Time is whispering, | $c: by Elizabeth Robins.",1923,f,mixed,2.0326304948777714
uc1.b3739768,"Aldiss, Brian Wilson,",Seasons in flight / | $c: Brian Aldiss.,1984,m,,2.0322311866197897
mdp.39015065966221,"Paalzow, Henriette (Wach) von,",St. Roche,1847,f,,2.030312566619631
nyp.33433074809330,"Chambrun, Clara Longworth,","Breaking the king row, or, The activities of Mr. Freshleigh, German-American",1917,f,,2.02930313730265
uc1.b3581482,"Jones, Hannah Maria,","The gipsy mother, or, The miseries of enforced marriage",1840,f,mixed,2.028767929236575
uiuo.ark:/13960/t0ht34k80,"Johnston, Henry.",The Dawsons of Glenara,1877,m,,2.028726771078471
mdp.39015013979623,"Brown, Christy,",Down all the days.,1970,u,high_female,2.028459283751027
uc2.ark:/13960/t6h131n9v,"Kingsley, Henry,",Reginald Hetherege,1874,m,,2.0277394760321195
uc1.$b703635,"Ramuz, C. F. (Charles Ferdinand),",The triumph of death.,1946,m,high_male,2.026999635140066
uiuo.ark:/13960/t7rn3k14n,"Hardy, Duffus,",Madge,1878,m,high_female,2.025562600012153
uc1.$b243988,"Powys, Theodore Francis,",Mr. Weston's good wine / | $c: by T. F. Powys.,1928,m,mixed,2.0235541705451454
mdp.39015035305625,,"The saga of Grettir the Strong. | $c: Translated by G.A. Hight. Edited with introd., notes and indexes by Peter Foote.",1965,u,high_male,2.023103845920411
mdp.39015073317060,"Carlyle, Thomas,",[Works],1885,m,high_male,2.0225485267178662
mdp.39015043046633,"Mathews, Adrian,",Vienna blood / | $c: Adrian Mathews.,1999,m,,2.0221901667632824
uiuo.ark:/13960/t0gt62d3b,"Hardy, Iza Duffus.",Glencairn,1877,f,,2.021999352960207
wu.89095170437,"Dayrell, Elphinstone,","Folk stories from southern Nigeria, West Africa",1910,u,high_male,2.0218358269308534
mdp.39015061186386,"Meek, James,",The people's act of love / | $c: James Meek.,2005,m,,2.021713199765481
uc1.b3151815,"pseud. Afghan,","Best Indian chutney (sweetened) some Eastern vignettes, | $c: by Afghan.",1925,u,high_male,2.0215088542087813
njp.32101037078985,"Ford, Emanuel.","The famous and pleasant history of Parismus, the valiant and renowned Prince of Bohemia",1835,m,mixed,2.021263694061527
uiuo.ark:/13960/t1tf05388,"Davenport, Selina,",The hypocrite;,1814,f,high_female,2.021141136285547
mdp.39015008509427,,"The saga of Grettir the Strong. | $c: Translated by G.A. Hight. Edited with introd., notes and indexes by Peter Foote.",1965,u,high_male,2.02095732748603
uc1.b4938233,"Lessing, Doris May,",Landlocked.,1965,f,,2.019780382546404
uc2.ark:/13960/t6b27sq4r,"White, Jessie.",Montessori schools as seen in the early summer of 1913,1914,f,high_male,2.01922300298845
uc2.ark:/13960/t72v2dd7f,"Harte, Bret,",By shore and sedge,1885,m,,2.0188153591472524
mdp.39015074228332,"Merill, Jay.",ASTRAL BODIES.,2007,m,high_female,2.0174306003873466
mdp.39015011014050,"Bower, Ursula Graham,",Naga path.,1950,f,high_male,2.0174306003873466
uc1.32106015045849,"Daoud, Hassan",The house of Mathilde / | $c: Hassan Daoud ; translated from the Arabic by Peter Theroux,1999,m,high_female,2.0159258139300475
mdp.39015004103571,"McCaffrey, Anne.",Restoree / | $c: Anne McCaffrey.,1976,f,high_male,2.0152757904919287
uc1.$b186788,"Neumann, Alfred,","The friends of the people, | $c: by Alfred Neumann. Translated by Countess Nora Wydenbruck.",1940,m,mixed,2.014534869080415
uc1.b3469124,"Tendri͡akov, Vladimir Fedorovich,","Three, seven, ace & other stories; | $c: [by] Vladimir Trendryakov [i.e. Tendriakov]; translated from the Russian by David Alger, Olive Stevens [and] Paul Falla, foreword by Max Hayward. -",1973,m,high_male,2.0141189740077947
mdp.39015030736246,"Cable, George Washington,",Bonaventure,1888,m,,2.0140581257175083
mdp.39015059422041,"Jefferies, Richard,",World's end,1877,m,,2.013977000382656
uc2.ark:/13960/t7xk8992q,"Rolfe, Frederick,",Don Tarquinio,1905,m,high_male,2.0128419315231176
mdp.39015051004573,Pepetela.,Mayombe / | $c: Pepetela ; translated from the Portuguese by Michael Wolfers.,1983,u,high_male,2.0126393752767378
inu.30000120807353,"Smith, Paul,",Come trailing blood / | $c: Paul Smith.,1977,m,high_female,2.0118295577998633
mdp.39015046463918,,"The saga of Grettir the Strong. | $c: Translated by G.A. Hight. Edited with introd., notes and indexes by Peter Foote.",1965,u,high_male,2.011667672500503
uiuo.ark:/13960/t8cg0c13p,"Stone, Evelyn.",Hugh Moore,1885,f,mixed,2.009363634536942
mdp.39015048891199,"Sargeson, Frank.","Man of England now, | with I for one ...and A game of hide and seek.",1972,m,mixed,2.0089196030374863
pst.000067154463,"Chen, Willi.",Crossbones / | $c: Willi Chen.,2009,m,,2.0089196030374863
uiuo.ark:/13960/t2n58wn84,"Dickens, Mary Angela.",Cross currents,1891,f,high_female,2.0085564504790407
uva.x000315604,"Cullum, Ridgwell,",The way of the strong;,1914,m,,2.008495937816966
uiuo.ark:/13960/t8v98sq76,"Price, Eleanor C.",Gerald,1885,f,mixed,2.0081934291911
uc1.$b25250,"Chadwick, William Sydney,","Hunters and the hunted; | some glimpses of man and beast in the African bush, | $c: by W. S. Chadwick; with sketches by W. Woodhouse.",1931,m,high_male,2.0070648683365446
mdp.39015063006624,"(Audrey Lillian), Barker, A. L.",Apology for a hero.,1950,u,high_male,2.005877220255348
uc1.b3322726,"Alcock, Deborah,",By far Euphrates,1897,f,high_male,2.005836985628178
mdp.39015063925666,"Reid, Mayne,",The land of fire,1884,m,high_male,2.0052537648639435
mdp.39015030719143,"Sutcliffe, Halliwell,",Lonesome heights,1919,m,mixed,2.004008016032064
uiuo.ark:/13960/t8w95sr1x,"Wethered, Charles,",Richer than wealth,1884,f,high_female,2.003365654299223
mdp.39015053566884,"Simenon, Georges,",The neighbours; | $c: translated from the French by Christopher Sinclair-Stevenson.,1968,m,,2.0029242694333727
nyp.33433081613642,,Four and twenty fairy tales,1858,f,,2.001745522095267
mdp.39015001057093,,Gon̈gu-Hrolfs saga / | $c: translated [from the Icelandic] by Hermann Pálsson and Paul Edwards.,1980,u,high_male,2.0013208717753717
mdp.39015059970981,"Namjoshi, Suniti,",The mothers of Maya Diip / | $c: Suniti Namjoshi.,1989,u,high_female,2.000120007200432
mdp.39015055800000,"Thubron, Colin,",To the last city / | $c: Colin Thubron.,2002,m,mixed,1.9995201151723587
