htid,author,title,year,authgender,female_category,gb_scotland_intensity
nnc1.1002391600,,"Temugin; or, The Tartar chief",1843,u,high_male,0.0
nnc1.50040933,"Pansy,","John Remington, marytr",1892,f,,0.0
nnc1.cr00325899,"Taylor, Meadows,",Confessions of a thug,1879,m,high_male,0.0
nnc1.cu01579690,"Sharp, Jonathan,","Jonathan Sharp; or, The adventures of a Kentuckian",1845,m,high_male,0.0
nnc1.cu50224441,"Tieck, Ludwig,",The pictures;,1825,m,mixed,0.0
nnc1.cu56764111,"Beckford, William,",Biographical memoirs of extraordinary painters,1834,m,high_male,0.0
nnc1.cu58507701,"Heeley, Sibyl.",Ellie and the China lady;,1895,f,high_female,0.0
nnc1.1002326213,"McNulty, Edward,",Misther O'Ryan,1894,m,mixed,0.0
nyp.33433004007963,"Jones, W. Braunston.",Sin chong (the faithful heart);,1902,u,high_male,0.0
nyp.33433006640308,"Agnew, Charles,",Holmdale rectory,1865,f,high_female,0.0
nyp.33433006720860,"Le Blond, Elizabeth Alice Frances Hawkins-Whitshed.",The story of an Alpine winter,1907,f,,0.0
nyp.33433007631165,"Bensusan, S. L.",A country-side chronicle,1907,u,high_male,0.0
nyp.33433008279089,,The Comical creatures from Würtemberg,1851,m,mixed,0.0
nyp.33433008281416,"Gwynfryn,",Friends in fur and feathers,1869,u,high_male,0.0
nyp.33433009367628,"Austin, Alfred,",The garden that I love,1896,m,high_female,0.0
nyp.33433022469625,"Wood, Henry,",Trevlyn hold,1885,f,,0.0
nyp.33433022846657,"Lymburner, A. L.",The Mohawk chief,1857,u,mixed,0.0
nyp.33433022846665,"Lymburner, A. L.",The Mohawk chief,1857,u,mixed,0.0
nyp.33433022846673,"Lymburner, A. L.",The Mohawk chief,1857,u,mixed,0.0
nnc1.1002386461,"Slow, Edward.",Humorous West Countrie tales,1899,m,,0.0
nnc1.1002318547,"Jephson, R. Mounteney",Tom Bullkley of Lissington,1881,m,,0.0
nyp.33433068288590,"Hinkley, Edyth.",A struggle for a soul,1906,f,high_female,0.0
nnc1.0038562081,"Hálek, Vítězslav,",Three stories,1886,m,,0.0
njp.32101076479052,"Balzac, Honoré de,",Comedy of human life,1887,f,high_male,0.0
njp.32101076479060,"Balzac, Honoré de,",Comedy of human life,1887,f,high_male,0.0
njp.32101076479078,"Balzac, Honoré de,",Comedy of human life,1887,f,high_female,0.0
njp.32101076479086,"Balzac, Honoré de,",Comedy of human life,1887,f,,0.0
njp.32101076515459,"Fisher, William,",The petrel,1850,m,,0.0
njp.32101076515467,"Fisher, William,",The petrel,1850,m,,0.0
njp.32101076515475,"Fisher, William,",The petrel,1850,m,,0.0
nnc1.0022771514,"Stretton, Hesba,",Max Krömer,1871,m,high_female,0.0
nnc1.0035530944,"Hudson, W. H.",The purple land that England lost,1885,m,,0.0
nnc1.0037105930,,The orphans of Llangloed,1802,u,mixed,0.0
nnc1.0037468448,"Mackay, James Alexander Kenneth,",The yellow wave,1895,m,,0.0
nnc1.0043378153,"Maturin, Charles Robert,",The Milesian chief. A romance,1812,m,,0.0
nnc1.1002317702,"Bray,",The protestant;,1828,f,,0.0
nnc1.0043378161,"Maturin, Charles Robert,",The Milesian chief. A romance,1812,m,,0.0
nnc1.0043378170,"Maturin, Charles Robert,",The Milesian chief. A romance,1812,m,,0.0
nnc1.0044025238,"Sienkiewicz, Henryk,",Without dogma,1898,m,high_female,0.0
nnc1.0044145225,"Grossi, Tommaso,",Marco Visconti,1881,f,,0.0
nnc1.0315131394,"Maturin, Charles Robert,",The Milesian chief. A romance,1812,m,,0.0
nnc1.0315147940,,Yankee humour and Uncle Sam's fun,1853,m,,0.0
nnc1.1002266326,"Clarke, A. W.",Jaspar Tristram,1899,u,high_male,0.0
nnc1.1002266598,"Cobbold, Richard,",Zenon,1847,m,,0.0
nnc1.1002269732,"Daunt, William J. O'Neill,",The gentleman in debt;,1851,m,,0.0
nnc1.1002317605,"Bray,",The protestant;,1828,f,,0.0
nnc1.1002317656,"Bray,",The protestant;,1828,f,,0.0
nyp.33433022846897,"Rasmussen, Knud,",Eskimo folk-tales,1921,u,high_male,0.0
nyp.33433034410336,"Montgomery, Florence,",Misunderstood,1882,f,high_male,0.0
nyp.33433034410542,"Erroll, Henry.",An ugly duckling,1890,m,high_female,0.0
nyp.33433067345763,"Eliot, George,",Daniel Deronda,1876,f,,0.0
nyp.33433066731575,"James, Henry,",The spoils of Poynton,1897,m,high_female,0.0
nyp.33433067303523,,"The feuds of Luna & Perollo; or, The fortunes of the House of Pandolfina",1847,u,,0.0
nyp.33433067303531,,"The feuds of Luna & Perollo; or, The fortunes of the House of Pandolfina",1847,u,,0.0
nyp.33433067303549,,"The feuds of Luna & Perollo; or, The fortunes of the House of Pandolfina",1847,u,,0.0
nyp.33433067303697,"Griffin, Gerald,",The invasion,1832,m,high_male,0.0
nyp.33433067303705,"Griffin, Gerald,",The invasion,1832,m,high_male,0.0
nyp.33433067303713,"Griffin, Gerald,",The invasion,1832,m,high_male,0.0
nyp.33433067303804,"Mills, John,",The English fireside,1844,m,,0.0
nyp.33433067303812,"Mills, John,",The English fireside,1844,m,,0.0
nyp.33433067304059,"Yates, Edmund Hodgson,",The impending sword,1874,m,mixed,0.0
nyp.33433067304075,"Yates, Edmund Hodgson,",The impending sword,1874,m,mixed,0.0
nyp.33433067345771,"Eliot, George,",Daniel Deronda,1876,f,,0.0
nyp.33433034410575,"Fothergill, Jessie,",Healey,1884,f,high_female,0.0
nyp.33433067347033,"Ingemann, Bernhard Severin,","King Eric and the outlaws, or, The throne, the church, and the people",1843,f,,0.0
nyp.33433067347041,"Ingemann, Bernhard Severin,","King Eric and the outlaws, or, The throne, the church, and the people",1843,f,,0.0
nyp.33433067347066,"Ingemann, Bernhard Severin,","King Eric and the outlaws, or, The throne, the church, and the people",1843,f,,0.0
nyp.33433068032923,"Tolstoy, Leo,",A Russian proprieter,1888,m,mixed,0.0
nyp.33433068177587,"Hillam, S. A.",Sheykh Hassan,1888,u,,0.0
nyp.33433068187461,,The yellow fairy book,1895,m,high_male,0.0
nyp.33433068197726,,Temple of the fairies,1804,f,,0.0
nyp.33433068197874,"Bennett, Charles H.","The fables of Aesop and others, translated into human nature",1857,m,high_male,0.0
nyp.33433068198245,Aesop.,Three hundred Æsop's fables,1871,f,high_male,0.0
nyp.33433068198542,"Burkhardt, Charles B.,",Fairy tales and legends of many nations,1850,m,high_male,0.0
nyp.33433068233984,"Perrault, Charles,",The renowned tales of Mother Goose,1823,m,,0.0
nyp.33433066604400,"Reid, Mayne,",The tiger-hunter,1872,m,,0.0
nyp.33433061774398,"Lane, Amelia.",The fortress,1840,f,mixed,0.0
nyp.33433060332925,"Verne, Jules,",Mathias Sandorf,1889,m,high_male,0.0
nyp.33433059334262,"Meredith, George,",One of our conquerors,1891,m,,0.0
nyp.33433034410583,"Fothergill, Jessie,","Aldyth; or,  Let the end try the man.",1891,f,high_female,0.0
nyp.33433034410674,"Parr, Louisa,",Adam and Eve,1881,f,mixed,0.0
nyp.33433034410716,"Praed, Campbell,",Policy and passion,1881,f,,0.0
nyp.33433034410989,"Maartens, Maarten,",An old maid's love;,1892,m,high_female,0.0
nyp.33433034411177,"Westbury, Hugh.",Acte,1898,m,,0.0
nyp.33433040006672,"Shaw, Frank H.",Treasure trove of the Southern Seas,1919,m,high_male,0.0
nyp.33433040040200,"Gerstäcker, Friedrich,",Western lands and western waters,1864,m,high_male,0.0
nyp.33433040158218,"Farnol, Jeffery,",The money moon,1910,m,mixed,0.0
nyp.33433040405437,"Balzac, Honoré de,",Parisians in the country (Les Parisiens en province),1898,m,mixed,0.0
nyp.33433040405478,"Balzac, Honoré de,",La grande Bretèche and other stories,1896,f,mixed,0.0
nyp.33433040405494,"Balzac, Honoré de,",Ursule Mirouet,1895,f,high_male,0.0
nyp.33433040405502,"Balzac, Honoré de,",The unconscious mummers =,1897,f,,0.0
nyp.33433040405528,"Balzac, Honoré de,",A marriage settlement =,1897,f,,0.0
nyp.33433040405551,"Balzac, Honoré de,",A bachelor's establishment =,1896,f,high_male,0.0
nyp.33433040405569,"Balzac, Honoré de,",A distinguished provincial at Paris=,1897,f,high_male,0.0
nyp.33433040405791,"Balzac, Honoré de,",Seraphita,1897,f,,0.0
nyp.33433040405833,"Balzac, Honoré de,",The atheist's mass and other stories =,1896,f,high_male,0.0
nyp.33433042976807,"Verne, Jules,",Mathias Sandorf,1889,m,high_male,0.0
nyp.33433043146269,"Grousset, Paschal,",The conquest of the moon;,1889,m,,0.0
nyp.33433043830078,"Stevenson, Rennie.",Through Rhodesia with the sharpshooters,1901,f,high_male,0.0
nyp.33433044509416,"Louvet de Couvray, Jean-Baptiste,",The amours of the Chevalier de Faublas,1898,m,,0.0
nyp.33433051569915,"Karamzin, Nikolaĭ Mikhaĭlovich,",Russian tales,1803,m,high_female,0.0
nyp.33433057525093,"Montesquieu, Charles de Secondat,",Persian letters,1892,m,high_male,0.0
njp.32101076479037,"Balzac, Honoré de,",Comedy of human life,1887,f,,0.0
njp.32101076479029,"Balzac, Honoré de,",Comedy of human life,1887,f,mixed,0.0
njp.32101076479003,"Balzac, Honoré de,",Comedy of human life,1887,f,high_male,0.0
njp.32101068551595,"Hugo, Victor,",History of a crime,1877,m,high_male,0.0
njp.32101068171196,"Hughes, William,",The three students of Gray's inn;,1846,m,,0.0
njp.32101068174737,"Jameson, Margaret.",Training,1887,f,high_female,0.0
njp.32101068174794,"Jennings, Louis J.",The millionaire,1883,m,,0.0
njp.32101068175031,"Tindal, Henrietta Euphemia,",The heirs of Blackridge Manor,1856,f,mixed,0.0
njp.32101068175445,"Byrne, Mary",Ingram Place. A novel,1874,f,,0.0
njp.32101068176633,"Doudney, Sarah,",A woman's glory,1883,f,high_female,0.0
njp.32101068177342,"Durand, H. Mortimer",Nadir Shah,1908,m,mixed,0.0
njp.32101068178878,"Hatton, Joseph,",A modern Ulysses,1883,m,mixed,0.0
njp.32101068178886,"Hatton, Joseph,",A modern Ulysses,1883,m,mixed,0.0
njp.32101068178894,"Harding, Anne Raikes,","The refugees, an Irish tale",1822,f,,0.0
njp.32101068551587,"Hugo, Victor,",History of a crime,1877,m,high_male,0.0
njp.32101068571189,,"Master Tyll Owlglass, | his marvellous adventures and rare conceits, | $c: translated by K. R. H. MacKenzie, with an introduction and appendices.",1923,u,high_male,0.0
njp.32101068599222,"Hawthorne, Nathaniel,",The new Adam and Eve,1890,m,,0.0
njp.32101068573482,"Prevost, Marcel,",Léa,1902,u,high_female,0.0
njp.32101068573722,"Zola, Émile,","His masterpiece, or, Claude Lantier's struggle for fame",1886,m,,0.0
njp.32101068574019,"Thomson, John Cockburn,",Heart or head,1864,m,high_female,0.0
njp.32101068574027,"Thomson, John Cockburn,",Heart or head,1864,m,high_female,0.0
njp.32101068574175,"Wood, Henry,",Johnny Ludlow,1899,f,,0.0
njp.32101068574498,"Macaulay, Rose.",Abbots Verney,1906,f,,0.0
njp.32101068574555,"Smith, Frederick R.",Doxie Dent,1899,m,,0.0
njp.32101068581576,"Collins, Wilkie,",The woman in white,1860,m,high_female,0.0
njp.32101068584737,"Miller, Thomas,",Lady Jane Grey,1840,m,mixed,0.0
njp.32101068584745,"Miller, Thomas,",Lady Jane Grey,1840,m,mixed,0.0
njp.32101068598257,"Ford, Ford Madox,",The feather,1892,m,,0.0
njp.32101068170909,"Howitt, William,",The life and adventures of Jack of the mill,1844,m,high_male,0.0
njp.32101068170891,"Howitt, William,",The life and adventures of Jack of the mill,1844,m,high_male,0.0
njp.32101068170883,"Howard, Edward,","Outward bound, or, A merchant's adventures",1838,m,,0.0
njp.32101068170875,"Howard, Edward,","Outward bound, or, A merchant's adventures",1838,m,,0.0
njp.32101068166808,"Fane, Violet,",Thro' love and war,1886,f,high_female,0.0
njp.32101068166816,"Fane, Violet,",Thro' love and war,1886,f,high_female,0.0
njp.32101068166840,"Curling, Henry,","The self-divorced, or, The school for wives",1861,m,high_male,0.0
njp.32101068167129,Dalton.,"Chartley, the fatalist",1831,u,,0.0
njp.32101068167145,Dalton.,"Chartley, the fatalist",1831,u,,0.0
njp.32101068167160,"Dallas, Robert Charles,",Percival,1801,m,,0.0
njp.32101068167186,"Dallas, Robert Charles,",Percival,1801,m,,0.0
njp.32101068167194,"Dallas, Robert Charles,",Percival,1801,m,,0.0
njp.32101068168093,"Crommelin, May.","Joy, or, The light of Cold-home Ford",1884,f,high_female,0.0
njp.32101068168101,"Crommelin, May.","Joy, or, The light of Cold-home Ford",1884,f,high_female,0.0
njp.32101068168176,"Croker, Thomas Crofton,","My village, versus  Our village",1833,m,high_female,0.0
njp.32101068169018,"Thanet, Octave,",Expiation,1890,m,mixed,0.0
njp.32101068169133,"Fullerton, Georgiana,",Ellen Middleton,1844,f,,0.0
njp.32101068169380,"Aulney, Léonie, d',",The notary's daughter,1878,m,mixed,0.0
njp.32101068169398,"Aulney, Léonie, d',",The notary's daughter,1878,m,mixed,0.0
njp.32101068169406,"Fullerton, Georgiana,",Mrs. Gerald's niece,1869,f,high_female,0.0
njp.32101068169414,"Fullerton, Georgiana,",Mrs. Gerald's niece,1869,f,high_female,0.0
njp.32101068169422,"Fullerton, Georgiana,",Mrs. Gerald's niece,1869,f,high_female,0.0
njp.32101068169430,"Fullerton, Georgiana,",Grantley Manor,1847,f,high_female,0.0
njp.32101068169521,"Gaspey, Thomas William,","Calthorpe; or, Fallen fortunes",1821,m,mixed,0.0
njp.32101068169539,"Gaspey, Thomas William,","Calthorpe; or, Fallen fortunes",1821,m,mixed,0.0
njp.32101068169547,"Gaspey, Thomas William,","Calthorpe; or, Fallen fortunes",1821,m,mixed,0.0
njp.32101068170867,"Howard, Edward,","Outward bound, or, A merchant's adventures",1838,m,,0.0
njp.32101068598281,"Ford, Ford Madox,",The queen who flew,1894,m,high_female,0.0
njp.32101068599677,"James, Henry,",Terminations,1895,m,mixed,0.0
njp.32101076478989,"Balzac, Honoré de,",Comedy of human life,1887,f,,0.0
njp.32101073017129,"Juan Manuel,","Count Lucanor, or, The fifty pleasant stories of Patronio",1868,m,high_male,0.0
njp.32101069186276,,Chantilly,1832,f,,0.0
njp.32101069186433,,Confessions of a too-generous young lady,1859,u,high_female,0.0
njp.32101072041773,"Neil, Ross,","Abbot's Cleve, or, Can it be proved?",1864,f,high_female,0.0
njp.32101072752494,"Meredith, George,",Rhoda Fleming,1889,m,mixed,0.0
njp.32101072790544,"C.,","A winter in Paris; or, Memoirs of Madame de C****",1811,u,,0.0
njp.32101072852633,"Mason, Eugene,",Old-world love stories,1913,m,high_female,0.0
njp.32101072858077,"Radcliffe, Ann Ward,",The mysteries of Udolpho,1820,f,high_female,0.0
njp.32101072858358,"Dickens, Charles,",Mugby Junction,1898,m,,0.0
njp.32101072859349,"Gide, André,",Prometheus illbound,1919,u,high_female,0.0
njp.32101072889726,,The high history of the Holy Graal,1898,m,high_male,0.0
njp.32101072889734,,The high history of the Holy Graal,1898,m,high_male,0.0
njp.32101073045302,"Aimard, Gustave,",The gold-seekers,1861,m,high_male,0.0
njp.32101068605607,"Warner, Susan,",Queechy,1852,f,,0.0
njp.32101073360305,,"Perfidy detected! or, The children in the wood restored",1820,m,high_male,0.0
njp.32101073370791,,The Humour of Russia,1895,u,,0.0
njp.32101073371955,"Corp, Harriet.","Tales characteristic, descriptive, and allegorical",1829,f,mixed,0.0
njp.32101073395038,"Reid, Mayne,","The war trail, or, The hunt of the wild horse",1857,m,high_male,0.0
njp.32101073479956,"Francillon, R. E.",Strange waters,1878,f,,0.0
njp.32101074206200,"Malherbe, Henry,",The flaming sword of France;,1918,m,high_male,0.0
njp.32101074206598,"Hargrave, John,",At Suvla Bay;,1916,m,,0.0
njp.32101075688976,"Defoe, Daniel,",Romances and narratives,1899,m,high_male,0.0
njp.32101075727980,,"Early English poetry, ballads and popular literature of the middle ages",1840,u,high_male,0.0
njp.32101075728467,"Opie, Amelia Alderson,",Tales of the heart,1820,f,mixed,0.0
njp.32101076045689,"Chesterton, G. K.",The Napoleon of Notting Hill,1904,m,high_male,0.0
njp.32101069165353,"Bury, Charlotte (Campbell)",The devoted,1836,f,,0.0
njp.32101069157475,"Cottin,",Amelia Mansfield,1809,f,,0.0
njp.32101069157467,"Cottin,",Amelia Mansfield,1809,f,,0.0
njp.32101069157459,"Cottin,",Clara,1808,f,,0.0
njp.32101068605839,"Wells, H. G.",Select conversations with an uncle,1895,m,high_male,0.0
njp.32101068606126,"Whitechurch, Victor L.",The locum tenens,1906,m,mixed,0.0
njp.32101068970126,"Jennings, Louis J.",The millionaire,1883,m,,0.0
njp.32101068970142,"Jewsbury, Geraldine Endsor,","Angelo, or, The pine forest in the Alps",1856,f,high_male,0.0
njp.32101068970167,"Jersey, Margaret Elizabeth Leigh Child-Villiers,","Maurice, or, the red jar",1894,f,high_male,0.0
njp.32101068970282,"Jocelyn, Robert,",Only a horse dealer,1893,f,high_female,0.0
njp.32101068970290,"Jocelyn, Robert,",Only a horse dealer,1893,f,high_female,0.0
njp.32101068970308,"Jocelyn, Robert,",Only a horse dealer,1893,f,high_female,0.0
njp.32101068970654,"Kavanagh, Julia,","Seven years, and other tales",1860,f,,0.0
njp.32101068970662,"Kavanagh, Julia,","Seven years, and other tales",1860,f,,0.0
njp.32101068970670,"Kavanagh, Julia,",Nathalie,1850,f,high_female,0.0
njp.32101068970688,"Kavanagh, Julia,",Nathalie,1850,f,high_female,0.0
njp.32101068970696,"Kavanagh, Julia,",Nathalie,1850,f,high_female,0.0
njp.32101068971058,"Kavanagh, Julia,","Seven years, and other tales",1860,f,,0.0
njp.32101068971132,"Kelty, Mary Ann,",The favourite of nature;,1821,f,high_female,0.0
njp.32101068971140,"Kelty, Mary Ann,",The favourite of nature;,1821,f,high_female,0.0
njp.32101068971470,"Kernahan, Coulson,",The house of Rimmon,1885,f,,0.0
njp.32101068971488,"Kernahan, Coulson,",The house of Rimmon,1885,f,,0.0
njp.32101068971843,"Kingsley, Henry,",Stretton,1869,m,,0.0
njp.32101068972585,"Lamington, Alexander Dundas Ross Wishart Cochrane-Baillie,",Ernest Vane,1849,m,,0.0
njp.32101068974011,"Mallarmé, Camille.",The house of the enemy,1922,f,high_female,0.0
njp.32101068989068,"Genlis, Stéphanie Félicité,","The tales of the castle: or, Stories of instruction and delight",1819,f,high_female,0.0
njp.32101069157442,"Cottin,",Clara,1808,f,,0.0
nyp.33433068245376,"Gillie, R. C.",The story of stories,1901,u,high_male,0.0
nyp.33433069253114,"Bengough, Julia M.","Gladys; or, The story ov Penbirth",1884,f,high_female,0.0
njp.32101068166386,"Chorley, Henry Fothergill,",Roccabella,1859,m,high_female,0.0
nyp.33433074917042,"Martineau, Harriet,",Forest and game-law tales,1845,f,,0.0
nyp.33433074911326,"Summersett, Henry.","Martyn of Fenrose; or, The wizard and the sword",1801,m,mixed,0.0
nyp.33433074913264,"Hervey, Elizabeth,",The Mourtray family,1800,f,high_female,0.0
nyp.33433074913272,"Hervey, Elizabeth,",The Mourtray family,1800,f,high_female,0.0
nyp.33433074913298,"Hervey, Elizabeth,",The Mourtray family,1800,f,high_female,0.0
nyp.33433074915111,"Morgan,",The novice of Saint Dominick,1806,f,high_female,0.0
nyp.33433074915137,"Morgan,",The novice of Saint Dominick,1806,f,high_female,0.0
nyp.33433074915145,"Morgan,",The novice of Saint Dominick,1806,f,high_female,0.0
nyp.33433074915699,"Morier, James Justinian,",Zohrab,1832,m,,0.0
nyp.33433074915707,"Morier, James Justinian,",Zohrab,1832,m,,0.0
nyp.33433074915723,"Morier, James Justinian,",Zohrab,1832,m,,0.0
nyp.33433074916218,"Lamb, Charles,",Tales from Shakespear,1809,f,,0.0
nyp.33433074918602,"Abbott, Charles T.",The cliff dweller's daughter,1899,m,high_male,0.0
nyp.33433074911045,"Murray, Charles Augustus,",The prairie-bird,1844,m,,0.0
nyp.33433074919444,"Ainsworth, William Harrison,",John Law,1864,m,mixed,0.0
nyp.33433074919600,"Allardyce, Alexander,",The city of sunshine,1877,m,high_male,0.0
nyp.33433074919618,"Allardyce, Alexander,",The city of sunshine,1877,m,high_male,0.0
nyp.33433074920228,,"Narragansett; or, The Plantations;",1860,u,mixed,0.0
nyp.33433074920236,,"Narragansett; or, The Plantations;",1860,u,mixed,0.0
nyp.33433074920558,"Bailey, H. C.",Karl of Erbach,1903,m,,0.0
nyp.33433074920913,"Baird, Frank.","Roger Davis, Loyalist",1907,m,high_male,0.0
nyp.33433074925748,"Amory, Thomas,","The spirit of Buncle, or, The surprising adventures of that original and extraordinary character John Buncle, Esq",1823,m,,0.0
nyp.33433074928791,"Howard, Keble,",Miss Charity,1908,m,mixed,0.0
nyp.33433074929146,"Bowen, Marjorie,",A moment's madness;,1908,f,high_male,0.0
nyp.33433074929385,"Bramston, Mary,",Espérance,1870,f,high_male,0.0
nyp.33433074911318,"Summersett, Henry.","Martyn of Fenrose; or, The wizard and the sword",1801,m,mixed,0.0
nyp.33433074911037,"Murray, Charles Augustus,",The prairie-bird,1844,m,,0.0
nyp.33433069350993,"Wadham, Percy.",Pranks in Provence;,1907,m,mixed,0.0
nyp.33433074898838,"Manning, Anne,",The duchess of Trajetto,1863,f,,0.0
nyp.33433074892526,"Mathew, Frank James,",A child in the temple,1897,m,mixed,0.0
