htid,author,title,year,authgender,female_category,gb_strict_london_intensity
mdp.39015082746945,"Ingrams, Rachel,",Blood tender / | $c: Rachel Ingrams.,2008,f,mixed,1.2225237780874838
mdp.39015053531409,"Cullen, Leo,",Let's twist again / | $c: Leo Cullen.,2001,m,,1.2211726921362585
uc2.ark:/13960/t4wh2gq9f,"Rosegger, Peter,",The forest farm,1912,m,high_male,1.219556813054136
inu.39000001160014,"Trifonov, I͡Uriĭ Valentinovich,",Another life / | $c: Yuri Trifonov ; translated from the Russian by Michael Glenny.,1985,u,high_female,1.219348623965078
mdp.39015012310390,"Warner, Rex,",Men and gods. | $c: Illustrated by Elizabeth Corsellis.,1950,m,,1.2173150898378535
uc2.ark:/13960/fk26970219,"Freeman, Mary Eleanor Wilkins,",A far-away melody,1905,f,high_female,1.217211368754184
uc1.32106008416064,"Cossery, Albert,",If all men were beggars / | $c: by Albert Cossery ; translated from the French by P.D. Cummins.,1957,m,high_male,1.2171372930866602
mdp.39015005665032,"Compton-Burnett, I. (Ivy),",Mother and son.,1955,f,mixed,1.2170039796030132
njp.32101035558061,"Radcliffe, Ann Ward,",The romance of the forest,1820,f,,1.2158202531337767
mdp.39015053113166,"Clarke, Lindsay.",Parzival and the stone from heaven : | a grail romance retold for our time / | $c: Lindsay Clarke.,2001,u,,1.2152883271556176
uiuo.ark:/13960/t9086xn6w,"Trollope, Thomas Adolphus,",Giulio Malatesta,1863,m,mixed,1.2147125989990768
uc1.$b176021,"Palumbo, Nino,",Tomorrow will be better / | $c: Nino Palumbo ; translated by Isabel Quigly.,1965,m,mixed,1.2139163368860617
njp.32101072858242,,Weird tales,1888,u,,1.2138868657441126
umn.31951002103586j,"De la Mare, Walter,","The three royal monkeys; or, The three Mulla-Mulgars / | $c: by Walter de la Mare, with illustrations by J.A. Shepherd.",1927,m,high_male,1.2137837280153423
mdp.39015053381284,"McCabe, Brian,",A date with my wife / | $c: Brian McCabe.,2001,m,,1.2135922330097086
uiuo.ark:/13960/t58d05r35,"Banks, G. Linnaeus",God's providence house,1865,f,mixed,1.2121359046776323
wu.89040827529,"Enquist, Per Olov.",The magnetist's fifth winter / | $c: Per Olov Enquist ; translated from the Swedish by Paul Britten Austin.,1989,m,high_male,1.21206244545719
mdp.39015056842449,"Debney, Jack,",The crocodile's head and other stories / | $c: Jack Debney.,2002,m,high_male,1.2119743061447097
mdp.39015054287589,"Falla, Jonathan.",Blue poppies / | $c: Jonathan Falla.,2001,m,mixed,1.2117686975910038
uc1.b3441234,"Döblin, Alfred,",Men without mercy. | $c: Trans. by Trevor and Phyllis Blewitt.,1937,u,,1.2100531213320265
uc2.ark:/13960/t16m34w2j,"Ebers, Georg,",Cleopatra,1894,m,,1.2099945550245024
mdp.39015008517693,"Lagerkvist, Pär,","The eternal smile, | $c: and other stories by Pär Lagerkvist; [translated from the Swedish]",1971,m,mixed,1.2095701187797856
uc1.b4098288,"Rolleston, T. W.","The high deeds of Finn, and other bardic romances;",1910,u,high_male,1.2082985947487344
mdp.39015001983728,"Buechner, Frederick,",The final beast; | a novel.,1965,m,,1.2082255998840103
uc1.$b704824,"Maurois, André,",Whatever gods may be / | $c: by André Maurois ; translated by Dr. Joseph Collins.,1929,m,high_female,1.2073066196621955
uc2.ark:/13960/t79s1tn65,"Zola, Émile,",The conquest of Plassans,1887,m,,1.2068840667165512
nyp.33433081588240,"Lynch, Lawrence L.",No proof,1895,m,,1.2067821154890483
uc2.ark:/13960/t27945p24,"Cronin, Bernard.",Timber wolves,1920,m,,1.2067093037287318
mdp.39015067673478,"Eyre, Lucy.",If minds had toes / | $c: Lucy Eyre.,2007,f,,1.2054873785471467
mdp.39015059414170,"Stauffer, Donald A. (Donald Alfred),",The saint and the hunchback.,1947,m,mixed,1.203919963400833
mdp.39015065781018,"Marryat, Frederick,",The novels of Captain Marryat,1896,m,mixed,1.203340473153474
mdp.39015022273133,"Brooke-Rose, Christine,",Textermination / | $c: Christine Brooke-Rose.,1991,f,,1.202587969309955
nyp.33433075859417,,The Italian novelists,1825,m,high_male,1.201157916231247
uc1.$b64932,Homer.,"Homer's Odyssey, | a line-for-line translation in the metre of the original | $c: by H.B. Cotterill ... with an introduction by Walter Leaf ...",1924,m,high_male,1.200141616710772
inu.32000006912846,"Ouida,",Princess Napraxine,1884,f,mixed,1.1985377839036375
nyp.33433074964754,"Banim, John,",Tales,1825,m,,1.196988377242857
mdp.39015056946943,"Dorrestein, Renate.",Without mercy / | $c: Ronate Dorrestein ; translated from the Dutch by Hester Velmans.,2002,f,,1.1964012251148546
uc2.ark:/13960/t74t6hv6t,"Korolenko, Vladimir Galaktionovich,","The murmuring forest, and other stories",1916,m,,1.1960005740802755
mdp.39015011579797,"Figes, Eva.",Nelly's version / | $c: Eva Figes.,1985,f,,1.1954429713930497
inu.39000005567115,,Irish folk and fairy tales / | $c: [edited by] Michael Scott.,1983,u,,1.194500519607726
mdp.39015063943560,"Howitt, Mary Botham,",Our cousins in Ohio,1849,f,,1.192221944037102
uc2.ark:/13960/t7sn08r4h,"Stewart, Charles D.",The fugitive blacksmith,1905,m,mixed,1.192094032377274
nyp.33433044509416,"Louvet de Couvray, Jean-Baptiste,",The amours of the Chevalier de Faublas,1898,m,,1.1920798216648587
mdp.39015058131080,"Madsen, David.",A box of dreams / | $c: David Madsen.,2003,m,,1.1920229822030968
uc2.ark:/13960/t2j67k655,"Kuprin, A. I.",The bracelet of garnets,1917,m,high_female,1.1915258680265948
mdp.39015001044786,"Howard, Clark.",The zebra killings / | $c: Clark Howard.,1979,m,high_male,1.1904478464798458
uc1.32106010286729,"Lombard, Carl.",The disappearance of Rory Brophy / | $c: Carl Lombard.,1992,m,high_male,1.1902636433970124
mdp.39015061562594,"Barnes, Betsey.",Unforgiving heights / | $c: Betsey Barnes.,2003,f,,1.188997021562461
uc2.ark:/13960/t9g44m78z,"Cameron, Verney Lovett,","In savage Africa, or, The adventures of Frank Baldwin from Gold Coast to Zanzibar",1887,m,high_male,1.1888910024728934
mdp.39015015503199,,Korean classical literature : an anthology / | $c: edited by Chung Chong-wha.,1989,u,,1.1863803535413453
mdp.39015037463760,"Jacobs, Steve,",The enemy within / | $c: Steve Jacobs.,1995,m,high_male,1.186098920649982
mdp.39015041445845,"Asch, Sholem,",From many countries; | the collected short stories of Sholem Asch. | $c: [Translated by Maurice Samuel and Meyer Levin],1958,m,,1.1859371571900406
mdp.39015008776612,"U. Htin Aung,",Burmese folk-tales.,1959,u,high_male,1.183179914337774
uc1.$b20493,"Pawley, Edith Muriel (Phillips) Mrs.","My bandit hosts, | $c: by Tinko Pawley as told to Joy Packer.",1935,f,high_male,1.1828860052756716
mdp.39015000618770,"Greene, Graham,",The collected edition.,1970,m,mixed,1.1805399789863884
mdp.39015053541481,"Jullian, Philippe.",Chateau-Bonheur / | $c: Philippe Jullian ; translated from the French by Edward Hyams.,1962,m,,1.1795930404010615
uc1.$b161785,"Ongaro, Alberto,",Excelsior; | $c: translated from the Italian by Giles Cremonesi.,1967,m,,1.1792591893772333
mdp.39015012418243,"Aksenov, Vasiliĭ,",A starry ticket.,1962,u,,1.1788838327871172
mdp.39015047067304,"Guerra-Cunningham, Lucía.",The street of night / | $c: Lucía Guerra ; translated by Richard Cunningham and Lucía Guerra.,1997,u,,1.1788282447247436
uc1.b3178046,"Müller, Filip.",Auschwitz inferno : | the testimony of a Sonderkommando / | $c: Filip Müller ; literary collaboration by Helmut Freitag ; edited and translated by Susanne Flatauer.,1979,u,high_male,1.1782310039706383
uc1.b3473210,"Sahgal, Nayantara,","Storm in Chandigarh: | a novel, | $c: by Nayantara Sahgal.",1969,u,mixed,1.1779811758608096
mdp.39015063514759,"Footner, Hulbert,","Madame Storey, | $c: by Hulbert Footner.",1926,m,,1.177509567265234
mdp.39015002719527,"Wright, Patricia,",Journey into fire / | $c: Patricia Wright.,1977,f,mixed,1.1770452632755992
nyp.33433074920558,"Bailey, H. C.",Karl of Erbach,1903,m,,1.1759587003304444
uc1.b2806719,"Wahlöö, Per,",The assignment | $c: [by] Peter Wahlöö.  Translated from the Swedish by Joan Tate.,1965,u,high_male,1.1752124196448508
mdp.49015001218248,"Wyndham, John,",The chrysalids / | $c: John Wyndhaw [i.e. J.B. Harris].,1959,m,high_female,1.1742464273552449
uc1.32106006271958,,"The golden lotus; a translation, from the Chinese original, of the novel Chin p'ing mei, by Clement Egerton.",1957,u,mixed,1.1738673647264597
nyp.33433074902093,"Mitford, Bertram,",The induna's wife,1898,m,high_male,1.1733646230566148
mdp.39076002274244,"Andersen, H. C.",Stories & fairy tales,1893,f,,1.173075569528189
uc1.b3339461,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,high_male,1.1729058743035872
uc1.b4975997,"Pearce, Donn",Cool hand Luke / | $c: Don Pearce,1988,m,high_male,1.1726628828744312
uc2.ark:/13960/t8bg2m746,"Dunsany, Edward John Moreton Drax Plunkett,",The chronicles of Rodriguez,1922,m,high_male,1.1724566484154249
uc1.32106015260828,"Hacikyan, A. J. (Agop Jack),",A summer without dawn : | an Armenian epic / | $c: Agop J. Hacikyan & Jean-Yves Soucy,2000,m,high_male,1.172452066251358
umn.31951001843870t,,The Oxford illustrated Old Testament; | with drawings by contemporary artists.,1968,u,,1.1683266641352923
uc1.32106011946701,,The Oxford illustrated Old Testament; | with drawings by contemporary artists.,1968,u,,1.1674946149310883
mdp.39015054241818,"Vaculík, Ludvík.",The axe. | $c: Translated from the Czech by Marian Sling.,1973,u,,1.1670790345922226
mdp.39015027936700,"Ganzhorn, John W.",I've killed men,1910,m,high_male,1.1669019919017
mdp.39015031241998,"James, Henry,",Stories revived,1885,m,,1.1667658417632163
uc1.$b242670,"Marquand, John P. (John Phillips),",Ming yellow.,1942,m,high_male,1.1660583728821463
inu.30000041110549,"Traven, B.",Government / | $c: B. Traven.,1994,u,high_male,1.165514749589156
mdp.39015059395023,"Crawford, F. Marion",The three fates,1892,m,,1.16470026438696
njp.32101068166592,"Cunningham, Allan,",Lord Roldan;,1836,m,,1.1641308017368832
mdp.39015046799444,"Taylor, Robert Lewis.",A journey to Matecumbe / | $c: with illustrations by Joseph Papin.,1961,m,,1.1636566747346864
uc1.$b115676,"Houot, Georges,",2000 fathoms down/ | $c: by Georges S. Houot and Pierre Henri Willm. With an introd. by Jacques-Yves Cousteau ;pref. by Philippe Tailliez. Translated from the French by Michael Bullock.,1955,u,high_male,1.161737029206069
uc1.b4508870,"Endō, Shūsaku,","Wonderful fool | $c: [by] Shusaku Endo; a novel, translated from the Japanese by Francis Mathy.",1974,u,mixed,1.1616020815909305
njp.32101072852633,"Mason, Eugene,",Old-world love stories,1913,m,high_female,1.1612243950020902
mdp.39015012301464,Xiaoxiaosheng.,"The Golden Lotus; | a translation from the Chinese original, | $c: by Clement Egerton.",1939,u,mixed,1.1607458953123275
mdp.39015038889534,"Osman, Shaukat,",Janani / | $c: Shaukat Osman ; translated from the Bengali by Osman Jamal,1993,u,high_male,1.1597968036000093
mdp.39015034934896,"Métellus, Jean,",The Vortex family / | $c: Jean Métellus ; translated from the French with an introduction by Michael Richardson.,1995,f,,1.1594471755866802
mdp.39015013401610,"Lispector, Clarice.",The Foreign Legion : | stories and chronicles / | $c: Clarice Lispector ; translated with an afterword by Giovanni Pontiero.,1986,f,high_female,1.1592455629876075
uc1.32106013457244,"Métellus, Jean,","The Vortex family / | $c: translated from the French, with an introduction by Michael Richardson ; Jean Métellus",1995,f,,1.1589096977563509
mdp.49015002077072,,French short stories; | nouvelles françaises.,1966,u,,1.1587485515643106
mdp.39015059406283,"Pickthall, Marmaduke William,",The early hours,1921,m,high_male,1.1586545703129525
uc1.32106011943203,"Maḥfūẓ, Najīb,",Children of Gebelawi / | $c: Naguib Mahfouz ; translated by Philip Stewart.,1981,u,high_male,1.158621009274761
nyp.33433074867395,"Sherwood,","Jamie Gordon, or, The orphan",1851,f,,1.158466653537378
mdp.39015034413834,"Ranga Rao,",The drunk tantra / | $c: Ranga Rao.,1994,u,mixed,1.1583190473984155
mdp.39015014674348,"Meinhold, Wilhelm,",The amber witch;,1844,m,,1.15738061618944
uc1.32106011912992,"Osman, Shaukat,",Janani / | $c: Shaukat Osman ; translated from the Bengali by Osman Jamal,1993,u,high_male,1.1573538262117495
mdp.39015049634820,"Asimov, Isaac,",Pebble in the sky: | science fiction.,1968,m,high_male,1.1555216602535214
nyp.33433082120530,"Louvet de Couvray, Jean-Baptiste,",The amours of the Chevalier de Faublas,1898,m,,1.1555083081047353
uc1.32106018984861,,The tale of Lady Ochikubo : | Ochikubo monogatari / | $c: translated by Wilfred Whitehouse and Eizo Yanagisawa,2006,u,high_male,1.1540547714394525
uc1.$b298821,"Graham, Stephen,",St. Vitus day | $c: [by] Stephen Graham.,1930,m,high_male,1.1533892342648873
mdp.39015022748100,"Doss, Helen Grigsby.",The family nobody wanted.,1955,f,,1.15291052261434
uc2.ark:/13960/t1gh9gv00,"Ouida,",Wanda,1883,f,,1.1521533746572343
mdp.39015005687093,Xiaoxiaosheng.,"The Golden Lotus; | a translation from the Chinese original, | $c: by Clement Egerton.",1939,u,mixed,1.1515629588258665
uc1.32106006271974,,"The golden lotus; a translation, from the Chinese original, of the novel Chin p'ing mei, by Clement Egerton.",1957,u,mixed,1.1513508223523248
mdp.39015028718289,"Yerby, Frank,",The girl from Storyville. -,1972,m,,1.150849518753093
mdp.39015026073620,"Rathnamal, Sita.",Beyond the jungle: | a tale of South India; | $c: illustrated by Robert Micklewright.,1968,u,mixed,1.1507744712191306
uc1.$b156278,"Mittelhölzer, Edgar.",Children of Kaywana.,1952,m,mixed,1.1498129637578955
mdp.39015014857695,"Swados, Harvey.","A story for Teddy, and others.",1966,m,,1.1490554763984004
coo.31924002521106,"Cohen, Max,",It was not in the news; | a novel.,1965,m,high_male,1.148369315571888
mdp.39015004743541,"Kazakov, I͡Uriĭ,","The smell of bread, and other stories",1965,u,mixed,1.148356128202478
mdp.39015063976040,"Ware, William,",Rome & the early Christians,1853,m,mixed,1.1482044952205988
mdp.39015046835495,,"The Golden Lotus; | a translation, from the Chinese original, of the novel Chin Pʻing Mei, | $c: by Clement Egerton.",1972,u,mixed,1.148000183680029
inu.30000021359751,"Nicol, Mike,",The powers that be / | $c: Mike Nicol.,1990,m,,1.1466311975416228
mdp.39015012440486,"Powys, Theodore Francis,","Bottle's path, and other stories, | $c: by T.F. Powys.",1946,m,,1.1463945890175398
mdp.39015014681285,"Jahnn, Hans Henny,",The ship. | $c: Translated by Catherine Hutter.,1970,m,mixed,1.1461055333975152
inu.30000039110865,"Kirchhoff, Bodo,",Infanta / | $c: Bodo Kirchhoff ; translated from the German by John Brownjohn.,1992,u,high_male,1.1459413621804972
mdp.39015061857481,"McCall Smith, Alexander,",In the company of cheerful ladies / | $c: Alexander McCall Smith.,2004,m,high_male,1.145619722989151
njp.32101068970670,"Kavanagh, Julia,",Nathalie,1850,f,high_female,1.143000834390609
mdp.39015059376619,,The New British novelist;,1830,u,mixed,1.142622089170228
uc1.$b381413,"Kosmač, Ciril,",A day in spring. | $c: Translated by Fanny S. Copeland.,1959,u,high_female,1.140628029793204
mdp.39015059376494,,The New British novelist;,1830,u,mixed,1.1393933869607822
uiuo.ark:/13960/t3611cz09,"Ouida,",Tricotrin,1869,f,,1.1391078507313073
uc2.ark:/13960/t7np2084s,"Gibbon, Frederick P.",A prisoner of the Gurkhas,1904,m,high_male,1.1383816766085333
njp.32101007989260,"Balzac, Honoré de,",Comedy of human life,1887,f,high_female,1.1380189366351057
nyp.33433074879218,"Lymburner, A. L.",The fall of the Nan Soung;,1846,u,,1.1342755382137428
inu.30000044498537,"Mpompolas, J.",The bus to terminus / | $c: J. Ralton [i.e. J. Mpompolas].,1993,u,high_male,1.134224077308713
uc1.32106011676373,"Doherty, Berlie",The vinegar jar / | $c: Berlie Doherty,1994,u,mixed,1.133491266449792
mdp.39015005601482,"Smith, Rowland,","The Greek romances of Heliodorus, Longus, and Achilles Tatius",1901,u,,1.1333371111237036
nyp.33433060332925,"Verne, Jules,",Mathias Sandorf,1889,m,high_male,1.131554529612782
uc1.b5076434,"Simenon, Georges,",The patient. | $c: Translated from the French by Jean Stewart.,1963,m,,1.1314393039385402
nyp.33433075812325,"Aimard, Gustave,",The bee hunters;,1868,m,high_male,1.1308123756106387
uc1.b3834609,"Cusack, Dymphna.",Black lightining.,1964,u,,1.1305311235218305
njp.32101076479003,"Balzac, Honoré de,",Comedy of human life,1887,f,high_male,1.1303777722514865
uc1.32106015216820,"Johnson-Davies, Denys.",Modern Arabic short stories; | $c: selected and translated by Denys Johnson-Davies.,1967,f,high_male,1.1299818072929029
nyp.33433074889886,"Williams, Robert Folkestone",The youth of Shakspeare,1839,m,,1.1297009681537298
uiuo.ark:/13960/t7zk5qm98,"Gerard, E. D.",Reata,1880,f,mixed,1.12880831705968
uc1.32106008324763,"Kaniuk, Yoram.",Confessions of a good Arab : | a novel / | $c: Yoram Kaniuk ; translated by Dalya Bilu.,1987,u,,1.1281461174851366
mdp.39015022670098,,The Mabinogion / | $c: a new translation by T.P. Ellis and John Lloyd.,1929,u,high_male,1.1263798152737103
uiuo.ark:/13960/t65437139,"Knight, Ellis Cornelia,",Sir Guy de Lusignan,1833,f,mixed,1.121239642548802
wu.89053532776,"Faldbakken, Knut.",Sweetwater / | $c: Knut Faldbakken ; translated from the Norwegian by Joan Tate.,1994,m,,1.1207872409580488
uc2.ark:/13960/t90868990,"Ouida,",Wanda,1883,f,,1.1207621182404035
uiuo.ark:/13960/t11n8nh7x,,Miss Russell's hobby,1865,u,high_female,1.1203979653572949
mdp.49015002262708,"Valenzuela, Luisa,",The Lizard's tail / | $c: Luisa Valenzuela ; translated from the Spanish by Gregory Rabassa.,1994,f,high_male,1.119507416736636
nyp.33433076093487,"Disraeli, Benjamin,",Collected edition of the novels and tales,1871,m,high_male,1.1190125832964992
wu.89100339175,"Lever, Charles James,",Tom Burke of  Ours,1843,m,high_male,1.118718396205307
mdp.39015066809883,"Wu, Fan,",February flowers / | $c: Fan Wu.,2006,u,high_male,1.117443289753045
mdp.39015020740687,,Fairy tales.,1948,u,,1.117355889024213
mdp.39015066055636,"Naipaul, Shiva,",Fireflies.,1970,u,,1.117324677791496
nyp.33433082548359,"Grimm, Albert Ludwig,",Tales from the eastern-land,1847,m,high_male,1.1170688114387846
uc1.b3595489,"Giovene, Andrea,",The dilemma of love. | $c: Translated by Bernard Wall.,1973,f,,1.11573521371908
