htid,author,title,year,authgender,female_category,urban_generics
nyp.33433074911037,"Murray, Charles Augustus,",The prairie-bird,1844,m,,16.202553522435135
mdp.39015008243878,"Spenser, Edmund,",Tales from Spenser,1906,m,,16.18952537708103
uiuo.ark:/13960/t5db89n2k,"Cathcart,",Adelaide;,1833,f,high_female,16.16582544500925
uc2.ark:/13960/t03x84d3j,"Crofts, John.",Effie and her strange acquaintances,1886,m,high_female,16.16254906488109
njp.32101064710898,"Philips, F. C.",The fatal phryne,1889,m,high_female,16.120798516886538
uiuo.ark:/13960/t6b28444n,,Amat,1881,u,,16.11473692691967
inu.30000107641361,"Sullivan, K. E.",Viking myths & legends / | $c: K.E. Sullivan.,2004,u,high_male,16.08529803759364
nnc1.0037105930,,The orphans of Llangloed,1802,u,mixed,16.081307088640166
uc2.ark:/13960/t7br8s493,"Trollope, Frances Milton,",Father Eustace,1847,f,high_female,16.064902204907828
ncs1.ark:/13960/t7vm4kg7w,"Paludan-Müller, Frederik,",The fountain of youth,1867,m,mixed,16.05200850756451
nyp.33433074939442,"Bidder, M.",Westminster cloisters;,1887,u,high_male,16.034634811192173
mdp.39015063536828,"Browne, Thos. Alex.",A modern buccaneer,1894,m,high_male,16.02527414665415
uc2.ark:/13960/t8ff3s14j,"Hall, S. C.,",The buccaneer,1832,f,,15.988139707271696
njp.32101068167160,"Dallas, Robert Charles,",Percival,1801,m,,15.979546180888462
uiuo.ark:/13960/t6qz2xw44,"Davenport, Selina.",An angel's form and a devil's heart,1818,f,mixed,15.96678907871627
njp.32101032330431,"Richardson, Samuel,",The history of Sir Charles Grandison,1810,m,mixed,15.935813315411318
mdp.39015078569681,"Marryat, Frederick,",The little savage,1889,m,mixed,15.902183899922257
uc1.31822001403641,"Huskinson, Janet",Roman sculpture from Cyrenaica in the British Museum / | $c: Janet Huskinson,1975,f,high_male,15.875535799333228
inu.30000107311544,"Hamilton, Claire, Celtic harpist.","Maiden, mother, crone : | voices of the goddess / | $c: Claire Hamilton.",2005,f,,15.868753204267474
uc1.$b42258,"Masters, David,","""I.D."" New tales of the submarine war, | $c: by David Masters.",1935,m,high_male,15.858177811905318
mdp.39015073140199,"Grey, Zane,","Tales of fishing virgin seas, | $c: by Zane Grey ... with 100 illustrations from photographs taken by the author and others; drawings by Lillian Wilhelm smith.",1925,m,high_male,15.838865937198896
mdp.39015029966465,"Boult, Katharine F.,",Asgard & the Norse heroes,1914,f,,15.81256835641529
uiuo.ark:/13960/t7wm1jm9d,"Baring-Gould, S.",In the roar of the sea;,1892,m,,15.789473684210526
uiuo.ark:/13960/t8v98nj98,"Laffan, De Courcy,",Bonnie Kate,1891,f,high_female,15.77713667508114
uiuo.ark:/13960/t51g19g8j,"Putney, Charlotte.",The brazen mask,1826,f,,15.739356260328952
uiuo.ark:/13960/t3st87x1j,"Warner,",Herbert-Lodge,1808,f,high_female,15.712153350616703
njp.32101064912247,"Marryat, Frederick,",The novels of Captain Marryat,1895,m,,15.679715674489103
uiuo.ark:/13960/t4bp0q85k,"Russell, William Clark,","Jilted! or, My uncle's scheme",1875,m,,15.67316232171778
njp.32101064912221,"Marryat, Frederick,",The novels of Captain Marryat,1895,m,mixed,15.670296952127243
uc2.ark:/13960/t9s17w52c,"Armfield, Anne Constance Smedley.",The flower book;,1910,f,high_male,15.590408780518224
mdp.39015078568915,"Ballantyne, R. M.",The dog Crusoe and his master,1869,m,high_male,15.562082984807516
uc2.ark:/13960/t9v11ww43,,The story of Jack and the giants,1851,m,high_male,15.408320493066256
njp.32101069186367,,"Clarenswold, or, Tales of the North",1832,u,,15.406104925845282
uiuo.ark:/13960/t2h711b53,"Ponsonby, Emily,",The two brothers,1858,f,mixed,15.402980476722245
uiuo.ark:/13960/t6g16ns50,"Wood, Henry,",Anne Hereford,1868,f,,15.392365386768162
inu.32000006995510,"Holbrook, Ann Catherine,",Constantine Castriot,1829,f,mixed,15.390140050274457
uiuo.ark:/13960/t9863513x,"Skene, Felicia,",The tutor's ward,1851,f,high_female,15.388298054235202
wu.89050149053,"MacDougall, James,",Folk tales and fairy lore in Gaelic and English,1910,m,high_male,15.383826470437413
uc2.ark:/13960/t3st7gp3w,"Randolph,",Woodroffe,1883,f,,15.374891094521415
nnc1.cu54875072,"Thomson, Joseph,",Ulu,1888,m,,15.368279870347603
wu.89004591723,"Joyce, P. W.",Old Celtic romances,1914,u,high_male,15.3547275871047
uc1.b3321871,"Griffith, Cecil.",Valentine Forde,1870,m,,15.348016268897245
uiuo.ark:/13960/t2w38cx1m,"Sewell, Elizabeth Missing,",Cleve Hall,1855,f,,15.309693222909134
uc1.31158002285814,"Hoffmann, E. T. A.","Money, and its influence",1852,m,high_male,15.307684457597714
uiuo.ark:/13960/t9r21h94b,,"The mountain chief, or, The descendant of William Tell, the deliverer of Switzerland",1811,u,high_male,15.262515262515263
njp.32101068970282,"Jocelyn, Robert,",Only a horse dealer,1893,f,high_female,15.255530129672007
inu.32000007337191,"Compton-Burnett, I. (Ivy),",Pastors and masters.,1925,f,mixed,15.25320317266626
uiuo.ark:/13960/t0pr8fm7f,"Trollope, Frances Milton,",Young love;,1844,f,high_female,15.248086365161173
uc1.32106010943360,"Darvas, Robert.",Right through the pack : | a bridge fantasy / | $c: by Robert Darvas and Norman de V. Hart ; introduction by Guy Ramsey.,1978,m,,15.241579027587258
uiuo.ark:/13960/t3611fb6z,,"Harden Hall, or, The three proposals",1847,m,high_female,15.20363366844676
njp.32101064790106,"Porter, Jane,",Sir Edward Seward's narrative of his shipwreck,1831,f,mixed,15.202189115232594
nyp.33433082525902,"Austin, Stella,",Stumps;,1873,f,,15.196644580876542
njp.32101064912353,"Russell, William Clark,",The tale of the ten,1896,m,high_male,15.195451494852541
inu.30000118322431,"Rafy, K U .",Folk-tales of the Khasis,1920,f,high_female,15.18734677051919
uc1.31822028405892,"Abbey, Lloyd Robert,",The last whales / | $c: Lloyd Abbey,1990,m,high_male,15.169902912621358
mdp.39015048890829,"Lyly, John,",Euphues. | The anatomy of wit.,1928,m,,15.163081556464178
nyp.33433074911045,"Murray, Charles Augustus,",The prairie-bird,1844,m,,15.15809897228089
uiuo.ark:/13960/t3611jc4p,"Marryat, Florence,",A fatal silence,1891,f,high_female,15.144917933475949
njp.32101064791476,"Trollope, Frances Milton,",Petticoat government;,1850,f,high_female,15.134421177182796
uiuo.ark:/13960/t6qz2n61d,"Hardy, Duffus,",In sight of land;,1885,m,,15.122056599697558
uiuo.ark:/13960/t40s0db27,"Russell, William Clark,",The death ship,1888,m,,15.076134479119554
mdp.39015078569715,"Ballantyne, R. M.",The coral island,1887,m,high_male,15.06767899147002
uc1.b3324288,"Duros, Edward.",Otterbourne;,1832,m,high_male,15.046078615760768
njp.32101068574019,"Thomson, John Cockburn,",Heart or head,1864,m,high_female,15.029944273591232
uiuo.ark:/13960/t5gb2f42v,,"Infant baptism, or, Hath this child been already baptized?",1860,u,high_male,14.992503748125937
mdp.39015014117710,"Porter, Anna Maria,",The village of Mariendorpt,1821,f,,14.987167238052418
uc1.$b252059,"Nwapa, Flora,",Efuru / | $c: Flora Nwapa.,1966,f,,14.985314391895942
uiuo.ark:/13960/t4mk6tv74,"Marryat, Florence,",A bankrupt heart,1894,f,high_female,14.975384212201194
uiuo.ark:/13960/t88g90r2j,"Goodrich, A. M.","Gwen, or, The cousins",1855,u,high_female,14.963619699605335
nnc1.1002391503,,"Temugin; or, The Tartar chief",1843,u,high_male,14.959609055550015
uiuo.ark:/13960/t8sb4kt8r,"Lauder, Thomas Dick,",The wolfe of Badenoch,1827,m,,14.953494631695428
uc2.ark:/13960/t7kp7zz8j,"Wren, Percival Christopher,",The young stagers;,1917,m,,14.91468798472736
njp.32101076515459,"Fisher, William,",The petrel,1850,m,,14.893511393536215
uiuo.ark:/13960/t9n30f94j,"Duchess,",A point of conscience,1896,f,mixed,14.887321584755382
mdp.39015008801758,"Emecheta, Buchi.",The rape of Shavi.,1983,f,,14.868119777572929
mdp.39015056837084,"Bryant-Jefferies, Richard.",Time limited therapy in primary care : | a person-centred dialogue / | $c: Richard Bryant-Jefferies ; [forewords by Graham Curtis Jenkins and Jerold D. Bozarth].,2003,m,high_female,14.838996883810655
mdp.39015014834223,"Jensen, Axel,",Epp: | a novel; | $c: translated from the Norwegian by Oliver Stallybrass.,1967,m,high_male,14.827115829428859
nyp.33433022846657,"Lymburner, A. L.",The Mohawk chief,1857,u,mixed,14.776973253678412
uc1.31822038205548,"Cooper, James Fenimore,",The bee-hunter;,1848,m,,14.771247096107105
nyp.33433074954516,,The cruelest wrong of all,1862,u,,14.758365309791504
uiuo.ark:/13960/t06x0248f,"Croffts,",Ankerwick Castle,1800,f,mixed,14.757969303423849
nyp.33433075746887,"Sharp, William,",The mountain lovers,1895,m,high_male,14.709343374911745
uc1.b4374032,"Vaphopoulou-Richardson, C. E.",Greek terracottas / | $c: by C.E. Vafopoulou-Richardson.,1981,u,mixed,14.596409283316305
uc2.ark:/13960/t5cc15k3w,"Milne, A. A.",Once on a time,1917,m,,14.582928251993
uiuo.ark:/13960/t62524j1v,"Lockhart, Laurence W. M.",Mine is thine,1878,m,,14.573364747030677
uiuo.ark:/13960/t0ht34n1h,"Kelty, Mary Ann,",Osmond,1822,f,,14.565126924677486
uiuo.ark:/13960/t2k64tj09,"Cuthbertson, Catherine.",Forest of Montalbano,1810,f,mixed,14.54464085925263
uc1.$b300163,"Douglas, Ronald MacDonald.",The sword of freedom; | a romance of Lord James of Douglas and Scotland's war of independence | $c: [by] Ronald MacDonald Douglas.,1936,m,high_male,14.51676259115673
nyp.33433075729792,"Edgeworth, Maria,",Leonora,1806,f,high_female,14.512383900928793
uiuo.ark:/13960/t6g16nh2z,"Wallace, Ellen.","Mr. Warrenne, the medical practitioner",1848,f,,14.499320344358859
umn.31951002134460i,,The crisis in the cotton industry; | report of the proceedings of the Provisional Emergency Cotton Committee.,1923,u,high_male,14.49742268041237
uc1.b3322475,"Cathcart,",The heir of Mordaunt,1835,f,high_female,14.484356894553882
uc2.ark:/13960/t7xk8746k,"Boult, Katharine F.",Heroes of the Norselands,1903,f,high_male,14.472012735371207
wu.89095735338,"Ari Þorgilsson,",The book of the settlement of Iceland,1908,u,high_male,14.466546112115733
mdp.39015088641736,"Djurklou, Nils Gabriel,",Fairy tales from the Swedish,1901,u,,14.434527389515722
uiuo.ark:/13960/t82j71x1s,"Ponsonby, Emily,",Pride and irresolution,1850,f,high_female,14.390329698442647
uc2.ark:/13960/t17m08h7v,"Collingwood, Harry,",The secret of the sands,1879,m,,14.36598135614864
mdp.39015011920959,"Trollope, Frances Milton,",Gertrude;,1855,f,high_female,14.363230130864986
uiuo.ark:/13960/t1cj8t04w,"Hardinge, William Money,",Eugenia,1883,m,high_female,14.34468688736233
inu.32000009196025,"Kingsley, Henry,",Stretton,1869,m,,14.32550736171906
uiuo.ark:/13960/t2d79x585,"Payn, James,",The burnt million,1890,m,,14.287569814261593
uc2.ark:/13960/t6c24sz04,"Sutherland, James.",The adventures of an elephant hunter,1912,m,high_male,14.27848232713301
nyp.33433074866587,"Kingston, William Henry Giles,",In the Rocky mountains,1889,m,mixed,14.26145129714382
mdp.39015056262796,"MacLeod, Sheila.",Xanthe and the robots / | $c: Sheila MacLeod.,1979,f,,14.261027129506903
mdp.39015025923064,"Ramsay, James Henry,","Bamff charters, A. D. 1232-1703",1915,m,high_male,14.237674242013343
njp.32101067643989,"Fenn, George Manville,",The Mynns' mystery,1891,m,,14.197254469404916
uiuo.ark:/13960/t5fb5b90q,"Old Sailor,","Hamilton King, or, The smuggler and the dwarf",1839,m,high_male,14.085829655366702
dul1.ark:/13960/t89g6ct7k,"Edgeworth, Maria,",The modern Griselda,1805,f,high_female,14.066676044450697
inu.30000114933561,"Bayly, Thomas,","Herba parietis; | or, The wallflower.",1969,m,high_male,14.023814987633545
mdp.39015078572453,"Campe, Joachim Heinrich,",The new Robinson Crusoe;,1811,m,high_male,14.018473232504167
uiuo.ark:/13960/t44q86m8t,"Christie, Mary Elizabeth,",Lady Laura,1880,f,high_female,14.01541695865452
mdp.39015022366028,"Courtauld, Augustine,",From the ends of the earth;,1958,u,high_male,13.999622010205725
nyp.33433008160214,,Tales of our coast,1896,m,high_male,13.978845347374307
uiuo.ark:/13960/t45q58q09,"Cuthbertson, Catherine.","Santo Sebastiano, or, The young protector",1814,f,high_female,13.857502238519592
uc1.b5029668,"Speigel von und zu Peckelsheim, Edgar,",U. boat 202,1919,m,high_male,13.853869385719431
nyp.33433074954979,"Cullen, Margaret.",Home,1802,f,high_female,13.842506877995605
uc2.ark:/13960/t8sb49b66,"Marryat, Frederick,",The pirate,1861,m,,13.82462996073805
uiuo.ark:/13960/t19k4qp4t,"Grant, Louisa Keir.",Charles Stanley,1854,f,high_female,13.811094912913374
uc1.31158006421456,"Maturin, Charles Robert,",Melmoth the wanderer: a tale,1821,m,high_male,13.779376865957284
uc2.ark:/13960/t70v8gg5v,"Ingelow, Jean,",Fated to be free,1875,f,,13.746964212069834
mdp.39015063938420,"Duchess,",An unsatisfactory lover,1894,f,mixed,13.71783928789172
inu.30000118600547,"Tucker, A. N. (Archibald Norman),","The disappointed lion, | and other stories from the Bari of Central Africa; | $c: with a preface by ""Elizabeth"" of the Children's hour, illus. by John Farleigh.",1937,m,,13.7092720376548
mdp.39076005032920,"Christie, Agatha,",Murder on the Orient express.,1968,f,,13.697265527718285
uc1.31822019110485,"Z'graggen, J. A",And thus became man and world / | $c: John A. Z'graggen,1992,u,high_female,13.66736370221548
wu.89092531763,"Hogg, James,",The three perils of woman,1823,m,,13.643495463537759
mdp.39015006575982,"Defoe, Daniel,",The novels and miscellaneous works,1840,m,mixed,13.61187993025532
mdp.39015060377028,"Woodall, Clive.",One for sorrow : | two for joy / | $c: Clive Woodall.,2003,m,high_female,13.554232569778232
uiuo.ark:/13960/t4gm84m9j,"Bjørnson, Bjørnstjerne,",Ovind;,1869,m,high_male,13.546464372798699
njp.32101072889734,,The high history of the Holy Graal,1898,m,high_male,13.537600685905101
uc1.$b144273,"Spalding, Kenneth Jay,","Talks on philosophy, | $c: by K. J. Spalding.",1931,m,high_male,13.521634615384615
uc1.b3321870,"Griffith, Cecil.",Valentine Forde,1870,m,,13.504649457884787
uiuo.ark:/13960/t10p1mt7x,"Norris, W. E.",Saint Ann's,1894,f,,13.473820367026867
nyp.33433074918602,"Abbott, Charles T.",The cliff dweller's daughter,1899,m,high_male,13.41741580571582
mdp.39015031992699,"Theal, George McCall,",Kaffir folk-lore,1886,m,high_male,13.398667789602634
mdp.39015005665032,"Compton-Burnett, I. (Ivy),",Mother and son.,1955,f,mixed,13.387043775633146
dul1.ark:/13960/t4rj56g8r,,The spirit of the moist hand,1875,f,high_male,13.340448239060832
nyp.33433082306089,"Henty, G. A.",Yarns on the beach,1886,m,high_male,13.33570412517781
uiuo.ark:/13960/t8kd2582s,"Armstrong, F. C.",The wild gazelle,1868,m,,13.307225823622227
uc1.31175021780286,"Goodsir, Robert Anstruther.","An Arctic voyage to Baffin's Bay and Lancaster Sound, in search of friends with Sir John Franklin / | $c: by Robert Anstruther Goodsir.",1996,m,high_male,13.285858532178349
mdp.39015060547042,"Bryant-Jefferies, Richard.",Counselling victims of warfare : | person-centred dialogues / | $c: Richard Bryant-Jefferies.,2005,m,,13.263981657808221
nyp.33433074951629,"Cuthbertson, Catherine.",Romance of the Pyrenees,1803,f,high_female,13.262990362227004
uiuo.ark:/13960/t4mk6z79p,"Roche, Regina Maria,",Bridal of Dunamore;,1823,f,high_female,13.261500207210942
uc1.$b312576,"Stapledon, Olaf,","The flames, | a fantasy.",1947,m,high_male,13.243279035889286
nyp.33433074863964,"Grant-Forbes, G. A.",Another wicked woman,1895,u,high_female,13.219353132986692
njp.32101030764698,"Richardson, Samuel,",The history of Sir Charles Grandison,1810,m,mixed,13.206201632286522
njp.32101066457035,"Cobbold, Richard.",Courtland,1852,m,,13.192363506153296
nyp.33433074946900,"Coates, E.",While they are with us,1879,f,high_female,13.061224489795919
uiuo.ark:/13960/t11n8gv99,"Grey,",An old country house,1850,f,high_female,13.05921420842506
mdp.39015009035422,"Lyly, John,",Euphues. | The anatomy of wit.,1928,m,high_female,12.987552729464081
uc1.$b25366,"Baker, E. C. Stuart (Edward Charles Stuart),",Mishi the man-eater and other tales of big game.,1928,m,high_male,12.982436617889798
uiuo.ark:/13960/t0pr8dk1p,"Russell, William Clark,",The Golden Hope,1887,m,,12.980082784083534
mdp.39015073316773,"Carlyle, Thomas,",[Works],1885,m,high_male,12.973926731911103
uiuo.ark:/13960/t7np2fs5c,"Feilden, Phoebe M.","Grantham secrets, a novel",1875,f,high_female,12.953787363580426
inu.39000005868141,,Chap-books and folk-lore tracts,1885,m,,12.939958592132506
mdp.39015019642050,,The Sun maiden and the crescent moon : | Siberian folk tales / | $c: collected and translated by James Riordan.,1989,u,,12.919228980414449
uc2.ark:/13960/t4hm56v0b,"Ballantyne, R. M.",The pioneers,1872,m,high_male,12.91722641314457
uc2.ark:/13960/t58c9t304,"Randolph,",Woodroffe,1883,f,,12.896569512509672
mdp.39015059294572,"Provoost, Anne,",In the shadow of the ark / | $c: Anne Provoost ; translated by John Nieuwenhuizen.,2004,f,high_male,12.86935035519407
uc2.ark:/13960/t3st7kj3b,"Ingelow, Jean,",Fated to be free,1875,f,,12.838618564642445
mdp.39015005583581,"Huihai,","The Zen teaching of instantaneous awakening : | being the teaching of the Zen master Hui Hai, known as the Great Pearl / | $c: rendered into English by John Blofeld.",1987,u,mixed,12.811314953366814
uc1.$b271627,"Towner Coston, H. E. (Harry Ernest),",The swift trout : | a tale of trout in two rivers / | $c: by H. E. Towner-Coston.,1946,m,high_male,12.793358825285363
uiuo.ark:/13960/t49p3mf7c,"Norris, W. E.",Marcia,1890,f,,12.784454103809768
uiuo.ark:/13960/t6tx3wm62,"Walsh,","The officer's daughter; or, A visit to Ireland in 1790",1810,f,high_female,12.761938793741546
mdp.39015048908076,"Cooper, Dominic,",Men at Axlir : | a fiction concerning the case of Sunnefa Jónsdóttir / | $c: Dominic Cooper.,1978,m,high_male,12.755813860786237
uiuo.ark:/13960/t5fb5pp94,"Rowcroft, Charles,","Tales of the colonies, or, The adventures of an emigrant",1843,m,high_male,12.694472262578106
mdp.39015078570457,"St. John, Percy B.",The rival Crusoes,1870,m,high_male,12.690985537794306
uiuo.ark:/13960/t1vd76p1j,"Fuller,",Crown-Harden,1873,f,,12.6426246088688
mdp.39015070528370,"Richardson, Samuel,",The works of Samuel Richardson,1883,m,mixed,12.536418295147403
mdp.39015005279495,"Alpers, Antony,","Maori myths & tribal legends,",1964,m,,12.534941148451308
uc1.b5041314,"Angulo, Jaime de.","Red Indian tales; | $c: written and illustrated by Jaime de Angulo, with a foreword by Carl Carmer.",1954,m,high_male,12.527246761706712
uc1.$b33738,"Savile, Frank (Frank Mackenzie)","The River of the Giraffe; | a chronicle of desert, stream, and forest shooting in the southern Sudan.",1925,m,high_male,12.509968881452407
uc1.b3331857,"Thorn, Ismay.","Only five; or, Pussie's frolics in farm and field",1880,f,high_female,12.488552160519523
wu.89009493602,"Gunn, Jeannie,",The little black princess,1905,u,high_male,12.42506134874041
uc1.$b146907,"Fullerton, Alexander,",The white men sang / | $c: by Alexander Fullerton.,1958,m,high_male,12.407167798082206
mdp.39015008844709,"Spenser, Edmund,",The faerie queene. | $c: Introd. by J.W. Hales.,1955,m,,12.343393198790347
mdp.39015063608361,"Oliphant, Laurence,",Masollam; a problem of the period,1886,m,mixed,12.33518818014857
uc1.31158009513150,"Shaw, Gertrude.",West Indian fairy tales,1914,f,mixed,12.322858903265558
mdp.39015002326968,"Linklater, Eric,",The men of Ness; | the saga of Thorlief Coalbiter's sons.,1952,m,high_male,12.317242908347396
uiuo.ark:/13960/t9c54344w,"Caffyn, Mannington,",A yellow aster,1894,f,high_female,12.24177505738332
uiuo.ark:/13960/t2p56366c,"McDonnel, Emily Fanny Dorothy Osborn,",Peccavi,1888,f,high_female,12.222946544980443
mdp.39015005303568,"Lagerkvist, Pär,",The Holy Land : | a novel / | $c: by Par Lägerkvist [sic] ; translated by Naomi Walford.,1966,m,high_male,12.136658777838461
nnc1.1002391554,,"Temugin; or, The Tartar chief",1843,u,high_male,12.119533224834655
