htid,author,title,year,authgender,female_category,intl_subcountry_intensity
mdp.49015002143551,"Shaw, Bernard,",Works.,1930,m,high_female,29.12002912002912
inu.39000002830474,"Corelli, Marie,",The soul of Lilith,1892,f,,29.117566456563445
uc2.ark:/13960/t9w09303f,"Bell, John.",In the shadow of the bush,1899,m,,29.11537777202659
mdp.39015002754219,"Shouvaloff, Alexander.",The summer of the bullshine boys / | $c: Alexander Schouvaloff.,1979,m,high_male,29.100221161680828
uva.x030788437,"Watson, John Reay,",The mystery of the downs,1918,m,high_male,29.094200556022503
inu.32000001359183,"Blackmore, R. D.","The remarkable history of Sir Thomas Upmore, bart., M. P",1884,m,,29.074377544008037
uiuo.ark:/13960/t3mw2pv2c,"Bainbridge, Maria.",Rose of Woodlee,1843,f,high_female,29.07305412433576
uc1.b2799822,"Cibotto, Gian Antonio.",Scano Boa | $c: [by] Giovanni A. Cibotto. Translated from the Italian by Jean Grigson.,1963,m,high_male,29.057097195990124
uiuo.ark:/13960/t0bv80n02,"St. Aubyn, Alan.",Orchard Damerel,1894,f,high_female,29.05612301915469
dul1.ark:/13960/t3zs37s7z,"Braddon, M. E.",Joshua Haggard's daughter,1876,f,,29.048434442270057
uc2.ark:/13960/t23b5z64t,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,mixed,29.036004645760745
uc1.$b783882,"Harrison, Michael,","The darkened room, | an arabesque.",1952,m,,29.025369555151656
uc1.$b396531,"Hughes, Owain,",Hermit's reprieve: | a novel.,1969,u,mixed,29.020836960937956
mdp.39015059376056,,The New British novelist;,1830,u,high_female,29.02063879547278
uc1.$b312483,"Shanks, Edward,","Elizabeth goes home, | $c: by Edward Shanks, with illustrations by Michael Rivett.",1942,m,high_female,29.01915264074289
mdp.39015030735065,"Belben, Rosalind,","Reuben, little hero.",1973,f,mixed,29.014742252372987
uiuo.ark:/13960/t5x643b1b,,"The picaroon, or, The merchant smuggler",1845,u,,29.013704708753604
uc2.ark:/13960/t00z73t22,"Cooke, Harold P.","Maurice, the philosopher (a dialogue);",1912,m,high_male,29.003371641953375
inu.39000005816090,"Ellis, Mark.",Bannerman.,1973,m,high_male,28.989508558807287
mdp.39015008526231,"Berkeley, Anthony,","Before the fact; | a murder story for ladies, | $c: by Francis Iles.",1932,m,,28.986907580076327
uc1.b2831300,"Knowler, John,",The singing lizard.,1967,m,high_female,28.98670752412108
mdp.39015004909001,"Amis, Kingsley.","Lucky Jim, | a novel.",1955,m,,28.970239662891764
uc1.b3741341,"Sankawulo, Wilton.","Why nobody knows when he will die, and other tales from Liberia / | $c: Wilton Sankawulo",1979,m,high_male,28.968713789107763
mdp.39015019780264,"Clarke, Pauline,",The white elephant. | $c: Illustrated by Richard Kennedy.,1952,f,high_female,28.95403546869345
uiuo.ark:/13960/t87h23k1f,"Stuart, Esmè,",A mine of wealth,1896,u,high_female,28.95373606601452
uiuo.ark:/13960/t9k36g40f,"Pemberton,",The world's furniture,1861,f,high_female,28.95313727923233
mdp.39015063964483,"Smith, Bertram,",Crashie Howe,1921,m,,28.95193977996526
mdp.39015067673478,"Eyre, Lucy.",If minds had toes / | $c: Lucy Eyre.,2007,f,,28.931697085131525
mdp.39015025104400,"Warner, Susan,",Mr. Rutherford's children,1855,f,high_female,28.915105250983117
uiuo.ark:/13960/t4vh5wc3v,"Cursham, Mary Anne.",Norman Abbey,1832,f,,28.91045301422897
mdp.39015031886198,"Alverdes, Paul,","The whistlers' room, | $c: by Paul Alverdes.",1929,m,high_male,28.910089621277827
uiuo.ark:/13960/t8tb1n549,"St. Aubyn, Alan.",Orchard Damerel,1894,f,high_female,28.906607568713415
mdp.39015003677377,"Fowler, H. W. (Henry Watson),","If wishes were horses, | $c: by H. W. Fowler.",1929,m,high_male,28.903019253857444
uiuo.ark:/13960/t8sb4qc54,"Russell, William Clark,","Jilted! or, My uncle's scheme",1875,m,,28.88920988010978
mdp.39015034862865,"Bayley, John,",The queer captain / | $c: John Bayley,1995,m,high_female,28.87560889870939
mdp.39015000635030,"Leitch, Maurice,",Stamping ground / | $c: Maurice Leitch.,1975,m,,28.87021235645089
mdp.39015066824031,"Spinney, Laura.",The quick / | $c: Laura Spinney.,2007,f,high_female,28.858893130271657
mdp.39015008289681,"(Jean-Marie Gustave), Le Clézio, J.-M. G.","The flood, | $c: by J. M. G. Le Clézio; translated from the French by Peter Green.",1967,m,high_male,28.845229319573093
wu.89012277034,"Owen, Thomas,","The desolate presence, and other uncanny stories / | $c: by Thomas Owen ; translated from the French by Iain White.",1984,m,,28.83880549667632
inu.30000010422933,"Spender, Stephen,","The backward son, | a novel, | $c: by Stephen Spender.",1940,m,,28.83144884298142
uiuo.ark:/13960/t4vh6632w,,"Substance and shadow; or, The fisherman's daughters of brighten",1812,u,high_female,28.82475700729843
uiuo.ark:/13960/t47p9bj8j,"Dawe, Carlton,",The emu's head,1893,m,,28.822596915982132
hvd.hwjrdn,"Smollett, T.","The miscellaneous works of Tobias Smollett, M.D",1824,m,,28.81373839046457
inu.39000002910078,"White, Antonia,",Beyond the glass.,1954,f,high_female,28.812512862728955
nyp.33433074870902,"Hocking, Silas K.",Her Benny,1890,m,high_male,28.80978029411027
nyp.33433074897061,"Meredith, George,",The case of General Ople and Lady Camper,1890,m,high_female,28.80421364496749
mdp.39015010715681,"Barstow, Stan,",The watchers on the shore.,1966,m,,28.801228852431045
mdp.39015012834100,"Mortimer, John,",Charade / | $c: John Mortimer.,1986,m,,28.795295757998275
uiuo.ark:/13960/t52f87g8b,"Yorke, Curtis.",A romance of modern London,1892,f,,28.79355024474518
njp.32101063579088,,The lairds of Fife,1828,u,high_female,28.78848460615754
uiuo.ark:/13960/t0tq68t19,"Finch, Emily.",The last days of Mary Stuart,1841,f,mixed,28.7846701071201
uc1.$b396466,"Bainbridge, Beryl,",Harriet said ...,1972,f,high_female,28.784287165594307
hvd.hn2gtg,,"Lucy, or, The little enquirer",1824,u,high_female,28.78250023985417
mdp.39015066681530,"Bramah, Ernest,",The celestial omnibus | $c: [by] Ernest Bramah. With an introd. by John Connell.,1963,m,high_male,28.772742176156097
uiuo.ark:/13960/t6pz5gj62,"Carey, Rosa Nouchette,",Lover or friend?,1890,f,,28.753659556670847
uiuo.ark:/13960/t2r508m7n,,Sons of Dives,1872,u,mixed,28.75333744095297
uc1.$b322787,"Bowles, Jane Auer,","Plain pleasures, | $c: by Jane Bowles.",1966,f,high_female,28.745544440611702
pst.000033164229,"Kelman, James,","How late it was, how late / | $c: James Kelman.",1996,m,high_male,28.74029094017597
uc2.ark:/13960/t7jq0zc1x,"Craik, Dinah Maria Mulock,",The head of the family,1852,f,,28.736045058118645
mdp.39015078771568,"Hall, M. R.",The coroner / | $c: M.R. Hall.,2009,u,,28.727377190462516
uc1.b3327391,"Mills, John,",The life of a foxhound,1890,m,high_male,28.716877692207284
uiuo.ark:/13960/t9z03fc7s,"Belfast, Frederick Richard Chichester,",Wealth and labour,1853,m,,28.70457922463866
mdp.39015010535030,"Huxley, Elspeth Joscelin Grant,","A man from nowhere, | a novel, | $c: by Elspeth Huxley.",1964,m,,28.698293248726515
uc1.$b236147,"Davies, Rhys,",The collected stories of Rhys Davies.,1955,m,,28.688159704017338
mdp.39015055105798,"Béalu, Marcel.",The experience of the night / | $c: Marcel Béalu ; translated from the French by Christine Donougher.,1997,m,high_female,28.685258964143426
uiuo.ark:/13960/t18k7ps90,"Grant, Louisa Keir.",Charles Stanley,1854,f,high_female,28.682646998565865
mdp.39015014863263,"Mittelhölzer, Edgar.",The piling of clouds.,1961,m,high_female,28.672867877111468
mdp.39015059376288,,The New British novelist;,1830,u,mixed,28.656280935757827
mdp.39076005050609,"Snow, C. P. (Charles Percy),",The malcontents | $c: [by] C. P. Snow.,1972,m,mixed,28.653295128939824
mdp.39015039762805,"Sharp, Margery,",The gipsy in the parlour.,1953,f,high_female,28.643133831632923
uc1.b4082853,"Webb, Mary Gladys Meredith,",Collected works.,1928,f,,28.639265356651244
mdp.39015014139235,"Jones, Gwyn,","Shepherd's hey, | and other stories.",1953,u,,28.63054879556487
uc1.$b120010,"Winchester, Stanley.",The practice.,1967,m,,28.62946653760685
uc1.$b245085,"Wade, Rosalind.",Come fill the cup.,1955,f,high_female,28.61695051587854
uc2.ark:/13960/t2w37sp12,"Bell, May.",What of the night?,1918,f,high_female,28.608210556429697
uc1.$b794453,"Clewes, Howard,",The long memory : | a novel / | $c: by Howard Clewes.,1951,m,,28.606410124380673
nyp.33433075763676,"Thomson, Edward.",The adventures of a carpet bag,1853,m,high_male,28.605482717520857
uc2.ark:/13960/t2x34qs5p,"Belloc, Hilaire,",The mercy of Allah,1922,m,high_male,28.587461751034972
uiug.30112070553711,"Reid, Forrest,","Peter Waring, | $c: by Forrest Reid ...",1937,m,,28.586526217309576
hvd.hn2he3,"Kendall, Edward Augustus,","The stories of Senex, or, Little histories of little people",1800,m,mixed,28.585429598170535
nyp.33433074875281,"Macdonald, W. A.",The oldest story,1908,u,high_male,28.58286171611502
nyp.33433074915590,"More, Hannah,",Cœlebs in search of a wife,1809,f,,28.572449016036288
uiuo.ark:/13960/t2m62333s,"Jennings, Louis John,",The Philadelphian,1891,m,mixed,28.568513416998265
mdp.39015063913530,"Byron, Medora Gordon.",The Englishman,1812,f,mixed,28.562587770452
uc2.ark:/13960/t3416vj4x,"Agnus, Orme.",Minvale,1906,m,,28.559559663516463
inu.30000126982333,"&#xd6;stergren, Klas,",The hurricane party / | $c: Klas &#xd6;stergren ; translated from the Swedish by Tiina Nunnally.,2009,u,mixed,28.555392538180527
mdp.39015063870169,"Gissing, Algernon,",A vagabond in arts,1894,m,high_male,28.55103497501784
uiuo.ark:/13960/t3pv7527f,"Tabor, Eliza.",Jeanie's quiet life,1868,f,high_female,28.541721881307208
uc1.31822038201737,"Lorenzini, Paolo",The heart of Pinocchio,1919,u,high_male,28.53254905403626
nyp.33433074880653,,"Magdalen Stafford; or, A gleam of sunshine on a rainy day",1857,u,,28.529798355460912
uiuo.ark:/13960/t81k02w2m,"Wood, Henry,",The shadow of Ashlydyat,1863,f,high_female,28.529144303978033
nyp.33433074857735,"Hawkins, Laetitia Matilda,",Rosanne;,1814,f,high_female,28.527021975643827
uc2.ark:/13960/t5fb5090k,"Kaye-Smith, Sheila,",Green apple harvest,1920,f,,28.52681520629391
uiuo.ark:/13960/t4fn1t76t,"Speight, T. W.",A secret of the sea,1876,m,mixed,28.518226501820138
uiuo.ark:/13960/t3611fb6z,,"Harden Hall, or, The three proposals",1847,m,high_female,28.506813128337676
mdp.39015056673786,"Couto, Mia,",Under the frangipani / | $c: Mia Couto ; translated by David Brookshaw.,2001,f,high_female,28.493150684931503
mdp.39015002741448,"(Sydney Castle), Roberts, S. C.",Zuleika in Cambridge / | $c: by S. C. Roberts.,1941,u,high_female,28.487323141202165
njp.32101066458082,"Coppard, A. E. (Alfred Edgar),",The black dog and other stories / | $c: by A.E. Coppard.,1923,m,,28.48503440115693
inu.32000009177983,"English, Isobel.",The key that rusts.,1954,f,,28.478823960183888
uc2.ark:/13960/t8z89571j,"Frankau, Julia,",Mothers and children,1918,f,high_female,28.475155426890034
inu.32000009469117,"Streatfeild, Noel.",The fearless treasure : | a story of England from then to now / | $c: by Noel Streatfeild ; illustrated by Dorothea Braby.,1953,f,mixed,28.46353820755612
uiuo.ark:/13960/t9960678m,,"Tendring cottage, or, The rainbow at night",1853,u,high_female,28.440871428300564
uc1.$b703706,"Boulle, Pierre,",Saving face. | $c: Translated from the French by Xan Fielding.,1956,m,mixed,28.431897243778433
mdp.39015034935018,"Jenkins, Robin,",The thistle and the grail / | $c: Robin Jenkins.,1994,f,,28.419027632039175
mdp.39015066796411,"O'Farrell, Maggie,",The vanishing act of Esme Lennox / | $c: Maggie O'Farrell.,2006,f,high_female,28.416812869109688
uiuo.ark:/13960/t9v12q83v,"Wright, Thomas,",Johnny Robinson: the story of the childhood and schooldays of an  intelligent artisan.,1868,m,high_male,28.41621395737568
mdp.39015004857200,"Burgess, Anthony,",A clockwork orange.,1962,m,high_male,28.407476847906366
uc1.$b244968,"Stern, G. B. (Gladys Bronwyn),","The patience of a saint; or, Example is better than precept; | being a faithful account of the almost incredible happenings at the millenary of St. Cedric in the ruins of Hallowbridge Abbey.",1958,f,mixed,28.388618347782415
uc1.b3834693,"De la Mare, Walter,",Ding dong bell / | $c: by Walter de la Mare.,1924,m,mixed,28.381818940690337
uiuo.ark:/13960/t0wq0mw25,"Vase, Gillan.",A great mystery solved,1878,f,mixed,28.36564550342854
mdp.39015014135555,"Morris, Jean,",A dream of fair children.,1966,f,mixed,28.36432398361172
mdp.39015006963758,"Ewing, Juliana Horatia Gatty,",A great emergency,1889,f,mixed,28.353803920557805
nyp.33433074876685,"Keon, Miles Gerald,",Harding the money-spinner,1879,m,mixed,28.346392921500737
uc1.$b800439,"Callow, Philip.",The Hosanna man; | a novel.,1956,m,,28.324425506760925
nyp.33433074923354,"Halse, George.",Agatha,1861,m,,28.306960681631608
uc2.ark:/13960/t1fj2cb69,"Pemberton, Max Joseph.",Hindoo Khan,1922,m,,28.277509628979573
mdp.39015063240744,"Ridgway, Keith,",Animals / | $c: Keith Ridgway.,2006,m,mixed,28.27711573419511
uc2.ark:/13960/t5z60ct07,"Ewing, Juliana Horatia,",A great emergency & other tales,1908,f,,28.27654460624911
mdp.39015030717311,"Tomelty, Joseph.",Red is the port light.,1948,m,,28.26517078685887
mdp.39015059465396,"Gorky, Maksim,",The man who was afraid (Foma Gordyéeff),1905,m,high_female,28.26121247173879
njp.32101063607988,"Moodie, Susanna,","Flora Lyndsay, or, Passages in an eventful life",1854,f,high_female,28.218435226422272
uiuo.ark:/13960/t46q2jp29,"Pickering, Ellen,",The fright,1839,f,,28.206092515983453
uiuo.ark:/13960/t1gj04q5d,"Sturgis, Julian,",John Maidment,1885,m,,28.202777973630397
mdp.39015048945987,"Arrowsmith, Pat.",Many are called / | $c: Pat Arrowsmith.,1998,u,high_female,28.198801550934085
mdp.39015014513728,"Hamilton, Patrick,",The slaves of solitude.,1947,m,high_female,28.197255467134536
mdp.39015030042694,"Lyon, Julia Hart.","Women must love,",1937,f,,28.185827502735684
uiuo.ark:/13960/t1zc89028,"Dunn, George.",Red cap and blue jacket,1894,m,,28.180687940323253
uc1.b3321919,"Besant, Walter,",The chaplain of the fleet,1881,m,mixed,28.17228178910561
uiuo.ark:/13960/t2988t33n,"Tytler, Sarah,",Buried diamonds,1886,f,high_female,28.16554297885824
njp.32101068174729,"Jameson, Margaret.",Training,1887,f,high_female,28.164003438973054
mdp.39076002274244,"Andersen, H. C.",Stories & fairy tales,1893,f,,28.153813668676538
uc1.b3546644,"Loudon,",First love,1830,f,,28.144763418429857
mdp.39015024903794,"Frayn, Michael.",A landing on the sun / | $c: Michael Frayn.,1991,m,,28.144380672851735
uiuo.ark:/13960/t6g16ns12,"Wood, Henry,",George Canterbury's will,1870,f,high_female,28.142211977861457
uc2.ark:/13960/t3kw59m30,"Watson, H. B. Marriott",Diogenes of London,1893,u,,28.13856019430417
uiuo.ark:/13960/t1zc8fb6b,"Lockhart, Laurence W. M.",Fair to see,1871,m,mixed,28.1240012783637
uiuo.ark:/13960/t7np2q347,"Oliphant,",The primrose path,1878,f,high_female,28.118968800725977
inu.32000007004163,"Ford, Donald,",Wise man make answer.,1955,m,high_male,28.10538478353649
uc2.ark:/13960/t6445kt74,"Gorky, Maksim,",Three men,1902,m,high_male,28.103232540866788
uiuo.ark:/13960/t7np2gb6f,"Hardy, Duffus,",In sight of land;,1885,m,,28.099754127151385
uiuo.ark:/13960/t1cj8x71t,"Lynch, Arthur,",Approaches,1892,m,,28.08503283788455
uc2.ark:/13960/t1hh6j380,"Dymow, Ossip,",The flight from the cross,1916,u,mixed,28.072336071140732
uc1.$b119568,"Laski, Audrey Louise,",The Keeper | $c: [by] Audrey Laski.,1968,f,,28.06926631256208
nyp.33433074854690,"Francis, Francis.",The real salt,1854,m,mixed,28.05311389564242
uc2.ark:/13960/t0dv1fp6r,"Acorn, George.",One of the multitude,1911,m,high_male,28.044012603309184
uiuo.ark:/13960/t93781k15,"Wood, Henry,",The shadow of Ashlydyat,1863,f,high_female,28.04354998350379
mdp.39015013259653,"(Jean-Marie Gustave), Le Clézio, J.-M. G.","The flood, | $c: by J. M. G. Le Clézio; translated from the French by Peter Green.",1967,m,high_male,28.043298853429693
mdp.39015063542123,"Collins, Wilkie,",Heart and science;,1883,m,high_female,28.03528708133971
njp.32101064790452,"Scargill, William Pitt,",Rank and talent,1829,m,,28.035199750798228
uiuo.ark:/13960/t5bc47v0p,"Carey, Rosa Nouchette,",Sir Godfrey's grand-daughters,1892,f,,28.03333418282831
uc2.ark:/13960/t4hm5k49t,"Lawrence, D. H.",The white peacock,1911,m,high_female,28.030746614508715
nyp.33433074875422,"Lynch, Theodora Elizabeth,",The family sepulchre,1848,f,high_female,28.023280879499893
uiuo.ark:/13960/t4sj2088r,"King, Richard Ashe,",Love the debt,1882,m,mixed,28.004480716914703
mdp.39015004754530,"Heard, Gerald,",The black fox; | a novel of the seventies.,1950,m,mixed,27.987125922075847
uiuo.ark:/13960/t0tq6gd2w,"Nunn, Lorenzo N.,",The militia major,1852,f,mixed,27.965183346733323
nyp.33433074911847,"Sandham, Elizabeth.","The twin sisters, or, The advantages of religion",1812,f,high_female,27.95378307864331
uc1.b4948956,"Moorcock, Michael,",Elric at the end of time : | fantasy stories / | $c: by Michael Moorcock.,1984,m,,27.936429103551028
mdp.39015057591151,"Habens, Alison,",Lifestory / | $c: Alison Habens.,2003,f,,27.935485461223085
nyp.33433034409981,"Carey, Rosa Nouchette,",Uncle Max,1887,f,high_female,27.93393624079053
mdp.39015016437488,"MacInnes, Colin.",June in her spring.,1952,m,,27.930497162849505
njp.32101065854604,"Reynolds, Frederic Mansel,",The parricide,1836,m,high_female,27.927240230120464
mdp.39015014138708,"Humphreys, Emyr.",A toy epic / | $c: by Emir Humphreys.,1958,m,,27.923361113497727
hvd.32044090334368,"Cumberland, Richard,",Henry,1825,m,mixed,27.92293270573218
mdp.39015029208397,"Hill, Susan,",The mist in the mirror / | $c: Susan Hill.,1992,f,,27.91859525383881
uc2.ark:/13960/t5p84h87t,"Shanks, Edward.",The old indispensables;,1919,m,high_male,27.89770840252408
uiuo.ark:/13960/t46q29m0j,"Dalton, James,",The maiden's talisman,1834,m,,27.89491820225456
uiuo.ark:/13960/t4rj4zt7g,"Manning, Anne,",Belforest,1865,f,high_female,27.883502725612395
uiuo.ark:/13960/t5x642309,,"Melcombe Lodge; or, traits of family pride!",1819,u,high_female,27.877743423386892
inu.32000003236454,"Gaskell, Jane,",The city.,1966,f,high_female,27.87622954083868
mdp.39015027550923,"Lee, Mary.","Rosamond Fane; | or, the prisoners of St. James's | $c: [by] M. and C. Lee. Illustrated by Heather Standring.",1963,f,,27.87301056387101
mdp.39015030364254,"Lamartine, Alphonse de,",The stonecutter of St. Point,1851,m,high_female,27.87190658510467
uc1.$b353132,"Davies, Rhys,",Girl waiting in the shade / | $c: Rhys Davies.,1960,m,high_female,27.867855695176324
mdp.39015059896392,"Barclay, Marguerite",Letters from Fleet street,1910,f,high_male,27.86679671171798
uiuo.ark:/13960/t6h13gm9s,"Neil, Ross,",Carleton Grange,1866,f,,27.83391623201385
mdp.39015047709814,"Hlatky, Stefan.",Understanding reality : | a commonsense theory of the original cause / | $c: Stefan Hlatky and Philip Booth.,1999,m,high_male,27.82761524660393
inu.32000001184730,"Sillitoe, Alan.",The loneliness of the long-distance runner.,1959,m,,27.81985100924237
uiuo.ark:/13960/t4zg77s84,"Reynolds, Baillie,",The Ides of March,1892,f,,27.819728161513392
njp.32101064792128,"Green, R. E.",Friends of the river-side,1914,u,high_male,27.817115112279993
nyp.33433074945613,"Wylde, Katharine,",Lady Julia's emerald,1908,f,high_female,27.81411927106404
mdp.39015077678442,,"The English dancing master or, Plaine and easie rules for the dancing of country dances : | with the tune to each dance / | $c: [compiled by] John Playford ; edited by Hugh Mellor and Leslie Bridgewater.",1984,u,high_male,27.811254287568367
nyp.33433082246376,"Dickens, Charles,",Bleak house,1866,m,,27.766722508630824
uc1.32106014862152,"Blythe, Daniel",Losing faith / | $c: Daniel Blythe,1998,m,,27.76279468223498
mdp.49015001005249,"Snow, C. P. (Charles Percy),",Death under sail / | $c: C. P. Snow.,1961,m,,27.76205780914653
uiuo.ark:/13960/t3hx1r852,,Hardenbrass and Haverill;,1817,m,,27.736103581739556
inu.39000005845891,"Mohanti, Prafulla.",Indian village tales / | $c: [by] Prafulla Mohanti ; illustrated by the author.,1975,u,,27.732413028071363
inu.39000005786780,"Sturt, George,",The Bettesworth book;,1901,m,high_male,27.720027720027723
uc1.b3327129,"Rowcroft, Charles,",The man without a profession,1844,m,,27.71311384547168
uiuo.ark:/13960/t0qr5dj2w,"Peel, Augustus,",Honesty is the best policy,1860,f,high_female,27.70901836184283
uiuo.ark:/13960/t56d64834,"Carey, Rosa Nouchette,",Sir Godfrey's grand-daughters,1892,f,,27.70119642786476
uc2.ark:/13960/t42r3qr8n,"Duchess,",The Duchess,1887,f,high_female,27.689325764917623
uiuo.ark:/13960/t04x5xn0x,"Pickering, Ellen,",The heiress,1833,f,,27.68682588597843
uiuo.ark:/13960/t7wm1z13v,"Viles, Edward.",Blueskin,1866,m,high_male,27.677737014435003
njp.32101067643963,"Fenn, George Manville,",Dick o' the fens,1888,m,high_male,27.676978903991635
mdp.39015014163953,"Yeats, Jack Butler,","The Amaranthers,",1936,m,high_male,27.672979180695332
njp.32101065597682,"Westrup, Margaret.",Elizabeth's children,1903,f,,27.672723918457713
