htid,author,title,year,authgender,female_category,home
mdp.39015004248566,"Lagerkvist, Pär,","Mariamne: a novel, | $c: by Pär Lagerkvist; translated by Naomi Walford.",1968,m,high_male,0.0
njp.32101067627636,"Appleton,",Edgar,1816,f,high_male,0.0
uc1.$b803920,"Stephen, A. M. (Alexander Maitland),",The kingdom of the sun : | a romance of the far west coast / | $c: by A.M. Stephen.,1927,m,high_male,0.0
mdp.39015004682673,,Raoul de Cambrai; | an old French feudal epic | $c: translated by Jessie Crosland.,1926,u,high_male,0.0
uc1.$b800283,"Luik, Jacques van.",Ten penny nickelodeon.,1968,m,,0.0
uiuo.ark:/13960/t8nc6g848,,Lemira of Lorraine,1822,u,high_female,0.0
mdp.39015063967478,"Galt, John,",The earthquake;,1820,m,high_male,0.0
uc1.$b798935,"Coon, Carleton S. (Carleton Stevens),",Flesh of the wild ox : | a Riffian chronicle of high valleys and long rifles / | $c: by Carleton Stevens Coon ; with a foreword by Earnest Albert Hooton ; and illustrated by Ruth Reeves.,1932,m,high_male,0.0
uiuo.ark:/13960/t8mc9mw3b,"Helme, Elizabeth,",St. Margaret's cave,1801,f,mixed,0.0
uiuo.ark:/13960/t0wq0bg2g,"Farjeon, B. L.",The Duchess of Rosemary Lane,1876,m,,0.0
uc1.$b795586,"Roberts, Lynette,",The Endeavour; | Captain Cook's first voyage to Australia.,1954,f,high_male,0.0
mdp.39015010783804,"Porter, Anna Maria,",Don Sebastian,1809,f,,0.0
uc1.$b322948,"Barrett, Michael.",The reward.,1955,m,high_male,0.0
uc2.ark:/13960/t33205244,"Marryat, Frederick, 1792-1848.",The mission,1845,m,high_male,0.0
uiuo.ark:/13960/t06w9zc7x,,"Piso and the praefect, or, The ancients off their stilts",1837,u,high_male,0.0
uc1.$b175329,"Mason, Arthur Telford.",The new book of Artemas : | concerning men and the things that men did do in the year when began the war of liberation.,1939,m,high_male,0.0
uiuo.ark:/13960/t40s0db27,"Russell, William Clark,",The death ship,1888,m,,0.0
mdp.39015062951481,"Hewlett, S S",None of self and all of thee;,1889,u,high_female,0.0
uiuo.ark:/13960/t7br95364,,Dunsany,1818,u,,0.0
uc2.ark:/13960/t4fn16442,"M., I. E.",The confessions of an Etonian,1846,f,mixed,0.0
mdp.39015062803443,"Bain, F. W.",A digit of the moon,1899,m,,0.0
mdp.39015014622016,"Moorcock, Michael,",The sword of the dawn / | $c: Michael Moorcock.,1977,m,high_male,0.0
mdp.39015014622024,"Moorcock, Michael,",The Runestaff / | $c: Michael Moorcock.,1977,m,high_male,0.0
mdp.39015014653201,"Wieland, Christoph Martin,",Confessions in Elysium,1804,m,high_female,0.0
mdp.39015014653227,"Wieland, Christoph Martin,",Confessions in Elysium,1804,m,high_female,0.0
uiuo.ark:/13960/t41r72s9x,"Beste, John Richard Digby,",Pope,1840,m,,0.0
mdp.39015014757473,"Reid, Forrest,",The garden god,1906,m,high_male,0.0
uc2.ark:/13960/t4fn14485,"Semenov, V. I.",The battle of Tsu-shima between the Japanese and Russian fleets,1910,u,,0.0
mdp.39015014834223,"Jensen, Axel,",Epp: | a novel; | $c: translated from the Norwegian by Oliver Stallybrass.,1967,m,high_male,0.0
mdp.39015014854155,"(John Lighton), Synge, J. L.",Kandelman's Krim : | a realistic fantasy / | $c: by J.L. Synge.,1957,u,high_male,0.0
njp.32101072889726,,The high history of the Holy Graal,1898,m,high_male,0.0
uc2.ark:/13960/t4hm56v0b,"Ballantyne, R. M.",The pioneers,1872,m,high_male,0.0
uiuo.ark:/13960/t06w9xj5s,"James, G. P. R.",Russell,1847,m,mixed,0.0
uiuo.ark:/13960/t06w9x86p,"Murray, Charles Augustus,","Hassan : or, The child of the pyramid",1857,m,,0.0
uc2.ark:/13960/t4jm24t26,"Hurstone, J. P.","Royal intrigues, or, Secret memoirs of four princesses",1808,u,,0.0
uc1.$b157073,"Arrabal, Fernando.",The burial of the sardine; | $c: translated from the French by Patrick Bowles.,1966,m,high_male,0.0
uc1.$b146907,"Fullerton, Alexander,",The white men sang / | $c: by Alexander Fullerton.,1958,m,high_male,0.0
mdp.39015014863511,"Ship, Reuben.","The investigator, | a narrative in dialogue.",1956,m,high_male,0.0
uc1.$b144273,"Spalding, Kenneth Jay,","Talks on philosophy, | $c: by K. J. Spalding.",1931,m,high_male,0.0
mdp.39015062973634,"Hall, Bolton,",Even as you and I;,1903,u,high_male,0.0
mdp.39015014593308,"Defoe, Daniel,",The Shakespeare Head edition of the novels and selected writings of Daniel Defoe.,1974,m,mixed,0.0
uc1.$b322745,"Baker, George Edward,",Cry Hylas on the hills / | $c: by George Baker.,1945,m,high_male,0.0
uiuo.ark:/13960/t7dr3c232,"Kelty, Mary Ann,",The story of Isabel;,1826,f,,0.0
njp.32101069157442,"Cottin,",Clara,1808,f,,0.0
uiuo.ark:/13960/t08w43z30,"Crandolph, Augustus Jacob.","The mysterious hand, or, Subterranean Horrours!",1811,m,,0.0
mdp.39015014117918,"Porter, Jane,",The pastor's fire-side,1817,f,,0.0
uiuo.ark:/13960/t7fr0g727,"Pardoe,",The Hungarian castle,1842,f,,0.0
mdp.39015014137973,"Leiber, Fritz,","Gather, darkness! / | $c: Fritz Leiber.",1968,m,high_male,0.0
uc1.$b242898,"Fraser, Ronald,",Flight of wild geese / | $c: by Ronald Fraser.,1955,m,,0.0
uc1.$b242749,"Douglas, Norman,",In the beginning / | $c: by Norman Douglas.,1929,u,high_male,0.0
uc2.ark:/13960/t49p2xg2r,Jatakas.,The giant crab,1897,m,high_male,0.0
uiuo.ark:/13960/t08w4296h,"Stanhope, Louisa Sidney.",The festival of Mora,1821,f,mixed,0.0
uiuo.ark:/13960/t7dr3d943,"Medina Pomar, de,",Through the ages,1876,u,,0.0
uiuo.ark:/13960/t3xs6cp6m,"Young, Mary Julia.","Right and wrong; or, The kinsmen of Naples",1803,f,high_male,0.0
uc2.ark:/13960/t4bn9z76k,"Conquest, Joan.",Leonie of the jungle,1921,f,high_female,0.0
uiuo.ark:/13960/t40s04d2t,"Downes, Joseph.",The mountain Decameron,1836,m,mixed,0.0
mdp.39015014302411,,"The saga of Grettir the Strong; | a story of the eleventh century, | $c: translated from the Icelandic by George Ainslie Hight.",1958,u,high_male,0.0
uc1.$b236125,"Stoll, Dennis Gray,","Man in ebony, | a novel | $c: by Denys Craig. With an introduction by Joyce Cary.",1950,m,mixed,0.0
uc2.ark:/13960/t4bp01n2s,"Mure, A H",With the incomparable 29th,1919,u,high_male,0.0
uiuo.ark:/13960/t7dr34b5q,"Chamier, Frederick,",The spitfire,1840,m,high_male,0.0
njp.32101069186276,,Chantilly,1832,f,,0.0
uc1.$b197942,"Kearton, Cherry,","The animals came to drink, | $c: by Cherry Kearton ... with 42 photographs by the author.",1932,f,high_male,0.0
uiuo.ark:/13960/t3zs38t6b,"Maturin, Charles Robert,","Fatal revenge; or, The family of Montorio",1807,m,high_male,0.0
njp.32101069186284,,Chantilly,1832,f,,0.0
njp.32101069186367,,"Clarenswold, or, Tales of the North",1832,u,,0.0
mdp.39015014498854,"Masefield, John,",Lost endeavour,1910,m,high_male,0.0
mdp.39015062980498,"(Clive Staples), Lewis, C. S.",Broadcast talks : | reprinted with some alterations from two series of Broadcast Talks (Right and Wrong : a clue to the Meaning of the Universe and what Christians believe) given in 1941 and 1942.,1942,m,high_male,0.0
njp.32101072889734,,The high history of the Holy Graal,1898,m,high_male,0.0
mdp.39015015365235,,"Cuchulain, the hound of Ulster, | $c: by Eleanor Hull. With 8 illus. by Stephen Reid.",1925,u,mixed,0.0
uc1.$b131399,"Yaşar Kemal,",The wind from the plain / | $c: Yashar Kemal ; translated by Thilda Kemal.,1963,m,mixed,0.0
uc1.$b102592,"Hanley, James,",Stoker Haslett : | a tale / | $c: by James Hanely.,1932,m,mixed,0.0
mdp.39015016904701,"Fraenkel, Michael,",The genesis of the Tropic of cancer / | $c: [by] Michael Fraenkel.,1973,m,high_male,0.0
njp.32101073360305,,"Perfidy detected! or, The children in the wood restored",1820,m,high_male,0.0
mdp.39015061332972,"Benmalek, Anouar,",The child of an ancient people / | $c: Anouar Benmalek ; translated from the French by Andrew Riemer.,2003,u,high_male,0.0
uc2.ark:/13960/t4vh5cx68,"Harland, Henry,",Mea culpa,1891,m,high_male,0.0
uc1.$b103174,"Mitchison, Naomi,",Behold your king : | a novel / | $c: by Naomi Mitchison.,1957,f,mixed,0.0
uc2.ark:/13960/t4vh5dw67,"Bailey, H. C.",My lady of Orange,1901,m,,0.0
mdp.39015017666192,,"The saga of Grettir the Strong; | a story of the eleventh century, | $c: translated from the Icelandic by George Ainslie Hight.",1958,u,high_male,0.0
njp.32101073695114,"Kennedy, Bart,",The German danger,1914,m,high_male,0.0
njp.32101074206200,"Malherbe, Henry,",The flaming sword of France;,1918,m,high_male,0.0
mdp.39015017694178,"Wang, Anyi,",Baotown / | $c: Wang Anyi ; translated by Martha Avery.,1989,u,high_male,0.0
mdp.39015017695712,"Duggan, Alfred Leo,",Lord Geoffrey's fancy.,1962,m,,0.0
uc1.$b100797,"Harnden, Ruth Peabody.",Bright star or dark | $c: [by] Ruth Peabody Harnden.,1945,f,,0.0
uiuo.ark:/13960/t78s5bv2b,"Roche, John Hamilton.",A Suffolk tale;,1810,m,,0.0
pst.000068150914,"Vance, Jack,",The languages of Pao / | $c: Jack Vance.,1974,m,high_male,0.0
mdp.39015018060106,"Schefer, Leopold,",The artist's married life,1848,f,,0.0
uiuo.ark:/13960/t73v05k8t,,"The picaroon, or, The merchant smuggler",1845,u,,0.0
mdp.39015018386261,"Allen, Hugh,",The lonely tiger / | $c: Hugh Allen.,1987,m,mixed,0.0
njp.32101074206598,"Hargrave, John,",At Suvla Bay;,1916,m,,0.0
mdp.39015018601677,"St Aubin de Terán, Lisa,",The high place / | $c: Lisa St Aubin de Terán.,1985,f,,0.0
uiuo.ark:/13960/t43r1hn5x,"Pottinger, Henry,","Blue and green, or, The gift of God",1879,m,,0.0
mdp.39015018608078,"Ardizzone, Edward,",Tim all alone / | $c: by Edward Ardizzone.,1957,m,high_male,0.0
mdp.39015060546812,"Bryant-Jefferies, Richard.",Counselling for eating disorders in men : | person-centred dialogues / | $c: Richard Bryant-Jeffries.,2005,m,mixed,0.0
pst.000051395018,,The descent of the sun / | $c: F.W. Bain ; translated from the original manuscript by F.W. Bain.,2001,u,high_female,0.0
pst.000049733785,"Laurie, Peter.",Mauby's big adventure / | $c: by Peter Laurie ; illustrated by H. Ann Dodson.,2000,m,high_male,0.0
uc1.$b104482,"Young, Francis Brett,",Blood oranges / | $c: Francis Brett Young ; [drawings by Albert Edward Berbank].,1932,m,mixed,0.0
mdp.39015016605449,,A Visual history of costume.,1983,u,high_male,0.0
mdp.39015016455894,"Adamson, Margot Robert,","The forester's wife, | $c: by Margot Robert Adamson; with a preface by Sir Arthur Quiller-Couch.",1931,m,high_female,0.0
mdp.39015016454426,"Asare, Bediako.",Rebel; | $c: [illustrations by Taj Ahmed].,1969,u,high_male,0.0
njp.32101073017129,"Juan Manuel,","Count Lucanor, or, The fifty pleasant stories of Patronio",1868,m,high_male,0.0
uc2.ark:/13960/t4nk3bw12,"Ouida,",Wanda,1883,f,,0.0
mdp.39015016414537,"Martins, Harper.","Nongalazi of the Bemba; | [drama and romance of native suprestition, magic and ritual in Central Africa]",1965,m,high_male,0.0
uc1.$b119737,"Dennis, Nigel Forbes,",A house in order: | a novel | $c: [by] Nigel Dennis.,1966,f,high_male,0.0
mdp.39015062273449,,Only a ghost,1870,m,high_male,0.0
uiuo.ark:/13960/t78s50349,"Ainsworth, William Harrison,",The Spanish match,1865,m,high_male,0.0
mdp.39015062236297,"Hutchinson, Winifred Margaret Lambart,",The muses' pageant,1912,f,mixed,0.0
uiuo.ark:/13960/t06w9ms37,"Bird, Frederick Spencer.",Stonedell Lodge,1879,m,,0.0
uc2.ark:/13960/t4qj78t14,"Thayer, John Adams,",Getting on;,1911,m,high_male,0.0
uiuo.ark:/13960/t42r4d21z,,"The mountain chief, or, The descendant of William Tell, the deliverer of Switzerland",1811,u,high_male,0.0
mdp.39015062202414,"Sheridan, Richard Brinsley,","Heavenley hell; | the experiences of an apprentice in a fourmast barque,",1935,m,high_male,0.0
uiuo.ark:/13960/t42r4f278,"Peake, Richard Brinsley,","Cartouche, the celebrated French robber",1844,m,high_male,0.0
mdp.39015016434675,"Graves, Charles,","Seven pilots, | $c: by Charles Graves; with 17 illustrations.",1943,m,high_male,0.0
uc2.ark:/13960/t4qj7dv2q,"Patmore, P. G.","Chatsworth; or, The romance of a week",1844,m,mixed,0.0
mdp.39015016440912,"Haliburton, Thomas Chandler,","The attaché, or, Sam Slick in England",1844,m,high_male,0.0
uiuo.ark:/13960/t77s80h50,"Bray,","The Talba, or, Moor of Portugal",1830,f,mixed,0.0
njp.32101073308114,"Dillon, Henry Augustus,",Rosaline de Vere,1824,m,,0.0
uc2.ark:/13960/t4rj4bm4w,"Mathews, Basil,",The ships of peace,1919,m,high_male,0.0
uc1.$b115676,"Houot, Georges,",2000 fathoms down/ | $c: by Georges S. Houot and Pierre Henri Willm. With an introd. by Jacques-Yves Cousteau ;pref. by Philippe Tailliez. Translated from the French by Michael Bullock.,1955,u,high_male,0.0
uc1.$b112597,"Barns, H. E.","Naju of the Nile, | $c: by H.E. Barns. With sixteen full-page illustrations by Warwick Reynolds.",1924,u,high_male,0.0
uc1.$b106420,"O'Flaherty, Liam,","The wild swan : | and other stories / | $c: by Liam O'Flaherty, with a frontispiece by P.V. Moon and a foreword by Rhys Davies ; being no. 10 of the Furnival books.",1932,m,high_male,0.0
mdp.39015016451703,"Blechman, Burt,","The Octopus papers, | $c: selected, adapted, compiled & annotated by Burt Blechman.",1966,m,mixed,0.0
uiuo.ark:/13960/t76t15q92,"Lamb, Caroline,",Glenarvon,1816,f,high_female,0.0
uc1.$b243189,"Gunther, John,","Peter Lancelot; | an amusement, | $c: by John Gunther.",1927,m,high_male,0.0
njp.32101068989068,"Genlis, Stéphanie Félicité,","The tales of the castle: or, Stories of instruction and delight",1819,f,high_female,0.0
uiuo.ark:/13960/t7gq7dv61,"Knight, Ellis Cornelia,",Sir Guy de Lusignan,1833,f,mixed,0.0
uc1.$b299643,"Baring, Maurice,","Robert Peckham, | $c: by Maurice Baring.",1930,m,,0.0
njp.32101068167194,"Dallas, Robert Charles,",Percival,1801,m,,0.0
njp.32101068170347,"Horne, R. H.",The poor artist,1871,m,mixed,0.0
uiuo.ark:/13960/t7rn3r81d,"Pardoe,",The Mardens ; and The Daventrys,1835,f,,0.0
mdp.39015011876854,"Clarke, Arthur C. (Arthur Charles),",The songs of distant earth.,1986,m,mixed,0.0
mdp.39015011915439,"Defoe, Daniel,",The Shakespeare Head edition of the novels and selected writings of Daniel Defoe.,1974,m,high_male,0.0
uc1.$b300934,"Hubbard, Wilfranc.","Orvieto dust, | $c: by Wilfranc Hubbard; with an introduction by R. B. Cunninghame Graham.",1925,u,high_female,0.0
njp.32101068170875,"Howard, Edward,","Outward bound, or, A merchant's adventures",1838,m,,0.0
mdp.39015011915546,"Defoe, Daniel,",The Shakespeare Head edition of the novels and selected writings of Daniel Defoe.,1974,m,high_male,0.0
uc2.ark:/13960/t3dz04s7b,"Somadeva Bhaṭṭa,","The golden town, and other tales from Soma-Deva's ""Ocean of romance-rivers,""",1909,u,high_male,0.0
mdp.39015063617065,"Edgeworth, Maria,",Patronage,1814,f,,0.0
uc2.ark:/13960/t3dz0bf8t,"Seeley, E. L.",Border lances,1886,f,high_male,0.0
njp.32101068170883,"Howard, Edward,","Outward bound, or, A merchant's adventures",1838,m,,0.0
uiuo.ark:/13960/t0dv26d55,"Turner, Edward.","The intriguers, or, Pevensel",1873,m,,0.0
uiuo.ark:/13960/t7qn6n28p,"Kelly, Isabella,","Jane de Dunstanville, or, Characters as they are",1813,f,,0.0
uc1.$b299552,"Aldington, Richard,",Two stories / | $c: Richard Aldington.,1930,m,,0.0
uc1.$b299549,"Aldington, Richard,","At all costs, | $c: by Richard Aldington.",1930,m,high_male,0.0
uiuo.ark:/13960/t7pn9qw7m,"Simpson, J. Palgrave","The lily of Paris, or, The king's nurse",1849,m,,0.0
mdp.39015012192483,"Farah, Nuruddin,",From a crooked rib.,1970,m,high_female,0.0
mdp.39015012192517,Petronius Arbiter.,"The Satyricon of T. Petronius Arbiter. | $c: Burnaby's translation, 1694. With an introduction by C. K. Scott Moncrieff. Ornamented by Martin Travers.",1923,u,high_male,0.0
uc2.ark:/13960/t3hx1bd9t,"Hall, S. C.,",The buccaneer,1832,f,,0.0
njp.32101068177342,"Durand, H. Mortimer",Nadir Shah,1908,m,mixed,0.0
uc1.$b282854,"Dennis, Owen.","The rest go on, | $c: by Owen Dennis ...",1942,m,,0.0
uc1.$b281591,"Astle, M. J.",The principles of golf / | $c: by M.J. Astle ; illustrated by Marjorie Bates.,1923,u,high_male,0.0
mdp.39015063608361,"Oliphant, Laurence,",Masollam; a problem of the period,1886,m,mixed,0.0
uiuo.ark:/13960/t7sn0rm9x,"Ogle, Nathaniel.",Mariamne,1825,m,mixed,0.0
uc2.ark:/13960/t3cz33x05,"Ker, David,",Under the flag of France,1908,m,high_male,0.0
mdp.39015011705624,"(Aleksandr Sergeevich), Neverov, A. S.",Tashkent.,1930,u,high_female,0.0
uiuo.ark:/13960/t7sn0vg3g,"West,",Alicia de Lacy;,1814,f,high_female,0.0
mdp.39015063751484,"Banim, John,",The Boyne water,1826,m,,0.0
njp.32101068164183,,"The Night watch, or, Tales of the sea",1828,u,,0.0
uc1.$b322693,"Baker, George.",The last shore / | $c: by George Baker.,1953,m,,0.0
uiuo.ark:/13960/t0jt0958v,"Sherer, Moyle,",The story of a life,1825,m,mixed,0.0
mdp.39015011236208,"A. L. O. E.,",A wreath of Indian stories,1876,f,,0.0
uc2.ark:/13960/t3610xg5p,"Knox, Charles.",Confessions of county quarters,1852,m,,0.0
njp.32101068166360,"Church, Alfred John,",Stories of the magicians;,1887,m,high_male,0.0
uiuo.ark:/13960/t7vm4w671,"Savile, Charles Stuart,","Karah Kaplan; or, The Koordish chief",1842,m,high_male,0.0
mdp.39015011353045,"Brooke-Rose, Christine,",Such.,1966,f,,0.0
mdp.39015063691151,"Genlis, Stéphanie Félicité,",Placide,1817,f,,0.0
uc1.$b312582,"Stephens, James,","In the land of youth, | $c: by James Stephens.",1924,m,high_male,0.0
uc2.ark:/13960/t3805123r,"Hales, A. G.","McGlusky, the gold-seeker",1920,m,high_male,0.0
njp.32101068166592,"Cunningham, Allan,",Lord Roldan;,1836,m,,0.0
mdp.39015011541946,"Keary, A.",The heroes of Asgard,1907,u,,0.0
mdp.39015011546606,"Defoe, Daniel,",The Shakespeare Head edition of the novels and selected writings of Daniel Defoe.,1974,m,high_female,0.0
uc1.$b312546,"Bramah, Ernest,",Kai Lung's golden hours / | $c: by Ernest Bramah ... ; with a preface by Hilaire Belloc.,1923,m,high_male,0.0
mdp.39015011559807,"Inchbald,",Nature and art,1893,f,,0.0
njp.32101068166618,"Cunningham, Allan,",Lord Roldan;,1836,m,,0.0
mdp.39015011596718,"Malory, Thomas, Sir,","The noble tale of the Sangreal, | $c: by Sir Thomas Malory.",1923,m,high_male,0.0
mdp.39015011597625,"Defoe, Daniel,",The Shakespeare Head edition of the novels and selected writings of Daniel Defoe.,1974,m,high_male,0.0
uc1.$b305461,"Heidenstam, Verner von,",The tree of the Folkungs.,1925,u,,0.0
mdp.39015011679480,"Loti, Pierre,",A phantom from the east,1892,m,high_male,0.0
mdp.39015063623451,"Fraser, Norman.",Student life at Edinburgh university,1884,m,high_male,0.0
uc1.$b273068,"Peterson, Alice Onions.","Siftings, | $c: by Alice Onions Peterson.",1926,f,high_female,0.0
uiuo.ark:/13960/t3tt4zx30,"Dowling, Richard,",Tempest-driven,1886,m,,0.0
uc1.$b243377,"Dunscomb, Charles,",The bond and the free.,1955,m,,0.0
uiuo.ark:/13960/t7hq4kh4t,"Ormsby, Anne.",The soldier's family,1807,f,,0.0
uc2.ark:/13960/t3ws8mh4r,"James, George Wharton,",How I eliminated fear,1921,m,high_male,0.0
uc2.ark:/13960/t3ws8p71j,"Beste, John Richard Digby,","Alcazar; or, The dark ages",1857,m,,0.0
uc2.ark:/13960/t3xs5m788,"Webb, Edward Meryon.",Runaway Jo,1920,m,,0.0
uc2.ark:/13960/t3xs5xp5c,"Pearse, Mark Guy,",Gold and incense,1895,m,high_female,0.0
njp.32101068597465,"Edgeworth, Maria,",Rosamond,1821,f,high_female,0.0
mdp.39015013494623,"Defoe, Daniel,","The life, adventures, and pyracies of the famous Captain Singleton ...",1927,m,high_male,0.0
mdp.39015013502714,"Defoe, Daniel,",The Shakespeare Head edition of the novels and selected writings of Daniel Defoe.,1974,m,,0.0
mdp.39015063541489,"Boddingon, Harry.","Outline of an address delivered to the ""Link Association of Spirit Circles"" Wortley Hall, Finsbury Park, | preliminary to the public demonstration o[f] kilnascrene, November 28th, 1936. The development of clairvoyance and the scientific formation of circles.",1937,m,high_female,0.0
uiuo.ark:/13960/t7hq4mf5t,"Young, Mary Julia.","Right and wrong; or, The kinsmen of Naples",1803,f,high_male,0.0
uiuo.ark:/13960/t7hq4mb7f,"Whitehead, Charles,",Richard Savage,1844,m,mixed,0.0
mdp.39015013940112,"Lennox, Charlotte,","The female Quixote, or, The adventures of Arabella; | $c: edited with an introduction by Margaret Dalziel; Chronology and appendix by Duncan Isles.",1970,m,high_female,0.0
mdp.39015013958775,"Clarke, Arthur C. (Arthur Charles),",The lost worlds of 2001 | science fiction.,1973,m,high_male,0.0
uc2.ark:/13960/t3nv9b48b,"Harte, Bret,",The queen of the Pirate Isle,1886,f,high_female,0.0
uc1.$b244254,"Dunsany, Edward John Moreton Drax Plunkett, Baron,","The travel tales of Mr. Joseph Jorkens, | $c: by Lord Dunsany.",1931,m,high_male,0.0
