htid,author,title,year,authgender,female_category,intensity
inu.30000066055785,"Shukshin, Vasiliĭ Makarovich.","Roubles in words, kopeks in figures and other stories / | $c: Vasily Shukshin ; translated from the Russian by Natasha Ward and David Iliffe ; introduction by Yevgeny Yevtushenko.",1985,u,high_male,157.3780320251805
mdp.39015019754103,"Hugo, Victor,","The novels of Victor Hugo, fully translated;",1895,m,high_male,157.37510207111575
mdp.39015029206599,"Germain, Sylvie,",The book of nights / | $c: Sylvie Germain ; translated from the French by Christine Donougher.,1992,f,high_female,157.36849175734545
nyp.33433044509416,"Louvet de Couvray, Jean-Baptiste,",The amours of the Chevalier de Faublas,1898,m,,157.3545364597613
osu.32435010562262,"Kenyon, C. Fred (Charles Frederick),",A Lover at forty / | $c: by Gerald Cumberland ; pseud. of Charles Frederick Kenyon.,1922,m,high_female,157.33852338250537
uc2.ark:/13960/t83j3fv43,"Reade, Compton,",Rose and Rue,1874,f,,157.3213808661581
uc1.32106019365664,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,mixed,157.3060899929126
uiuo.ark:/13960/t0dv22016,"Laffan, Bertha Jane",The Peyton romance,1892,f,,157.30443126582875
mdp.39015038168210,,Soviet short stories 1942-1943 / | $c: [edited by Ivor Montagu and Herbert Marshall],1943,u,high_female,157.28343281174384
mdp.39015034861958,"Middleton, Stanley,",Toward the sea / | $c: Stanley Middleton.,1995,m,,157.2644964166161
uc1.$b301856,"Meynell, Viola,","Louise, and other stories.",1954,f,,157.2279955676679
mdp.39015010950064,"Pickthall, Marmaduke William,",The children of the Nile,1908,m,high_male,157.2240607786439
njp.32101064911926,"Marryat, Frederick,",The novels of Captain Marryat,1895,m,,157.21375907278303
inu.30000042020531,"Gondwe, Walije,",Double dating / | $c: Walije Gondwe.,1994,u,high_male,157.19087809242825
mdp.39015030019023,"Breton, Frederic.",The black mass,1897,m,mixed,157.1815109634104
mdp.39015030700341,"Kitchin, C. H. B. (Clifford Henry Benn),",The auction sale : | a novel / | $c: C.H.B. Kitchin.,1949,m,,157.17092337917484
uiuo.ark:/13960/t6d22fb5w,,Laura Erle,1873,u,high_female,157.16753022452502
uc1.$b117512,"Bateson, J. K.",Moorland mysteries / | $c: by J. K. Bateson ; with 20 ill. from photographs taken by C. W. Bateson.,1925,u,high_female,157.15601799165444
uiuo.ark:/13960/t39z9tm0g,"Yates, Edmund Hodgson,",The yellow flag,1872,m,mixed,157.15512672916324
mdp.39015028424425,"Sadoveanu, Mihail,",Mitrea Cocor / | $c: Mihail Sadoveanu ; [translated from the Rumanian by P. M.],1953,u,mixed,157.14971209213053
uc1.b4103043,"James, M. R. (Montague Rhodes),","A thin ghost, and others / | $c: by Montague Rhodes James.",1925,u,,157.10067986673528
mdp.39015037500116,,"Roubles in words kopeks in figures, and other stories / | $c: by Vasily Shukshin ; translated from the Russian by Natasha Ward and David Iliffe.",1984,u,high_male,157.0864855354764
nyp.33433074871512,"Tytler, Sarah,", Noblesse oblige;,1871,f,high_female,157.0741999765561
mdp.39015000595390,"Ong, Johnny.",Run tiger run.,1966,m,,157.06399191353705
mdp.39015063338407,"Robinson, Ray,",Electricity / | $c: Ray Robinson.,2006,m,high_male,157.04826810659893
uc1.32106008206812,,One half of the sky : | selection from contemporary women writers of China / | $c: translated by R.A. Roberts and Angela Knox / | with an introduction by Frances Wood.,1987,u,high_female,157.03703703703707
uc2.ark:/13960/t9p26sq49,"Bradby, Godfrey Fox, 1863-1947.",The chronicles of Dawnhope,1921,m,high_male,157.02212164596128
uc1.$b579104,"Mosley, Nicholas,",Accident; | a novel.,1965,m,,157.0138236912817
mdp.39015029474957,"Peyton, K. M.",Late to smile / | $c: K. M. Peyton.,1992,f,,157.01131494443828
uiuo.ark:/13960/t2m61w50c,,"The fair Carew, or, Husbands and wives",1851,u,high_female,156.98587127158555
mdp.39015007708707,"Mulaisho, Dominic.",The tongue of the dumb.,1971,m,high_female,156.97989705924326
mdp.39015031918884,"Poli͡akov, A. (Aleksandr),","With a Soviet unit through the Nazi lines | $c: [by] A. Polyakov. Published by authority of Soviet war news, issued by the Press department of the Soviet embassy in London.",1941,u,,156.97765684684214
mdp.39015063760287,"Stevenson, George,",Jenny Cartwright,1914,m,high_female,156.97093659325498
mdp.39015048876182,"Laing, B. Kojo.",Woman of the aeroplanes.,1988,u,high_male,156.95540272562337
njp.32101064628397,"Shaw, Frank H.",When Beatty kept the seas,1917,m,high_male,156.94761264159402
uc2.ark:/13960/t5r788w3v,"Corelli, Marie,",Jane,1897,f,high_female,156.90019783068422
uiuo.ark:/13960/t9086v15h,"Oliphant,",Carità,1877,f,,156.89820231890226
mdp.39015016870761,,Hard feelings : | fiction and poetry from Spare Rib / | $c: edited and illustrated by Alison Fell.,1979,u,high_female,156.8656978641167
mdp.39015014856267,"White, Terence De Vere.",The remainderman.,1963,m,,156.86001115448968
uiuo.ark:/13960/t8tb1gm5j,"Edwards, Harry Bennett,",A tantalus cup;,1879,f,,156.8586442184518
mdp.39015019555559,"McDermid, Val.",Report for murder / | $c: Val McDermid.,1987,m,high_female,156.85110802590154
inu.39000005903799,,Persian folktales | $c: [translated from the German by Alfred Kurti.,1971,u,high_male,156.83147262094633
njp.32101064911959,"Marryat, Frederick,",The novels of Captain Marryat,1895,m,high_male,156.80951155007375
uiuo.ark:/13960/t09w14g77,"Austen, Jane,",Northanger Abbey,1818,f,high_female,156.80045614678153
uc2.ark:/13960/t9h41n21x,"Raffalovich, George,",The deuce and all,1910,m,mixed,156.79218609433235
mdp.39015000683634,"Sharpe, Tom.",Indecent exposure.,1973,m,,156.76550748990758
uiuo.ark:/13960/t99604q44,"Payn, James,",Walter's word;,1875,m,,156.7470379420036
mdp.39015007028478,L. E. L.,Romance and reality,1831,f,high_female,156.72763069271025
uiuo.ark:/13960/t2s46zw7r,"Church,",Measure for measure,1862,f,,156.70940107159382
mdp.39015051155904,"Banim, John,",Tales,1826,m,,156.6964697207116
uiuo.ark:/13960/t7xk8z26c,Sejanus.,Littledale,1878,u,,156.651935888134
mdp.39015059415649,"James, G. P. R.",Heidelberg,1846,m,mixed,156.64773839827689
mdp.39015059999600,"Thomas, Rosie.",If my father loved me / | $c: Rosie Thomas.,2003,f,,156.63446308862115
mdp.39015063554318,"Sullivan, Arabella Jane,",Recollections of a chaperon,1883,f,high_female,156.6254067698671
mdp.39015048776424,"Mina, V. K.",The splintered day / | $c: V.K. Mina.,1999,u,high_female,156.62273198236187
mdp.39015014753852,"Weldon, Fay.",The cloning of Joanna May / | $c: Fay Weldon.,1989,f,high_female,156.62083345344135
mdp.39015059706104,"(Gopal Das), Khosla, G. D.",Grim fairy tales and other facts and fancies / | $c: G.D. Khosla.,1966,u,,156.61985868617296
nnc1.1002361655,"Russell, William Clark,",Memoirs of Mrs. Lætitia Boothby,1872,m,,156.60733817241726
uc1.32106015856419,"Lloyd, Josie",The boy next door / | $c: Josie Lloyd & Emlyn Rees,2001,f,mixed,156.59784826091737
uc1.b3862768,"Coward, Noel,",Pomp and circumstance.,1960,m,high_female,156.58670802544157
njp.32101064790783,"Stanhope, Louisa Sidney.",The bandit's bride;,1807,f,,156.56877164681882
mdp.39015025388755,"Charteris, Leslie,",Knight Templar / | $c: by Leslie Charteris.,1930,m,,156.55339805825244
njp.32101067633634,"Grousset, Paschal,",Axel Ebersen,1893,m,high_male,156.5230442660034
mdp.39015019958241,Baitāl-Pachīsī.,Vikram and the vampire;,1893,u,,156.52136623855571
uiuo.ark:/13960/t48p6d63n,"Gilliat, Edward,",Asylum Christi,1877,m,,156.52053466306532
inu.30000054507920,"Malet, Lucas,",The carissima,1896,f,mixed,156.51618398637137
uiuo.ark:/13960/t2j682v5v,"St. John, James Augustus,",The ring and the veil,1856,m,,156.50910174954817
nyp.33433081859385,"Edgeworth, Maria,",The novels of Maria Edgeworth,1893,f,high_female,156.50591446769792
uiuo.ark:/13960/t2r501600,"Grant, Courteney.",Land ahead,1878,f,,156.50194441809734
uiuo.ark:/13960/t2j682q33,"Robinson, F. W.",No man's friend,1867,m,mixed,156.4921902945034
uiuo.ark:/13960/t20c59918,"Cunningham, H. S.",The Heriots,1890,m,high_female,156.48686977358307
inu.32000013013364,"Trollope, Anthony,",An editor's tales,1881,m,,156.46287465940054
uiuo.ark:/13960/t77s8bf95,"Smith, Constance.",The repentance of Paul Wentworth,1889,f,high_female,156.44103224788677
nnc1.1002277093,"Greenhalgh, Thomas,",The vicissitudes of commerce;,1852,m,,156.4288439526898
mdp.39015056162525,"Di-Nur, Shelomoh.",Adiel / | $c: Shlomo DuNour ; translated by Philip Simpson.,2002,u,high_male,156.4020575559572
dul1.ark:/13960/t3126pp23,"Oliphant,",The perpetual curate,1864,f,,156.4008259918623
uiuo.ark:/13960/t9x06kd48,"Clayton, Ellen C.",Cruel fortune,1865,f,high_female,156.3733527661383
uc2.ark:/13960/t71v5ds95,"Steuart, John A.",In the day of battle,1895,m,high_male,156.373176184753
uc1.b3325343,"Fraser-Tytler, M. E.",Transplanted,1883,f,high_female,156.3721657544957
nyp.33433076078991,"Scott, Walter,",The handy volume  Waverly,1877,m,mixed,156.3680530981915
uc2.ark:/13960/t3cz34n1g,"Acorn, George.",The driving force,1915,m,,156.36533157220003
mdp.39076005032995,"Clarke, Arthur C. (Arthur Charles),",Glide path / | $c: Arthur C. Clarke.,1969,m,high_male,156.3413731785037
mdp.39015011314914,"Durrell, Gerald,",The drunken forest; | $c: with illus. by Ralph Thompson.,1956,m,mixed,156.32065112072857
mdp.39015014943412,"Lively, Penelope,",Passing on / | $c: Penelope Lively.,1989,f,,156.25859697386517
uc2.ark:/13960/t9p26sk6g,"Sidgwick, Ethel,",Le gentleman,1911,f,,156.2279904214314
uc1.32106008037845,"Sena, Jorge de.",The wondrous physician / | $c: Jorge de Sena ; translated from the Portuguese by Mary Fitton.,1986,m,mixed,156.19324373410822
uiuo.ark:/13960/t1vd7jt2z,"Holstein, Anthony Frederick,",The miseries of an heiress,1810,m,,156.1918928969877
njp.32101068141108,"Marryat, Florence,",Facing the footlights,1883,f,high_female,156.1915656554546
mdp.39015060827386,"Hornby, Nick",A long way down / | $c: Nick Hornby,2005,m,high_female,156.19067343205273
mdp.39015018939903,,In and out of time : | lesbian feminist fiction / | $c: edited by Patricia Duncker.,1990,u,high_female,156.17982115879303
uiuo.ark:/13960/t9z03hc07,"Gaskell, Elizabeth Cleghorn,",Mary Barton,1848,f,high_female,156.1661217119711
uc2.ark:/13960/t6445ks3r,,Popular tales and romances of the northern nations,1823,m,mixed,156.1593101351538
njp.32101068177987,"Hervey, Elizabeth",Amabel;,1814,f,mixed,156.14295046444562
uiuo.ark:/13960/t53f53t6c,"Daniel, Mackenzie,",The student's wife,1852,f,high_female,156.10987477995153
inu.30000096448505,"Salmons, Stanley.",Alexei's tree and other stories / | $c: Stanley Salmons.,2004,m,mixed,156.10726303495647
uiuo.ark:/13960/t3cz3t94q,"Christian, Sydney.","Sarah, a survival",1894,u,,156.0978884823257
uiuo.ark:/13960/t70v8vm6p,"Gaskell, Philip.",A lion among the ladies,1888,m,,156.09756097560975
mdp.39015063955168,"Somerville, E. Œ.",An enthusiast,1921,f,,156.0845086125202
uc1.b3123798,"Riddell, J. H.,",Daisies and buttercups,1882,f,mixed,156.07734806629836
uc2.ark:/13960/t3cz38c40,"Blackmore, R. D.","Erema, or, My father's sin",1877,m,,156.06540161316198
uc1.b3122363,"Stern, G. B. (Gladys Bronwyn),",Dogs in an omnibus / | $c: by G. B. Stern. With frontispiece and illustrations in the text by K. F. Barker.,1942,f,,156.03018288783738
nyp.33433075752240,"Steel, Flora Annie Webster,",A prince of dreamers,1908,f,,155.98647589335908
mdp.39015073748405,,The British essayists;,1823,m,high_male,155.96997577966235
uc1.b4973417,"Pritchett, V. S. (Victor Sawdon),",Mr. Beluncle / | $c: V.S. Pritchett ; introduced by Walter Allen.,1986,m,mixed,155.94052088568304
mdp.39015058017818,"Francis, Dick.",Comeback / | $c: Dick Francis.,1991,m,,155.92070318523724
mdp.39015005311181,"Lytton, Edward Bulwer Lytton,",[Novels],1890,m,mixed,155.90230122456595
uiuo.ark:/13960/t1jh3tc3n,"Bainbridge, Maria.",Rose of Woodlee,1843,f,high_female,155.89379106879437
uc1.b3346079,"Blight, Leslie,",Love and idleness.,1958,m,,155.89197761068667
mdp.49015000706649,"Murdoch, Iris.","The sea, the sea / | $c: Iris Murdoch.",1980,f,mixed,155.86021887287572
inu.39000000905641,"Oates, Joyce Carol,","Wild Saturday, and other stories / | $c: Joyce Carol Oates.",1984,f,high_female,155.855530939255
umn.31951002090656s,"Oppenheim, E. Phillips (Edward Phillips),",A monk of Cruta.,1927,m,,155.838758830863
umn.31951002090739o,"Morrison, Nancy Brysson.",When the wind blows.,1937,f,mixed,155.799192152337
uiuo.ark:/13960/t7pn9cb8s,"Besant, Walter,","The captains' room, etc",1883,m,,155.79287871940636
mdp.39015048684396,"Samson, Edward.","Art and the full prosthesis / | $c: by Edward Samson ; with illustrations by the author, and others.",1974,m,high_male,155.7632398753894
mdp.39015063543816,"Brough, Robert B.",Which is which?,1860,m,,155.753908824058
uiuo.ark:/13960/t59c78h4c,"Coulton,",My eldest brother,1861,f,high_female,155.7060387502387
uiuo.ark:/13960/t0bv7vc5v,"Fullom, S. W.",Down in Devon,1869,m,,155.6929113017484
mdp.39015069360132,"Aldridge, Kitty,",Cryers Hill / | $c: Kitty Aldridge.,2007,f,,155.68361371874707
mdp.39015037314880,"Calvino, Italo.",Numbers in the dark : | and other stories / | $c: Italo Calvino ; translated from the Italian by Tim Parks.,1995,m,high_male,155.6656605349583
nyp.33433074889902,"Williams, Robert Folkestone",The youth of Shakspeare,1839,m,,155.6530352341871
mdp.39076002128192,"Passes, Alan,","The private diary of Rembrandt Harmenszoom van Rijn, painter 1661 / | $c: written by Alan Passes ; drawings by Oscar Grillo.",1985,m,,155.6506754127522
mdp.39015048881224,"Lewis, Wyndham,",The human age. Illustrations by Michael Ayrton.,1955,m,high_male,155.64738970461477
uc1.$b323494,"Burnett, W. R. (William Riley),","Tomorrows another day, | $c: by W.R. Burnett ...",1946,m,,155.64102234284755
inu.30000043479777,"MacKenna, John,",A year of our lives / | $c: John MacKenna.,1995,m,,155.63345962176354
inu.32000000356511,"Greene, Graham,","Rumour at nightfall, | $c: by Graham Greene.",1931,m,high_male,155.59964212082315
uc2.ark:/13960/t3222x37k,"Payn, James,","A modern Dick Whittington; or, A patron of letters",1893,m,mixed,155.5996421208231
uc1.$b284285,"Compton-Rickett, Arthur,","Her stigma, | $c: by Arthur Compton-Rickett.",1928,m,high_female,155.59882800414928
mdp.39015034436751,"Lodoli, Marco.",The innocents : | three tales of Rome / | $c: Marco Lodoli.,1994,m,,155.58646946844345
uiuo.ark:/13960/t57d3cx65,"Marryat, Florence,",Véronique,1869,f,,155.56355779618295
nyp.33433074938279,"Burnand, F. C.",Chikkin Hazard,1881,u,mixed,155.5621752225863
uc1.$b115484,"Rand, James S.",Run for the trees by James S. Rand.,1966,m,high_male,155.55911717844043
hvd.hweccr,"Lytton, Edward Bulwer Lytton,","Godolphin, or, The oath",1833,m,,155.52704226447375
mdp.39015063555273,"Holmes, Oliver Wendell,",The poet at the breakfast table,1891,m,,155.46354302953807
mdp.39015035762692,"Sholokhov, Mikhail Aleksandrovich,","And quiet flows the Don, | $c: by Mikhail Sholokhov, translated from the Russian by Stephen Garry.",1934,m,,155.45639612592788
mdp.39015041293476,"Dorman, Sean.",The selected works of Sean Dorman.,1993,m,mixed,155.45139788491886
mdp.39015065597075,"Trollope, Anthony,",The chronicles of Barsetshire,1891,m,mixed,155.44170314365303
uiuo.ark:/13960/t9j399s2p,,"Modern times, or, Anecdotes of the English family",1809,u,,155.43121058708587
nyp.33433075783294,"Thisted, Valdemar Adolph,",Letters from hell,1866,m,high_female,155.42988318846471
mdp.39015062495265,"Jeffries, Roderic,",A traitor's crime / by Roderic Jeffries.,1968,m,mixed,155.41956343754768
uc1.$b244386,"Wilson, Phillip.",Beneath the thunder.,1963,m,,155.41599256041476
uiuo.ark:/13960/t77s80h50,"Bray,","The Talba, or, Moor of Portugal",1830,f,mixed,155.40613315689865
uc1.32106017269595,"Wu, Cheng'en,",Monkey. | $c: Translated from the Chinese by Arthur Waley,1942,u,high_male,155.405759848922
uc1.$b244070,"Oursler, Fulton,","Sandalwood, | $c: by Fulton Oursler ...",1925,m,high_female,155.40374199901527
uc1.b2801401,"Monsarrat, Nicholas,",A fair day's work.,1964,m,high_male,155.4016461063254
mdp.39015059585110,"Thomas, Scarlett.",PopCo / | $c: Scarlett Thomas.,2004,f,mixed,155.3857822009286
uiuo.ark:/13960/t2k65383v,"Rennie,.",Saint Patrick,1819,m,,155.37282148249125
wu.89087924775,"Austin, F. Britten (Frederick Britten),","The war god walks again,/ | $c: by F. Britten Austin.",1926,m,high_male,155.37190082644628
uc1.b4097786,"Cary, Joyce,",Prisoner of grace / | $c: Joyce Cary.,1952,f,high_male,155.3717780473915
mdp.39015003679555,"Taylor, Elizabeth,",Angel.,1957,f,high_female,155.3712706129063
uiuo.ark:/13960/t2m62342r,"Kingsley, Charles,","Alton Locke, tailor and poet",1850,m,,155.36691360248588
mdp.39015066065841,"Sharpe, Tom.",Wilt / | $c: Tom Sharpe.,1976,m,high_female,155.35936227660395
inu.39000003575102,"Cope, Jack,",The fair house.,1955,m,mixed,155.3554665291605
mdp.39015002649252,"Trollope, Anthony,",Rachel Ray,1863,m,high_female,155.35372848948367
mdp.39015070219053,"Strong, L. A. G. (Leonard Alfred George),","The big man, | $c: by L. A. G. Strong.",1931,m,high_female,155.31395606833814
uiuo.ark:/13960/t40s0dc4n,"Scott, Walter,",St Ronan's well,1824,m,,155.30581126108316
mdp.39015034275845,"McLean, Duncan,",Blackden / | $c: Duncan McLean.,1994,m,mixed,155.25628787965908
uiuo.ark:/13960/t16m3hs4q,"Chandler, W. A.",Thrice,1876,u,mixed,155.2445664401746
mdp.39015038129477,"Mosley, Nicholas,",Children of darkness and light / | $c: Nicholas Mosley.,1996,m,high_female,155.21812484936126
uc1.b2793542,"Faulkner, William,",The best of Faulkner / | $c: chosen by the author William Faulkner.,1955,m,,155.19058565773423
uc1.$b696721,"Bertin, Célia,",Last innocence;,1955,u,mixed,155.18579187861025
inu.39000000847785,"Farmer, Philip José.","Blown, or, Sketches among the ruins of my mind : | an exorcism: ritual two / | $c: Philip José Farmer.",1985,m,mixed,155.17910254752354
uc1.b3123799,"Riddell, J. H.,",Daisies and buttercups,1882,f,mixed,155.17591437770108
uc2.ark:/13960/t9n30638w,"Nevinson, Henry Woodd,",Neighbors of ours;,1895,m,high_female,155.16091884356626
inu.32000009218126,"Coppard, A. E. (Alfred Edgar),",Count Stefan.,1928,m,mixed,155.1590380139643
inu.30000083501340,,"Victorian sources of fairy tales. | $c: edited by Robert A. Gilbert. | $n: 2, | $p: A collection of stories /",2003,u,high_male,155.15791305356572
uc1.$b164889,"Bacchelli, Riccardo,",Son of Stalin. | $c: Translated from the Italian by Kathleen Nott.,1956,m,high_male,155.08891447274524
mdp.39015062825537,"Gemmell, David",Troy : | lord of the silver bow / | $c: David Gemmell. Lord of the silver bow,2005,m,,155.08548882069266
