htid,author,title,year,authgender,female_category,shops
uva.x000996253,,Paston Carew,1891,u,,0.0
njp.32101069157467,"Cottin,",Amelia Mansfield,1809,f,,0.0
mdp.39015063548765,"Crockett, S. R.",The men of the Moss Hags,1895,m,,0.0
njp.32101072858093,"Radcliffe, Ann Ward,",The mysteries of Udolpho,1820,f,high_female,0.0
uiuo.ark:/13960/t6b28444n,,Amat,1881,u,,0.0
njp.32101072858028,"Reeve, Clara,",The old English baron,1820,f,high_male,0.0
mdp.39015066835904,"Harris, Wilson.",The ghost of memory / | $c: Wilson Harris.,2006,m,high_male,0.0
njp.32101072852633,"Mason, Eugene,",Old-world love stories,1913,m,high_female,0.0
uva.x004061217,"Marshall, Emma,",The white king's daughter;,1895,f,,0.0
uiuo.ark:/13960/t6b28cj6w,Author of Cynthia.,Lemuel,1883,u,mixed,0.0
uiuo.ark:/13960/t6b28ds6f,"Acton, Eugenia de,",The microcosm,1801,f,,0.0
uva.x002450454,"Lablache, Fanny,",Starlight stories,1884,f,high_female,0.0
mdp.39015063550092,"Gooch, Richard Heathoote,",An old man-of-war's-man's yarn,1870,m,high_male,0.0
uiuo.ark:/13960/t6b28dx0b,"Moore, Frank Frankfort,",A gray eye or so,1893,m,mixed,0.0
njp.32101072790544,"C.,","A winter in Paris; or, Memoirs of Madame de C****",1811,u,,0.0
uiuo.ark:/13960/t6b28f15h,"Murray, Hugh,","Corasmin; or, The minister;",1814,m,high_male,0.0
uiuo.ark:/13960/t6c258k0c,"Fraser, Alexander,",Not while she lives,1870,f,,0.0
mdp.39015063548260,"Brereton, F. S.",With Allenby in Palestine,1920,m,high_male,0.0
njp.32101072790536,"C.,","A winter in Paris; or, Memoirs of Madame de C****",1811,u,,0.0
mdp.39015063546587,"Cunningham, J. W.",Sancho,1816,m,high_female,0.0
uiuo.ark:/13960/t6b28fq5g,"Oliphant,",The wizard's son,1884,f,mixed,0.0
njp.32101072759879,"Scott, Walter,",The talisman,1868,m,,0.0
njp.32101072041773,"Neil, Ross,","Abbot's Cleve, or, Can it be proved?",1864,f,high_female,0.0
mdp.39015050771784,"Monicelli, Furio,",The perfect Jesuit / | $c: Furio Monicelli ; translated by Joseph Farrell.,2001,u,mixed,0.0
uiuo.ark:/13960/t6b28hd4s,"Stanhope, Louisa Sidney.",The festival of Mora,1821,f,mixed,0.0
njp.32101069186466,,"La coquetterie, or, Sketches of society in France and Belgium",1832,f,,0.0
mdp.39015063545563,"Hobbes, John Oliver,",A study in temptations,1893,f,high_female,0.0
uiuo.ark:/13960/t6c257w5d,"Daniel,",Tried in the fire. A tale,1860,f,high_female,0.0
njp.32101069186433,,Confessions of a too-generous young lady,1859,u,high_female,0.0
njp.32101069157475,"Cottin,",Amelia Mansfield,1809,f,,0.0
njp.32101069157459,"Cottin,",Clara,1808,f,,0.0
njp.32101068598257,"Ford, Ford Madox,",The feather,1892,m,,0.0
umn.31951d00413670x,,Catalogue of the Batrachia Salientia s. Ecaudata in the collection of the British Museum.,1966,u,high_male,0.0
njp.32101068970688,"Kavanagh, Julia,",Nathalie,1850,f,high_female,0.0
uiuo.ark:/13960/t6g16ns50,"Wood, Henry,",Anne Hereford,1868,f,,0.0
uiuo.ark:/13960/t6h139225,"Bennett, William,","The cavalier, a romance",1821,m,high_male,0.0
hvd.32044086801834,"Tayler, Charles B.","A fireside book, or, The account of a Christmas spent at Old Court",1828,m,high_female,0.0
inu.30000029797655,"Rael, Joseph.",Beautiful Painted Arrow : | stories and teachings from the Native American tradition / | $c: Joseph E. Rael (Beautiful Painted Arrow).,1992,m,high_male,0.0
umn.31951d017495154,"Lindley, David,",The quantum world / | $c: by David Lindley.,1998,m,mixed,0.0
njp.32101068970670,"Kavanagh, Julia,",Nathalie,1850,f,high_female,0.0
njp.32101068970167,"Jersey, Margaret Elizabeth Leigh Child-Villiers,","Maurice, or, the red jar",1894,f,high_male,0.0
njp.32101068970142,"Jewsbury, Geraldine Endsor,","Angelo, or, The pine forest in the Alps",1856,f,high_male,0.0
uiuo.ark:/13960/t6h13d823,"Godwin, William,",Things as they are;,1816,m,mixed,0.0
njp.32101068970126,"Jennings, Louis J.",The millionaire,1883,m,,0.0
mdp.39015050981797,"White, Patrick,",Three uneasy pieces / | $c: Patrick White.,1988,m,,0.0
njp.32101068605607,"Warner, Susan,",Queechy,1852,f,,0.0
mdp.39015068050775,"Fielding, Henry,",Works;,1893,m,,0.0
uiuo.ark:/13960/t6h13jd0k,"Mathews, William,",The two homes,1859,m,mixed,0.0
mdp.39015068050825,"Fielding, Henry,",Works;,1893,m,,0.0
uiuo.ark:/13960/t6h13kc8d,,"Millicent, or, The trials of life",1855,u,high_female,0.0
mdp.39015068355588,"Dewar, George A. B.",Dreams;,1915,m,high_male,0.0
uiuo.ark:/13960/t6h13np7s,"Smart, Hawley,",Tie and trick,1885,m,high_male,0.0
uiuo.ark:/13960/t6h13p96s,"Tabor, Eliza.",Dimplethorpe,1880,f,,0.0
uiuo.ark:/13960/t6h13qh1g,"Hamilton, Elizabeth,",Memoirs of modern philosophers,1800,f,high_female,0.0
njp.32101068601176,"Peacock, Thomas Love,",Gryll grange,1891,m,mixed,0.0
umn.31951002318894z,"Turnbull, E. Lucia.","Indian fairy tales : | romance, legend and fable / | $c: retold by Lucia Turnbull ; illustrated by Hazel Cook.",1962,f,,0.0
njp.32101068601168,"Peacock, Thomas Love,",The misfortunes of Elphin,1891,m,high_male,0.0
njp.32101068600442,"MacDonald, George,",Home again,1893,m,mixed,0.0
mdp.39015051004573,Pepetela.,Mayombe / | $c: Pepetela ; translated from the Portuguese by Michael Wolfers.,1983,u,high_male,0.0
uiuo.ark:/13960/t6g16nh2z,"Wallace, Ellen.","Mr. Warrenne, the medical practitioner",1848,f,,0.0
hvd.32044086799046,"Normanby, Constantine Henry Phipps,",Matilda,1825,m,,0.0
njp.32101069157442,"Cottin,",Clara,1808,f,,0.0
mdp.39015063536828,"Browne, Thos. Alex.",A modern buccaneer,1894,m,high_male,0.0
mdp.39015063541489,"Boddingon, Harry.","Outline of an address delivered to the ""Link Association of Spirit Circles"" Wortley Hall, Finsbury Park, | preliminary to the public demonstration o[f] kilnascrene, November 28th, 1936. The development of clairvoyance and the scientific formation of circles.",1937,m,high_female,0.0
mdp.39015063541158,"Severn, Doris.",The next room,1911,f,high_female,0.0
uva.x000315604,"Cullum, Ridgwell,",The way of the strong;,1914,m,,0.0
uiuo.ark:/13960/t6f19dv0d,,James Hatfield and the Beauty of Buttermere,1843,u,mixed,0.0
uiuo.ark:/13960/t6f19g419,"Kelly, Isabella,","Jane de Dunstanville, or, Characters as they are",1813,f,,0.0
mdp.39015063539012,"Hope, Anthony,",Phroso ... | $c: by Anthony Hope [pseud.],1925,m,mixed,0.0
uiuo.ark:/13960/t6f19hd76,"Middleton, Colin.",Innes of Blairavon,1893,m,high_male,0.0
uiuo.ark:/13960/t6f19ht3n,"Norris, W. E.",The dancer in yellow,1896,f,high_female,0.0
njp.32101068973112,"Lawrence, George A.",Barren honour,1862,m,,0.0
hvd.32044086797545,Deale.,Craven Derby;,1832,m,,0.0
mdp.39015063539004,"Hope, Anthony,",Quisante | [a novel] | $c: by Anthony Hope [pseud.],1925,m,mixed,0.0
njp.32101068972916,"Lathrop, George Parsons,",Would you kill him?,1889,m,high_female,0.0
mdp.39015063536810,"Browne, Thos. Alex.",A modern buccaneer,1894,m,high_male,0.0
njp.32101068971140,"Kelty, Mary Ann,",The favourite of nature;,1821,f,high_female,0.0
uiuo.ark:/13960/t6f19jz1w,"Pirkis, Catherine Louisa,",At the moment of victory,1889,f,,0.0
njp.32101068972585,"Lamington, Alexander Dundas Ross Wishart Cochrane-Baillie,",Ernest Vane,1849,m,,0.0
uva.x000043076,"Brontë, Anne,",The tenant of Wildfell hall,1898,f,mixed,0.0
uiuo.ark:/13960/t6g16c309,,Excitement,1849,u,high_male,0.0
njp.32101068972577,"Lamington, Alexander Dundas Ross Wishart Cochrane-Baillie,",Ernest Vane,1849,m,,0.0
njp.32101068971843,"Kingsley, Henry,",Stretton,1869,m,,0.0
njp.32101068971348,"Kennedy, Grace,","Dunallan, or, Know what you judge",1825,f,high_female,0.0
uiuo.ark:/13960/t6g16j476,"Braddon, M. E.",Strangers and pilgrims,1873,f,high_female,0.0
uva.x000043075,"Brontë, Anne,",The tenant of Wildfell hall,1898,f,mixed,0.0
uiuo.ark:/13960/t6g16kb2w,"Pardoe,",A life-struggle,1859,f,,0.0
umn.31951p008300102,Plotinus.,[Enneads].,1917,u,high_male,0.0
njp.32101068971330,"Kennedy, Grace,","Dunallan, or, Know what you judge",1825,f,high_female,0.0
nyp.33433061774398,"Lane, Amelia.",The fortress,1840,f,mixed,0.0
nyp.33433061821587,"Croker, Thomas Crofton,",Fairy legends and traditions of the South of Ireland,1825,m,high_male,0.0
mdp.39015065739081,"Smith, Horace,","Adam Brown, the merchant",1843,m,,0.0
uiuo.ark:/13960/t53f57481,"Hatton, Joseph,",Under the great seal,1893,m,,0.0
uiuo.ark:/13960/t52f87x5q,"St. Aubyn, Alan.",Orchard Damerel,1894,f,high_female,0.0
nyp.33433074876230,"MacIlwaine, Herbert C.",The tower maiden,1907,m,high_male,0.0
nyp.33433074875943,"MacDonald, George,",David Elginbrod,1863,m,mixed,0.0
coo.31924070489962,"Barbour, John,","The Bruce, the history of Robert, the Bruce, King of Scots / | $c: John Barbour ; translated by George Eyre-Todd.",1996,m,high_male,0.0
nyp.33433074875935,"MacDonald, George,",David Elginbrod,1863,m,mixed,0.0
nyp.33433074875745,"MacDonald, George,",The portent,1864,m,high_female,0.0
nyp.33433074875364,"Lytton, Edward Robert Bulwer Lytton,",The ring of Amasis,1863,m,,0.0
nyp.33433074874292,"Lewis, M. G.",Romantic tales,1808,m,mixed,0.0
nyp.33433074874268,"Lewis, M. G.",Romantic tales,1808,m,mixed,0.0
uiuo.ark:/13960/t52f8dw6t,"Colmore, G.",A daughter of music,1894,u,high_female,0.0
uiuo.ark:/13960/t53f53t6c,"Daniel, Mackenzie,",The student's wife,1852,f,high_female,0.0
uiuo.ark:/13960/t53f54t8r,"Grant, Maria M.","Lescar, the universalist",1874,f,mixed,0.0
uiuo.ark:/13960/t53f5894r,"King, Richard Ashe,",A Geraldine,1893,m,mixed,0.0
uiuo.ark:/13960/t52f8639g,"Malet, Lucas,",The wages of sin,1891,f,,0.0
mdp.39015064001673,"Defoe, Daniel,",The novels and miscellaneous works,1840,m,high_male,0.0
dul1.ark:/13960/t04x5tt3c,"Bury, Charlotte Campbell,",The exclusives,1830,f,,0.0
nyp.33433074873179,"Langton, Lionel.",The fall of Lord Paddockslea,1901,u,mixed,0.0
uiuo.ark:/13960/t53f5g07n,"Doyle, Arthur Conan,",The refugees,1893,m,high_male,0.0
wu.89098013931,"Burnett, Frances Hodgson,",The troubles of Queen Silver-bell,1907,f,high_female,0.0
wu.89098012180,"Birdsall, Anna Huntington.",A conflict of sex,1898,f,,0.0
uiuo.ark:/13960/t54f2346k,"Black, William,",Three feathers,1875,m,,0.0
uiuo.ark:/13960/t54f24g9x,,The curse of Ulrica; or The white cross knights of Riddarholmen,1815,u,,0.0
wu.89097197222,"Underhill, Evelyn,",The miracles of Our Lady Saint Mary,1905,f,,0.0
inu.30000054699701,"Baskerville, Rosetta Gage (Harvey)",The king of the snakes and other folk-lore stories from Uganda,1922,f,high_female,0.0
mdp.39015048881166,"Linklater, Eric,","Mr. Byculla, | a story.",1950,m,,0.0
nyp.33433074870563,"Hockley, W. B.",The widow of Calcutta;,1841,f,,0.0
nyp.33433074876594,"Kenyon, Charles R.","The young ranchmen; or, Perils of pioneering in the wild west",1891,m,high_male,0.0
uiuo.ark:/13960/t52f83289,"Drewry, Edith Stewart.",On dangerous ground,1883,f,,0.0
uiuo.ark:/13960/t54f2cc9g,"Hope, Anthony,",The god in the car,1894,m,,0.0
nyp.33433074877196,"Kingsley, Henry,",Mademoiselle Mathilde,1868,m,mixed,0.0
nyp.33433074879234,"Lymburner, A. L.",The fall of the Nan Soung;,1846,u,,0.0
uiuo.ark:/13960/t50g49g7w,"Payn, James,",A prince of the blood;,1888,m,high_female,0.0
nyp.33433074878665,"Lever, Charles James,",Arthur O'Leary,1844,m,,0.0
nyp.33433074878459,"Lee, Mary,","The oak staircase; or, The stories of Lord and Lady Desmond",1872,f,high_female,0.0
uiuo.ark:/13960/t50g49r8z,,"The times, a novel",1811,u,high_female,0.0
nyp.33433074878178,"Leighton, Robert,",Olaf the Glorious;,1894,m,high_male,0.0
nyp.33433074877980,"Lefroy, Ella Napier.",The man's cause,1899,f,high_female,0.0
nyp.33433074877931,"Leeds, Virginia Niles.",The daughter of a hundred millions,1897,f,,0.0
coo.31924051745200,"Haig-Brown, Roderick Langmere,","Silver : | the life story of an Atlantic salmon / | $c: by R.L. Haig- Brown; illustrated by Capt. J.P. Moreton, M.C.",1931,m,,0.0
nyp.33433074877428,"King, R. J.",Anschar,1850,u,high_male,0.0
wu.89098869761,"Baylor, Frances Courtenay,",Claudia,1894,m,mixed,0.0
inu.30000055877900,"Wace,",Arthurian chronicles | $c: [by] Wace and Layamon.,1937,u,high_male,0.0
uiuo.ark:/13960/t51g16h3b,"Kelly, Tom,",Time and chance,1882,f,mixed,0.0
wu.89098657877,"Percy, Cyril Heber.",Hym : | the life story of a famous fox / | $c: by Cyril Heber Percy ; illustrated by Michael Lyne.,1959,m,,0.0
nyp.33433074876800,"Cleeve, Lucas,",Counsels of the night,1906,f,mixed,0.0
uiuo.ark:/13960/t51g17v2r,"Miller, Thomas,","Fair Rosamond, or, The days of King Henry II",1839,m,,0.0
uiuo.ark:/13960/t51g1801g,"Moore, Frank Frankfort,",A gray eye or so,1893,m,mixed,0.0
uiuo.ark:/13960/t51g1828r,"Neale, W. Johnson","Scapegrace at sea, or, Soldiers afloat and sailors ashore",1863,m,high_male,0.0
uiuo.ark:/13960/t51g18r1b,,"Husband hunting, or, The mother and daughters",1825,u,high_female,0.0
nyp.33433074876735,"Kettle, Rosa Mackenzie,",Lewell pastures,1854,f,,0.0
wu.89098869100,"Pansy,",The Randolphs,1889,f,high_female,0.0
uiuo.ark:/13960/t51g19g8j,"Putney, Charlotte.",The brazen mask,1826,f,,0.0
wu.89098869050,"Pansy,","Workers together, or, An endless chain",1887,f,mixed,0.0
mdp.39015064001202,"Skelton, John,",Summers and winters at Balmawhapple;,1897,m,mixed,0.0
mdp.39015063938354,"Duchess,",Portia;,1886,f,mixed,0.0
nyp.33433074876677,"Keon, Miles Gerald,",Harding the money-spinner,1879,m,mixed,0.0
dul1.ark:/13960/t0ft99g9v,"Gore,","Stokeshill Place, or, The man of business",1837,f,high_female,0.0
uiuo.ark:/13960/t54f2cg8b,"Oliphant,",The prodigals and their inheritance,1894,f,,0.0
nyp.33433074880372,"Marryat, Frederick,",The privateer's-man one hundred years ago,1846,m,,0.0
inu.30000054081561,"Umelo, Rosina.",Something to hide / | $c: Rosina Umelo.,1986,f,high_female,0.0
nyp.33433074868989,,Hyde Nugent,1827,u,mixed,0.0
nyp.33433074868617,"Holford,",Warbeck of Wolfsteïn,1820,f,mixed,0.0
nyp.33433074868609,"Holford,",Warbeck of Wolfsteïn,1820,f,mixed,0.0
nyp.33433074868591,"Holford,",Warbeck of Wolfsteïn,1820,f,mixed,0.0
nyp.33433074868542,"Hofland,",The affectionate brothers,1816,f,,0.0
uiuo.ark:/13960/t57d3822s,"Fothergill, Jessie,",From Moor isles,1888,f,high_female,0.0
nyp.33433074868302,"Hocking, Joseph,","And shall Trelawney die? ; and, The mist on the moors",1897,m,,0.0
uiuo.ark:/13960/t57d38w31,"Hamilton, Rowan.",Betwixt two lovers,1891,m,mixed,0.0
inu.30000054085273,"Malet, Lucas,",Mrs. Lorimer,1882,f,high_female,0.0
mdp.39015048890001,"Liyong, Taban lo.","Fixions, & other stories.",1969,f,high_male,0.0
nyp.33433074868245,"Hogg, James,",The brownie of Bodsbeck;,1818,m,,0.0
wu.89094558533,"Mercier, Charles Arthur,",Spirit experience,1919,m,high_female,0.0
nyp.33433074868237,"Hogg, James,",The brownie of Bodsbeck;,1818,m,,0.0
nyp.33433074869425,"Ireland, W. H.","Effusions of love from Chatelar to Mary, queen of Scotland",1805,u,high_female,0.0
uiuo.ark:/13960/t57d3gt1n,"Praed, Campbell,",Nadine,1882,f,,0.0
mdp.39015064415196,"Banim, John,",The croppy;,1828,m,,0.0
dul1.ark:/13960/t0jt05v5q,"Bury, Charlotte Campbell,",The manœuvring mother,1842,f,high_female,0.0
nyp.33433074868146,"Hofland,",Self-denial,1835,f,high_female,0.0
mdp.39015048890605,"Rosenthal, Andrew.",The extra man : | a novel / | $c: Andrew Rosenthal.,1977,m,,0.0
uiuo.ark:/13960/t58d08q7w,"Edmonds,","Mary Myles, a study",1888,f,,0.0
wu.89093089530,"Nieritz, Gustav,","The little drummer, or, Filial affection",1852,m,high_female,0.0
nyp.33433074867460,"Jefferies, Richard,",Restless human hearts,1875,m,mixed,0.0
wu.89093075133,"Hall, Michael,",The battle of Moira : | an adaptation of Sir Samuel Ferguson's Congal / | $c: by Michael Hall ; artwork by Gary Hamilton.,1995,m,,0.0
uiuo.ark:/13960/t58d0d94q,,Eustace Fitz-Richard,1826,u,,0.0
uiuo.ark:/13960/t58d0ds3h,"Knight, Legh.",Tonic bitters,1868,u,,0.0
uiuo.ark:/13960/t58d0dt6d,"Lamb, Caroline,",Glenarvon,1816,f,high_female,0.0
nyp.33433074869003,,Hyde Nugent,1827,u,mixed,0.0
nyp.33433074869730,Rita.,Fragoletta;,1881,u,high_female,0.0
mdp.39015064003000,"Bray,",The novels and romances of Anna Eliza Bray,1815,f,,0.0
uiuo.ark:/13960/t55d9bk8w,"Martin, Herbert,",A girl's past,1893,f,high_female,0.0
uiuo.ark:/13960/t54f2fn0j,"Vane, Capel.",The desire of the moth,1895,f,high_female,0.0
inu.30000054507920,"Malet, Lucas,",The carissima,1896,f,mixed,0.0
uiuo.ark:/13960/t55d93269,"Balfour, Alexander,","The foundling of Glenthorn, or, The smuggler's cave",1823,m,mixed,0.0
nyp.33433074870555,"Hockley, W. B.",The widow of Calcutta;,1841,f,,0.0
dul1.ark:/13960/t0ft99k1b,"Grogan, Gerald,",A drop in infinity,1915,m,,0.0
uiuo.ark:/13960/t55d95m3v,"Damer, Anne Seymour Conway,",Belmour,1801,f,high_female,0.0
uiuo.ark:/13960/t55d96b1q,"Garvice, Charles,",Maurice Durant,1875,m,,0.0
mdp.39015064364675,"Adams, William,",Sacred allegories,1867,m,high_female,0.0
wu.89095735338,"Ari Þorgilsson,",The book of the settlement of Iceland,1908,u,high_male,0.0
wu.89095289229,"Salten, Felix,",Little world apart / | $c: by Felix Salten.,1947,m,,0.0
wu.89095170437,"Dayrell, Elphinstone,","Folk stories from southern Nigeria, West Africa",1910,u,high_male,0.0
mdp.39015048881968,"MacInnes, Colin.",All day Saturday.,1966,m,,0.0
uiuo.ark:/13960/t55d9cn5r,"Murray, David Christie,",Time's revenge,1893,m,high_male,0.0
uiuo.ark:/13960/t56d67c46,"Gore,",The ambassador's wife,1842,f,high_female,0.0
nyp.33433074870183,"Hood, Thomas,",Tylney Hall,1834,m,,0.0
uiuo.ark:/13960/t55d9fc6g,"Riddell, J. H.,",Berna Boyle,1884,f,,0.0
wu.89095151163,"Whistler, Charles W.",Havelok the Dane,1899,m,high_male,0.0
mdp.39015064367587,"Martindale, Cyril Charlie,","St. Christopher, breaker of men & other stories",1917,m,high_male,0.0
wu.89094607942,"Warren, Edward Perry,","Alcmaeon, Hypermestra, Caeneus",1919,m,high_male,0.0
uiuo.ark:/13960/t55d9g27b,"Stretton, Hesba,",Paul's courtship,1867,m,,0.0
mdp.39015048883907,"Lang, Andrew,",A monk of Fife,1896,m,high_male,0.0
nyp.33433074870076,"Holt, Emily Sarah,",The White Rose of Langley: a story of the court of England in the olden time,1875,f,,0.0
wu.89094594793,"Skeat, Walter William,",Fables and folk-tales from an eastern forest,1901,m,high_male,0.0
uiuo.ark:/13960/t56d65s95,"Crommelin, May.",Dust before the wind,1894,f,high_female,0.0
uiuo.ark:/13960/t56d67620,"Francis, Sophia L.","Angelo Guicciardini, or, The bandit of the Alps",1809,f,,0.0
uiuo.ark:/13960/t56d67b76,,"A Country curate's autobiography, or, Passages of a life without a living",1836,u,mixed,0.0
uiuo.ark:/13960/t50g48k7t,"Rafter,","Savindroog, or, The queen of the jungle",1848,u,mixed,0.0
uiuo.ark:/13960/t50g45q3f,"Law, Agnes.",Eyes so blue;,1878,f,,0.0
njp.32101068166832,"Curling, Henry,","The self-divorced, or, The school for wives",1861,m,high_male,0.0
mdp.39015047764322,"Ewing, Juliana Horatia Gatty,","Lob Lie-by-the fire; or, The luck of Lingborough",1885,f,mixed,0.0
nyp.33433074910211,"Moore, George,",Tales of the passions;,1808,m,mixed,0.0
coo.31924001450448,"Richmond, William Kenneth.","Saga of swans and Harrier over the fen, | $c: by W. Kenneth Richmond.",1949,m,high_male,0.0
mdp.39015063958089,"Cooper, James Fenimore,",The headsman;,1833,m,,0.0
nyp.33433074909700,"Godwin, William,",St. Leon: a tale of the sixteenth century,1831,m,,0.0
mdp.39015047760064,"Dickinson, G. Lowes",The magic flute;,1920,u,high_male,0.0
inu.30000056145489,,Chronicles of the Celts / | $c: [edited by] Iain Zaczek.,1996,u,high_male,0.0
mdp.39015063945771,"Parker, Gilbert,","The trail of the sword, | $c: by Sir Gilbert Parker.",1927,m,,0.0
mdp.39015063959756,"Webber, Charles W.",Adventures in the Camanche country,1848,m,high_male,0.0
uiuo.ark:/13960/t4th96q76,"Crandolph, Augustus Jacob.","The mysterious hand, or, Subterranean Horrours!",1811,m,,0.0
uiuo.ark:/13960/t4vh5t775,"Bird, Frederick Spencer.",Stonedell Lodge,1879,m,,0.0
mdp.39015063961414,"Winter, John Strange,",Everybody's favourite,1897,m,,0.0
nyp.33433074904826,"Montrésor, F. F.",Worth while,1896,u,high_female,0.0
uiuo.ark:/13960/t4vh5vn50,"Crommelin, May.",In the west countrie,1883,f,mixed,0.0
mdp.39015063958071,"Cooper, James Fenimore,",The headsman;,1833,m,,0.0
coo.31924001543903,"Calvert, William Robinson,","Watchers of the wild, | $c: by W. R. Calvert ...",1947,m,high_male,0.0
mdp.39015063944261,"Craik, Dinah Maria Mulock,",A legacy,1878,f,high_male,0.0
uiuo.ark:/13960/t4vh5x78w,"Frances, Sophia L.","Vivonio, or, The hour of retribution",1806,f,,0.0
coo.31924002872905,"Bustard, H. Robert.",Kay's turtles | $c: [by] Robert Bustard.,1973,m,,0.0
wu.89104418421,"Quatrelles,","The days of chivalry, or, the legend of Croquemitaine",1877,m,high_male,0.0
mdp.39015047778520,"Winter, John Strange,",A blameless woman,1895,m,high_female,0.0
mdp.39015063963121,"Voynich, E. L.",Olive Latham,1904,f,,0.0
coo.31924003055195,"Browning, George Henry,","The children's story-book of bees, | $c: by Gareth H. Browning.",1933,m,,0.0
uiuo.ark:/13960/t4vh64163,"Warden, Florence,",A prince of darkness,1885,f,mixed,0.0
mdp.39015063941002,"Neale, J. M.",Stories of the crusades,1848,m,,0.0
