htid,author,title,year,authgender,female_category,gb_england_intensity
uc1.b3322570,"Griffin, Gerald,",The collegians,1829,m,,11.300164659542183
mdp.39015020677434,"Dick, Philip K.",The man in the high castle / | $c: by Philip K. Dick.,1975,m,high_male,11.29897076648109
uc1.b2801236,"Budrys, Algis,",The furious future.,1964,u,,11.298583910816513
uiuo.ark:/13960/t48p6nh04,,St. Clyde,1816,u,mixed,11.285662694113398
nyp.33433075756415,"Sinnatamby,", Letchimey;,1898,u,high_male,11.285407967498026
uc1.$b244766,"Strong, L. A. G. (Leonard Alfred George),",The Hill of Howth.,1953,m,mixed,11.279239258693693
mdp.39015014392008,"Clitandre, Pierre.",Cathedral of the August heat / | $c: Pierre Clitandre ; translated by Bridget Jones.,1987,m,high_male,11.275440211978276
mdp.39015009057962,"O'Flaherty, Liam,",Short stories.,1961,m,high_male,11.270780501549732
inu.39000005792002,"(Donald Alexander), Mackenzie, Donald A.",Tales from the moors and the mountains / | $c: by Donald A. Mackenzie.,1931,m,high_male,11.269580896808204
mdp.39015040132576,"Meersch, Maxence van der,",Mask of flesh / | $c: by Maxence van der Meersch.,1960,m,mixed,11.267351721651345
uc1.32106001601159,"Gorky, Maksim,","The outcasts, and other stories",1905,m,,11.264305668198611
uc1.$b56322,"Booth, Edward Charles.",Miss Parkworth and three short stories.,1924,m,high_female,11.262910110714406
mdp.39015009013494,"Drieu La Rochelle, Pierre,","The comedy of Charleroi, and other stories. | $c: Translated and with an introduction by Douglas Gallagher.",1973,m,high_male,11.25416404069506
uc1.b3796817,"Bates, Ralph,",Sierra.,1933,m,mixed,11.253081809904758
nyp.33433074940093,"Bone, Gertrude Helena Dodd,",Provincial tales,1904,f,high_female,11.247834791802578
uc1.$b784296,"Standish, Robert.",Gentleman of China : | a novel / | $c: by Robert Standish [pseud.].,1949,m,high_male,11.234984011753522
uiuo.ark:/13960/t5q81zg6k,"Tinsley, Lily.",In the ring,1886,f,mixed,11.231468077671842
uc1.b4974831,"Troyat, Henri,",Sylvie - her teenage years / | $c: Henri Troyat ; translated from the French by Anthea Bell.,1987,m,high_female,11.23141201311829
mdp.39015024652698,,Original prints : | new writing from Scottish women / | $c: introduction by Elspeth Davie.,1985,u,high_female,11.22892571263575
nyp.33433073355822,"Gogolʹ, Nikolaĭ Vasilʹevich,",Home life in Russia,1854,m,high_male,11.225444340505144
uc1.l0072662026,"Sutherland, E. L.",Jael,1907,u,high_female,11.2251643239333
mdp.39015010318452,"Wain, John.","Death of the hind legs, and other stories / | $c: John Wain.",1966,m,mixed,11.225024320886028
mdp.39015002710369,"Kuhn, Helmut,",Encounter with nothingness : | an essay on existentialism / | $c: Helmut Kuhn.,1951,u,,11.223029656855868
mdp.39015024991708,"West, Morris,",The ringmaster.,1991,m,mixed,11.21616182942197
uiuo.ark:/13960/t65437139,"Knight, Ellis Cornelia,",Sir Guy de Lusignan,1833,f,mixed,11.212396425488022
uc1.$b98822,"Bell, Walter Dalrymple Maitland,","The wanderings of an elephant hunter, | $c: by W.D.M. Bell.",1923,m,high_male,11.210343410186464
uc2.ark:/13960/t83j3pb5r,"Downes, Marion Grace.",Flower o' the bush,1914,u,high_female,11.209631315226044
mdp.39015062842300,"Drewe, Robert,",Grace / | $c: Robert Drewe.,2005,m,,11.2074118350269
uc1.$b170843,"Bruce, Jean,",Flash point. | $c: Translated by W.G. Corp.,1965,f,,11.203728600878376
mdp.39015005299253,"Vieira, José Luandino,",The real life of Domingos Xavier / | $c: [by] Luandino Vieria ; translated [from the Portuguese] by Michael Wolfers.,1978,u,,11.20197154699227
inu.30000068229644,"Heighton, Steven,",Flight paths of the emperor / | $c: Steven Heighton.,2000,m,,11.199211575505084
uc1.b3322546,"Grattan, Thomas Colley,",The heiress of Bruges,1830,m,,11.19820828667413
mdp.39015061210459,"Morrison, Ewan.",The last book you read : | and other stories / | $c: Ewan Morrison.,2005,u,mixed,11.196745479314012
uc1.$b301052,"Kinney, Henry W. (Henry Walsworth),","The code of the Karstens, | $c: by Henry Walsworth Kinney.",1923,m,,11.1846099766721
mdp.39015013090629,"Mosley, Nicholas,",Serpent : | a novel / | $c: by Nicholas Mosley.,1981,m,,11.17443289753045
uc1.32106016352715,"Woodrell, Daniel",Woe to live on / | $c: Daniel Woodrell,1994,m,high_male,11.173652527340533
njp.32101067629962,"Bray,",De Foix,1884,f,high_male,11.17353114621807
uiuo.ark:/13960/t6543bw1s,"Smith, Charlotte.",The republican's mistress;,1821,f,high_female,11.148272017837236
nc01.ark:/13960/t8pc43f12,"La Motte-Fouqué, Friedrich Heinrich Karl,",Undine,1909,m,high_female,11.13647753215658
mdp.39015078787754,"Rotenberg, Robert,",Old City Hall / | $c: Robert Rotenberg.,2009,m,,11.130816779335268
mdp.39015030946845,"Boateng, Yaw M.",The return / | $c: Yaw M. Boateng.,1977,u,mixed,11.128245075751554
mdp.39015020723790,"Greene, Graham,",The collected edition.,1970,m,,11.125270546351922
uc1.32106001633764,"Gbadamosi, Bakare.",Not even God is ripe enough: | Yoruba stories; | $c: told by Bakare Gbadamosi & Ulli Beier.,1968,u,high_male,11.124089215195506
mdp.39015040051768,"Reynolds, Siri",House of rooms / | $c: Siri Reynolds.,1997,f,high_female,11.11717502476098
mdp.39015008509427,,"The saga of Grettir the Strong. | $c: Translated by G.A. Hight. Edited with introd., notes and indexes by Peter Foote.",1965,u,high_male,11.115265301173164
inu.30000001742802,"Shell, Ray.",Iced / | $c: Ray Shell.,1993,m,,11.10962982713416
uc2.ark:/13960/t0ht2jp5g,"Leblanc, Georgette,",The girl who found the blue bird;,1914,f,high_female,11.102475852115022
mdp.39015030836798,,Anticipations / | $c: edited by Christopher Priest.,1978,u,,11.099887891132298
nyp.33433082256847,,Short stories and poems for children,1846,u,mixed,11.094674556213018
mdp.49015002147305,,Italian short stories I : | Racconti italiani / | $c: edited by Raleigh Trevelyan.,1965,u,,11.093854004881296
mdp.39015018999477,"Dreher, Sarah.",Something shady : | a Stoner McTavish mystery / | $c: Sarah Dreher.,1988,f,high_female,11.090573012939002
pst.000060837066,"DiYanni, Robert.",Fiction : | an introduction / | $c: Robert Di Yanni.,2000,m,,11.087107709571535
mdp.39015014890928,"Torres, Antônio,",The land / | $c: Antônio Torres ; translated by Margaret A. Neves.,1987,u,high_male,11.084508291212202
mdp.39015019871766,"Berger, John.",Lilac and flag : | an old wives' tale of a city / | $c: John Berger.,1991,m,,11.081735716434212
uiuo.ark:/13960/t6rx9nk3x,"Grant, Maria M.",The sun-maid,1876,f,,11.078578776608373
uc1.32106016638378,"Suter, Martin,",Small world / | $c: Martin Suter ; translated from the German by Sandra Harper,2001,m,,11.074442401825069
mdp.39015066796650,"Lawson, Mary,",The other side of the bridge / | $c: Mary Lawson,2006,f,high_male,11.071832467357863
mdp.39015014163953,"Yeats, Jack Butler,","The Amaranthers,",1936,m,high_male,11.069191672278134
inu.30000026295174,"Gustafsson, Lars,",The death of a beekeeper / | $c: Lars Gustafsson ; translated from the Swedish by Janet K. Swaffar and Guntram H. Weber ; with an afterword by Janet K. Swaffar.,1990,m,mixed,11.068987464371697
uiuo.ark:/13960/t79s28b7c,"Tytler, Sarah,",Saint Mung's city,1884,f,mixed,11.060723371308482
njp.32101068170909,"Howitt, William,",The life and adventures of Jack of the mill,1844,m,high_male,11.05583195135434
uc1.b3407022,"Household, Geoffrey,",The Spanish cave.,1960,m,high_male,11.052654847694416
uc1.32106012288145,,"Ovid metamorphosed / | $c: editor, Philip Terry",2000,u,,11.050090058233971
inu.30000115299145,,The stories of the Bágh o bahár,1890,f,high_male,11.048502927853276
mdp.39015066900823,"Binchy, Maeve.",This year it will be different / | $c: Maeve Binchy.,2007,f,high_female,11.045604539743463
mdp.39015054385169,"MacLeod, Anne,",The dark ship / | $c: Anne MacLeod.,2001,f,,11.044367679271565
nc01.ark:/13960/t8jd5080k,"Richmond, E. J.",In the fire,1892,f,mixed,11.041996392947844
mdp.39015063930542,"Gatty, Alfred,",Legendary tales,1858,f,,11.040487043199848
uc1.b3324575,"Le Fanu, Joseph Sheridan,",The watcher and other weird stories,1894,m,high_male,11.039964672113047
mdp.39015033205397,"Delteil, Joseph,",The porcelain junk / | $c: by Joseph Delteil.,1928,m,high_male,11.039152193111567
mdp.39015030354354,"Gobineau, Marcel,",Stephanie / | $c: Marceline Gobineau ; translated from the French by Jocasta Innes.,1974,u,high_female,11.0374168430981
uc2.ark:/13960/t5w66dr3v,"Baerlein, Henry,",The house of the fighting-cocks,1922,m,,11.027486008877126
mdp.39015046834175,"Malaparte, Curzio,",Kaputt. | $c: Translated from the Italian by Cesare Foligno.,1948,u,,11.027452229689578
nyp.33433082289871,"A. L. O. E.,","The giant killer, or, The battle which all must fight",1861,f,high_female,11.019587316455
uc1.32106001968434,"Beckett, Samuel,",More pricks than kicks.,1966,m,,11.01148340412144
mdp.39015029893750,,The quality of light : | modern Italian short stories / | $c: edited by Ann and Michael Caesar.,1993,u,high_female,11.002310485201892
uc1.32106017093730,"Enquist, Per Olov",Plays / | $c: Per Olov Enquist,2004,m,mixed,10.998075336816058
uc2.ark:/13960/t72v2rk89,"Hawke, Jonathan.",Under the street lamp,1910,m,high_male,10.990084501538613
mdp.39015019489411,"Mills, Joseph,",Towards the end.,1989,m,high_male,10.989765780616802
inu.30000056741279,"Aluko, T. M.,","One man, one wife / | $c: T. M. Aluko.",1977,u,high_male,10.988838479772689
wu.89050685122,"Jardin, Alexandre.",The Zebra / | $c: Alexandre Jardin ; translated by Charles Penwarden.,1990,m,high_female,10.982976386600768
njp.32101066459981,"Grand, Sarah.",The heavenly twins,1893,f,high_female,10.976747589689175
uc1.32106011414254,"Simenon, Georges,",Maigret's failure / | $c: Georges Simenon ; translated from the French by Daphne Woodward,1962,m,,10.976225495576582
mdp.39076006257948,"Faulkner, William,",The collected short stories of William Faulkner / | $c: William Faulkner.,1958,m,mixed,10.972408612496729
mdp.39015066678700,"Lartéguy, Jean,",Sauveterre; | $c: translated by Xan Fielding from the French.,1968,f,,10.970741875321735
mdp.39015048876182,"Laing, B. Kojo.",Woman of the aeroplanes.,1988,u,high_male,10.970001265769376
inu.30000118521164,"Tremearne, Arthur John Newman,",Hausa superstitions and customs;,1913,m,mixed,10.969778260891244
uc1.$b259954,"Lemarchand, Jacques,",Genevieve / | $c: by Jacques Lemarchand ; translated from the French by Rosamond Lehmann.,1947,m,high_male,10.963309457681628
uiuo.ark:/13960/t5gb2gf86,"Gissing, Algernon,",The scholar of Bygate,1897,m,,10.963109137751466
mdp.39015080871273,"Hilton, Matt,",Dead men's dust / | $c: Matt Hilton.,2009,m,high_male,10.957241472316106
dul1.ark:/13960/t3nw0276b,"Linton, E. Lynn",Under which Lord?,1879,f,high_female,10.950903449534588
mdp.39015063938354,"Duchess,",Portia;,1886,f,mixed,10.950903449534588
inu.39000004236860,"Smith, Edward Ernest.",Search for tomorrow / | $c: Edward Lindall.,1974,m,,10.947866260865757
nyp.33433074875935,"MacDonald, George,",David Elginbrod,1863,m,mixed,10.94348471820527
mdp.39015031309944,"Thiha, Maung.",The Chindits and the stars / | $c: by Maung Thiha.,1971,u,,10.93265484614773
mdp.39015063938347,"Duchess,",Nora Creina,1893,f,high_female,10.921449083561937
uc1.b4974565,"Rawlinson, Jane.",The lion and the lizard / | $c: Jane Rawlinson.,1986,f,high_female,10.92097415089426
mdp.39015080900619,,Two of the deadliest : | the best new crime stories by female wirters / | $c: edited by Elizabeth George.,2009,u,,10.91916370699861
uiuo.ark:/13960/t1vd7bz9n,"St. Aubyn, Alan.",The master of St. Benedict's,1893,f,high_female,10.91440920302984
mdp.39015014862265,"Vansittart, Peter.",The story of teller: | a novel.,1968,m,,10.908852897754958
hvd.hnp65z,"Smallwood, Edward.","Manuella, the executioner's daughter",1837,m,mixed,10.903698534542915
njp.32101072887225,"Bernhardt, Sarah,",The idol of Paris,1921,f,mixed,10.901955083945056
uc1.32106008037845,"Sena, Jorge de.",The wondrous physician / | $c: Jorge de Sena ; translated from the Portuguese by Mary Fitton.,1986,m,mixed,10.897203051216854
mdp.39015006995925,"Oliphant,",The Ladies Lindores,1883,f,mixed,10.891927871233207
mdp.39015030700747,"Kuehnelt-Leddihn, Erik von,",Black banners.,1952,m,high_male,10.890143582354616
uc1.b3945575,"Sykes, John.",A summer in Turkey.,1970,m,high_male,10.8837614279495
uiuo.ark:/13960/t2697dh52,"Bennett,",Vicissitudes abroad;,1806,f,,10.864672740536092
mdp.39015046012483,"Campbell, Eileen.",The company of strangers / | $c: Eileen Campbell.,1998,f,,10.861694424330196
mdp.39015084099517,"Hill, Joe.",Gunpowder / | $c: Joe Hill.,2008,m,,10.85972850678733
uc1.$b323514,"Cabell, James Branch,",The silver stallion / | $c: by James Branch Cabell.,1926,m,,10.859204382292257
mdp.39015048891561,"Roe, Sue.","Estella, her expectations : | a novel / | $c: by Sue Roe.",1982,f,high_female,10.85795978935558
wu.89092531755,"Hogg, James,",The three perils of woman,1823,m,,10.856142541151566
mdp.39015049989315,"Thomas, Rosie.",White / | $c: Rosie Thomas.,2000,f,,10.853049706967658
uc1.$b794676,"Leitch, Maurice,",Poor Lazarus.,1969,m,high_male,10.850302000072334
mdp.39015031941878,"Aldanov, Mark Aleksandrovich,","The key, | $c: by M. Aldanov.",1931,m,,10.849988065013129
uc2.ark:/13960/t22b9145f,"Madden, Richard Robert,",The Mussulman,1830,m,high_male,10.847604713284248
inu.30000054699701,"Baskerville, Rosetta Gage (Harvey)",The king of the snakes and other folk-lore stories from Uganda,1922,f,high_female,10.846771277749657
uiuo.ark:/13960/t0ms43j07,"Fraser, James Baillie,",The highland smugglers,1832,m,mixed,10.828018580879885
coo.31924001450448,"Richmond, William Kenneth.","Saga of swans and Harrier over the fen, | $c: by W. Kenneth Richmond.",1949,m,high_male,10.816218920270948
nyp.33433034410146,"Broughton, Rhoda,",Nancy,1874,f,,10.807717982135475
uc2.ark:/13960/t9668fn3k,"Beste, John Richard Digby,","Alcazar; or, The dark ages",1857,m,,10.797387032338175
uiuo.ark:/13960/t4th92p92,"Murray, Hamilton.",Léonie Vermont,1849,m,mixed,10.796221322537113
mdp.39015003686378,"Frederic, Harold,",Illumination,1896,m,,10.790704759970293
mdp.39015040588959,"Foster, David,",In the new country / | $c: David Foster.,1999,m,high_male,10.78830116621536
uiuo.ark:/13960/t8pc3h23p,"De Jongh, Bertha.",The sisters Lawless,1874,f,high_female,10.785353489960634
mdp.39015037287151,"Tabucchi, Antonio,",Declares Pereira : | a true account / | $c: Antonio Tabucchi ; translated from the Italian by Patrick Creagh.,1995,m,high_male,10.78244617762283
mdp.39015022651528,"Baesjou, Jan,",The Vermeer forgeries; | the story of Han van Meegeren | $c: [Translated from the Dutch by Ian F. Finlay],1956,u,,10.781864903232762
mdp.39015030121886,"Campert, Remco,",The gangster girl; | $c: translated from the Dutch by John Scott.,1968,u,high_male,10.780043982579448
uc2.ark:/13960/t1rf5n38b,"Diver, Maud,",Desmond's daughter,1916,f,,10.775334280256647
hvd.hn2he5,,"The Governess, or, Evening amusements at a boarding school",1800,u,,10.773250020199844
mdp.39015042925084,"Granelli, Roger.",Status zero / | $c: Roger Granelli.,1999,m,mixed,10.761752730794758
mdp.39015040368766,"Wallace, Christopher.",The Pied Piper's poison / | $c: Christopher Wallace.,1998,m,high_male,10.75905105169724
uc1.$b322906,"Aiken, Conrad,",A heart for the gods of Mexico.,1939,m,high_female,10.756736406174369
inu.30000082068531,"Pérez-Reverte, Arturo",The Dumas club / | $c: Arturo Pérez-Reverte ; translated from the Spanish by Sonia Soto.,1999,m,high_male,10.752148637702769
uiuo.ark:/13960/t1fj34j4h,"Ouida,",Under two flags,1867,f,high_male,10.750376263169212
mdp.39015039762870,"Sharma, Partap,",Days of the turban.,1986,u,high_male,10.748469686628368
uiuo.ark:/13960/t8kd27q3x,"Cursham, Mary Anne.",Norman Abbey,1832,f,,10.745899767619916
mdp.39015005310183,"Sproul, Barbara C.",Primal myths : | creating the world / | $c: Barbara C. Sproul.,1980,f,high_male,10.744500450801867
mdp.39015065549191,"Ross, Martin,",The silver fox,1898,f,,10.742869420422196
inu.30000067263156,,Footprint : | recipes for life / | $c: MAMA East African Women's Group (Hooyada Africada Bari) ; edited by Amina Souleiman.,2000,u,high_female,10.737678513905294
uc1.$b23576,"Collins, Dale.",Sea-tracks of the Speejacks round the world.,1923,m,high_male,10.737038009114553
mdp.39015002742305,"Rodker, John,",Adolphe 1920 | $c: [by] John Rodker.,1929,m,high_female,10.734220695577502
uc1.$b115274,"Day Lewis, C. (Cecil),",The Otterbury incident; | $c: illus. by Edward Ardizzone.,1948,u,high_male,10.733759821390237
nyp.33433074862727,"Hall, S. C.,",Sketches of Irish character,1829,f,,10.73191672032625
mdp.39015060814913,"McCormack, Mike,",Notes from a coma / | $c: Mick McCormack,2005,m,high_male,10.731258623332822
uc1.b4949047,"Turner, George.",Beloved son / | $c: by George Turner.,1978,m,high_male,10.726364141133711
inu.30000001395387,"Lessing, Doris May,","Shikasta : | re, colonised planet 5 : personal, psychological, historical documents relating to visit by Johor (George Sherban) emissary (grade 9) 87th of the period of the last days / | $c: by Doris Lessing.",1979,f,,10.726103581982292
uc1.$b302112,"Niles, Blair.","Free, | $c: by Blair Niles ...",1930,m,high_male,10.713010355910011
mdp.39015012082031,"Jones, Eirwen",Folk tales of Wales / | $c: Eirwen Jones ; drawings by A. E. Bestall.,1978,u,mixed,10.712372790573111
uc1.32106018078417,"Dantzig, Rudi van",For a lost soldier / | $c: Rudi van Dantzig ; translated from the Dutch by Arnold J. Pomerans,1996,m,high_male,10.711329665514388
njp.32101064214263,"Charlotte Elizabeth,",Derry,1833,f,high_male,10.710286743586
uc1.$b547610,"McCloy, Helen.",Two-thirds of a ghost.,1957,f,mixed,10.70663811563169
uc1.$b322953,"Bates, H. E. (Herbert Ernest),","Charlotte's row, | $c: by H. E. Bates.",1931,m,,10.706310605365392
inu.30000078189549,"Van der Vyver, Marita.",Breathing space / | $c: Marita van der Vyver ; translated from the Afrikaans by Isobel Dixon.,2000,f,,10.704300131448806
mdp.39015002250473,"Ngũgĩ wa Thiongʼo,",Devil on the cross / | $c: Ngũgĩ wa Thiongʾo ; translated from the Gĩkũyũ by the author.,1982,u,high_female,10.70416968579145
