htid,author,title,year,authgender,female_category,gb_suba1_intensity
mdp.39015058736599,"Bryant-Jefferies, Richard.",Counselling for progressive disability : | person-centred dialogues / | $c: Richard Bryant-Jefferies.,2004,m,,13.076365977307477
mdp.39015064796223,"Mackenzie, Compton, Sir,",Extraordinary women : | theme and variations / | $c: by Compton Mackenzie.,1928,m,high_female,13.06802341789796
uiuo.ark:/13960/t1pg2911h,,The rajah's heir,1890,u,,13.06472263593843
mdp.39015058691331,,Tales from  Blackwood.,1858,u,mixed,13.058726960674576
njp.32101076207727,,Tales from  Blackwood,1858,u,mixed,13.05750900035442
inu.39000004449364,Firdawsī.,A Persian hero,1922,u,high_male,13.04699527698771
mdp.39015054068088,"Hrabal, Bohumil,",A close watch on the trains; | $c: translated by Edith Pargeter.,1968,m,,13.040785055260326
inu.30000110569674,"Allnatt, Judith.",A mile of river / | $c: Judith Allnatt.,2008,f,mixed,13.040481380055516
uc1.$b597568,"Deval, Jacques,","Chérie, | $c: by Jacques Deval ...",1932,m,high_female,13.039084656257131
inu.30000111998013,"Glasgow, Ellen Anderson Gholson,",The romance of a plain man,1909,f,high_female,13.032202572556788
mdp.39015060590653,,"Wonder-tales of South Asia / | $c: translated from Hindi, Urdu, Nepali and Persian [by] Simon Digby ; [edited by Leonard Harrow].",2000,u,,13.02103279768379
nyp.33433075811814,"Velde, M. S. van de,",French fiction of to-day,1891,u,,13.020833333333334
uiuo.ark:/13960/t7mp5nx1j,"Russell, William Clark,",My shipmate Louise;,1890,m,,13.019646646790006
uc2.ark:/13960/t0wp9wh4k,"Mansfield, Katherine,",In a German pension,1911,f,,13.016087884625406
uc1.$b298836,"Gregory, Alyse,",King Log and Lady Lea / | $c: by Alyse Gregory.,1929,f,high_female,13.015441045968174
mdp.39015073317060,"Carlyle, Thomas,",[Works],1885,m,high_male,13.00209767175771
mdp.39015007047379,"Grahame, Kenneth,",Dream days,1899,m,,12.997985312276596
uc1.32106008431972,"Martínez Moreno, Carlos,",El infierno / | $c: Carlos Martínez Moreno ; translated by Ann Wright ; introduction by John King,1988,m,high_male,12.991230919129586
mdp.39015053585975,"Obaldia, René de.",The centenarian: | a novel; | $c: translated from the French by Alexander Trocchi.,1970,u,,12.98802504091228
mdp.39015011876854,"Clarke, Arthur C. (Arthur Charles),",The songs of distant earth.,1986,m,mixed,12.985832456789646
mdp.39015049862678,"Kennaway, James,",Silence.,1972,m,mixed,12.980269989615785
uc2.ark:/13960/t52f7qb22,"Clarke, Forester.",The ivory cross,1918,u,,12.978585334198574
uc1.$b301794,"Mantle, Winifred.","Happy is the house, | a novel.",1951,f,high_female,12.978125958611578
uc1.$b164984,"Soler, Bartolomé,","Marcos Villarí, | $c: by Bartolemé Soler, tr. from the Spanish by William Stirling.",1948,u,high_male,12.977666615542526
njp.32101068163508,,The eccentric traveller,1826,m,high_male,12.976901116013495
mdp.39015020078567,"Sadoc, Lemuel.",Zarina: | a romance of India.,1938,m,,12.97656432482936
mdp.39015030735388,"Becker, John Leonard,",After Geneva / | $c: John Becker.,1975,m,high_female,12.974911239811746
mdp.39015001600769,"Čapek, Karel,",The absolute at large | $c: [by] Karel Čapek.,1944,u,high_male,12.966594810120426
mdp.39015046356104,"Johnston, Jennifer,",Shadows on our skin / | $c: Jennifer Johnston.,1977,f,,12.963443090484834
inu.39000003995649,"Preindlsberger-Mrazović, Milena,",Selam,1899,f,mixed,12.95728415324148
uiuo.ark:/13960/t0sq9d34t,"MacCabe, William Bernard,",Bertha,1851,m,,12.95355431137466
uva.x000104778,"Rabelais, François,",The works of François Rabelais,1897,m,high_male,12.948755300896698
uc1.$b155126,"Wilson, Dorothy Clarke.",Dr. Ida : | the story of Dr. Ida Scudder of Vellore / | $c: Dorothy Clarke Wilson.,1959,f,high_female,12.9481596576234
mdp.39015059377435,"[Hockley, William Browne]",Pandurang Hàrì,1873,m,mixed,12.947218505890984
uiuo.ark:/13960/t3kw5zj7w,,"The mountain chief, or, The descendant of William Tell, the deliverer of Switzerland",1811,u,high_male,12.938702895034773
mdp.39015030121886,"Campert, Remco,",The gangster girl; | $c: translated from the Dutch by John Scott.,1968,u,high_male,12.936052779095338
mdp.39015012884584,"Edgell, Zee.",Beka Lamb / | $c: Zee Edgell.,1982,f,,12.927078351021889
mdp.39015049548475,"Brink, André P. (André Philippus),",The rights of desire / | $c: André Brink.,2000,u,high_female,12.926380461395745
nyp.33433074824420,"Baugh, May Elizabeth.",Her fortune her misfortune,1898,f,,12.921566093810574
inu.32000003315076,"Lewis, Wyndham,",The human age. | $c: Illus. by Michael Ayrton.,1955,m,mixed,12.917393270038106
mdp.39015020835230,"Lodge, Thomas,","Lodge's ""Rosalynde"", being the original of Shakespeare's ""As you like it"",",1931,m,high_female,12.911370613720484
uiuo.ark:/13960/t6h13cz91,"Fenn, George Manville,",The sapphire cross,1871,m,,12.896292315959158
uc2.ark:/13960/t3qv3r20w,"Caffyn, Kathleen Mannington Hunt.",The fire-seeker,1911,f,high_female,12.889504720781105
uc1.$b242958,"Hanley, James,",Ebb and flood : | a novel / | $c: by James Hanley.,1932,m,high_female,12.88614505113457
uc1.b4083252,"Wells, H. G. (Herbert George),","The Camford visitation, | $c: by H. G. Wells.",1937,m,high_male,12.88410745345616
inu.30000004090332,"Sitwell, Sacheverell,",Touching the Orient; | six sketches | $c: by Sacheverell Sitwell.,1934,u,high_male,12.88078830424422
uiuo.ark:/13960/t2891gh2s,"Boldrewood, Rolf,",The miner's right,1890,m,mixed,12.875352283944435
uiuo.ark:/13960/t00z7tx5j,"Wilkins, W. H.",The holy estate,1895,m,high_female,12.87119610186632
uc1.b3327616,"Pryce, D. Hugh",Goddesses three,1896,m,,12.865542218276786
mdp.39015040573613,"Burnside, John,",The dumb house : | a chamber novel / | $c: John Burnside,1997,m,high_female,12.859255449109492
uc2.ark:/13960/t7tm74301,"Claytor, Graham,",Late laurels,1864,m,,12.857877593005307
uc2.ark:/13960/t3nv9b48b,"Harte, Bret,",The queen of the Pirate Isle,1886,f,high_female,12.850167052171678
uc1.b3477074,"Muir, Lynette R.",The unicorn window. | $c: Illustrated by Pauline Baynes.,1961,f,,12.846040208105851
nyp.33433082533971,"Edgeworth, Maria,","The parent's assistant, or, Stories for children",1822,f,,12.843152994060038
uc1.b4539006,"Warner, Marina,",The lost father / | $c: Marina Warner,1988,f,,12.83944276818386
uc1.l0058382789,"Grier, Sydney C.,",The heir,1906,m,mixed,12.834444225783544
inu.32000006722955,"Buchanan, Meriel,","Petrograd, the city of trouble, 1914-1918",1918,u,high_male,12.830793905372872
nyp.33433068177785,,"Hafed, prince of Persia",1876,m,high_male,12.824245449125874
uiuo.ark:/13960/t6k07g132,"Gibbon, Charles,",Robin Gray,1869,m,mixed,12.822978777970125
mdp.39015040341144,"Defoe, Daniel,",The Shakespeare Head edition of the novels and selected writings of Daniel Defoe.,1974,m,high_male,12.814986544264134
mdp.39015059879810,"Jones, William Tudor,","Nature, thought, & personal experience, | $c: by W. Tudor Jones ...",1926,m,,12.814762606522711
mdp.39015078794974,"Salter, James.",Solo faces / | $c: James Salter ; with an introduction by Andy Cave.,2008,m,,12.807741568236809
uc1.b3322546,"Grattan, Thomas Colley,",The heiress of Bruges,1830,m,,12.79795232762758
uc2.ark:/13960/t7rn33g2q,"Taylor, Neville.",Ibex shooting on the Himalayas,1903,u,high_male,12.786906208042964
uc1.$b393269,"De Lisser, Herbert George,",The white witch of Rosehall / | $c: by Herbert G. de Lisser.,1954,m,,12.779552715654948
uc1.b3322601,"Harte, Bret,",The complete works of Bret Harte,1880,m,mixed,12.77690908316551
mdp.39015028521196,"Hostovský, Egon,","Letters from exile,",1942,u,,12.775199080185663
njp.32101072852633,"Mason, Eugene,",Old-world love stories,1913,m,high_female,12.773468345022993
mdp.39015063025772,"Lorraine, Michelle.",Castle in the sea. | $c: Translated by Charlotte Haldane.,1956,f,,12.770693083757502
uc2.ark:/13960/t17m08h7v,"Collingwood, Harry,",The secret of the sands,1879,m,,12.769761205465455
mdp.39015053602143,"Troyat, Henri,",The web / | $c: Henri Troyat ; translated from the French by Anthea Bell.,1984,m,mixed,12.765595302260929
nyp.33433074918818,"Adams, Francis William Lauderdale,",John Webb's end,1891,m,,12.76417279043052
mdp.39015080851515,,In a fertile desert : | modern writing from the United Arab Emirates / | $c: selected and edited by Denys Johnson-Davis.,2009,u,,12.760635990097748
uc1.b3472664,"Clarke, Austin,",Amongst thistles and thorns / | $c: Austin C. Clarke.,1965,m,,12.74697259400893
uc2.ark:/13960/t7vm46k5q,"Andreyev, Leonid,",The dark,1922,m,high_male,12.74534794799898
uc1.$b242719,"Kneale, Nigel.","Tomato Cain, | and other stories; | $c: with a foreword by Elizabeth Bowen.",1949,u,mixed,12.744860634948958
mdp.39015062065597,"Johnston, Hugh Anthony Stephens.",A selection of Hausa stories;,1966,m,high_male,12.7363184079602
uiuo.ark:/13960/t7np2nb70,"Duchess,",Nor wife nor maid,1892,f,high_female,12.735840474501028
mdp.39015017748248,"Boylan, Clare.",Concerning virgins : | a collection of short stories / | $c: by Clare Boylan.,1989,f,high_female,12.735428547170612
mdp.39015049860375,"Kayira, Legson.",The detainee.,1974,u,high_male,12.732005432322314
mdp.39015031302337,"Shaw, Margaret.","Inherit the earth,",1939,f,mixed,12.731590397059556
mdp.39015031234282,"Cooper, William,","Love on the coast: | a novel, | $c: by William Cooper.",1973,m,mixed,12.725722502895104
mdp.39015041105654,"Chatzēs, Dēmētrēs,",The end of our small town / | $c: Dimitris Hatzis ; translated by David Vere ; edited by Dimitris Tziovas.,1995,u,mixed,12.721189685659402
mdp.39015013115574,"Bates, H. E. (Herbert Ernest),","The triple echo, | $c: by H. E. Bates; drawings by Ron Clarke,",1970,m,,12.718870564293894
uiuo.ark:/13960/t9r21h94b,,"The mountain chief, or, The descendant of William Tell, the deliverer of Switzerland",1811,u,high_male,12.718762718762711
uc1.$b800413,"Benedictus, David.","Hump, or, | $c: Bone by bone alive.",1967,m,,12.714558169103622
inu.39000005566182,,Tales of Mozambique.,1980,u,high_male,12.714019325309376
uiuo.ark:/13960/t5bc4ch4s,"Harding, Anne Raikes,",Realities,1825,f,high_female,12.71109497003813
mdp.39015010783770,"Porter, Anna Maria,",Don Sebastian,1809,f,,12.701638511367966
mdp.39015032140694,,"Russian short stories / | $c: translated, with an introduction by Rochelle S. Townsend.",1924,u,,12.69826610948214
mdp.39015003686378,"Frederic, Harold,",Illumination,1896,m,,12.69494677643564
uc1.32106011483796,"Hegarty, Frances",Let's dance / | $c: Frances Hegarty,1995,f,mixed,12.68485533979556
njp.32101066591759,"Lamb, Caroline,",Ada Reis,1823,f,high_female,12.680699974638603
uc1.32106005619801,,Pulsar 2 : | an original anthology of science fiction and science futures / | $c: edited by George Hay.,1979,u,high_male,12.678199132247704
mdp.39015011955906,"Morgan,",The O'Briens and the O'Flahertys;,1827,f,mixed,12.675699276076733
inu.30000055995835,"Verdelle, A. J.",This rain coming / | $c: A. J. Verdelle.,1995,f,,12.67323864613602
uiuo.ark:/13960/t6rx9nk3x,"Grant, Maria M.",The sun-maid,1876,f,,12.661232887552424
uiuo.ark:/13960/t2988w74r,"Tottenham, G. L.","Terence McGowan, the Irish tenant",1870,u,mixed,12.653422750854109
mdp.39015013392520,,The State of the art : | the mood of contemporary Australia in short stories.,1983,u,mixed,12.652164875782857
mdp.39015051352014,"Tennant, Kylie,",Speak you so gently.,1959,f,,12.648887951934224
mdp.39015003666040,"Goddard, Donald.",Easy money / | $c: Donald Goddard.,1980,m,high_male,12.645582265835433
mdp.39015043116709,"Aira, César,",The hare / | $c: César Aira ; translated by Nick Caistor.,1998,u,high_male,12.644550198864284
uc2.ark:/13960/t4kk9bz9g,"Strindberg, August,",The inferno,1913,m,high_male,12.641311806985229
uiuo.ark:/13960/t1kh13854,"Jenkin, C.",Once and again,1865,f,high_female,12.634837405436144
uc1.b4949010,"Shadbolt, Maurice.",Strangers and journeys.,1972,m,high_male,12.621216264540694
njp.32101063690489,"Fielding, Henry,",The works of Henry Fielding,1893,m,high_female,12.61873078511449
uc1.32106014786138,"Wurlitzer, Rudolph",Quake / | $c: Rudolph Wurlitzer,1995,m,mixed,12.615643397813288
uc1.32106018853751,"Rosendorfer, Herbert,",Grand solo for Anton / | $c: Herbert Rosendorfer ; translated by Mike Mitchell,2006,m,high_male,12.61299138112256
hvd.hn2hed,"Kendall, Edward Augustus,","Lessons of virtue, or, The book of happiness",1801,m,high_male,12.611400706238438
wu.89096232681,"Bewick, Harry",A wild taste / | $c: by Harry Bewick [pseud.],1958,m,,12.608551750224592
uc1.$b783361,"McFee, William,",No castles in Spain.,1933,m,,12.606631087952264
mdp.39015063626520,"Ferrier, Susan,",Novels,1894,f,high_female,12.604777210562798
mdp.39015035508665,"Duchess,",Mrs. Geoffrey,1886,f,high_female,12.603899248409588
mdp.49015002946938,"Straub, Peter,",Mr. X.,2000,m,mixed,12.6032159930465
mdp.39015063963832,"Quin, Shirland.","I sing of Honolulu, | $c: by Shirland Quin.",1935,u,mixed,12.595449893725892
njp.32101076207677,,Tales from  Blackwood,1858,u,mixed,12.591853071063024
uiuo.ark:/13960/t9p27803k,,The eve of San-Pietro,1804,u,high_female,12.585898759030382
mdp.39015042863939,"Brooke-Rose, Christine,",Subscript / | $c: Christine Brooke-Rose.,1999,f,,12.585793156684735
uc1.$b157073,"Arrabal, Fernando.",The burial of the sardine; | $c: translated from the French by Patrick Bowles.,1966,m,high_male,12.577561630051983
mdp.39015053780352,,"Goddess of the storm and other stories : | --a compilation of short stories by Nigerian authors. / | $c: [editor, Sola Adeyemi].",1999,u,,12.576507084765655
mdp.39015047458438,"Barker, Pat.",Another world / | $c: Pat Barker.,1998,u,high_male,12.57450393581973
uc1.32106018868551,,Contemporary Israeli women's writing / | $c: edited by Risa Domb,2008,u,,12.57420435067471
inu.39000000986567,"Ford, James Allan.",The brave white flag / | $c: James Allan Ford.,1985,m,high_male,12.57317983576284
wu.89004395398,"Futrelle, Jacques,",The thinking machine,1907,m,high_male,12.567024128686327
njp.32101066457027,"Cobbold, Richard.",Courtland,1852,m,,12.566648115900405
inu.39000005527663,"Macfarlane, Iris.",Tales and legends from India. | $c: Illustrated by Eric Thomas.,1965,f,high_male,12.557134964086597
mdp.39015008298674,"McGrady, Samuel Hugh,",Legends and myths of Greece and Rome. | With a frontispiece.,1948,m,high_male,12.554702632900495
njp.32101066456987,"Cobban, J. Maclaren",The Red Sultan,1893,m,,12.552301255230129
uc1.32106011542344,,The Dedalus book of Dutch fantasy / | $c: edited and translated by Richard Huijing.,1993,u,high_male,12.55218708216225
uiuo.ark:/13960/t7cr6hq4j,"Hamilton, Elizabeth,",Memoirs of modern philosophers,1800,f,high_female,12.539184952978054
wu.89035590355,"Carling, Finn,",Under the evening sky / | $c: Finn Carling ; translated from the Norwegian and with a foreword by Louis A. Muinzer.,1990,u,high_male,12.533684276493071
uiuo.ark:/13960/t8hd8h57n,"MacDonald, George,",Wilfrid Cumbermede,1872,m,mixed,12.532898859506206
uc1.$b518763,"Sïrdani, Sydney,","Don't be fright; | radio magic, | $c: by Sirdani [pseud.] illus. by Michaelson.",1946,u,high_male,12.527142141306165
mdp.39015031307765,"Trelawny, Edward John,",Adventures of a younger son,1890,m,,12.523860112801112
coo.31924002872905,"Bustard, H. Robert.",Kay's turtles | $c: [by] Robert Bustard.,1973,m,,12.522540573031456
mdp.39015005058410,"Hesse, Hermann,",The journey to the East.,1956,u,high_male,12.521390709128092
uc1.32106007984609,"Fauset, Jessie Redmon.",Plum bun : | a novel without a moral / | $c: Jessie Redmon Fauset.,1985,f,high_female,12.519927551352568
mdp.39015061328400,"Scott, Lawrence.",Night calypso / | $c: Lawrence Scott.,2004,m,,12.518350764188414
uiuo.ark:/13960/t9n30df6w,"Mills, John,",Our county,1850,m,,12.510947078693857
uiuo.ark:/13960/t88g8wd7v,"Old Sailor,","Hamilton King, or, The smuggler and the dwarf",1839,m,high_male,12.510251456054268
uc1.$b33738,"Savile, Frank (Frank Mackenzie)","The River of the Giraffe; | a chronicle of desert, stream, and forest shooting in the southern Sudan.",1925,m,high_male,12.509968881452403
inu.39000000192240,"Jenkins, Geoffrey,",Southtrap / | $c: Geoffrey Jenkins.,1980,m,,12.497433562750508
mdp.39015040123005,"Unsworth, Barry,",Pascali's island / | $c: Barry Unsworth.,1980,m,,12.497031954910716
inu.30000101935108,"Tallis, Frank.",Mortal mischief / | $c: Frank Tallis.,2005,m,mixed,12.494487726003234
mdp.39015054266971,"Tighe, Carl.",Burning worm / | $c: Carl Tighe.,2001,m,high_female,12.486646225564328
uc1.b3158833,"Prou, Suzanne.",The Bernardinis' Terrace,1975,f,high_female,12.480758830136873
mdp.39015029232769,"Cleary, Jon,",Dark summer / | $c: Jon Cleary.,1992,m,,12.477644220771118
uc2.ark:/13960/t16m34v61,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,high_female,12.474059626005015
uc1.$b703625,"Vilmorin, Louise de,",Julietta / | $c: by Louise de Vilmorin ; [authorised trans. by Alison Brothers].,1952,f,high_female,12.469864494139165
mdp.39015016746391,"Mitford, Mary Russell,",Stories of American life;,1830,f,,12.466884837151316
mdp.39015050017907,"Mercer, Asja.","One woman's war, | $c: by Asja Mercer, in collaboration with Robert Jackson.",1958,u,,12.462094462676037
mdp.39015063938628,"Duchess,",Green pleasure and grey grief,1886,f,high_female,12.459788863214174
uc2.ark:/13960/t6c250h43,"Harvey, G. Bianca.","Respice finem, or, Love in exile",1885,f,high_female,12.456845926611384
mdp.39015013790400,"O'Flaherty, Liam,",Insurrection.,1950,m,,12.454540925621489
inu.30000055341147,"Munro, Alice.",Selected stories / | $c: Alice Munro.,1996,f,high_female,12.440850420989491
mdp.39015042005747,"Day, Marele.",Shirley's song : | a novel.,1984,u,,12.440733726829132
mdp.39015073748520,,The British essayists;,1823,m,high_male,12.440217842036878
inu.30000122549797,"Ṭaḥāwī, Mīrāl.",Gazelle tracks : | a modern Arabic novel from Egypt / | $c: Miral al-Tahawy ; translated by Anthony Calderbank.,2008,u,,12.438584489085144
uiuo.ark:/13960/t4dn4n43s,"Harding, Anne Raikes,",Decision,1819,f,,12.437617574353634
