htid,author,title,year,authgender,female_category,intl_subcity_intensity
uc2.ark:/13960/t1vd6ww14,"De Morgan, William,",A likely story,1911,m,,16.732667744994142
njp.32101063877318,Moira.,Philip Graham,1884,u,,16.732328379550054
uiuo.ark:/13960/t0xp7cc5m,"Erroll, Henry.",The academician,1888,m,,16.732001147337222
nyp.33433074873161,"Lawson, J. K.",Dr. Bruno's wife,1893,u,high_female,16.731055881726643
njp.32101067645984,"Hofland,",The sisters;,1813,f,high_female,16.728352466386468
mdp.39015051842584,"Abbasi, Talat.",Bitter gourd and other stories / | $c: Talat Abbasi.,2001,u,high_female,16.727722855087734
uiuo.ark:/13960/t0pr8f278,"Stretton, Hesba,",Through a needle's eye,1879,m,,16.72744304305644
mdp.39015000630866,"Lawrence, D. H. (David Herbert),",Works.,1954,m,,16.72683681576783
njp.32101063690547,"Fielding, Henry,",The works of Henry Fielding,1893,m,mixed,16.725533987268918
mdp.39015028870825,"Saer, Juan José,",Nobody nothing never / | $c: Juan José Saer ; translated by Helen Lane.,1993,m,high_female,16.72483191543925
mdp.39015079152578,"McLean, Russel D.",The good son / | $c: Russel D. McLean.,2008,m,mixed,16.720882862615145
uiuo.ark:/13960/t2k653z0c,"Shipton, Helen.",Alston Crucis,1893,f,,16.72066046608841
uc1.32106011458897,"Waugh, Teresa",The gossips / | $c: Teresa Waugh,1995,f,high_female,16.717892002417663
uc1.$b794663,"Jones, Richard,",A way out.,1969,m,,16.71761559037065
uiuo.ark:/13960/t8x92h03w,"Besant, Walter,",The master craftsman,1896,m,high_male,16.716817118020728
uc1.b4974788,"Rey Rosa, Rodrigo,",Dust on her tongue / | $c: Rodrigo Rey Rosa ; translated from the Spanish by Paul Bowles.,1989,m,high_female,16.71541997492687
uc1.32106018330834,"Dickson, Jack",Out of this world / | $c: Jack Dickson,2002,m,high_male,16.71524534846063
mdp.39015000639081,"Lawrence, D. H. (David Herbert),",Complete short stories.,1955,m,,16.713208309250064
uc2.ark:/13960/t5z60ct07,"Ewing, Juliana Horatia,",A great emergency & other tales,1908,f,,16.708867267329023
uiuo.ark:/13960/t5t72zj11,"Mills, John,",Too fast to last,1881,m,high_male,16.708127575836333
mdp.39015054264919,"Wilson, Guy",The Carthaginian hoard / | $c: Guy Wilson.,1997,m,mixed,16.707930191229856
mdp.39015073673462,"Farah, Nuruddin,",Gifts / | $c: Nuruddin Farah.,1993,m,high_female,16.693252216492937
mdp.39015080843686,"Haylett, Jon.",Black mongoose / | $c: by Jon Haylett.,2009,m,,16.69229079727652
uc2.ark:/13960/t1mg7mt0b,"Hofland,","Adelaide; or, The massacre of St. Bartholomew",1857,f,,16.690112300612768
mdp.39015029072165,"Lemsine, Aïcha.",The chrysalis / | $c: Aïcha Lemsine ; translated by Dorothy S. Blair.,1993,u,high_female,16.68356412263703
inu.30000110628389,"Phelps, Jeff.",Box of tricks / | $c: Jeff Phelps.,2009,m,mixed,16.682024721171874
uiuo.ark:/13960/t6d22b59b,"Hall, S. C.,",A woman's story,1857,f,high_female,16.677279480881772
uc1.$b243320,"Hoult, Norah,",Sister Marvis.,1953,f,high_female,16.676046943072144
uc2.ark:/13960/t86h4f73h,"Ballantyne, R. M.",Digging for gold,1869,m,high_male,16.67546760790417
mdp.39015000630833,"Lawrence, D. H. (David Herbert),",Works.,1954,m,,16.67182699406959
uc1.$b703802,"Hougron, Jean.",A question of character / | $c: Jean Hougron ; translated from the French by Mervyn Savill.,1957,f,high_male,16.669136168321234
uc1.b3327615,"Prior, James.",Three shots from a popgun,1880,m,mixed,16.667929388590043
mdp.39015019155483,"Lytton, Edward Bulwer Lytton,",[Novels],1890,m,mixed,16.667901326024154
mdp.39015000608474,"Benson, E. F. (Edward Frederic),",Colin II. | $c: A novel by E. F. Benson.,1925,m,mixed,16.66362489386858
uiuo.ark:/13960/t8kd28g17,"Fetherstonhaugh,",Kingsdene,1878,f,high_female,16.66065032071752
wu.89034885616,"Schoeman, Karel.",Another country / | $c: Karel Schoeman ; translated by David Schalkwyk.,1991,f,,16.660121618887818
uc1.32106014589995,"Rouaud, Jean","The world, more or less / | $c: Jean Rouaud ; translated from the French by Barbara Wright",1998,f,mixed,16.658800011105868
mdp.39015056678231,"D'Aguiar, Fred,",Bethany Bettany / | $c: Fred D'Aguiar.,2003,m,,16.655424255294342
inu.39000001894471,"Goudge, Elizabeth,",Island magic / | $c: Elizabeth Goudge.,1949,f,high_female,16.653977921583554
uc2.ark:/13960/t3zs2n59f,"Prior, Herman Ludolphus,",Six months hence,1870,m,,16.650709736502517
dul1.ark:/13960/t4fn1xf77,"Oliphant,","The rector ; and, The doctor's family",1863,f,high_female,16.645539635590726
uc1.b3442899,"Duden, Anne,",Opening of the mouth / | $c: Anne Duden ; translated by Della Couling.,1985,f,high_male,16.64209975750083
mdp.39015031237038,"Green, F. L. (Frederick Lawrence),",A flask for the journey.,1946,m,high_female,16.641704110500914
mdp.39015068050759,"Fielding, Henry,",Works;,1893,m,mixed,16.641531020853915
uc1.$b785389,"Turner, George,",A stranger and afraid / | $c: by G. R. Turner.,1961,m,mixed,16.636826010489123
mdp.39015000630676,"Lawrence, D. H. (David Herbert),",Works.,1954,m,,16.6345856799981
uiuo.ark:/13960/t9p27d018,"Salter, Peter King.",Whitepatch,1887,m,high_female,16.634437444118685
mdp.39015060363986,"King, John,",The prison house / | $c: John King,2004,m,,16.63395322532353
uiuo.ark:/13960/t21c2814w,"Barrett, Frank,",A prodigal's progress,1882,m,,16.632016632016633
umn.319510020777820,"Oppenheim, E. Phillips (Edward Phillips),",Passers-by.,1924,m,mixed,16.62952738883161
uc1.32106013036915,"McGrath, Patrick,",Asylum / | $c: Patrick McGrath,1996,m,,16.62721777743002
inu.39000003457905,"Bloch, Robert,",The opener of the way / | $c: Robert Bloch.,1976,m,high_male,16.626862964418514
uc1.b5029668,"Speigel von und zu Peckelsheim, Edgar,",U. boat 202,1919,m,high_male,16.624643262863316
mdp.39015064948204,"Matar, Hisham,",In the country of men / | $c: Hisham Matar,2006,u,high_male,16.61799966764001
uc1.32106018382181,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,,16.615822250579892
dul1.ark:/13960/t7vm4v359,"Linton, E. Lynn",Under which Lord?,1879,f,high_female,16.614692500383416
uc1.b3716770,"Raeburn, Anna.",Keeper of dreams.,1990,f,high_female,16.613779468691334
uc2.ark:/13960/t6n011s6b,"Graham, Alan.",Follow the little pictures!,1920,m,mixed,16.611755585702817
njp.32101066120252,"Blessington, Marguerite,",The memoirs of a femme de chambre,1846,f,high_female,16.604024211686216
mdp.39015043790768,"O'Connell, Sanjida,",Angel bird / | $c: Sanjida O'Connell.,1998,u,mixed,16.60075191641033
uc1.$b243680,"Mortimer, Penelope,",The pumpkin eater.,1962,f,,16.59901311322036
uc2.ark:/13960/t0rr1v149,"Anstey, F.,",The pariah,1889,m,high_female,16.598428682084762
uiuo.ark:/13960/t0jt0958v,"Sherer, Moyle,",The story of a life,1825,m,mixed,16.59337924168257
mdp.39015019965998,"Dangarembga, Tstsi.",Nervous conditions / | $c: Tstsi Dangarembga.,1988,u,mixed,16.59151685502918
mdp.39015040052113,"Collen, Lindsey.",Getting rid of it / | $c: Lindsey Collen.,1997,u,high_female,16.589500354412053
uc1.b3139353,"Snow, C. P. (Charles Percy),",Strangers and brothers.,1959,m,high_male,16.58649859014762
mdp.39015021995215,"Pitt-Kethley, Fiona,",The misfortunes of Nigel / | $c: Fiona Pitt-Kethley.,1991,f,mixed,16.58599840171288
njp.32101063691529,"Fullerton, Georgiana,",Lady-bird,1852,f,high_female,16.585275960563898
uiuo.ark:/13960/t1xd1j576,"Stanhope, Louisa Sidney.",The confessional of Valombre,1812,f,mixed,16.58492667093136
mdp.39015051000894,"Virtue, Noel,",Then upon the evil season / | $c: Noel Virtue.,1988,m,,16.583472910897
mdp.39015013938082,"Francis, Dick.",Proof / | $c: Dick Francis.,1984,m,,16.581142877090095
uiuo.ark:/13960/t7vm4s321,"Majendie, Margaret,",Precautions,1887,f,mixed,16.579280044764054
uiuo.ark:/13960/t7cr6dx7f,Author of Rare pale Margaret.,Pomegranate seed,1886,u,high_female,16.579165515335728
uc2.ark:/13960/t1fj2cb69,"Pemberton, Max Joseph.",Hindoo Khan,1922,m,,16.576471161815615
mdp.39076002159908,"Hogner, Dorothy Childs.",Old Hank Weatherby / | $c: by Dorothy Hogner ; pictures by Nils Hogner.,1939,f,mixed,16.57366996298547
uiuo.ark:/13960/t5bc47v0p,"Carey, Rosa Nouchette,",Sir Godfrey's grand-daughters,1892,f,,16.56515201712582
uc2.ark:/13960/t5cc10k9q,"Anstey, F.,",The pariah,1889,m,high_female,16.564152964431244
mdp.39015053616499,"Mortimer, Penelope,",My friend says it's bullet-proof.,1967,f,,16.563271697885924
uiuo.ark:/13960/t73v05k8t,,"The picaroon, or, The merchant smuggler",1845,u,,16.56025171582608
uc2.ark:/13960/t1wd3vq81,"Taylor, Meadows,",Tippoo Sultaun,1840,m,,16.558822030875834
njp.32101063693657,"Pardoe,",Flies in amber,1850,f,,16.55565885154668
uc1.32106018078417,"Dantzig, Rudi van",For a lost soldier / | $c: Rudi van Dantzig ; translated from the Dutch by Arnold J. Pomerans,1996,m,high_male,16.553873119431326
wu.89084879600,"Macmillan, Cyrus,",Canadian wonder tales,1918,m,high_male,16.551632818577556
uc1.b4689293,"Packard, Frank Lucius,",The miracle man,1914,m,high_female,16.54963709010095
uc1.b3598647,"Berto, Guiseppe.",The brigand / | $c: by Giuseppe Berto ; translated by Angus Davidson.,1951,m,high_female,16.54935016218363
mdp.39015079305028,"Leitch, Maurice,",Dining at the Dunbar / | $c: Maurice Leitch.,2009,m,high_male,16.54567640793365
mdp.39015063560547,"Horne, R. H.",The dreamer and the worker,1851,m,,16.540545010958112
uc2.ark:/13960/t7fq9xv18,"Wood, Henry,",The master of Greylands,1873,f,,16.535758577924764
uc2.ark:/13960/t1wd3rv2p,"Blundell, Peter.","Wanted, a tortoise-shell",1917,m,,16.535634291899044
mdp.39015063869765,"Gleig, G. R.",Allan Breck,1834,m,,16.534664925015296
uiuo.ark:/13960/t71v62z09,"Notley, F. E. M.",Forgotten lives,1875,f,high_female,16.531161238935393
uc1.b3475430,"Holden, Anne.",Death after school.,1968,f,high_female,16.530291759649558
uiuo.ark:/13960/t9x06rb2g,"Stretton, Julia Cecilia Collinson,",The ladies of Lovel-Leigh,1862,f,,16.52842889770405
uiuo.ark:/13960/t5x640t2v,"Marryat, Florence,",On circumstantial evidence,1889,f,high_female,16.528242634601877
uc1.32106012155815,"Paling, Chris",After the raid / | $c: Chris Paling,1995,m,high_male,16.52721826257618
mdp.39015030946258,"Arnold, Bruce.",A singer at the wedding / | $c: Bruce Arnold.,1978,m,high_female,16.524181835575693
mdp.39015021877058,,My grandmother's cactus : | stories by Egyptian women / | $c: introduced and translated by Marilyn Booth.,1991,u,mixed,16.52319029758266
nyp.33433075768246,"Wilkins, George,",The two rectors,1825,m,mixed,16.520127021421096
inu.30000112105303,"Derleth, August William,",The adventures of Solar Pons / | $c: August Derleth.,1975,m,high_male,16.5196418541646
uc2.ark:/13960/t9765f00s,"Conway, Hugh,",Slings and arrows,1885,m,mixed,16.500742533414
uc2.ark:/13960/t0dv1fp6r,"Acorn, George.",One of the multitude,1911,m,high_male,16.496478001946585
nyp.33433034409957,"Castle, Egerton,",Consequences,1898,m,high_male,16.49150687395991
uc2.ark:/13960/t1td9v03v,"MacGill, Patrick,",The red horizon,1916,m,high_male,16.49008533619162
mdp.39015000625064,"Knox, Oliver.",An Italian delusion / | $c: [by] Oliver Knox.,1975,m,high_male,16.48110167008497
pst.000064210490,"McHaffie, Hazel.",Right to die / | $c: Hazel McHaffie.,2008,f,,16.479409566297253
uc1.b3549841,"Trollope, Frances Milton,",The refugee in America,1833,f,,16.47873066691777
mdp.39015014863099,"Mittelhölzer, Edgar.",The aloneness of Mrs. Chatham.,1965,m,high_female,16.47575710026675
uiuo.ark:/13960/t9j398x41,"Ward, Catherine G.,","The fisher's daughter, or, The wanderings of Wolf and the fortunes of Alfred",1824,f,mixed,16.47131684883943
nyp.33433074876677,"Keon, Miles Gerald,",Harding the money-spinner,1879,m,mixed,16.458534778941306
mdp.39015005774560,"Trevor, William,",A standard of behaviour / | $c: William Trevor.,1982,m,,16.453940718802155
uiuo.ark:/13960/t39z9tm0g,"Yates, Edmund Hodgson,",The yellow flag,1872,m,mixed,16.446466750726387
mdp.39015059375991,,The New British novelist;,1830,u,high_male,16.443537004809734
mdp.39015001669053,"Marsh, Ngaio,",Black as he's painted.,1974,f,,16.439088041590892
uc2.ark:/13960/t9w08z21b,"Lynn, Ruth Nadelman,",City sparrows and who fed them,1873,f,high_female,16.43655489809336
uiuo.ark:/13960/t4zg7692j,"Neale, W. Johnson","Scapegrace at sea, or, Soldiers afloat and sailors ashore",1863,m,high_male,16.436284742196875
uc1.$b251002,"Turpin, Allan.",Ladies: | an episode of the revolution.,1966,m,high_female,16.43034355848381
uc1.$b119622,"Watkins, Griffith,",The pleasure bird.,1967,m,high_male,16.42875397028221
mdp.39076002869191,"Salibian-Best, Marie.",Antaram / | $c: by Marie Salibian-Best.,2005,f,mixed,16.414970453053183
mdp.39015080900429,"Weeks, Shelagh.",Up close / | $c: Shelagh Weeks.,2009,f,high_female,16.410660364973086
mdp.39015026815228,"Lavrin, Janko,","A first series of representative Russian stories, | Pushkin to Gorky, | $c: selected and edited and with an introduction by Janko Lavrin.",1946,u,,16.409108020192857
uc1.$b236083,"Comfort, Alex,",No such liberty / | $c: by Alex Comfort.,1941,m,mixed,16.408910038150715
uc2.ark:/13960/t6154ks7q,"Mathers, Helen,",Eyre's acquittal,1884,f,,16.408429244509037
mdp.39015066619993,"Maraini, Dacia.",The holiday: | a novel;,1966,f,,16.400014577790735
uc1.b3327326,"Montgomery, Florence,",Thrown together,1877,f,high_female,16.39801256087762
nyp.33433075816573,"Enault, Louis,",The captain's dog,1880,m,high_female,16.395592864637983
mdp.39015005260487,,Slaves of love and other Norwegian short stories / | $c: selected and edited by James McFarlane ; translated by James McFarlane and Janet Garton.,1982,u,mixed,16.391395298011176
uc1.b3324315,"Hall, S. C.,",Uncle Horace,1837,f,,16.389534537219145
uiuo.ark:/13960/t2m61wd3z,Author of No appeal.,Gerald Hastings of Barton,1870,u,,16.3763280178502
uc2.ark:/13960/t92808w4j,"Mott, Lawrence,",Jules of the great heart,1905,m,high_male,16.37489579611766
nyp.33433075768253,"Wilkins, George,",The convert,1826,m,mixed,16.374178883088362
mdp.39015063550423,"Birmingham, George A.,",The adventures of Dr. Whitty,1913,m,,16.370631087828436
mdp.39015050608044,"Middleton, Stanley,",An after-dinner's sleep / | $c: Stanley Middleton.,1986,m,mixed,16.36948260742473
mdp.39015028724667,"Liddell, Robert,",The aunts / | $c: Robert Liddell.,1987,m,,16.363521933413054
mdp.39015034298318,,"Modern Korean literature: | an anthology, 1908-1965 / | $c: edited by Chung Chong-wha",1995,u,high_male,16.363487604658136
njp.32101035234101,"Marryat, Florence,",The root of all evil,1880,f,,16.3579110947532
nnc1.0044025238,"Sienkiewicz, Henryk,",Without dogma,1898,m,high_female,16.355627745912503
uc1.32106011586051,,"Modern Korean literature: | an anthology, 1908-1965 / | $c: edited by Chung Chong-wha",1995,u,high_male,16.353749778542973
mdp.39015015327599,"Jenkins, Robin,",The changeling / | $c: Robin Jenkins ; introduced by Alan Spence.,1989,f,mixed,16.353435479407253
njp.32101068177748,Della.,The rambles and surprising adventures of Captain Bolio,1839,u,mixed,16.35115745755853
uc2.ark:/13960/t7np20046,"Cable, Boyd,",Action front,1916,m,high_male,16.348910911011618
uiuo.ark:/13960/t3rv0x09k,"Davenport, Selina,",The hypocrite;,1814,f,high_female,16.342539630658607
uiuo.ark:/13960/t5x63rw5x,"Boyle, Frederick,",The treasure of Thorburns,1887,m,mixed,16.3422057892264
mdp.39015030845740,"Bacon, Walter.",The last experiment / | $c: Walter Bacon.,1974,m,,16.332833449642905
uc1.32106011439327,"Ekman, Kerstin,",The spring / | $c: Kerstin Ekman ; translated from the Swedish by Linda Schenck,2001,f,high_female,16.328616966142967
mdp.39015005857266,"Wright, Richard,","Black boy, | a record of childhood and youth | $c: by Richard Wright.",1945,m,,16.32815972568692
uc1.$b794734,"Forster, Peter,",The primrose path.,1955,m,,16.324566754590208
uc2.ark:/13960/t75t3j897,"Fitzpatrick, James Percy,",Jock of the bushveld,1908,m,high_male,16.320934863148963
uiuo.ark:/13960/t2f771c94,"Yates, Edmund Hodgson,",The rock ahead,1868,m,mixed,16.316674009169972
nyp.33433074911326,"Summersett, Henry.","Martyn of Fenrose; or, The wizard and the sword",1801,m,mixed,16.309666195498533
nyp.33433082533997,"Edgeworth, Maria,","The parent's assistant, or, Stories for children",1822,f,,16.3074497866442
njp.32101038161780,"Lewis, Alethea,",Rhoda,1816,f,high_female,16.305847527782653
uiuo.ark:/13960/t0qr5fn2n,"Shee, Martin Archer,",Oldcourt,1829,m,,16.305588468687834
uiuo.ark:/13960/t00z7vg6m,"Burdon, Hannah D.",The ward of the crown,1845,f,mixed,16.30426727140676
mdp.39015082681167,"Berger, John.",From A to X : | a story in letters / | $c: by John Berger.,2008,m,,16.304094656915268
uiuo.ark:/13960/t8gf19p2v,"Jeaffreson, John Cordy,",Miriam Copley,1859,m,,16.302575806977504
uiuo.ark:/13960/t3pv74163,"Robertson,","Florence, or, The aspirant",1829,f,,16.30213286238283
uc1.$b120324,"Campbell, Anthony.",The sacred malady: | a novel.,1967,m,,16.299918500407497
uiuo.ark:/13960/t07w6rt21,"Gissing, Algernon,",The sport of stars,1896,m,,16.299918500407497
uc1.$b323485,"Bullett, Gerald William,",The Peacock brides.,1958,m,high_female,16.298692343375834
uc1.$b244850,"Sitwell, Osbert,","The true story of Dick Whittington; | a Christmas story for cat-lovers, | $c: by Osbert Sitwell.",1945,m,mixed,16.29637677223097
mdp.39015008843693,"(Charles Percy), Snow, C. P.",Homecomings.,1956,f,,16.294491045114487
uc1.$b244254,"Dunsany, Edward John Moreton Drax Plunkett, Baron,","The travel tales of Mr. Joseph Jorkens, | $c: by Lord Dunsany.",1931,m,high_male,16.293658275432655
uc1.32106005854119,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,,16.288383012901523
uiuo.ark:/13960/t1hh6vt65,"Eliot, George,",The mill on the Floss,1899,f,,16.28412542033399
uiuo.ark:/13960/t3zs3cv3k,"Sturgis, Julian,",Dick's wandering,1882,m,mixed,16.28323524622578
mdp.39015012405554,"Murdoch, Iris.",The book and the brotherhood / | $c: Iris Murdoch.,1987,f,,16.282512959744327
nyp.33433074954961,"Cullen, Margaret.",Home,1802,f,high_female,16.279280094058063
uc2.ark:/13960/t84j0hm3g,"Macnamara, T. J.",School-room humour,1913,u,high_male,16.27816121890871
mdp.39015058017818,"Francis, Dick.",Comeback / | $c: Dick Francis.,1991,m,,16.27743604681048
mdp.39015064983599,"Hoffman, Paul.",The golden age of censorship : | a novel / | $c: Paul Hoffman.,2007,m,mixed,16.269364080073565
njp.32101068971348,"Kennedy, Grace,","Dunallan, or, Know what you judge",1825,f,high_female,16.265933220950522
uiuo.ark:/13960/t3dz0mk8x,"Eyre, Mary.",A family history,1861,f,high_female,16.26526320681282
