htid,author,title,year,authgender,female_category,gb_greater_london_intensity
uc1.$b146765,"Pereira, W. D. (Wilfred Dennis),",The wheat from the chaff | $c: [by] W. D. Pereira.,1967,m,mixed,88.8191494086125
uiuo.ark:/13960/t2v41d75c,"Henty, G. A.",Dorothy's double,1894,m,,88.80697050938339
uiuo.ark:/13960/t3fx7xj5c,"Pigott, Harriet,","The pride of ancestry: or, Who is she?",1804,f,high_female,88.78366380585973
mdp.39015010964842,"Hook, Theodore Edward,",Gilbert Gurney,1836,m,,88.76473429321081
uiuo.ark:/13960/t2d80011r,"Robertson, Anne I.",Yaxley and its neighbourhood,1865,f,high_female,88.76143656971186
mdp.39015008542618,"Bowen, Elizabeth,",The heat of the day.,1947,f,mixed,88.75176975255161
mdp.39015059407588,"Beresford, J. D. (John Davys),","The imperturbable duchess, | and other stories, | $c: by J. D. Beresford.",1923,m,,88.71389162322119
mdp.39015059447808,"Frey, Albert R.",Sobriquets and nicknames,1895,m,high_male,88.71262328445442
uc2.ark:/13960/t7np1zc9r,"Joseph, E. L.",Warner Arundell,1838,m,,88.69917121711893
mdp.39015059376502,,The New British novelist;,1830,u,high_male,88.69366896143939
mdp.39015058259378,"Storey, David,",Thin-ice skater / | $c: David Storey.,2004,m,mixed,88.68444903567843
uiuo.ark:/13960/t2x35dt68,"Sherard, Robert Harborough,",A bartered honour,1883,m,,88.680378751037
wu.89099789828,"Smith, Albert,",The adventures of Mr. Ledbury and his friend Jack Johnson,1856,m,high_male,88.65440860121595
mdp.39015064125308,"Gloag, John,","First one and twenty : | an omnibus volume including To-morrow's yesterday, and twenty short stories / | $c: by John Gloag.",1946,m,,88.61811132650236
mdp.39015010387036,"Winsor, Kathleen.",Forever Amber.,1944,f,,88.57438218771563
uiuo.ark:/13960/t6b28cj6w,Author of Cynthia.,Lemuel,1883,u,mixed,88.55732073851439
uiuo.ark:/13960/t3rv0v43n,"Allen, Grant,",The scallywag,1893,m,,88.51124092759781
njp.32101068179033,"Harwood, John Berwick.",Lady Livingston's legacy,1874,m,,88.44502588859612
mdp.39015043041584,"Merrick, Jay.",Horse latitudes / | $c: Jay Merrick.,1999,m,high_male,88.44235327413593
mdp.39015030851813,"Blackwood, Caroline.",Great Granny Webster / | $c: Caroline Blackwood.,1977,f,,88.43073346976932
uiuo.ark:/13960/t48p6k665,"Acton, Eugenia de,",The microcosm,1801,f,,88.42514811212308
uc1.$b102383,"King-Hall, Stephen, Sir,","Men of destiny : | or, The moment of no return / | $c: Stephen King- Hall.",1960,m,,88.4208303639771
uc2.ark:/13960/t09w0bc8g,"Bryce, Charles,",Mrs. Vanderstein's jewels,1914,f,mixed,88.36902906537702
mdp.39015078782094,"Markham, E. A. (Edward Archibald),",The three suitors of Fred Belair / | $c: E.A. Markham.,2009,m,mixed,88.36603174036453
uc2.ark:/13960/t73t9gj85,"Ellwood, Thomas,",The History of Thomas Ellwood,1886,m,high_male,88.33819580858507
uc2.ark:/13960/t0wp9wd7p,"Hudson, William Henry,",The strange adventures of John Smith,1902,m,,88.32545331740012
mdp.39015029193433,"Tremain, Rose",Sacred country : | a novel / | $c: Rose Tremain.,1992,f,,88.27514473017916
mdp.39015049732509,"Croft-Cooke, Rupert,",Octopus / | $c: by Rupert Croft-Cooke.,1979,m,high_female,88.26583592938734
uc2.ark:/13960/t4nk3c86t,"Whyte-Melville, G. J.",Satanella,1872,m,high_female,88.26125330979698
uc1.$b312377,"Rhys, Jean.",After leaving Mr. Mackenzie / | $c: Jean Rhys.,1931,f,high_female,88.16989956298397
mdp.39015053231505,"Williamson, Henry,",The power of the dead.,1963,m,mixed,88.14633443756303
dul1.ark:/13960/t93783d7n,"Gore,","The Hamiltons, or, Official life in 1830",1850,f,high_female,88.13458853626385
nyp.33433074909635,,No rose without a thorn and other tales,1886,f,,88.12289754865824
uiuo.ark:/13960/t9p27dz0b,"Braddon, M. E.",Fenton's quest,1871,f,mixed,88.11777396271707
mdp.39015063554029,"Thackeray, William Makepeace,",The Virginians;,1920,m,,88.098275388161
wu.89017612011,"Hillary, Richard,","The last enemy, | $c: by Richard Hillary.",1942,m,,88.07901120480535
uiuo.ark:/13960/t3223jg3d,"Smart, Hawley,",Bound to win,1877,m,,88.07873472982806
uc2.ark:/13960/t4hm57j35,"Gilbert, William,","The landlord of 'The Sun,'",1871,m,mixed,88.04214476437902
mdp.39015063761319,"Black, William,",The new prince fortunatus,1890,m,mixed,88.04130480198168
uc1.b3123636,"Shaw, Kerr.","For sons of gentlemen, | $c: by Kerr Shaw.",1926,u,,88.02099463723941
uc2.ark:/13960/t1qf91q47,"Lamb, Caroline,",Graham Hamilton,1822,f,,87.98514028741813
mdp.39015062562999,"Gee, Maggie,",My cleaner / | $c: Maggie Gee.,2005,f,high_female,87.97601307072195
mdp.39015082737456,"Edwards, Martin,",Dancing for the hangman / | $c: Martin Edwards.,2008,m,high_female,87.97426321554556
uiuo.ark:/13960/t2m61s89t,"Besant, Walter,",All sorts and conditions of men,1882,m,,87.9438415754511
uc1.b4386256,"Donleavy, J. P. (James Patrick),",Are you listening Rabbi Löw / | $c: J.P. Donleavy.,1987,m,,87.94182310164044
uc1.$b787324,"Raymond, Ernest,",A chorus ending / | $c: by Ernest Raymond.,1951,m,high_female,87.87787486190618
uc2.ark:/13960/t0ft8sz44,"Wylde, Henry,",Severed ties,1889,f,,87.85468360441648
uc1.b4101598,"Belloc, Hilaire,",The Great Inquiry (only authorised version),1903,m,high_male,87.85240795463622
uiuo.ark:/13960/t51g1125d,"Collins, Mabel,",Juliet's lovers,1893,f,high_female,87.81344521416723
mdp.39015016948328,"Hood, Stuart,",The brutal heart : | a novel / | $c: Stuart Hood.,1989,m,mixed,87.7565851718795
njp.32101068169133,"Fullerton, Georgiana,",Ellen Middleton,1844,f,,87.66907607528807
uiuo.ark:/13960/t4xg9x52w,"Christie, Mary Elizabeth,",Lady Laura,1880,f,high_female,87.62906236903264
uiuo.ark:/13960/t0jt0603z,,The Master of Wingbourne,1866,u,,87.61310054798011
uc2.ark:/13960/t1cj8d526,"Mason, A. E. W.",The courtship of Morrice Buckler,1896,m,high_male,87.48906386701663
uiuo.ark:/13960/t9m33gx8s,"Dutton, Ralph,",Woman's temptation,1860,f,high_female,87.47526314279979
uc2.ark:/13960/t8w952x8v,"Beresford, J. D.",God's counterpoint,1918,m,mixed,87.45869079013255
inu.32000009470404,"Winn, Godfrey,","Home from sea, | a chronicle in a prologue, three acts, and an epilogue. With 18 illustrations.",1946,m,high_male,87.45201645939004
uc2.ark:/13960/t03x85w94,"Joad, C. E. M.",The highbrows,1922,u,mixed,87.42933793235605
uc1.b3331857,"Thorn, Ismay.","Only five; or, Pussie's frolics in farm and field",1880,f,high_female,87.41986512363665
mdp.39015059376296,,The New British novelist;,1830,u,,87.36018088696278
njp.32101068574530,"Orczy, Emmuska Orczy,",Lady Molly of Scotland Yard,1910,f,high_female,87.33277757929419
mdp.39015025015689,"Howard, Elizabeth Jane.",Marking time / | $c: Elizabeth Jane Howard.,1991,f,high_female,87.33261249272229
mdp.39015031105581,"Collins, Wilkie,",The black robe,1881,m,,87.31157391951929
uiuo.ark:/13960/t76t17c21,"Norris, W. E.",The dancer in yellow,1896,f,high_female,87.30609924470073
uc1.b4949046,"Troop, Elizabeth.",Woolworth madonna / | $c: Elizabeth Troop.,1976,f,high_female,87.29519204942251
coo.31924014168334,"Ainsworth, William Harrison,",Old Saint Paul's;,1911,m,,87.26764988218866
mdp.39015032449889,"Penn, Margaret.",Young Mrs. Burton / | $c: by Margaret Penn.,1980,f,high_female,87.22640322940543
mdp.39015065739032,"Smith, Horace,",Brambletye house;,1826,m,,87.20242173582649
mdp.39015030041696,"Williamson, Henry,",The innocent moon.,1961,m,,87.19750234280647
inu.30000026000749,"Mason, David N.",The Game show handbook / | $c: David N. Mason ; with a foreword by Michael Barrymore.,1991,m,high_male,87.16875871687587
uc1.31158011575700,"Williamson, A. M.",The turnstile of night,1904,f,mixed,87.16428132271795
uiuo.ark:/13960/t7rn3hh5k,"Black, Clementina.",Orlando,1880,f,high_female,87.14769553764187
mdp.39015051321019,"Bainbridge, Beryl,",Sweet William / | $c: Beryl Bainbridge.,1975,f,high_female,87.1431568415447
mdp.39015080845434,"Duffy, Maureen.",The Orpheus trail / | $c: Maureen Duffy.,2009,f,,87.13363031378998
mdp.39015063973427,"Ward, Humphry,",Robert Elsmere,1888,f,,87.07453580264706
uc1.$b299594,"Armstrong, Martin Donisthorpe,",The sleeping fury.,1929,m,,87.05399732875405
mdp.39015003941591,"Glanville, Brian.",The dying of the light / | $c: [by] Brian Glanville.,1976,m,,87.0033558437254
uiuo.ark:/13960/t58d0m350,"Burdett, C. D.,",At home,1828,f,,86.99000327995094
mdp.39015031644431,"Hook, Theodore Edward,",Maxwell,1830,m,mixed,86.9667410976613
mdp.39015001738668,"Higgins, Aidan,",Bornholm night-ferry : | a novel / | $c: by Aidan Higgins.,1983,m,,86.9605726974859
uiuo.ark:/13960/t88g93h2n,"Clifford, W. K.,",Aunt Anne,1892,f,high_female,86.91667061742442
uiuo.ark:/13960/t2z32fb53,"Riddell, J. H.,","Frank Sinclair's wife, and other stories",1874,f,,86.90828402366864
mdp.39015001989113,"Sir, Walpole, Hugh,","The thirteen travellers, | $c: by Hugh Walpole.",1934,m,high_female,86.9081554613085
uc2.ark:/13960/t9d50jn39,"Bluff, Hilary.",Bluff's guide to the bar,1911,u,high_male,86.85472602998377
uc1.32106006950585,"Defoe, Daniel,","An account of the conduct and proceedings of the late John Gow, alias Smith, captain of the late pirates, executed for murther [sic] and piracy, committed on board the George Galley, afterwards call'd the Revenge : | with a relation of all the horrid murthers [sic] they committed in cold blood : as also of their being taken at the islands of Orkney, and sent up prisoners to London / | $c: by Daniel Defoe.",1978,m,high_male,86.79975963143487
mdp.39015021319069,"Webster, Henry Charles,",2750: | legend of a locomotive. | $c: Illustrated by R. Barnard Way.,1953,m,high_male,86.78527320671584
nyp.33433075765499,"Vachell, Horace Annesley,",Brothers,1905,m,mixed,86.73815569498947
uc1.$b242966,"Gibbs, Philip,",The healing touch / | $c: Phillip Gibbs.,1957,m,mixed,86.72062616739304
uc1.$b300352,"Gibbs, Philip,",Called back / | $c: by Philip Gibbs.,1953,m,mixed,86.71848879973254
uiuo.ark:/13960/t3kw6196g,"Riddell, J. H.,","Frank Sinclair's wife, and other stories",1874,f,,86.66629787390976
nyp.33433074856307,"Gissing, George,",In the year of jubilee,1894,m,,86.59691785663793
mdp.39015047457992,"Preston, Peter,",51st state / | $c: Peter Preston.,1998,m,,86.57929752292073
mdp.39015082684104,"Forbes, Elena.",Our lady of pain / | $c: Elena Forbes.,2008,f,,86.55730439780353
uc1.$b244585,"Royde-Smith, Naomi Gwladys.",How white is my sepulchre : | a tale / | $c: by Naomi Royde Smith.,1958,f,high_female,86.52784261040838
uc1.b4948650,"Symons, Julian,",The Detling murders / | $c: Julian Symons.,1982,m,mixed,86.47313156269303
njp.32101063693517,"Newby, C. J.,",Margaret Hamilton;,1858,f,high_female,86.45316493760338
uc2.ark:/13960/t3bz66b13,"Whyte-Melville, G. J.",Satanella,1872,m,high_female,86.45205323626436
uc1.b3346162,"Atiyah, Edward,",The thin line / | $c: by Edward Atiyah.,1951,m,mixed,86.40481892018664
nyp.33433074970660,"Chatterton, Georgiana,",The heiress and her lovers,1863,f,,86.40108618508347
nyp.33433074893276,"Gordon, John.",A short history of the adventures of a London reviewer,1824,m,high_male,86.38375985314761
mdp.39015007070900,"Waugh, Evelyn,","Work suspended, and other stories : | including Basil Seal rides again / | $c: Evelyn Waugh.",1965,m,,86.38356139206192
mdp.39015069302829,"Faulks, Sebastian.",Engleby / | $c: Sebastian Faulks.,2007,m,,86.36821649632935
uiuo.ark:/13960/t24b3sz26,"Collins, Wilkie,",The fallen leaves,1879,m,high_female,86.3638923830802
inu.39000003367807,"Heyer, Georgette,",April lady.,1957,f,,86.358217641482
uiuo.ark:/13960/t2x353998,"Collins, Wilkie,",Jezebel's daughter,1880,m,mixed,86.31532220276702
mdp.39015046443373,"Powell, Anthony,",The military philosophers: | a novel.,1968,m,mixed,86.16780045351473
uc2.ark:/13960/t1kh0kw82,"Burke, Thomas,",Whispering windows;,1921,m,,86.15050812845999
mdp.39015066900633,"Harris, Robert,",The ghost / | $c: Robert Harris.,2007,m,mixed,86.1364685823891
mdp.39015031385977,"Marriott, Charles,",Davenport,1915,m,mixed,86.1231899354076
uc1.32106007348052,"Forbes, Bryan,",The endless game / | $c: Bryan Forbes.,1986,m,,86.07244322778133
hvd.hxgeyk,"Byron, Medora Gordon.",Celia in search of a husband,1809,f,high_female,86.05125955422074
uiuo.ark:/13960/t05x2q24x,,The Golden calf,1849,u,mixed,86.02397201353443
uc1.b4101673,"Thackeray, William Makepeace,",The adventures of Philip on his way through the world,1884,m,,85.9774338680423
inu.32000009540487,"Jarman, Rosemary Hawley.",The King's grey mare.,1973,f,mixed,85.9482276356609
mdp.39015055803038,,"Women who did : | stories by men and women, 1890-1914 / | $c: edited with an introduction and notes by Angelique Richardson.",2002,u,high_female,85.93526210254943
inu.39000003935447,"Defoe, Daniel,",The Shakespeare Head edition of the novels and selected writings of Daniel Defoe.,1981,m,high_female,85.90691605045673
uc1.$b111967,"Benson, E. F. (Edward Frederic),","The male impersonator, | $c: by E. F. Benson.",1929,m,high_female,85.89835361488905
uiuo.ark:/13960/t2h70q68n,"Besant,","The case of Mr. Lucraft, and other tales",1876,m,mixed,85.88396528095019
njp.32101067643930,"Fendall, Percy.",Spiders and flies,1886,m,high_female,85.87958777797866
nyp.33433074861349,"Howard, Mabel,",The undoing of John Brewster,1899,f,high_female,85.843411518166
uc1.b4974507,"Gray, Alasdair.",The fall of Kelvin Walker : | a fable of the sixties / | $c: by Alasdair Gray.,1985,u,,85.81364888668084
uiuo.ark:/13960/t3rv13h5t,"Braddon, M. E.",The story of Barbara,1880,f,high_female,85.80355841927181
uiuo.ark:/13960/t1bk1x14z,"Braddon, M. E.",Lost for love,1874,f,high_female,85.7312092776756
mdp.39015010481243,"Mortimer, John,",Paradise postponed / | $c: John Mortimer.,1985,m,,85.71353218872801
uc1.b3325303,"Wingfield, Lewis Strange,",Lady Grizel,1878,m,mixed,85.63724525812687
mdp.39015082679245,"Yassin-Kassab, Robin.",The road from Damascus / | $c: Robin Yassin-Kassab.,2008,f,,85.63259263559704
njp.32101041998731,"Henty, G. A.","Sturdy and strong: or, How George Andrews made his way",1888,m,,85.62473747132378
mdp.39015078784959,"Evans, Lissa.",Their finest hour and a half / | $c: Lissa Evans.,2009,f,,85.6096201321972
nyp.33433074901764,"Miller, Thomas,","Godfrey Malvern, or, The life of an author",1844,m,mixed,85.60041911462038
uiuo.ark:/13960/t13n2j35p,"Gibbon, Charles,",Fancy free,1884,m,,85.56329167016189
mdp.39015073668363,,The rivals of Sherlock Holmes : | an anthology of crime stories 1890-1914 / | $c: edited with an introduction by Nick Rennison.,2008,u,mixed,85.54441893953435
inu.39000000258256,"A. L. O. E.,",Claudia,1870,f,high_female,85.51202074717881
uc1.32106018278074,"Hunt, Chris",N for Narcissus / | $c: Chris Hunt,1990,m,,85.49777227854219
nc01.ark:/13960/t8v990m5r,"Braddon, M. E.",Aurora Floyd,1863,f,mixed,85.48104457836475
uiuo.ark:/13960/t7gq7dw2j,"Lamington, Alexander Dundas Ross Wishart Cochrane-Baillie,",Lucille Belmont,1849,m,mixed,85.4734061152337
nyp.33433074951579,"Cuthbertson, Catherine.",Rosabella,1817,f,high_female,85.46737994998576
inu.30000092144173,"Knox, E. V. (Edmund Valpy),","Fiction as she is wrote, | $c: by E. V. Knox (""Evoe"" of Punch) With 20 illustrations by George Morrow.",1923,m,mixed,85.45182653279213
uiuo.ark:/13960/t6h13j133,"Lefroy, Ella Napier.",A Scots thistle,1892,f,high_female,85.44514838279426
mdp.39015080896528,"Jones, Nick.","No. 1, Chesterfield Square / | $c: Nick Jones.",2009,m,mixed,85.44040394018069
uiuo.ark:/13960/t0ks71636,"Croker, B. M.",Married or single?,1895,f,high_female,85.41735870545247
mdp.39015053627546,"Morand, Paul,",The living Buddha. | $c: Translated from the French by Eric Sutton.,1927,m,high_male,85.40972028316607
uc1.$b105486,"Sinclair, May.",Fame | $c: by May Sinclair being number thirteen of the Woburn Books.,1929,f,,85.39709649871904
uc2.ark:/13960/t7np24r0s,"Neill, Alexander Sutherland,",A dominie in doubt,1921,m,,85.39579425713283
uiuo.ark:/13960/t54f22d0v,"Black, William,",A princess of Thule,1874,m,,85.3863733393606
nyp.33433075876734,"Thurston, E. Temple","The ""Flower of Gloster,""",1911,f,high_male,85.37376634907625
uc1.b4949053,"Waddell, Martin",Otley victorious / | $c: by Martin Waddell,1969,m,mixed,85.37180291309498
mdp.49015001034512,"(Gilbert Keith), Chesterton, G. K.","The sword of wood, | a story | $c: by G.K. Chesterton.",1928,u,high_male,85.35336292249914
nyp.33433074881230,"Marshall, Emma,","Dayspring: A story of the time of William Tyndale, reformer, scholar, and martyr",1882,f,mixed,85.35014074566479
inu.30000003786799,"Benson, E. F.",Limitations,1896,m,,85.32497496843845
njp.32101068601986,"Reynolds, George W. M.",The mysteries of the court of London,1850,m,,85.31363113036421
uc1.b3321934,"Chatterton, Georgiana,",Life and its realities,1857,f,high_female,85.30743487105453
njp.32101064791476,"Trollope, Frances Milton,",Petticoat government;,1850,f,high_female,85.30310118048486
mdp.39015054263267,"Hammick, Georgina",Green man running / | $c: Georgina Hammick,2002,f,,85.25149190110827
mdp.39015050740409,"Tennant, Emma.",The bad sister : | an Emma Tennant omnibus.,2000,f,high_female,85.23186800880937
umn.31951002077786s,"Oppenheim, E. Phillips (Edward Phillips),",As a man lives.,1926,m,,85.22980244495045
uiuo.ark:/13960/t8sb4ph22,"Braddon, M. E.",Mount Royal,1882,f,,85.18982865592955
mdp.49015000240045,"Aria, Eliza (Davis),",My sentimental self,1922,f,mixed,85.10526867078664
mdp.39015066058069,"Spark, Muriel.",Collected stories.,1967,f,,85.09309496857801
njp.32101064919036,"Maxwell, W. H.",My life,1835,m,mixed,85.0906924964191
uc1.b4095450,"Collier, John,",The Devil and all / | $c: by John Collier.,1934,m,,85.04269143109839
inu.30000107602645,"Pinto, Shiromi,",Trussed / | $c: Shiromi Pinto.,2006,u,,85.01088139281828
mdp.39015040177167,"Headley, Victor",Here comes the bride / | $c: Victor Headley,1997,m,mixed,84.96832998609612
uc1.b4105373,"Scott,",Trevelyan,1837,f,high_female,84.96382968393455
uiuo.ark:/13960/t5db89q3z,"Cameron, H. Lovett,",Pure gold,1884,f,high_female,84.9394613293798
uiuo.ark:/13960/t1cj9370s,"Blackmore, R. D.",Clara Vaughan,1864,m,,84.91918756003508
uiuo.ark:/13960/t7mp5q55f,"Wood, Henry,",Johnny Ludlow,1874,f,,84.91751678536248
mdp.39015024909353,"Parks, Tim.",Goodness / | $c: Tim Parks.,1991,m,high_female,84.90919034050025
uc2.ark:/13960/t6251mq20,"Smart, Hawley,",False cards,1894,m,,84.889132384903
uc1.b3321920,"Besant, Walter,",The chaplain of the fleet,1881,m,mixed,84.85506754463377
uc2.ark:/13960/t0wp9zn65,"Herbert, George,",Gerald Fitzgerald,1858,m,,84.83203257550049
mdp.39015063556271,"Opie, Amelia Alderson,",New tales,1818,f,,84.79018283846699
mdp.39015003639021,"Thackeray, William Makepeace,",Works,1883,m,mixed,84.75424212638976
mdp.39015069302746,"Mendelson, Charlotte,",When we were bad / | $c: Charlotte Mendelson.,2007,f,,84.75374329032866
mdp.39015030708252,"Nichols, Beverley,","Self,",1938,m,high_female,84.7457627118644
uiuo.ark:/13960/t73t9zb5t,"Gissing, George,",The unclassed,1884,m,high_female,84.73935083604451
mdp.39015056208088,"Mortimer, John,",Rumpole and the Primrose Path / | $c: John Mortimer.,2002,m,,84.71040420770485
uiuo.ark:/13960/t2n593h86,"Mongredien, Augustus,",Frank Allerton,1878,m,,84.70538408597596
